,.TRXFLDHDTE1,.TRXFLDHDTF1,.TRXFLDHDTF4,.TRXFLDHDTH2,.TRXFLDHDTI1,.TRXFLDHDTI2,.TRXFLDHDTI4,.TRXFLDHDTM2,.TRXFLDHDTM3,.TRXFLDHDTN1,.TRXFLDHDTT1,.TRXFLDHDTU1,.TRXFLDHDTY2,.TRXFLDHDTY3,.TRXFLDHDTY4,.TRXFLDHDTE2,.TRXFLDHDTH1
2020-06-26,-3.1399156288770597e-05,-1.6893491856529154e-05,-5.786579920359419e-05,-3.946460823970016e-05,-1.855752739310638e-05,-3.658009992884382e-05,-4.226136417659778e-05,-7.166441545883479e-05,-5.735736529503191e-05,-3.9470336939142805e-05,-6.265111758789021e-05,-3.871663691520076e-05,-3.609738473942733e-05,-4.2480542985019625e-05,-5.8245168651889094e-05,-0.00010118328128777806,-6.028942646994623e-05
2020-07-24,1.1593337251199908e-05,7.327247728420606e-06,1.9336884364586193e-05,1.6565551518162267e-05,6.188403237437064e-06,1.1262091784254415e-05,1.353524562783379e-05,3.0657283501771085e-05,2.5677085482735516e-05,1.5344694882609896e-05,3.1240627648808556e-05,1.2276470713046497e-05,1.4377943484177264e-05,1.2517514122843135e-05,2.179016974645822e-05,3.9038107272826365e-05,2.9779051117516904e-05
2020-08-21,-4.7978697324495626e-05,-2.9631924873414014e-05,-8.083126691247845e-05,-7.221195700316759e-05,-3.259565933767914e-05,-4.789660023209956e-05,-5.86714355526719e-05,-0.00012169255998162142,-0.0001117756803913184,-6.803088970983652e-05,-0.00013288460972551966,-5.14499920703815e-05,-6.121690681731414e-05,-5.770790554584494e-05,-9.401830124845612e-05,-0.00015688569609031175,-0.00011939121345364897
2020-09-18,-6.867279702850984e-05,-4.3287948975173e-05,-0.0001146423483085769,-0.00011630290716637827,-4.7915731188610816e-05,-6.986988760452774e-05,-8.505606087614083e-05,-0.00016934701172717552,-0.0001567030545205155,-9.749585052740613e-05,-0.0001899901106279259,-6.847328581894962e-05,-9.120268631203688e-05,-8.326648331720041e-05,-0.00014104496366096605,-0.00022774707596194684,-0.0001745411478591119
2020-10-16,-0.00012158000237931178,-8.161558701002206e-05,-0.00019715644617207946,-0.0002059331363449685,-8.62980082670317e-05,-0.00012477526229473258,-0.00015206002137218647,-0.000290985608924363,-0.00027529845404617126,-0.00017217094107199244,-0.00032474340526065474,-0.00011621497099456436,-0.000158486462413099,-0.0001597027343526325,-0.000246951460224286,-0.00036292765854149925,-0.0003076876723475547
2020-11-13,-8.81696599063175e-05,-5.710417021320093e-05,-0.00015465188394189774,-0.00016331709783112984,-5.568829933256569e-05,-0.00010691201852241435,-0.00012715064449872896,-0.00025203287365358856,-0.00023141715877447248,-0.00014734220858915033,-0.0002789653068942606,-9.510718938332789e-05,-0.00012269419300452872,-0.00011828720534485805,-0.000200841915195607,-0.00031363646722214547,-0.0002625693842118424
2020-12-11,-4.1322067590162845e-05,-2.2217417466886246e-05,-5.382840456269001e-05,-5.258729350507223e-05,-8.552758444628217e-06,-3.736154509619733e-05,-4.720332067068363e-05,-8.307449464568346e-05,-7.477843711516403e-05,-4.997141092142591e-05,-8.9617458561978e-05,-3.305115163167305e-05,-3.8991690502098675e-05,-4.519888540173153e-05,-6.43808116095152e-05,-9.713088742487141e-05,-8.084856894797465e-05
2021-01-08,-0.00010281092448092317,-5.6258593728158234e-05,-0.00013532193314250298,-0.00013175996217716464,-1.926057332539545e-05,-9.74016196186997e-05,-0.00012210647709586469,-0.00021126936129262403,-0.00019837067233678996,-0.0001298533275814221,-0.00023020516522937313,-8.625856089126286e-05,-0.00010017180252973506,-0.00012085208930563377,-0.0001652289549410642,-0.00024596253429854016,-0.00021260811488612685
2021-02-05,-1.237919973917547e-05,-8.160831250055008e-06,-1.7091246206741887e-05,-1.638155851755435e-05,-4.394016588478469e-06,-1.1654374288470518e-05,-1.6391698522671654e-05,-2.669696478404992e-05,-2.6867910944801327e-05,-1.9131751129932816e-05,-2.999574529333564e-05,-1.0135353986809578e-05,-1.1275284656630183e-05,-1.4774151493628017e-05,-1.97561716087389e-05,-3.393012182448982e-05,-2.9404074139880103e-05
2021-03-05,7.691932246699695e-05,5.921094634883481e-05,8.961477816341031e-05,8.01845709424863e-05,3.546347347642132e-05,5.937843566553847e-05,7.807050387349015e-05,0.00014369763777912276,0.00012922939899313025,9.171071412038568e-05,0.0001647392053564379,4.623792263910709e-05,5.1057751831844234e-05,7.138337555312545e-05,9.72283499891011e-05,0.00014745207173094398,0.00014456123187544381
2021-04-02,1.2435442761198197e-05,8.863548420421926e-06,1.3443701705919461e-05,1.4564862878775335e-05,5.918976938978338e-06,8.357596735975164e-06,1.0634912667470905e-05,2.072944036092645e-05,1.793356249132105e-05,1.402132135431203e-05,2.6783434681789797e-05,6.764687938324576e-06,7.279409957924676e-06,1.2255537548843854e-05,1.399847930680643e-05,2.5739426056260922e-05,2.4238483489152828e-05
2021-04-30,-6.4421098415036984e-06,-5.062555464002696e-06,-7.260464584451305e-06,-8.53329088493717e-06,-3.582995970278675e-06,-4.538374721836385e-06,-6.148460902690121e-06,-1.1974223612850373e-05,-1.0106793255896142e-05,-7.920305413897338e-06,-1.4804617438952364e-05,-3.65357228572349e-06,-3.837002130209369e-06,-6.727618612568515e-06,-7.6136918304923005e-06,-1.4370418003594382e-05,-1.3921331789173153e-05
2021-05-28,-4.355733347253747e-05,-3.872260301520122e-05,-5.27074593511774e-05,-5.872626324674796e-05,-2.5907434451977104e-05,-3.343400992499195e-05,-4.186405369803908e-05,-8.24781149754758e-05,-7.409566769140454e-05,-5.453353849828978e-05,-0.00010787487665918783,-2.6281868183192365e-05,-2.749977867712284e-05,-5.1912084801974064e-05,-5.658260697515386e-05,-0.00010456068877085687,-9.59587034336432e-05
2021-06-25,4.350286201440415e-05,4.24624945057923e-05,5.7964350240311555e-05,6.93409765303637e-05,2.104350638220194e-05,3.360916290122528e-05,4.852337912367536e-05,8.945819169155492e-05,7.604373310473305e-05,6.0055949305365565e-05,0.000125382794833108,2.9364845712799408e-05,3.2137067855510606e-05,6.0108824092212616e-05,6.7766345922364e-05,0.00011738313949123552,0.00011329103592778192
