,.HSCIIT,.HSCIH,.HSCIE,.HSCICD,.HSCIPC,.HSCIF,.HSCIM,.HSCICS,.HSCIU,.HSCIT,.HSCIIG
2010-01-01,0.0002808014952893981,0.00035077672455089456,0.0003301693401376553,0.0003756047333449236,0.00026201045370705003,0.0003853420853863206,0.0006420160186110275,0.00034083620120370015,7.770254910884766e-05,0.00021987290549891687,0.00043728382097581094
2010-01-29,0.00034091750097924706,0.00039102365045899336,0.00037607329750341626,0.00043077160179659486,0.00029232268236595635,0.0004239799145189936,0.0007343515161049077,0.0003865957350431543,9.248010928197809e-05,0.0002678746184329107,0.0005135230154990345
2010-02-26,0.0002937060249271318,0.0003432024355424294,0.0003266676284551976,0.0003671304583613279,0.0002522837178950196,0.0003700388145341421,0.0006400977898513461,0.00034840173281251415,7.788018349831637e-05,0.00022774068288473063,0.0004506476156565736
2010-03-26,0.0003414820922589528,0.0003898708303994211,0.00037026454124736337,0.0004235757538527896,0.0002924677701333114,0.00041944845523333475,0.0007291175359321319,0.0003989136489860262,9.255699147230199e-05,0.0002553172176976239,0.0005191748496573698
2010-04-23,0.00035828905416497326,0.0004094780530289338,0.0004015952304046349,0.0004489939716592256,0.00030708355864469294,0.00044768382574473815,0.000774625824827454,0.0004237275177588265,9.907217636463843e-05,0.0002718213614508078,0.0005505257949405475
2010-05-21,0.0003270835007212069,0.000371790960878597,0.00037884565424256095,0.00041115900186059243,0.0002895167066920646,0.0004098795155312809,0.0007073473586495202,0.0003866340928062098,8.675198673084075e-05,0.00024650740900774524,0.0004976736818239372
2010-06-18,0.00031337036005193845,0.00034240223124620795,0.00034596092053326103,0.000378808127595222,0.00026318286648702323,0.0003707938329211903,0.0006484042679779247,0.0003559428512952664,7.819488655844495e-05,0.00021824034069362283,0.0004613459438516516
2010-07-16,0.0003014752688852538,0.0003349844802374926,0.00033580317161915603,0.00036952162165597766,0.000257368924689083,0.0003638170765962601,0.0006301608755231347,0.00034927427866088045,7.821129085633884e-05,0.00021483789432441585,0.0004418995982293743
2010-08-13,0.00031817099840118865,0.00034382440458017,0.00032619443001978375,0.00037431407353130035,0.0002584315776775257,0.00037406060137269573,0.0006384823416098637,0.00035687445329073765,7.7638988822141e-05,0.00021254160979195018,0.0004583549993038225
2010-09-10,0.00031105845670134223,0.0003248771790234807,0.00032526302761958707,0.0003631067193241867,0.00025723405700827555,0.0003647512790445527,0.0006144160238938381,0.0003503435437303231,7.503818557279051e-05,0.00020997353852535047,0.0004412439361326787
2010-10-08,0.00036864263939000467,0.0003807015018165237,0.00038281575761047994,0.00042589708174459086,0.00030366477889816616,0.0004236239761606976,0.000715847087013928,0.00040333518420688824,8.84193790475149e-05,0.0002395838506531903,0.0005145956367487042
2010-11-05,0.0004166468761891835,0.0004237963787158576,0.0004377484983544716,0.0004824924848375221,0.00034476050277892537,0.0004888169127822224,0.000817236694354957,0.0004506422149503855,9.756435696613284e-05,0.00026846303057278484,0.0005893741929995984
2010-12-03,0.0003767889477474628,0.0003755554445877768,0.0004039442020187039,0.0004405898435730387,0.0003189904172267174,0.00044906676395533646,0.0007505041985293347,0.00041041932744609577,9.621001497164357e-05,0.00023779434437457217,0.0005295140229069523
2010-12-31,0.00036664959517186744,0.0003691524178850565,0.00038299400791605057,0.0004256694035414475,0.00030493439354645186,0.0004352692523003595,0.0007241261507372232,0.00040189538545213965,9.177347059150065e-05,0.00023091592543772016,0.0005113225705444951
2011-01-28,0.00037919742470091306,0.0003492415256408493,0.0003780844773668507,0.0004393016162178437,0.0003190283593121779,0.00044443406403039357,0.000740333278133257,0.00041717626969893366,9.30519769404287e-05,0.0002380844376202392,0.0005237433573445561
2011-02-25,0.000341077675857415,0.0003207683489344001,0.0003423977885991826,0.0004001839221772985,0.00029152920380629016,0.00040772101346187674,0.0006733534272841056,0.00038483048256727944,8.375673284003407e-05,0.00021656102540551492,0.0004779072424858205
2011-03-25,0.00034717148655522717,0.00031369928858347983,0.000343352101269169,0.00040792242329997636,0.0002964601345538049,0.00041677192311169946,0.0006847191091297193,0.00038955889947920756,8.508595323893031e-05,0.00022340331800311833,0.0004816146789739883
2011-04-22,0.00034039346132246274,0.00031220267894616614,0.00033200609240548775,0.00040614887635901547,0.00029390444988076415,0.00040988866997427795,0.00067525860830604,0.00038603542940605624,8.149718365906916e-05,0.00022218126949527932,0.0004783855497397137
2011-05-20,0.0003246467048092661,0.00031431466309018785,0.0003302583018822476,0.0004038527149418009,0.0003003037153000716,0.00040687260529869367,0.000664915855290873,0.0003810125939771041,7.827557110865667e-05,0.00021708764703457067,0.00048623095243922383
2011-06-17,0.00031960626440690246,0.0003039084512384146,0.0003227552942649584,0.00039826088335844965,0.0002971886149683453,0.00039865546238240833,0.0006553192965709128,0.000365110452196316,7.617126211851202e-05,0.0002092359152606967,0.00048642182559643216
2011-07-15,0.0003037626435137487,0.00029156107481810594,0.0003090958054115816,0.00037707208296555776,0.0002882906470486703,0.00038146799064605274,0.0006239090135177128,0.0003524583828494859,7.208349386676956e-05,0.000192566844994142,0.0004571785613689196
2011-08-12,0.0002688663352871144,0.00025362770269548066,0.00027159953812359833,0.0003309306885149435,0.00025440627020329473,0.0003338957252811614,0.0005525359524517707,0.0003122444073532887,6.107950114444554e-05,0.0001670460581644778,0.00040334901576517096
2011-09-09,0.00022871351753854546,0.000205445727435748,0.00024355896438596714,0.0002696989320133605,0.00021925510658933706,0.0002844754635249824,0.000452101645048006,0.0002477307068801928,5.282074102786141e-05,0.00013038289380585147,0.00034543381414758667
2011-10-07,0.00014091906445048977,0.0001322039466074067,0.00014507748228700937,0.00017357519718984578,0.00014677404243801818,0.00018070893926484731,0.00028698810153278534,0.0001568097980858541,3.542303466032701e-05,7.656113869409609e-05,0.00022211697106151805
2011-11-04,0.00014047808639678543,0.00013676424479937884,0.00014864194017152226,0.00017560514245237944,0.0001484201657108138,0.00018632742193827985,0.00029007305892256226,0.00016203079320510714,3.697514577068831e-05,8.033398459454715e-05,0.00022749990619551848
2011-12-02,0.00013715490393890643,0.000127815664293368,0.00014329645743377972,0.00016814158705874947,0.00014242277219527337,0.00017912947691485937,0.0002739273685505186,0.0001482648399102129,3.3882646819277066e-05,8.04697706459475e-05,0.00022319147210434417
2011-12-30,9.911413576434116e-05,8.89020132968871e-05,0.00010294260042434447,0.00012159755842167643,0.00010154635723621218,0.00012824020610570656,0.0002000100461703977,0.00010540127281414466,2.25458059874338e-05,5.720440375787932e-05,0.0001617644845248652
2012-01-27,0.00011768377217896307,9.781704340311815e-05,0.00012082665579818945,0.00014151450527373865,0.00012079885600185066,0.00015011273539819532,0.00023390753425002296,0.00012059321348600579,2.5632266694112406e-05,6.428114049027752e-05,0.00018727612789148142
2012-02-24,0.00016301088222262942,0.00013680012969437353,0.00016800627407178364,0.0002003349411806022,0.00017282490552535248,0.00020867931767971695,0.00033006684060257676,0.00016343848456051532,3.74640084745509e-05,9.240508316178966e-05,0.00026531422590234024
2012-03-23,0.00020139456726146063,0.0001715009717733952,0.00019688845335343416,0.0002344784546577322,0.00020367159299105092,0.0002509055284130333,0.00038811009037872896,0.00018451407125356925,4.789644055975826e-05,9.193149000514364e-05,0.0003092760527268636
2012-04-20,0.00016328138347132578,0.00013930060339316039,0.0001595336335505351,0.00019061489811389781,0.0001642631087231523,0.00020175856154729192,0.0003131538598114724,0.0001473741709979024,3.787075869509902e-05,7.158603827460995e-05,0.0002522608968240625
2012-05-18,0.00016005037066847835,0.0001317793841403981,0.00015547556842122648,0.00018282644318834296,0.00016015931213330975,0.00019328277662773098,0.0002960622379962972,0.00013901159983648734,3.8314881432387385e-05,7.07944187768147e-05,0.0002430061416045588
2012-06-15,7.655407906675211e-05,6.281168929394381e-05,7.502122947577314e-05,8.8381336028248e-05,7.563964878408543e-05,9.279970013129305e-05,0.00013992203221478898,6.658112901963744e-05,1.9617395341812915e-05,3.6459930151185266e-05,0.00011452383537389135
2012-07-13,7.543602220809767e-05,6.684583904932683e-05,7.27680187081221e-05,8.760803663270203e-05,7.527356608221688e-05,9.079717854716179e-05,0.00013763546388520907,6.693371437962351e-05,1.8941563182044213e-05,3.105071485453583e-05,0.00011152744449506268
2012-08-10,0.00010686914735604946,9.437143620550533e-05,0.00010218405456655639,0.00012504031193636252,0.00010692495757618425,0.00013031263425515965,0.00019457122630605914,9.568374659284146e-05,2.64023068639926e-05,4.177393332833796e-05,0.00016285454919824164
2012-09-07,5.809490794487072e-05,5.2120570461329435e-05,5.559311545076113e-05,6.725485545586109e-05,5.954241492104095e-05,7.112159484120974e-05,0.00010367284188210021,4.7827663134454386e-05,1.3221080330623573e-05,2.053697951849185e-05,8.459886219023706e-05
2012-10-05,-1.6970950962892383e-06,-1.666335845034064e-06,-1.5517955956031246e-06,-2.0423105770428248e-06,-1.842500568295264e-06,-2.1943439981878813e-06,-3.15924397682258e-06,-1.4537633928209769e-06,-3.294394191630555e-07,-4.091254118650837e-07,-2.6206435747081804e-06
2012-11-02,-1.1890411543872551e-05,-9.676944021675283e-06,-9.361765118857732e-06,-1.434065673998922e-05,-1.3171305420984366e-05,-1.4810497756611176e-05,-2.1561644550511602e-05,-9.396632195542013e-06,-2.2078967815572686e-06,-2.2449042883041524e-06,-1.8221000700175236e-05
2012-11-30,-8.866425797805341e-06,-7.965890235356877e-06,-6.122672441259271e-06,-1.1206446579940463e-05,-1.065708697314458e-05,-1.1602856968642137e-05,-1.7544645296839445e-05,-7.306836164356755e-06,-1.635900808130707e-06,-6.476226985176396e-07,-1.4652098446895594e-05
2012-12-28,3.05468943290479e-05,2.6770097888776626e-05,2.0939610186654155e-05,3.980383385127109e-05,3.762902069352483e-05,4.040842883456146e-05,6.043126825211195e-05,2.4652832068789392e-05,5.73516381629666e-06,2.7737423009960277e-06,4.98182384462155e-05
2013-01-25,0.00011784602681062643,9.168519805809735e-05,7.36969997167879e-05,0.00015519739956134813,0.0001511504831058119,0.0001612265607278959,0.0002254075677850583,9.33216931293255e-05,1.6750681925875892e-05,7.113908449657807e-06,0.00019540035835558295
2013-02-22,0.00013446217955948513,0.0001204507271142577,9.184093392077459e-05,0.0001801358083607047,0.00018174871634796022,0.00018544111492838232,0.00025598550362841693,0.00010509094807388196,2.0035682826713057e-05,1.9864648892122033e-05,0.00021559279962056629
2013-03-22,0.00015836756249839747,0.00013602189983662243,9.842623710698016e-05,0.0002280410940404136,0.00022764698236900946,0.00024724880828584,0.00030520504133442917,0.00011539628464939468,2.667104505190546e-05,1.9949132339058435e-05,0.00026117094636250054
2013-04-19,6.243564375371449e-05,5.976257950601661e-05,3.3906593704505186e-05,8.395263863913894e-05,8.173913785350221e-05,8.725764422304662e-05,0.00010916806351280098,4.196466096840779e-05,7.135719357147965e-06,1.6434728269724105e-06,9.26051955229911e-05
2013-05-17,6.64226837853477e-05,6.124895942726833e-05,3.6959438599772315e-05,8.816851451505612e-05,8.514869090115e-05,9.273291397323567e-05,0.00011617820514916172,4.186965634283809e-05,7.28468655667504e-06,3.1806325793018192e-06,9.42549324135614e-05
2013-06-14,9.707554687253825e-05,9.106554799873707e-05,5.675960865538296e-05,0.00013737761137486075,0.00013566762942882795,0.00014409518475595756,0.0001778074689856873,6.258828375556194e-05,1.9192110775603336e-05,-3.5937547956762424e-07,0.00013972342519898726
2013-07-12,8.182151389825921e-05,7.530643143967422e-05,5.376095936716569e-05,0.00012401562427522654,0.00011962546732397987,0.00013045912412135483,0.0001650364264273118,5.456813523127006e-05,1.686066963168591e-05,-3.158219164182533e-06,0.000129637142076152
2013-08-09,0.00010552240034333545,9.563944955432558e-05,6.863094922499145e-05,0.0001564909061560321,0.00014928796608989605,0.0001640116377537381,0.00020952666447246625,7.012300696058515e-05,1.992430346546356e-05,-5.599760132395936e-06,0.00016627960029791405
2013-09-06,0.00012153679438110976,0.00011915944946064813,7.90265948206124e-05,0.0001882572731028452,0.00017516634533131748,0.00019444461563236735,0.0002488226943255583,8.076066142856165e-05,2.3799276813883746e-05,-1.6219406030969482e-05,0.00019858069119297968
2013-10-04,0.00022195409539900677,0.00020274373332669588,0.0001038340961711504,0.00032757052877168324,0.0002950271928194519,0.0003439931938767527,0.0004457788724378295,0.00015519800870606717,3.248897809331265e-05,-4.582548358169547e-06,0.00035558640947900156
2013-11-01,0.0003725060396096946,0.0002733520519024894,0.00038013133986289366,0.0005078813906264541,0.00039290057981872744,0.0005282884670235634,0.0008276133028069705,0.0002786581020605441,6.934325369616221e-05,0.0001840248054462111,0.00046336514674015386
2013-11-29,0.0004991607264729627,0.00018210825989551407,0.0006694825322209501,0.0006309267978296089,0.0004410919635974008,0.0006310932788921925,0.0011065524989304584,0.00016476685689192311,4.001683586760101e-05,0.0002927770420406114,0.0007156509353506633
2013-12-27,0.00040818864422888386,0.0001473340617031666,0.0006240439677671863,0.0005682959792111382,0.000410597628744515,0.0005775750696030165,0.0009755420871378867,0.0001503747160522052,0.00010871973955167709,0.00021644603239489473,0.0006624605607087041
