,.DJUSBMT,.DJUSNCT,.DJUSCYT,.DJUSHCT,.DJUSINT,.DJUSENT,.DJUSTCT,.DJUSTLT,.DJUSUTT,.DJUSFNT
2010-01-01,0.00023819287218550172,0.000130232424523128,0.00018185098649872814,0.00012626019655761708,0.0001984116439116608,0.00019722263236098963,0.00017609881407337769,0.0001585045641973384,0.00013576194470365485,0.00028153717619164634
2010-01-29,4.893815883748055e-05,2.6589743076664842e-05,3.697432790857327e-05,2.571964206347832e-05,4.05529031394342e-05,4.042408558312143e-05,3.58495022162098e-05,3.220839996595841e-05,2.7556678887001782e-05,5.752169718858604e-05
2010-02-26,5.7346779510444064e-05,3.106707104724085e-05,4.3267694753300264e-05,3.00370016227165e-05,4.7493730525900054e-05,4.706514433686171e-05,4.1945460478782986e-05,3.745428610281305e-05,3.218371291126846e-05,6.709251766522307e-05
2010-03-26,0.000515654471917894,0.0002791302359496691,0.0003885470951865494,0.0002699280428914072,0.00042717067026965303,0.0004209889985601815,0.0003770768902161869,0.0003356554197973854,0.00028893465605957496,0.0006017430016149129
2010-04-23,0.0007863684195029501,0.0004269997931620463,0.0005962154714580758,0.00041580601081696246,0.0006541211181292427,0.0006419326641481866,0.0005744882690353715,0.0005135825940822662,0.00044275816049875764,0.0009251012242131568
2010-05-21,0.0003496149211695869,0.00018956750257346467,0.0002652254880677595,0.0001843835166736091,0.00029219693493610406,0.00028698557473186384,0.000257303137304882,0.00022713785819599967,0.00019735992326980081,0.00040889289905537355
2010-06-18,0.00015801166590131884,8.538748133817208e-05,0.00011913227074484423,8.321072438106492e-05,0.00013187603132241372,0.0001290791732033666,0.00011555284081006973,0.00010200607790084718,8.947824542527372e-05,0.00018337238623180894
2010-07-16,-9.304069459133e-05,-5.007292909381768e-05,-7.00147204747778e-05,-4.8912816526867186e-05,-7.761034849193534e-05,-7.632548419062423e-05,-6.828040011007312e-05,-5.9348168709894235e-05,-5.3177187262186575e-05,-0.00010733450282128121
2010-08-13,0.00019171072847320187,0.00010274617192220268,0.00014357305320760038,9.995084957754754e-05,0.00015974636703849988,0.0001566048921127941,0.00014002655111858847,0.00012200069338251576,0.00010913947776736992,0.00021955496892597201
2010-09-10,5.893691057890062e-05,3.1628229611862546e-05,4.426423062669014e-05,3.0672142845907866e-05,4.934867265209128e-05,4.802861123381582e-05,4.3305826459408105e-05,3.7295335210092514e-05,3.340145221751872e-05,6.759562153830754e-05
2010-10-08,0.0005064742376007099,0.0002708500537330015,0.00038115851516213445,0.0002638989419872171,0.00042514585011958707,0.0004110580346490254,0.0003728450282909814,0.00032034462774078423,0.0002854235615794394,0.0005815587953069921
2010-11-05,0.0004746288303404083,0.00025413903815843096,0.00035670526301714785,0.00024715720859777194,0.00039833452333348194,0.00038404285502296586,0.00034916409719851037,0.0002992746055090435,0.0002667962907352865,0.0005445969034299968
2010-12-03,0.0004415291343754956,0.0002363140317957732,0.0003314561611273329,0.0002294936891002506,0.0003706397507539208,0.0003571129075889526,0.00032490268639485975,0.000278132455705915,0.00024777778550443306,0.0005073682017960601
2010-12-31,0.0006581852872962488,0.00035109305277673114,0.0004924528855459359,0.00034078301207657546,0.0005520098540606615,0.0005323975417849277,0.0004825351072868455,0.00041380713019899886,0.0003678861712419337,0.000755959495385123
2011-01-28,0.0007933855839415328,0.0004228241470681169,0.0005947858407686911,0.00041062105961770504,0.0006668587858214344,0.0006437924346785935,0.0005796489415896645,0.0004964975804605252,0.00044537142854830255,0.0009134032380881457
2011-02-25,0.0009728704211023199,0.0005182964807928012,0.0007309327243960884,0.0005035879631035898,0.0008187107871581571,0.0007905941536545441,0.0007112407695285534,0.0006081833888455723,0.0005441165152795834,0.0011196103540473
2011-03-25,0.000695267067582472,0.0003716905036192603,0.0005234187290703499,0.00036057836546989444,0.0005857039494991593,0.0005628421354945855,0.0005102560577111916,0.0004352469282634803,0.00038864780451839444,0.0008001152944644185
2011-04-22,0.0008335391611652156,0.00044597757068052943,0.0006285423694554639,0.00043240702774570086,0.0007026008055058386,0.0006746350688066423,0.000613206214801151,0.0005238781305213064,0.000465316790587306,0.0009571821129255476
2011-05-20,0.0010520189489789263,0.0005636545146556739,0.0007943184327552247,0.0005473028385057392,0.0008865848237180745,0.0008523213751122521,0.0007721063466711302,0.0006612179729546016,0.0005866841345694392,0.0012097399001018269
2011-06-17,0.0009527054673282022,0.0005136336692771636,0.0007239289875610818,0.0004977378694420147,0.0008057508591504418,0.0007705378041799851,0.0007017805588628046,0.0006029275614212438,0.0005333532962526195,0.0011016376287074636
2011-07-15,0.0013336527554364632,0.0007224875057880895,0.0010162737024547999,0.0006995914023139986,0.0011309645125435381,0.0010882750583415559,0.0009853862555106324,0.000844627226255445,0.0007499636541794865,0.001546295983051576
2011-08-12,0.0005213549581858431,0.00028053490153053516,0.00039609714576733563,0.0002758468513174904,0.00044209647350667766,0.0004247999461396218,0.000382957527979387,0.00032351639759780243,0.0002901625984735468,0.0005975816081080846
2011-09-09,0.00034551042297814724,0.00018555969644113842,0.00026167722187563834,0.00018196639706671405,0.00029360657002510873,0.0002825820217730742,0.0002545226836008741,0.00021260317213513534,0.0001893206751045748,0.00039440819077699463
2011-10-07,4.578310555270146e-06,2.45053561679892e-06,3.4299501547839692e-06,2.38970635438232e-06,3.8664516165915636e-06,3.7571322288881454e-06,3.3297236784194352e-06,2.7891072333567347e-06,2.4750761499765257e-06,5.155627025520679e-06
2011-11-04,0.0006380534386045556,0.00033823359479595566,0.00047261710280690415,0.0003297479100593735,0.0005361947453049069,0.0005240654181795482,0.00046315411510825834,0.0003817563019791447,0.00033811729392096995,0.0007112828518358498
2011-12-02,3.053885879729799e-05,1.6144562057591065e-05,2.2512505440384368e-05,1.5832569121516312e-05,2.5564062242435833e-05,2.5177821109049148e-05,2.210862802158298e-05,1.8280840010989062e-05,1.6138629362865317e-05,3.390912651124634e-05
2011-12-30,0.0005074329867682954,0.0002694415577166883,0.0003729940260645384,0.0002641071495806646,0.0004253797883322531,0.0004215353714117125,0.00036726868029017534,0.0003031954221835077,0.00026698202260078986,0.0005612262685032895
2012-01-27,0.0006024474021649823,0.000319180479448002,0.00044235487281371296,0.0003132950514381694,0.0005051702227452462,0.0005003544703849689,0.00043618223595159373,0.00035923543452994616,0.00031538304226676526,0.0006665291751562803
2012-02-24,0.0010085927650228478,0.0005346161591432304,0.0007410753893919456,0.0005248075466005814,0.0008453994430572991,0.0008382019806776549,0.000732066370747354,0.0006012357298234403,0.0005278232843936492,0.0011180427894098863
2012-03-23,0.0010543393012244183,0.0005570643848654872,0.0007731333513095947,0.000547546855207562,0.0008848583306114682,0.0008720133788970982,0.0007647581772349699,0.0006290036027097977,0.0005515167806972935,0.0011735296976883836
2012-04-20,0.0007206944858336623,0.00038053804603021077,0.0005279801366608496,0.00037429225372950857,0.0006049783993477327,0.0005971867071213298,0.0005226690798600782,0.0004297188694968712,0.0003770355572921307,0.000801862289873725
2012-05-18,0.0005962579938400654,0.000314505701378572,0.00043662785618747707,0.0003094184538764179,0.0005005086621763717,0.0004941163660452441,0.00043300020180153746,0.00035454832646646974,0.00031115279486725424,0.0006627130347297163
2012-06-15,0.0005213744324813839,0.00027476945647732904,0.00038195497514522373,0.00027048719361214094,0.0004370464491095515,0.0004316154588486254,0.00037880817051887697,0.0003074249426096393,0.0002683879023264156,0.0005784622100448285
2012-07-13,0.0005737801499814169,0.0003023967047459781,0.0004204635527821104,0.00029739533967937745,0.00048142410368015874,0.00047565618335028225,0.000416455809277283,0.0003386410716315868,0.00029461103406992707,0.0006370710310479456
2012-08-10,0.0009953997831212038,0.0005261868688268214,0.0007302803035109721,0.0005169101006108789,0.0008407134398157766,0.0008249476697302699,0.0007256864633051877,0.0005942463257215435,0.0005071700016872827,0.0011089677136960603
2012-09-07,0.0009709940775375884,0.0005144020396309202,0.0007121501547356396,0.0005047433966304236,0.0008214659401089608,0.0008074583757364058,0.0007096056890782112,0.0005789701037690203,0.0004943964734152378,0.0010853147508134453
2012-10-05,0.0008417405006517258,0.00044458101019471193,0.0006165629681715604,0.00043587380902828553,0.000710980821135232,0.0006998783541657446,0.0006149750395151276,0.0004991086327074811,0.00042499214895553813,0.0009393587166569249
2012-11-02,0.0010927070994933641,0.0005775277782620365,0.0007998183221178405,0.0005672057635769276,0.0009245223418888746,0.000908697516245852,0.000800608219530755,0.0006507457525324679,0.0005489691932671312,0.0012152412661832765
2012-11-30,0.000940500276034466,0.0004988577188678168,0.0006869306103723769,0.0004882866909409264,0.000795164972327522,0.0007868395507522084,0.0006858143933381117,0.0005600015360844379,0.0004732289509084684,0.0010434386755222337
2012-12-28,0.001380969321041606,0.0007326661382140759,0.0010080176379972936,0.0007165317125512213,0.0011686086948247435,0.001156872552431395,0.001008024421277075,0.0008246820935557053,0.000694345824382025,0.0015318580807863534
