,HSCIIT Index,HSCIH Index,HSCIEN Index,HSCICD Index,HSCIPC Index,HSCIFN Index,HSCIMT Index,HSCICS Index,HSCIUT Index,HSCITC Index,HSCIIN Index
2008-01-04,0.0007790030786161234,0.0009147886684888024,0.0019090096428807054,0.0007757974874329919,0.00018277499471784604,0.0009583420161912914,0.0018426471669842981,0.0015424648586413268,0.0005104593029863355,0.0020868767328842087,0.0009733924735858353
2008-02-01,0.0007406925522824803,0.0010658035074857242,0.0016973043939282073,0.0007783887534187363,0.00021820784618924424,0.0008087116913150066,0.0018969569994289983,0.0013864634304754072,0.0005363345911265448,0.0017378823763166593,0.000931846129832299
2008-02-29,0.0005241018908730472,0.0006234565685023012,0.0012840609991012944,0.0004943844508794861,-4.9309120805259735e-05,0.0005599998064389623,0.0014382850143881258,0.0011401714136848589,0.0004342364662209555,0.001303979082065062,0.0007296975253270903
2008-03-28,0.0006266246311387781,0.0007339149524390823,0.001276779644189797,0.0005537678007574898,0.00011348898766238723,0.00048360411283309546,0.0015450151548681028,0.0011302241602250281,0.00034498009082828217,0.0011584323141602285,0.0008167277804793595
2008-04-25,0.0007046109340081541,0.0005558414333074152,0.001595817966230681,0.0006687575498307941,0.0002212185428516625,0.0007425420967646664,0.001923948217294806,0.0013476281876982183,0.0004235659685250097,0.0014551844340504338,0.0010957348890355293
2008-05-23,0.0007879058334575803,0.0006496913820654589,0.0016903424142041925,0.0007588620787708201,0.00028004570315452834,0.0008225489740071335,0.0020724672773829358,0.0015079288088886754,0.0004553948513891271,0.0015035569266612582,0.001307890643965181
2008-06-20,0.0007957246554222465,0.000647028940873045,0.001555458348437207,0.0006720075804778348,0.00023876499722057473,0.0007444885793700605,0.0019114649772984439,0.0014197707417448694,0.0003115087168160574,0.001469883057096133,0.001291282272504479
2008-07-18,0.0006514861448024457,0.0005414985610124278,0.0011771723974168468,0.0005455839109555978,0.00022417002441514988,0.0005841814291199175,0.0014653521058100335,0.001077816156222725,0.00025058324561714844,0.0011066195463171192,0.0009617589680290594
2008-08-15,0.0006387495060087432,0.0005320997158616524,0.0010586770642689713,0.000509294281372047,0.0002208823638448895,0.0005633302821051061,0.0013771508951949184,0.0009958985325993592,0.00023479620482942795,0.00102124731308206,0.0009209759829176062
2008-09-12,0.0006234245460947398,0.00041235125161709937,0.0010165700310134085,0.0004968013349308944,0.00028619592793245575,0.0005586504301065199,0.0012654838832677508,0.0008881507293877138,0.0002040376203779513,0.0009599718910405144,0.0008573918775003745
2008-10-10,0.0004004433602550388,0.00029162586243610295,0.0007262572777844711,0.0003650512443648834,0.0002522927225224891,0.0003955256720620197,0.000825564616152373,0.0005429646283113224,0.0001549053936853396,0.0005518869022405061,0.000556458996703488
2008-11-07,-0.00010708716529042824,-0.00012013248774339134,-0.00014849133558748055,-0.00010498085526995534,-0.00010155072939940631,-0.00012511510179061885,-0.00020412519132044138,-0.00017781877707126923,-4.25562745687949e-05,-0.00011240975177269469,-0.0002255049215336295
2008-12-05,-1.692894472278688e-05,-3.15370365010063e-05,-1.258664801320447e-05,-2.0699314308279896e-05,-2.24487740415217e-05,-2.6182718210774054e-05,-3.398115669164336e-05,-4.2632083945241316e-05,-1.0947655496871855e-05,-1.3883346015405719e-05,-3.0282961593884796e-05
2009-01-02,0.00011087756083956584,0.00014867402637272234,7.211686638258671e-05,0.00011339480942425017,0.00010967598845645054,0.00013342195445943377,0.0001935232349836042,0.00019132969563081804,2.6833238913841353e-05,8.528817780824911e-05,0.00015571821299995662
2009-01-30,1.3570994467030587e-05,1.803344810632506e-05,1.1311663123637599e-05,1.7596278336570804e-05,1.6736684913368456e-05,1.8250583221139416e-05,2.8404510887760625e-05,2.3078913136494405e-05,3.0689364989057014e-06,1.1768383617613788e-05,1.983934877596628e-05
2009-02-27,1.3784242830600433e-05,1.9722020567524072e-05,1.2430052011660066e-05,1.7995247225751694e-05,1.6726663485280523e-05,1.9328500577983214e-05,2.9437617007770613e-05,2.488324364450356e-05,2.2881934424162033e-06,1.2882394258925759e-05,2.1523154092229845e-05
2009-03-27,4.412975510836689e-06,8.581548262773294e-06,4.8945950951230716e-06,7.4568702383093055e-06,5.9293751017125645e-06,7.823922983946116e-06,1.2196907220132283e-05,8.130514270321779e-06,1.0138729230531423e-06,3.6120040765720317e-06,9.798184432672246e-06
2009-04-24,5.455134467588195e-05,9.33868385838335e-05,5.451747984484174e-05,8.464802725221121e-05,7.040505818415063e-05,9.570563324773614e-05,0.00013905488609606087,8.93690300438229e-05,1.6505743681297396e-05,4.261317825897611e-05,0.00011902825039902718
2009-05-22,0.00020124845918021984,0.00027989466301234526,0.00019936645577319339,0.00028883571384257493,0.00022249527070814174,0.0003005586382840371,0.0004540633651994897,0.00027304618715318785,4.10967149042787e-05,0.00013472710471608158,0.00037415047952855777
2009-06-19,0.00025850546977743415,0.0003174562962587617,0.0002884699788696115,0.00037604453574407277,0.00028870783771676583,0.00037509523322144095,0.0006162165991751367,0.00034315312160712965,6.795330131049941e-05,0.000190359626929477,0.0004806512265205771
2009-07-17,0.00022505416096459647,0.0002699530249228655,0.00025134267118372534,0.00032990850525939147,0.0002496572382996482,0.0003351874026135495,0.0005371163486741872,0.0003091865049243528,5.667382418493765e-05,0.00016195033818089283,0.0004177072686069946
2009-08-14,0.00031682614584789754,0.0003285522562704255,0.00034678088174038176,0.0004376880823018569,0.0003287589804737323,0.00044259802524448147,0.0007389792627120206,0.0003886606501563363,6.971425964554004e-05,0.00021386473521824707,0.0005565708047463009
2009-09-11,0.0002826965097650275,0.00030998474541093303,0.0003299260898347655,0.000400723357813446,0.0002910083199257675,0.00040557343742460717,0.0006588929210432568,0.0003492933905844026,6.419205252114943e-05,0.00021091674373845777,0.0004923275789067413
2009-10-09,0.0003007972307237746,0.00032405238613993456,0.000341933179159399,0.0004165461790647306,0.00030631565503165574,0.0004238727447272206,0.0006729897723012175,0.00036336913876858614,6.514219591390234e-05,0.00022548384043708666,0.0005157338829085976
2009-11-06,0.0003349155108574667,0.0003514536308022403,0.0003725989046468588,0.00044045940138210304,0.00032761882194840236,0.00045445276680725804,0.0007142354297185646,0.0003858219905545333,6.459640233298025e-05,0.00022733265909626307,0.0005480619147510957
2009-12-04,0.00035455368314661633,0.00037323689538960473,0.0003773852848893417,0.00045695103900964733,0.00033789285556464014,0.0004777100115478119,0.0007304356741399178,0.0003976424455398718,6.880188904837377e-05,0.00024539426310582284,0.0005703804744333923
2010-01-01,0.00022539975375964177,0.0002393550626544806,0.000245339582446764,0.0002972171552156181,0.00021420015808560982,0.0003049097593233585,0.0004817589378932201,0.0002462641390931315,4.599196406412669e-05,0.00016069175052940566,0.0003736658755260125
2010-01-29,0.0002579354104121652,0.00023862759114958617,0.00026388350136266923,0.0003127787790266549,0.0002237452038929163,0.00031144896838666435,0.0005101912164237768,0.00026018115633508144,5.13817674321923e-05,0.00017551783411431034,0.0003991932747044635
2010-02-26,0.00019912966835930972,0.00019268854131490498,0.00020435889212065765,0.00024081750596138704,0.00017560109707117011,0.00024163909898487207,0.0004020061674104279,0.0002081351163782348,3.8504000920590816e-05,0.00013420022443703608,0.0003169198159404824
2010-03-26,0.0002889595041857086,0.00028249905848935346,0.0002810023376585767,0.0003300717017204791,0.00024093192089252998,0.00033785491641112245,0.0005474727037270482,0.00027834340538826784,6.268508086392341e-05,0.00014936318074699445,0.0004320743367619664
2010-04-23,0.0002924041289376339,0.0002902105143818465,0.0002865235688382051,0.0003347709605875695,0.00024114117864965497,0.00034121120302775396,0.0005541061765645646,0.00028020063180070136,6.249546044317518e-05,0.0001490498282404904,0.00044215309525082473
2010-05-21,0.00021586324270562868,0.00021177911206190876,0.0002168608085585267,0.00024472164592614736,0.00018629029376083739,0.00025035122104814653,0.0003974828043452044,0.0002037873287561736,4.709486623029842e-05,0.00011021877777156179,0.000321325661068663
2010-06-18,0.0001541504658414403,0.0001441721774555404,0.000147878454906657,0.00016667969706261808,0.000126058139830817,0.00016729107436319618,0.00027013165651455724,0.00014014815882100917,3.1973616982617035e-05,7.220276067636892e-05,0.0002186834599958339
2010-07-16,0.00010857596795583487,0.00011111743229871447,0.00010525802005392307,0.00012152420837072559,8.972702126289973e-05,0.00011968766198549955,0.00019344292010534778,0.00010318158130443234,2.2434603223911146e-05,4.393674408985807e-05,0.00015357330104800266
2010-08-13,0.0002297710093077975,0.00022606061544479077,0.00021049946488295343,0.00025299012474357043,0.0001837176509638038,0.00025237511516376757,0.0003952344782998227,0.00021395398805762017,4.390745896529914e-05,8.800931797962205e-05,0.0003272013809410756
2010-09-10,0.00010167792227115166,0.00010547824860170713,9.185152015174366e-05,0.000110078962482884,8.392905870373815e-05,0.00011285220577862302,0.00017049378734896106,8.90046014545436e-05,1.725032832942186e-05,3.441845129567349e-05,0.00013619726185457322
2010-10-08,3.0221761622443157e-05,3.4359163880514594e-05,2.518110213324381e-05,3.375971355638155e-05,2.637464499819463e-05,3.4659603609550094e-05,5.2330304842641895e-05,2.7408724040802793e-05,3.839141160132224e-06,5.39229561943192e-06,4.308527941964179e-05
2010-11-05,2.2514638561308246e-05,2.107595903420261e-05,1.5904833233513652e-05,2.5127133917540873e-05,2.0191775467498822e-05,2.4880895966829295e-05,3.793235440903328e-05,1.851781055352053e-05,2.596720513700501e-06,2.650398064456402e-06,3.2109216881488775e-05
2010-12-03,3.822433135555257e-05,3.9049698572764995e-05,2.3771168833376113e-05,4.6014881039011966e-05,3.8672154092520135e-05,4.534393508894492e-05,7.194931365340189e-05,3.363788477327704e-05,5.148409040116054e-06,-1.4075102384023582e-06,5.904712194618989e-05
2010-12-31,2.4110322260883077e-05,2.4548099135074877e-05,1.425741833933822e-05,2.971227443409576e-05,2.46187430739125e-05,2.8748550191624773e-05,4.506230130689029e-05,2.0845087942493885e-05,3.187022699777744e-06,-6.792793670724625e-07,3.650065511768473e-05
2011-01-28,0.00018321248319437463,0.00016068616932758876,9.618796468858851e-05,0.00023019611387930557,0.0001993130645574916,0.00022780995172428726,0.0003262349445955219,0.00015142952619044827,1.446482521079884e-05,-1.0583384510138493e-05,0.0002793347924789431
2011-02-25,0.000179323543112114,0.00018233225616421197,0.00010654770108958687,0.00023333632441750553,0.00021522108384527022,0.0002294244322360651,0.0003235172627595821,0.00014677646278407806,1.51671454858855e-05,8.697779801823347e-06,0.0002677589736811962
2011-03-25,0.00023061480910857227,0.00022610401123097736,0.00011271782595674478,0.0003235371171666486,0.0002948373544579542,0.00034013898178428075,0.00041344342417824395,0.00017621918493613233,2.7407684697865466e-05,-4.0804527985195084e-08,0.00035126194117189396
2011-04-22,0.0001513812929580095,0.00017747249010326347,5.81459247432216e-05,0.00020875270618854358,0.00017815456742805664,0.00019704440289934364,0.00025250286041263214,0.00011144078726537048,1.266210953562929e-05,-1.6395110103452653e-05,0.00021433866371507233
