,.HSCICD,.HSCICS,.HSCIE,.HSCIF,.HSCIH,.HSCIIG,.HSCIIT,.HSCIM,.HSCIPC,.HSCIT,.HSCIU
2008-01-04,0.0012406380637189369,-0.0005311084249005594,0.0042920226079366415,0.0015777150084489546,-0.0007147145232405589,0.0014212178013918932,0.0017817121978867566,0.0026770058940512745,0.0011186767075574775,0.002352296544242848,-0.00014777391463062685
2008-02-01,0.0009664065224462263,-0.0006964102430329676,0.0047850013233505856,0.001313810136421171,0.00026434566870621175,0.0013468080279909899,0.001667527062613569,0.0025257522383416078,0.0009921876279157446,0.0019053095580714692,0.00026582482491706533
2008-02-29,0.0008467735662302476,-0.0012865563009678018,0.0040005339503304815,0.0008706327223215604,-0.0006246281748527603,0.0013411036505718522,0.0010331432392289832,0.0022086680849030937,0.0005162748222698418,0.0013974817951831913,7.345043589287244e-05
2008-03-28,0.0015016865472732574,-0.0006899641655582902,0.004700700269703564,0.0014938793751864484,0.001992121246499769,0.0017351995935508914,0.0019214898198194074,0.0030364410684184107,0.0014329491519391778,0.0016573400108647128,-0.00022119037584266067
2008-04-25,0.0007559555114007945,-0.0016558839430178712,0.0032013753377090884,0.0006004192729967647,-0.0003836338449330511,0.0016905389588224326,0.0011602322912202725,0.0019533207355553694,0.00033571159303081536,0.0006787317754659531,-0.0002876309877872565
2008-05-23,0.0008340518946943407,-0.0015036384823023186,0.002974336142712899,0.0008576219231456765,-0.00019997879631374678,0.0015933403285859572,0.0013728815474318016,0.001588822577644691,0.00029545473753078016,0.0008495009939915334,0.0001436775350988241
2008-06-20,0.0009397074155053173,0.00019752308758717906,0.0037849188648689607,0.0015316741374378278,0.0013542998760952439,0.0029765273882088714,0.002324780539819789,0.0029276493188210655,0.0005529392591328045,0.0011679660049645066,5.583208442930666e-05
2008-07-18,0.0011702012315946242,-0.0013890198913330916,0.0027724831856397883,0.0013833444516708955,0.00028314669948461223,0.0019365630920567475,0.0007010322386452644,0.003448495815610975,0.0007718678142968579,0.001020759232056578,0.00022150049172321005
2008-08-15,0.00102205809564249,-0.0007073464180552106,0.0029149488372927214,0.0009840650255634902,0.00013964536107337333,0.0008726165756582897,0.0002476693779488638,0.0029138569353777703,0.0010899728535858201,0.0009178003965092688,0.0004203052087533042
2008-09-12,0.0007875958932421559,-0.0006319886335207396,0.0026147278772682657,0.0008275683074993282,0.0007141222424747427,0.0009065984039638888,0.00032583287444590855,0.0024820517497877435,0.0009282773338861337,0.0002065649416898908,0.000719727849323158
2008-10-10,7.431017888723192e-05,-0.0006570708632282314,0.0011837705799128406,0.00023481886153853667,0.0007325373044165234,-0.000190173323657143,0.001248396860383113,0.0008847291699365178,3.4172032040880377e-05,-0.00032993969758331686,0.0009288010787597476
2008-11-07,-0.0007948744407851525,-0.0014603560830479068,-0.0002660368458924958,-0.0005641282988865526,-7.210747742249159e-05,-0.0012120306816916985,0.0010166222927473609,-0.0009625721676487252,-0.000256405755435174,-0.001892603818537376,0.00021067823069039631
2008-12-05,-0.0009068738771161604,-0.0011005440353165769,-0.0018728425195206648,-0.000865537423566624,3.4428490192101445e-05,-0.0025136866154933635,0.00017603324055068096,-0.0019341661960587929,-0.0004185385323070584,-0.0022140408621540196,-0.00030742521247390794
2009-01-02,-0.0005387543046021773,-0.0007005173775737511,-0.0008290939098831617,-0.0004832368418243378,0.0009274272434853256,-0.0019743501611203832,-1.1781672436351733e-05,-0.0012747373114312805,-2.835981350661997e-05,-0.0013480586216161787,-7.599784488535432e-05
2009-01-30,-0.0005027011822468597,-0.0006064037368789469,-0.0005792084047664457,-0.0004369769925571421,0.0006638942467250528,-0.0020018854440298373,0.00018902056843789206,-0.000937398890420402,-4.886972800444516e-05,-0.0009879375650043618,-0.0003916528721672085
2009-02-27,-5.907496414542258e-05,-3.188459982158855e-05,0.0005828376842317512,0.00019527656080143863,0.0010710507098769012,-0.0013349267749675998,0.0006525424652878335,-6.723807589710729e-05,0.00032663151239686146,0.0001248071811986802,-0.0003098638088766327
2009-03-27,-0.0010750732395231552,-0.0007644960503562471,-0.003048610496781543,-0.0005625039266228876,0.00036409366928445523,-0.0035526841898994802,-0.002051734696928787,-0.002497370275341746,-0.0009368059190102248,-0.0019339437835801051,-0.0003105809869534022
2009-04-24,-0.0002968368675076425,0.000389233376089107,-0.000882726370515933,-0.00014030305599894402,-0.00021820577919443414,-0.0024624387201353207,0.0007124594046328272,-0.00011283417620920654,-0.00014355215728287522,-0.00038058173221029463,0.0005257431040165759
2009-05-22,0.00011850582414449134,0.000575611932596002,-0.0001734163219083533,0.0006076043867718293,0.0004224241783940439,-0.0024063487434160887,0.0008210113837367689,2.9440737876092844e-05,0.000741565356213456,-9.571551052708102e-05,0.0004250551538619518
2009-06-19,0.00044505901067452304,0.00013484451126710543,-0.0003089643744412338,0.00036551373596272114,0.00028862000740070777,-0.001727016948275128,0.0008650696424404804,-0.0002281787882649415,0.001061139645695197,-0.00040799957544725607,0.0003489902931069514
2009-07-17,0.00038479068920051554,0.0001861579041300812,6.752965335487149e-05,0.00017306230199269317,0.00021787250327237666,-0.0017117777555546469,0.001248737109751182,0.00011841435887851117,0.0005098839065110199,0.0001441177608838342,0.0004055330822099319
2009-08-14,0.0004450823739946167,0.00040698452502074237,0.0001297780641193627,0.00022582028923787503,0.00034332620468208186,-0.0017361537941485467,0.0006841258181907149,-0.00031003377085996996,0.0008489985467195728,-0.0002645006987907451,0.00016310163795592157
2009-09-11,0.00035227689548282494,0.0004865176476211443,1.813517933903653e-05,0.00021204940930451743,5.811872496113346e-05,-0.0017961417239666022,0.0007463479898716656,-0.00011494822561521284,0.0005518812556901349,9.462946939955562e-05,0.0003335828635960929
2009-10-09,0.0003464322702632967,0.0003860490668752953,0.00019027267079437925,0.0002620634513072998,-1.366710601428023e-05,-0.0016537302083621242,0.0006401888553086033,-0.00012503743080448599,0.0006765400428727143,9.846184183872643e-05,0.00023745297392529548
2009-11-06,0.00041211542709844787,0.00015308670368080794,-0.00022086057513349055,0.0002616771010882805,0.000157160007197143,-0.0013578321716276455,0.0003673297865258309,-0.0005028573252806835,0.0010379512272933203,-0.0005777429826875028,0.00024202728082340947
