,.DJUSBMT,.DJUSNCT,.DJUSCYT,.DJUSHCT,.DJUSINT,.DJUSENT,.DJUSTCT,.DJUSTLT,.DJUSUTT,.DJUSFNT
2010-01-01,0.0007117982852876371,0.00041644802098285465,0.0007019039961228195,0.00018534657073234048,0.0004022215241203323,0.0005666092726771297,0.0006423443995595593,0.0006448726974780413,0.0004075259315320102,0.0008572130281696047
2010-01-29,2.040460728776122e-05,0.00011809673525716374,0.00025064762152929445,-6.588672459013804e-05,-0.00011987515187056365,-5.052160615274574e-05,0.00016815532344072726,0.00028845854768445357,2.6835064229979106e-05,0.00014955958238653598
2010-02-26,0.0004077588710457365,0.00026216192830835175,0.00045866388793198244,0.00011936623301808606,0.0001561039179388677,0.00032093428099011143,0.0003901332796187238,0.0004793598378662366,0.00026476614309987374,0.0004930954849632892
2010-03-26,0.0003500220867495408,0.0002646395949784122,0.00045911368219741383,2.0334820516916942e-05,0.00013055495586803556,0.00022652456541514594,0.00040822160597924346,0.00040926074239171537,0.00034271184348644675,0.0002946871004631459
2010-04-23,-8.204202272395255e-05,-8.996297524738292e-06,0.00010381272156851864,-0.00027935886176245356,-0.00023891958317956812,-1.4209621088281004e-05,0.00011325452101535572,8.626749412322643e-05,0.0001862514846411019,-0.00028918207056038503
2010-05-21,0.0010536363971038404,0.0007206904771009323,0.0010898793544153037,0.0005960788240621517,0.0007842205460212364,0.000961402875200966,0.0008871525713288184,0.000986496367543738,0.0007349453440372738,0.0013924793189829827
2010-06-18,0.0009954527814828437,0.0006969140154526201,0.0010736923295280622,0.0005311798262955022,0.0007799244840858561,0.0009533000337471702,0.0009103152823747277,0.0009417250387399434,0.000692243138840177,0.0013605505572701372
2010-07-16,0.0009324278554295085,0.0006883528280252429,0.0010457932437694312,0.0006043549146612301,0.0007478402349158033,0.0009246600215521097,0.0008403330641616095,0.0008884853530259844,0.0006415913462148305,0.0012186138829620378
2010-08-13,-5.553627890422688e-05,7.928550519869105e-05,0.00020441545716401704,-4.928681964370599e-06,-0.00013552674411165485,0.00012310656329423683,7.506596868483791e-05,0.00016462323203570892,8.421783083273118e-05,-8.920686217857516e-05
2010-09-10,0.0009867472606197765,0.0006950330316135272,0.001043571337560805,0.0006363630696175176,0.0007625526161460683,0.0009602698964331301,0.0008582192852538707,0.0008453134927237443,0.0006092581573174101,0.0011556078789751523
2010-10-08,0.00019684003245989045,0.0002573589428729539,0.00046318819658502984,0.00024955913160056053,0.0001603310590485709,0.0003071345066443316,0.0003149957049891358,0.00038028993935135323,0.00020216014295342032,0.00043824680902939577
2010-11-05,-0.00020737042859016272,6.71178618839351e-05,0.00016018510477199346,0.00010662217696122254,-0.0001651986443389037,-1.7349309886495587e-05,1.3222801590085585e-05,0.00013225252492222116,-3.400784757624764e-05,2.0736585134183984e-05
2010-12-03,0.0005011543900390631,0.0004974954431111275,0.0007434292709757422,0.0005576826434448101,0.0004722206416720636,0.0004858630118698617,0.00046742621023924735,0.0006120122344250093,0.00029241222651740485,0.0009023634539965442
2010-12-31,0.00110335407754922,0.0008112337752149512,0.0011805574523357848,0.000821996683673185,0.0009792724528901186,0.0009694930232469366,0.0008591202116067938,0.0009894854916826456,0.0005783895615092408,0.001586527494990223
2011-01-28,0.0007090215132392877,0.0006599176554017168,0.0009465123439239989,0.0007082876313336191,0.0006589117777619824,0.0007389306985257374,0.00060574178502443,0.0008234486396676574,0.0004314328150490976,0.001157144018436524
