,SH000928 Index,SH000929 Index,SH000930 Index,SH000931 Index,SH000932 Index,SH000933 Index,SH000934 Index,SH000935 Index,SH000936 Index,SH000937 Index
2010-03-19,0.00603340820090951,0.007158566035675231,0.006801664690246117,0.00648740249195611,0.0065435186280010564,0.006159675827664825,0.005559610767423982,0.006534955752098423,0.004379495719315008,0.0054766256875327084
2010-04-16,0.006318133033744599,0.0074115515524318856,0.007109420575480375,0.0068505246812896195,0.006717603927093106,0.006456260291048632,0.005763837902367839,0.006937091263926578,0.004642004441854524,0.005749854182794611
2010-05-14,0.00621484693748343,0.007248591972970462,0.006989558547912816,0.006745589938297145,0.006668878642322275,0.006391966468560957,0.005256587982115495,0.00695901909282634,0.004629690035533133,0.005570361627221008
2010-06-11,0.005829000361893823,0.006932063933988791,0.006693760299770245,0.0064787061939757,0.006433019366001578,0.006068672778197544,0.0051431509416137505,0.006659470163426751,0.004222333426624759,0.005233053788881739
2010-07-09,0.005921699643764541,0.00707860442126928,0.006831870318663965,0.006607662869522582,0.0066314299082410565,0.006252698774404886,0.0051731894544842115,0.006733816601472152,0.004310332901171032,0.0053795310731264935
2010-08-06,0.006092684562269606,0.0072053187531398956,0.006950108403108543,0.00674677714962473,0.006727896180294786,0.006445725749519552,0.005147674179434681,0.006842687935193587,0.0046078443091386425,0.0055293022446430235
2010-09-03,0.005950806378452305,0.006987474457918034,0.006698052400579923,0.006510511621374777,0.006600529772705807,0.006261775588613834,0.004945493589548205,0.006548591329018232,0.004461398096688802,0.005324292814778867
2010-10-01,0.005984115135640148,0.007082209306483347,0.006779738339476541,0.0065942786133523345,0.00671054170417072,0.0061727824413324965,0.005208213154010894,0.006518678325382712,0.004355682931923189,0.0053579695113282035
2010-10-29,0.006563230425520689,0.007824893129231904,0.007569482510375865,0.0075152509954897724,0.007482700852308514,0.007116507713119391,0.005707237284501007,0.007524201264141352,0.00521507144431935,0.005971606435919861
2010-11-26,0.006309388899349291,0.00763388980618608,0.007379620000006979,0.007313462885876396,0.007331196820664025,0.006910226311520221,0.005535696019853703,0.0073485452356608525,0.00493981242273679,0.005807136594629989
2010-12-24,0.006297513427537028,0.007569320878650686,0.007321463814070383,0.007199115297413831,0.007186063444632896,0.0067588882144205475,0.005518865238827626,0.007264625976698255,0.004875466598306986,0.005777571707278122
2011-01-21,0.005609870708410257,0.006932453885839255,0.006677310008510187,0.006621224160756919,0.0067549430154655275,0.006296539282819296,0.004883566604134775,0.006748020687856318,0.0043813755690897994,0.005258633982816958
2011-02-18,0.00553787959561875,0.006869581449450736,0.0065473917200085585,0.006570570086848583,0.006814659714900088,0.006299172648473394,0.004920131508809339,0.006688337196565628,0.004359822623602115,0.005173821857495053
2011-03-18,0.005699234238821746,0.0070547470610349845,0.0067025728120982874,0.006721989424077592,0.0068648063757428945,0.006376128988528776,0.005130417732264362,0.00682324056758079,0.004436220278310055,0.0052906989923519054
2011-04-15,0.005344978248684062,0.0066762764663686,0.006288939458088197,0.006341881996574314,0.006494146985762525,0.006074996264494299,0.004690416343920503,0.0063738882026407205,0.004040323737296117,0.004938130384209911
2011-05-13,0.004432318066291617,0.005738128012175796,0.0052479208763682944,0.005315463042644698,0.005441495213203729,0.005330238059391975,0.0036335090940829732,0.005336866598574054,0.00340356440534877,0.004161058770697712
2011-06-10,0.004203777285464649,0.005445290157636948,0.004936587115639224,0.0049931239382997,0.005191669832572553,0.005012576806518099,0.0033157884748959386,0.004957836254292878,0.0031894403862563515,0.003885390983010659
2011-07-08,0.003882738269030308,0.00508195499907584,0.004565896289238711,0.004661233360292704,0.004807133434254497,0.0046979973862615095,0.0029324860605201065,0.0045682209063842225,0.002918377615511557,0.0035778647208972707
2011-08-05,0.004245961829708545,0.0056075807480387724,0.005051477149574748,0.0051723138039000876,0.00519618982715855,0.005206414604180752,0.003416643425770362,0.00508688275408181,0.0032937528063342538,0.003973770613692655
