,.CSIH00928,.CSIH00929,.CSIH00930,.CSIH00931,.CSIH00932,.CSIH00933,.CSIH00934,.CSIH00935,.CSIH00936,.CSIH00937
2014-12-12,-0.0022221603971804074,-0.0015198384563973532,-0.00029535065251506005,0.0003752719061649908,0.00033398285078050277,0.0014433545637381985,0.0007061746340261431,0.002050913359313152,0.000846961185747942,-9.799343808438528e-05
2015-01-09,-0.001986865092532144,-0.001233095505368633,0.0003034177078253518,0.0004947391435571932,0.0005556506779806959,0.0013136904759231988,0.0015219935929915527,0.0014218741395071635,0.0004097746804443437,0.0007341240151581352
2015-02-06,-0.001364029975905225,-0.0005599001536062497,0.0005624862264573321,0.000951767710706467,0.0006444160141230142,0.0015457029513596767,0.0015417484583502385,0.002217555178651742,0.000695890497498431,0.0007764501754955075
2015-03-06,-0.0013871841481229285,-0.0006620964816418351,0.0005491158617524513,0.0010055230131348258,0.0007298673496164204,0.0014789280543654887,0.0015420492834056015,0.0024420502303638897,0.000985478556362884,0.0006858918390059603
2015-04-03,-0.0012246527075843977,-0.00026259295453161133,0.0010798591154882746,0.0014514359250220722,0.0012277542988028039,0.00205211049355309,0.0016283031808460825,0.0027779937155297373,0.0012751691628591728,0.000979115700024705
2015-05-01,-0.00020638110495288005,0.0007513319910203289,0.002433096970822712,0.002466448026465358,0.0020260012060015365,0.0024773612022887482,0.002672112656620469,0.0034738937706659933,0.0025285989038368573,0.002066905089003578
2015-05-29,0.00014816969965272234,0.0012010932437496486,0.0030301345829845455,0.0031739490619416087,0.002434772567974716,0.0029633768019991344,0.003117920063711406,0.004445600264614278,0.003454506607090565,0.0027698507313609544
2015-06-26,0.0005459570640401941,0.001572026332709881,0.0030201336013199187,0.003314212999081515,0.002461996842112936,0.0034136131015194164,0.0029324709198039907,0.004489246606712705,0.0034299157749437,0.0032599093345765775
2015-07-24,-0.00012870898361403593,0.0007605324585169387,0.0023142773421523694,0.0025513129866407184,0.0020907793050806223,0.002921849091994628,0.002640425568737048,0.0037201032165571353,0.002790820372059533,0.0025732256132799014
2015-08-21,-0.00021525902787088643,0.0006903037519202139,0.0023444342109637173,0.0024566787732921195,0.0018734334865285495,0.002689302006833924,0.002351112691697534,0.0035070249853512273,0.0031787722048524456,0.0027376086855055133
2015-09-18,-0.001037221108256469,-0.0004498044651418421,0.0013390703061580494,0.0013960404976559998,0.0007639753612320073,0.0014851017621613555,0.0020615304512809148,0.00208512646845035,0.0016319743433536305,0.0020151728275159195
2015-10-16,-0.0021623293446486423,-0.0013389810752053553,0.0009638010866977499,0.0012432861705663244,0.0007263255808710329,0.0016743573741553942,0.0013770673141353853,0.002245557421000333,0.0018760699568087142,0.0014706426804214862
2015-11-13,-0.002054160124641055,-0.0009175325650072022,0.001292225153589117,0.0016106852613325077,0.0007240372819638013,0.0015047521970524697,0.002232770960973315,0.0024406811986518507,0.0022948272923077077,0.001899271369396879
