,.TRXFLDHDTE1,.TRXFLDHDTF1,.TRXFLDHDTF4,.TRXFLDHDTH2,.TRXFLDHDTI1,.TRXFLDHDTI2,.TRXFLDHDTI4,.TRXFLDHDTM2,.TRXFLDHDTM3,.TRXFLDHDTN1,.TRXFLDHDTT1,.TRXFLDHDTU1,.TRXFLDHDTY2,.TRXFLDHDTY3,.TRXFLDHDTY4,.TRXFLDHDTE2,.TRXFLDHDTH1
2016-04-08,-6.69965430965718e-05,-0.0010276408682446836,-0.0007804571855186525,0.0013196517090660709,-0.000612711512757604,-0.0007497454708682386,-0.001029559425825195,-0.0019996198495995654,-6.824235175021754e-05,-0.0007605175116086238,-0.0007819113970407045,-0.0012021667387833086,-0.00021022977724835702,-0.00035619944880234595,3.443704325747563e-05,,
2016-05-06,-0.0008372401954017995,-0.001639692611685488,-0.0013221632428497337,0.0002073960018110566,-0.0010528329845056197,-0.001128321139200627,-0.0014533117954352091,-0.003067576314277201,-0.0007057636004946215,-0.0014020177943371943,-0.0020133262215224395,-0.0016979386560119747,-0.0006271775780141762,-0.0005075727807169127,-0.00016879157868452527,,
2016-06-03,-0.0012104260997882338,-0.0015240460856462688,-0.0010896917413139792,-0.00025456998699818626,-0.0009461034933328337,-0.0011515108481366027,-0.0012586858636315277,-0.0029213716033419826,-0.0005807131076432973,-0.0013288833384224625,-0.0017605199797090013,-0.0015862435462579115,-0.0006561033213416745,-0.0009711961512311665,-0.00036302478694940265,,
2016-07-01,-0.001444745641127254,-0.001570437863673788,-0.0011797292477557558,-0.0003617850471085978,-0.0009146450871692204,-0.0009029132516887163,-0.0012655818417202987,-0.0029521654580040844,-0.000343559717114279,-0.0013196881173923205,-0.0018104389859357561,-0.001545856798120143,-0.0004583316873263592,-0.0008554679068737021,2.2453019089562908e-05,,
2016-07-29,-0.0002705060338452418,-0.0009133202457968481,-0.00041402709034891105,0.0005557927129725688,0.00015118005904573922,-0.0001934636457000319,-0.0007268731110793771,-0.0019039221693174875,0.0005590344740752641,-0.0006851971577666766,-0.0006593394844908682,-0.0009828735720868623,0.0003342433075944676,0.00021241946563448202,0.0009579207229002939,,
2016-08-26,0.0010797927737062419,0.00033637686929690377,0.0003653919826634561,0.0010699949447369567,0.0008953485705346488,0.0002895478996665618,-0.00010911441311484452,-0.0004507263713127355,0.0005248843256562686,-0.00014764628609533783,0.0004482471687393339,-0.000712064444362346,0.0010776743934363421,0.0011310090378248909,0.0013252499418047012,,
2016-09-23,0.00091491299309364,0.00017759087606220914,0.00025107981363254705,0.00044826388783892175,0.0006828887214598217,6.229292739897151e-05,-0.00036395225909989536,-0.0006702527510855823,0.0005290375625449748,-0.0006441060117686972,0.00037410281559158246,-0.0007523934949641662,0.0007499353155546085,-9.162128498291927e-06,0.0005944755464443432,,
2016-10-21,0.0007147720769476653,-0.0004341089505942503,-0.0003641317758129857,0.0003115214036998284,0.0004581092356649672,-0.00046874530459768763,-0.0006794978776059287,-0.0011200208423442631,1.111518594742886e-05,-0.0008226438661988994,0.0005871116954527798,-0.0010583407514802765,0.0006261378030206672,-0.0007850822904886064,0.00015179223686922203,,
2016-11-18,0.00024347741474238955,-0.0006833882341312597,-0.00029414057070902206,0.00015654751201417633,0.0002274507889166561,-0.0006904026077571362,-0.0007803666537635644,-0.0008693200480739201,-0.0003535569997951218,-0.000547757623300701,0.0006842800847810812,-0.0010212714707207942,8.744624865622238e-05,-0.0005800347420228886,0.00031294193745737053,,
2016-12-16,0.0009736238921698093,-0.0002863535596155162,0.0002932556374308572,0.0005994429893882757,0.0004060285119016866,-0.00030803586078333563,-0.00014141583645144856,-0.0003020866924121666,-0.00017948462545862884,-0.0003962554443089692,0.0008930248714939446,-0.0005772741801647367,0.0005130777444251998,-0.0005576209318581542,0.00041499258881475356,,
2017-01-13,0.0013943698746744317,2.445556635563433e-05,0.0004903126652316764,0.00017632017049988474,0.00042034741835510816,3.1993060288128605e-06,-6.861671752270661e-05,-6.836143272264034e-05,0.00014271841393307923,-0.00022775558943656317,0.0011180809414347032,-0.000477856423658288,0.0005633310882971206,-0.0005277683415167214,0.0007789700456991705,,
2017-02-10,0.0014599330046530252,4.6321128959076754e-05,0.0005644708396628385,0.0003041452004879724,0.0006400066237425325,8.19282158184749e-05,0.00010762626806509965,0.00011070725913743377,0.00012278524205145815,-0.0001099003031949119,0.0011996839538067525,-0.00030560551508881375,0.0009032194964989039,-0.0004081164506098594,0.0009545345870265087,,
2017-03-10,0.0017144182996160114,-0.00011625597269857309,0.0006702137453394862,0.0009591732333364042,0.0011218356404178547,2.8533082679433713e-05,0.00011133313341271824,0.00023046915907382583,0.00012049813833270155,8.934566239122326e-05,0.0012973894369334624,2.7975439176637808e-05,0.0008907158491088096,-0.0002895098284713392,0.0011070608296018633,,
2017-04-07,0.001379266055100521,-0.0002617325711438278,0.0007266232038517874,0.0008036801491578213,0.0010948069556455968,2.773229788928698e-05,1.1845053539841254e-05,-0.00011019346378028807,0.0002006639175941356,-0.00018415058681733962,0.0013607437747779434,8.149548869623439e-05,0.0007534891656430045,-0.0005567827217971815,0.00087029944966706,,
2017-05-05,0.0015713677500581425,0.00011173674432583228,0.0010557366933351756,0.0010915980088531574,0.0013312943602823784,0.00019666710099413773,0.00025410249289538637,0.00031607742249999083,0.00023223209918079392,-0.00011194022434432289,0.0014835171303596987,0.00031697854037725806,0.0009639929258285783,-0.00028957071322327716,0.0010993601005283404,,
2017-06-02,0.0016281213509176475,0.0002742839508273773,0.0010103209612309164,0.0009517782670343657,0.0013047626214563583,0.00016462663825175867,0.00018353474581817792,0.0005547120079382115,0.00015367680907817538,6.226874198845411e-05,0.0013431516356494858,0.00030396741769219126,0.0011424143901200604,-0.00024045296619425313,0.0009687241838290536,,
2017-06-30,0.001489682673593684,0.000471270029056573,0.0011577571987595133,0.001028756767602033,0.0012258252068347688,0.00029527587140034685,0.0001557225567864192,0.000522650931179974,0.0002304880608863648,4.356647283276121e-05,0.0009583229993013523,0.00045736654643045515,0.0011578657326338847,-2.472795572971379e-05,0.001011525820746714,,
2017-07-28,0.0007091316262873797,0.0001567686037350388,0.0006710509580700727,0.0008650058008357094,0.0012953196003692023,2.2928945406541052e-05,-0.0002877209628611906,-0.00033005831217256887,-0.0001754159305040595,-0.00025979560980113857,0.0003431891180835239,0.0001969867090354629,0.0007821524988632397,-0.0003247901787335675,0.0008370347873592853,,
2017-08-25,0.0010881781891721666,0.0002476075391588503,0.0004632913087445103,0.001046553142506441,0.001728022544033118,-0.00020857002777815666,-0.00020883794741550634,-0.000708651442525892,0.0001552584692133558,-0.00022336229199287666,2.3399651121441172e-05,0.00013613067041346128,0.0009009925072624939,-0.0003285824594156818,0.0010947319005809035,,
2017-09-22,0.0013516779430165831,0.0005027423369707944,0.0009180519206002044,0.001600687535556808,0.0014289277577139612,0.0003801277621730428,0.0002103212319570382,-0.0006656210456652073,0.000215798870548632,-2.2578996431539045e-05,6.86399709820876e-05,0.0004706734905137863,0.0011352900518348797,0.00036245129882981735,0.0017075387463253433,,
2017-10-20,0.0014780930933126885,0.000814977053110836,0.0010627303167474694,0.002118759153424854,0.0011328910880883812,0.00025352270540698017,0.0003168759829873837,-0.0006878365154599405,9.429226557305969e-05,7.682725735380614e-05,0.000400937105507758,0.0006506453341932042,0.0014074151033519246,0.0003251692018033988,0.0018892690765754925,0.0036951489059898045,0.0010215957384319086
2017-11-17,0.001564511174124999,0.0011730272331689224,0.00146191183928985,0.003184533504653629,0.0012308993072461748,0.0007078534124453116,0.0007579744903768919,-0.00017681932581691147,-0.00031730507647061905,0.00014088409721885924,0.0007888736711093084,0.0008761655178495626,0.0014813764700236532,0.0007613792272951891,0.0023901370468660025,0.0028528000241104853,0.0006497274902483595
2017-12-15,0.0012055403004280303,0.0010684025547375805,0.001465426827111016,0.0028510623774470395,0.0014493943583254389,0.00041560832402748836,0.000784414384148713,-0.00014437185892581363,-6.598587479789402e-05,6.959131247211148e-05,0.0010094186603848477,0.0007616397198256023,0.001353912288614438,0.0008526429091412283,0.002282227335423378,0.0025767679225945335,0.0007943669610158302
2018-01-12,0.0016020357507492958,0.0012337298011217157,0.001632594891898343,0.003116705351748663,0.001608735729579208,0.0004155683792096109,0.0009759160453422202,0.00019956007298601685,-0.00013658733718459955,0.0003627781894059304,0.00114044053109363,0.0009151391893325984,0.0014090163233869048,0.0010978661963474913,0.0024361601596044648,0.003007788821531749,0.0009213456606099002
2018-02-09,0.0013146777073134417,0.0016163022241510458,0.001764770864737039,0.0015942071368646015,0.0015845328783673858,0.000716752071988469,0.0008398286607879576,0.00032790273365780186,-0.00010071368308937857,0.000501269932471687,0.0007339591260739015,0.0010002655292799317,0.0012518890667420483,0.0016592571789934055,0.0017407133264533347,0.0032775198393885695,0.0009370218586604172
2018-03-09,0.0008315369280508622,0.0005131558592204362,0.0008065362458591558,0.0015219909587085223,0.0008907092737865385,0.00010253241161175148,3.283868126089881e-05,-0.0009517735975672237,-0.0008199617664109381,-2.1435721334807844e-05,8.367869695424454e-05,0.00039323450274302344,0.00047671043528400435,0.0005943233271905705,0.0013581278898052278,0.0018430274739255881,0.0003466450970526552
2018-04-06,0.0002631147204861669,-0.00012803370997390388,0.0001515291157694143,0.0005671392362516736,6.876585495514957e-05,-0.00045352406340619296,-0.00017825753749286892,-0.0016241839062811907,-0.001103315952041624,-0.0006784856040782002,-8.729163133351365e-05,-0.0002534484732767171,-2.22933830411299e-05,-0.0006546540317416883,0.0009528991455254884,0.00036769865544482956,-0.0006091319927353226
2018-05-04,-3.243567924325489e-05,6.740672750624681e-05,0.00040458721900765173,0.0002903795278496981,0.0007277196986204239,-0.00041321419471132927,-0.00018522515126497788,-0.0019688019268281555,-0.0007667770506310984,-0.0002832055721237209,0.00042997872142840814,-0.0002478583075156036,0.0003122542757059318,-0.00020346608202185363,0.0009909128757827315,-0.00012049574709136141,-0.0004235583723451804
2018-06-01,-0.00047809172407352373,-0.00038837390425691004,6.310743835787015e-05,8.580531776971353e-05,0.0005709778327927542,-0.0006295575907061509,-0.0005576064009844492,-0.002410389312395916,-0.0011738180194221393,-0.0003986803576653649,0.00027010102155246486,-0.0004009743963091324,-7.275913590600779e-05,-0.00028765621524887803,0.0006627699498617942,-0.0005131369200541188,-3.241348136831285e-06
2018-06-29,-0.0009063371624278447,-0.0003741986578933884,8.438041860079053e-05,-1.277647844025035e-05,0.0005224697637057984,-0.00034943865143844706,-0.0004963621061110791,-0.00207746652371824,-0.0013720586536386545,-0.0003170444635705728,0.0002985398666030941,-0.00033384905516657416,0.00012309287071051936,-0.0005104469668663773,0.0006168672650988863,-0.0013603250943667925,0.00013759117199916838
2018-07-27,-0.0008156385292896341,-0.0008302494310225273,-0.00031129203627864503,-8.306784882878077e-05,1.6011028699020936e-05,-0.0006295728662717579,-0.0006669966727335315,-0.0019990659574254657,-0.0016335593525103166,-0.0003469145519442422,0.00019861466294377546,-0.00030372760452197214,-0.0002534365015875208,-0.0011967193311012154,0.0001229338386802885,-0.0020041232751073198,0.00019418089530720344
2018-08-24,-0.0010239984297925504,-0.0011406439030940134,-0.0007654293273009982,-0.0008589827766674477,-0.0007583668124850845,-0.00043855509472325895,-0.0006568120032286068,-0.002172119812521869,-0.0017291110578002986,-0.00037847239520484815,-0.0004582829937596471,-8.826218027264553e-05,-0.00039153854161652065,-0.0017027157019767754,-0.00022607987535298456,-0.0027502089676433167,-0.00038902095215762056
2018-09-21,-0.00042398042172784396,-0.0008189694953707991,-0.00027359731358331273,-0.002087884540310215,-0.0002541085904476789,0.00010630119772557663,-0.00019302088754156533,-0.00295807869646301,-0.000887793057376863,-0.00045702290835785694,-0.0003707552400571476,0.0006366084478284539,-0.0009234554188824343,-0.002559850498419854,-0.0002896868703632328,-0.0027114523522518475,-0.0011667600342293266
2018-10-19,-0.0009695042301262094,-0.00044258749825669196,-0.0003877849111480772,-0.00024567888636524557,0.0010466377010773192,-0.0006826955320236416,-0.00023163083839931203,-0.002423185797909101,0.00030612535451051163,-0.0007117174950912073,0.0005107547643897157,0.0005673528436410575,-0.0008036814839134663,-0.0010764781640182416,-0.00015478824042194244,-0.0014850948254455658,-2.2444862898854086e-05
2018-11-16,-0.00032381070837347924,0.0006342044462676387,0.0007824232525106658,0.0005089904261002473,0.002346178425737016,0.0004043758098952446,0.0008176745968428666,-0.0016754650736467628,0.0009651008841113314,0.0001734190906249373,0.0014916345900536233,0.0015706196059483125,0.0008891459055070806,5.407907745771587e-05,0.0009897723707403441,-0.0010215904978934888,0.0005658177869410971
2018-12-14,-0.00015685143401965643,0.0010103972363057258,0.0010869528170426167,0.00044347129678562046,0.0023354757524142885,0.0005562471711122792,0.0010028789682249714,-0.0013452578770200834,0.0013771433960107643,0.0005067867112782421,0.0016859085516824654,0.0016274455279379168,0.0012027299028529571,0.00022064525470967924,0.0009856495534895813,-0.0004225280450706561,0.0005251150097696246
2019-01-11,0.00022813282720522557,0.0012254365415436384,0.0011374213455479626,0.0009928636276818536,0.002448472578912561,0.0009105082401800901,0.000994110477115018,-0.0010753729083675203,0.0017223873755342813,0.0009902211377236178,0.0019302511939425576,0.0017875711489120775,0.001431767452170827,0.001168990413429907,0.0011784792774652327,-0.0007183518672037792,0.0004180015955496587
2019-02-08,-0.00020891210487599174,0.0009054670934918032,0.001092606208013932,8.22933128701638e-05,0.0018027940426023894,0.0007929268411625309,0.0008277041832362296,-0.0010955997338499518,0.0019104148034587642,0.0009499169672385378,0.0019181477347914257,0.0016000779439962886,0.001212301904823919,0.0007340898098624579,0.0014404356890206776,-0.0006136498681443532,0.0002945461515876512
2019-03-08,-0.0007424003199040812,0.0003843373804275517,0.00035098552787532353,-0.0002605680636712173,0.0014353578750828354,-6.261384669591335e-05,0.0006825300217722183,-0.0014050454569152198,0.0009664803368678807,0.00019115500296990214,0.0008937746786149019,0.0009759274788204303,0.0009681087621071646,-0.0002240392129633229,0.0008491885208382917,-0.0011187317520059824,0.00037261366896745906
2019-04-05,-0.000763441526908486,0.000525130852108417,0.0004771057702589784,0.00012429889167391033,0.001884557357555018,-0.0001417906823062578,0.0007747450238871741,-0.0011564847518165534,0.0005826076571242749,0.00012450797367036476,0.0010111200993205114,0.0009791918820464315,0.0010442146382824834,4.8050162195144714e-05,0.0008888089380232314,-0.0004955797442866049,9.546712426847129e-05
