,SH000928 Index,SH000929 Index,SH000930 Index,SH000931 Index,SH000932 Index,SH000933 Index,SH000934 Index,SH000935 Index,SH000936 Index,SH000937 Index
2010-03-19,0.005910984453103626,0.0066550948699165315,0.006314645031081953,0.006358267384932363,0.0055385404396932425,0.005598858600455592,0.00611055916928441,0.006415432260420525,0.004657207585037815,0.005259145202912052
2010-04-16,0.006203902613184224,0.006990876827589563,0.006625753290840874,0.006669948008927215,0.00580292141367728,0.005862312116427367,0.006405385608794707,0.006721805275962872,0.004861326130531788,0.005513375240071365
2010-05-14,0.006044433029078575,0.006759375395693292,0.006404292077501641,0.006457089834047235,0.005560909104717589,0.0055966756957375385,0.006221592686330515,0.006461838152600296,0.004747498287766268,0.0053145528874443
2010-06-11,0.005902554683291783,0.00663931387667707,0.006284290247633472,0.006341556031647758,0.005444405653109019,0.005513852383316503,0.006099942786642439,0.006333106516396407,0.004718642556334887,0.0052038107037136305
2010-07-09,0.00587010809302277,0.0066014128135917175,0.006243363361787326,0.006307837742238561,0.005430527880567156,0.0055021884025730225,0.006046539952814744,0.006291957242625198,0.0047247157534933,0.005175748933211811
2010-08-06,0.0059374612125096425,0.006686330671847811,0.0063262299294324295,0.006384034719449577,0.005492451687692612,0.005578202264133807,0.006112553418404072,0.006355893853518526,0.004804947952829781,0.005238203972098728
2010-09-03,0.005729117383940162,0.006449915250848225,0.0060977014888511346,0.006152861718181268,0.005295505274495093,0.0053687013999437665,0.0058973653599378355,0.0061249433861742765,0.004633997519115069,0.005051947449889571
2010-09-29,0.005825049664617344,0.006554575844980301,0.006195138447931316,0.006248021770989828,0.0053765904849242905,0.005452129435460239,0.005975325907649119,0.006212204231237898,0.0047022038104166065,0.005126201970582656
2010-10-29,0.006620000913744101,0.0073708393168301365,0.006942291420061647,0.006951153938513009,0.005952705319124025,0.0060171492462432145,0.006723812771882037,0.006891903904481411,0.005225077171970947,0.005753236494292495
2010-11-26,0.006444126989503098,0.0071784367648761605,0.006767218968560316,0.006749092817094747,0.005764897292058103,0.005808415151916187,0.0065606479227054,0.006675148823614009,0.005083637917870211,0.0055966654105187395
2010-12-24,0.006400930922123104,0.007120955337548061,0.006707583870483087,0.006699558301304923,0.005717147535833787,0.005766564421590502,0.006504549118982921,0.006620102692383491,0.00504603405276291,0.005552706451112423
2011-01-21,0.005813175898003149,0.006475914650991439,0.006099041445013086,0.0060979921476102825,0.005211900639597808,0.0052655698146173106,0.0058879833988061915,0.0060231035310243895,0.004605548468046312,0.005057234984837274
2011-02-18,0.005781807095070654,0.006432249564817737,0.006053833084018891,0.006062797128483776,0.0051803938305883925,0.005240322758564432,0.005865005361770924,0.005991165497254753,0.004596385929268702,0.005020483290089494
2011-03-18,0.005935861570616853,0.006607996055163008,0.006224876575272469,0.006229491456606837,0.005312138788657691,0.005380642834385993,0.006018775066089003,0.0061458107956144864,0.004715664421434004,0.005152100153013947
2011-04-15,0.005571457681460645,0.006197498873350896,0.0058318745788886244,0.005840636590638584,0.0049687122110602,0.005035630598364538,0.005636745177235176,0.005747710480765313,0.004435325732014476,0.004832278190178676
2011-05-13,0.004646323412754871,0.005185200942324875,0.004874303709486551,0.004880894365106541,0.004104613193747602,0.004206658059249451,0.00476713237034002,0.0048471067650956235,0.003771628036133255,0.003999384434169406
2011-06-10,0.004386602720380716,0.004863178423577959,0.004563856367330429,0.004539081645197193,0.0037930680368151027,0.003916894281314352,0.0044906394904561334,0.004492860477474325,0.00351201982252107,0.0037493414354642426
2011-07-08,0.0040415426505445474,0.00446948880923674,0.004191550203580271,0.004177009486273969,0.0034803682980236593,0.003603143593331296,0.004132047315234557,0.004126015229409315,0.0032247139386512944,0.003447443050266121
2011-08-05,0.004499303237017877,0.0049525413851600406,0.004644397163776527,0.004622197646421823,0.0038373445811778354,0.003971330224414075,0.004612668275878771,0.0045583233870496774,0.003566639337205146,0.003817627916972529
2011-09-01,0.004131831909661697,0.004537154580541651,0.0042596157260464135,0.00423092644981981,0.003507203214023507,0.003641119813695947,0.004226892946290785,0.004178046147345964,0.0032784834086539583,0.0035067612153675443
