,.DJUSBMT,.DJUSCYT,.DJUSENT,.DJUSFNT,.DJUSHCT,.DJUSINT,.DJUSNCT,.DJUSTCT,.DJUSTLT,.DJUSUTT
2010-01-01,0.0007117982852876422,0.0007019039961228231,0.0005666092726771348,0.0008572130281696137,0.00018534657073234563,0.00040222152412033754,0.000416448020982858,0.000642344399559562,0.0006448726974780459,0.00040752593153201374
2010-01-29,2.0404607287759376e-05,0.000250647621529293,-5.052160615274715e-05,0.0001495595823865336,-6.588672459013835e-05,-0.00011987515187056575,0.00011809673525716273,0.00016815532344072572,0.0002884585476844525,2.683506422997801e-05
2010-02-26,0.00040775887104573037,0.0004586638879319774,0.0003209342809901062,0.000493095484963282,0.00011936623301808289,0.00015610391793886288,0.0002621619283083483,0.00039013327961871926,0.0004793598378662328,0.000264766143099871
2010-03-26,0.0003500220867495399,0.0004591136821974129,0.00022652456541514537,0.0002946871004631457,2.0334820516917565e-05,0.00013055495586803523,0.00026463959497841154,0.000408221605979243,0.0004092607423917152,0.0003427118434864467
2010-04-23,-8.204202272396022e-05,0.0001038127215685125,-1.4209621088287977e-05,-0.000289182070560398,-0.0002793588617624601,-0.00023891958317957574,-8.996297524742771e-06,0.00011325452101535076,8.626749412322073e-05,0.00018625148464109783
2010-05-21,0.0010536363971038396,0.0010898793544153035,0.0009614028752009656,0.0013924793189829844,0.0005960788240621517,0.0007842205460212365,0.0007206904771009324,0.0008871525713288182,0.0009864963675437378,0.0007349453440372731
2010-06-18,0.0009954527814828402,0.0010736923295280585,0.0009533000337471682,0.0013605505572701349,0.0005311798262954997,0.0007799244840858531,0.0006969140154526166,0.0009103152823747245,0.0009417250387399402,0.0006922431388401751
2010-07-16,0.0009324278554295158,0.0010457932437694369,0.0009246600215521169,0.0012186138829620471,0.0006043549146612345,0.0007478402349158099,0.0006883528280252468,0.000840333064161615,0.0008884853530259889,0.0006415913462148347
2010-08-13,-5.5536278904229943e-05,0.00020441545716401557,0.00012310656329423428,-8.92068621785777e-05,-4.92868196437125e-06,-0.0001355267441116569,7.928550519868997e-05,7.506596868483558e-05,0.00016462323203570779,8.42178308327296e-05
2010-09-10,0.0009867472606197776,0.001043571337560805,0.0009602698964331307,0.0011556078789751545,0.0006363630696175184,0.0007625526161460697,0.0006950330316135273,0.0008582192852538708,0.0008453134927237447,0.0006092581573174107
2010-10-08,0.0001968400324598906,0.0004631881965850297,0.0003071345066443329,0.0004382468090293973,0.00024955913160056096,0.00016033105904857107,0.0002573589428729538,0.00031499570498913677,0.0003802899393513538,0.00020216014295342102
2010-11-05,-0.00020737042859016332,0.00016018510477199414,-1.734930988649526e-05,2.0736585134184147e-05,0.00010662217696122279,-0.00016519864433890382,6.711786188393526e-05,1.3222801590086073e-05,0.0001322525249222217,-3.400784757624808e-05
2010-12-03,0.0005011543900390618,0.0007434292709757419,0.0004858630118698599,0.0009023634539965424,0.0005576826434448091,0.00047222064167206203,0.0004974954431111271,0.000467426210239246,0.0006120122344250088,0.00029241222651740307
2010-12-31,0.0011033540775492196,0.0011805574523357848,0.000969493023246936,0.0015865274949902215,0.000821996683673184,0.0009792724528901182,0.0008112337752149514,0.0008591202116067938,0.0009894854916826451,0.0005783895615092407
2011-01-28,0.0007090215132392884,0.0009465123439239994,0.0007389306985257383,0.0011571440184365257,0.0007082876313336194,0.0006589117777619832,0.0006599176554017176,0.0006057417850244306,0.0008234486396676578,0.0004314328150490979
2011-02-25,0.0011396288305182318,0.001250634153126969,0.0011052374775984317,0.0017603338825916642,0.000974361976082573,0.0010520764483814042,0.0008522343798507565,0.0008826440643910186,0.0011288389191038183,0.0006405267549800338
2011-03-25,-0.00017708403119091732,0.00018410073464544103,8.061803487806579e-06,-1.8097213822837027e-05,0.00018678360120506324,-0.00013525046175006042,9.405977413318864e-05,-7.855276629667557e-05,0.00015129206370299272,-7.315038908049038e-05
2011-04-22,0.00017608660787867813,0.00043563991314220284,0.0002988239964722445,0.00034094435722227393,0.0003743513041178535,0.00012607689683323282,0.0002645610800774003,0.00018877575044096146,0.0003735975672151532,8.660083485785455e-05
2011-05-20,0.0007968124864031987,0.0009252928472141607,0.0008225053416803298,0.0012098834082901802,0.000773311780243757,0.0006877724798111971,0.0006158355622360469,0.000619489595394682,0.0008140243407899058,0.000431033906501764
2011-06-17,0.0004378874742661416,0.0006383213110695259,0.0004751466738058456,0.0007292199545755221,0.0006258949237483856,0.00035285290432259886,0.00046599914799784725,0.00034182828798702926,0.0006067430812718237,0.00019911657595198917
2011-07-15,0.002230708444109659,0.0019969311589865184,0.0019514011869768359,0.002858614671875082,0.0015925838583000082,0.0018243257464200585,0.0014098781436811723,0.001640878616185282,0.0017285393122904212,0.0010771087773077627
2011-08-12,-0.00053224581799974,-0.00011971435515864038,-0.00027686341318217556,-0.000342293346135508,3.0403181144579832e-05,-0.0005583362160643921,-0.00012363584623569215,-0.0003455518069964152,-5.2111338040441453e-05,-0.0003968832144718655
2011-09-09,-0.00022613072075236063,8.317185638227386e-05,3.95351427300145e-06,0.00012041592570481295,0.000270186477924745,-0.00027006676201027125,1.806791031733524e-05,-0.00011020760816564314,0.00012595605599077775,-0.0002831934787233147
2011-10-07,0.0007477043454437174,0.000805636137993694,0.0009133899739888243,0.0010829137655360168,0.0008060671971780911,0.0004947363011670719,0.0005893654598120555,0.00045433685037162425,0.0007670901866096189,0.00021526529337121254
2011-11-04,0.0009646116109264531,0.000999453238677749,0.0010597500653168313,0.0015749485199232187,0.0010111246441858717,0.0007607733319228542,0.0007093874107678806,0.0007030727603154253,0.000917615788816565,0.0003121306170347372
2011-12-02,-0.00040094537029442055,4.024707934033734e-05,-7.46559716130392e-05,2.4466193672702827e-05,0.00021601803509573535,-0.0003827397973525848,-4.572400513627013e-05,-0.0002464793206772364,0.00010131512515736959,-0.00032318438434677496
2011-12-30,0.000920251859428285,0.0010323079337465583,0.0009288947646805449,0.0013903905557038835,0.0009534912368772394,0.0006894440368023729,0.0006884354422745133,0.0006433606929582374,0.0008997427086381332,0.0003515077655790856
2012-01-27,0.0005183682907626175,0.0006798740860411,0.0005277737942124569,0.0007616653554822171,0.0006503044615090554,0.00028761920399167926,0.00043476093427213705,0.00034687797871540765,0.0005821553518181322,0.00010524497103741012
2012-02-24,0.0007426894475259854,0.0008351947711615819,0.0007086966549115712,0.0009106585453018888,0.0007511981281654731,0.0004641737814102012,0.0005586383114973064,0.0004825124068843422,0.0006941914542064928,0.000223604600835675
2012-03-23,0.0011387749441472848,0.0010820540039582726,0.0010343614855779322,0.0013512839511932353,0.0009544655453991989,0.0007825213092456573,0.0007328130744992614,0.0006995495138620219,0.0009472464191703005,0.00045025771990145965
2012-04-20,0.00036867498586002837,0.00044572983438974747,0.00039979111682243994,0.0002603105482019744,0.00048582743088675974,0.00011350519841396843,0.0003204931058438671,0.00016612368986608148,0.00040603351367996324,0.00010161490123507028
2012-05-18,0.0003413215912411345,0.00048337100664918713,0.0004255113642181646,0.00028940464926705586,0.0004509140991966038,0.00013547361240907782,0.00032950556844325873,0.00019626830389023924,0.00038804671764611936,0.00012054974420573384
2012-06-15,0.00047101551814607626,0.0005550452835421699,0.0005711936738186127,0.00039638365430043,0.0005573661331007475,0.00022793916787731388,0.000396384942749773,0.000301910648921231,0.0004302769712282065,0.00021976187698185767
2012-07-13,0.000754703763889674,0.0007896709081381707,0.0007523240395082293,0.0008295516041923368,0.0006293438601530873,0.0005042862469581144,0.0005383805690612935,0.0005471396176695468,0.0005954192893695958,0.00031901584845594056
2012-08-10,0.0009948632403900149,0.0009618753468534591,0.0009699260125699597,0.001046330214684775,0.0007559872976101755,0.0007159623925835799,0.0006631197310522129,0.000685744617417104,0.0007628878106795457,0.0004911111443936349
2012-09-07,0.0011269198966965311,0.0010775910459349058,0.0011027038687041395,0.001303890099265432,0.0008557123266183574,0.0008709596598028929,0.0007610262256794291,0.000797272520138231,0.0008775217140845069,0.0005258064539110367
2012-10-05,0.0010160220860788284,0.0010657081924292447,0.0010702660340601903,0.0012905769703381188,0.0007976085682082873,0.0008173072647692779,0.000705947711287113,0.0007052729137926008,0.0008575475811549489,0.0005599053698589125
2012-11-02,0.0001306087241331307,0.0004465055116594731,0.0003314914866290391,0.0002830296053932808,0.0003346164599492303,0.00012856912634879192,0.0002470099095579801,3.235162797034184e-05,0.00034520661883910477,0.00017870912587122809
2012-11-30,0.0010649158422438212,0.0010697577709743126,0.0010833772143570234,0.001281741415766706,0.0008446787968459,0.0008930785632604875,0.0007187888070407009,0.0006737764047391758,0.0009012488377667761,0.0006467063580618511
2012-12-28,0.001352796875085011,0.001253901083331089,0.0012835833388665056,0.0014472192124042797,0.0009459780937710589,0.0011026944999631136,0.0008903677668949091,0.0009189775671758202,0.0010762847520346568,0.0007844721805465831
2013-01-25,0.0014273493241948286,0.0014297561291153672,0.0013768585062527174,0.001573290504779003,0.0010047668024196189,0.0012551158708908761,0.0009595923610610317,0.0010623952607358024,0.001110920882685043,0.0008404388943909841
2013-02-22,0.0020938429205442596,0.0018867283461257098,0.0019609585034399456,0.0023167369955063863,0.0012821893542748677,0.0018112093464763494,0.0012846936390505646,0.0015781221334282176,0.001289208659212712,0.0011166169044736292
2013-03-22,0.001954326354778746,0.0016941975645492849,0.0018512584553245887,0.0020415745406266173,0.0011011316154557916,0.0016553693437490774,0.0011493407638350254,0.0014700753831018583,0.0011214853664011132,0.0011140996298197772
