,.HSCICD,.HSCICS,.HSCIE,.HSCIF,.HSCIH,.HSCIIG,.HSCIIT,.HSCIM,.HSCIPC,.HSCIT,.HSCIU
2010-01-01,0.000566665994549038,3.0002731727125182e-05,0.0007453250630286034,0.0005705975986687671,0.00011797457164737271,0.00039040427254898285,0.0011745304012137085,3.0875323662950586e-05,0.0009545602468049286,0.00014811112776709018,0.00032641030074832356
2010-01-29,0.000553053306459284,-9.156509193642933e-05,0.0007988268152344254,0.000639431218027477,0.000144438163800175,0.0003723708142364886,0.001215485696122294,4.79757085332244e-05,0.0010997816161554862,0.00010675361844994947,0.00037834178527535107
2010-02-26,0.0005461104857572388,0.0001279026958768177,0.0007540732123862022,0.0006778117764490621,0.00023545853202902085,0.0005087113999443285,0.0012924340182881087,0.0002392895536517816,0.001134207757384886,0.00018100451050669574,0.00031938056736499176
2010-03-26,0.0006104664263960339,0.00020727958963829933,0.000843542921193693,0.0006705921411310006,0.0003251869438771846,0.0005967038725396519,0.0013361453419441622,0.00026702474338372744,0.0012448844044194054,0.00010328817296035653,0.0003822156139594076
2010-04-23,0.0006320918422103643,0.00023782056158652844,0.0008069391757892028,0.0007384182608034899,0.0004185492585225146,0.0005865435781107326,0.001276688006414826,0.00023785500250910656,0.0012820718928405286,0.00010101131786250002,0.0004212154854947957
2010-05-21,0.000687594623887132,0.00036658036371890355,0.0007972485337820793,0.0007963561933115516,0.0005849147263826745,0.0006564457902469179,0.001363665755039508,0.000362956001213697,0.0012542119144700078,0.00016948496598575907,0.0005249278587380558
2010-06-18,0.0006093603024923935,0.00038796233131141,0.0004039147613841639,0.0006787459584647185,0.0006961660692167055,0.0005094940828991971,0.0013265442468755608,0.00031882920730675235,0.0010993247425921773,-0.00012576108229912645,0.0005122003834359005
2010-07-16,0.00045421603880648213,0.00028478052122352993,0.00038989940734793975,0.0005928440303878272,0.0006334667878344479,0.0004197161261086049,0.0012810307923935382,0.00023346231842022057,0.0009442025620789225,-0.00025173924556141567,0.00045421149959691965
2010-08-13,0.0006608125972245599,0.0004759236433550105,0.0007060124193965124,0.0007049591051131834,0.0007764767030643005,0.0004629949831276357,0.0012564456479195506,0.0005503451934910963,0.0010864489670408986,4.177098286508343e-05,0.0004966024792115456
2010-09-10,0.000591926902115753,0.0005120130247907531,0.0006121866311541866,0.0006420164783353683,0.0008379437588378035,0.00042432872259345113,0.0012133201542447662,0.0005879364397944932,0.0010271493662880012,8.396181299758063e-06,0.0005087502767333411
2010-10-08,0.0006863310696283576,0.0006373482224333089,0.0006817210249982955,0.0007238148990713115,0.0009209836282396534,0.0005287465122943535,0.001342263074619371,0.0007784002494627435,0.001091094097539775,0.0001041922695837662,0.0005362312430290516
