,.HSCIIT,.HSCIH,.HSCIE,.HSCICD,.HSCIPC,.HSCIF,.HSCIM,.HSCICS,.HSCIU,.HSCIT,.HSCIIG
2010-01-01,0.0007205567123380827,0.00022859818331790192,0.00032012287287404274,0.0006344402160738465,0.0009992338884699603,0.0004623963593995406,6.429531284979622e-06,0.0003233241206665031,0.0003122715438775653,0.0003887167990877428,0.0004411629889573088
2010-01-29,0.0007103030315801743,0.00023657109980439455,0.0003200140748246692,0.0005822485429785931,0.001051976703757752,0.0005002853410095279,-2.037029457935659e-05,0.00020766941711757318,0.00033620403981108617,0.0002452413503771277,0.00041698404956718826
2010-02-26,0.0007796558092403867,0.0003151168091667663,0.00026647002910660926,0.00044581216019252544,0.001101503598226541,0.0005232500849207585,1.3209960522588037e-05,0.0004112649523061316,0.000297576558869838,0.00033967859956594685,0.0005088111917556824
2010-03-26,0.0007626128834321645,0.0004086974058315491,0.00025570698256798517,0.0004370297460607439,0.0011321432210395022,0.00048825120581933086,-1.7811640425766193e-05,0.0004554038052171623,0.0003297531359775152,0.000182223760331896,0.0005717533675988419
2010-04-23,0.0007198296805493726,0.00045349866280200457,0.00023973004020024858,0.00048288054550899885,0.0012053974827590463,0.0005599519833028406,-2.3882647178285164e-05,0.0004896293866810719,0.0003685589417911771,0.0002149746359874727,0.0005775926444907427
2010-05-21,0.0008190918143400411,0.0005949710116407122,0.0002627145976043779,0.0005551715402297327,0.0012092090433156453,0.0006336514070263107,0.00011684999872972482,0.0006140573542705558,0.00045969791389294663,0.00031390826816921503,0.0006427433569022793
2010-06-18,0.0010039439001205798,0.0006507851349428235,-5.969441023557327e-05,0.0005013869042340706,0.0010800935591465562,0.0005351065175025458,0.00019168838583594455,0.0007634894354885436,0.0005144077546447445,0.00013690005801350851,0.0004504258843825841
2010-07-16,0.0008248274819893989,0.0006203852980709263,-0.00016095981022417878,0.00025545862908647786,0.0008002381583703105,0.000396633986628698,8.480957526892097e-05,0.0006107421854572841,0.0004215507367108102,-0.00014429551989320402,0.00030982568627944073
2010-08-13,0.0008290190738453049,0.0007295529593603408,0.0001921036093430527,0.0004886680425360922,0.0009873588893616824,0.0005105649342972979,0.0003641652094101629,0.0007926117277891996,0.00050865112767357,0.00021138631880838565,0.0002904514364848053
2010-09-10,0.0008086747324298626,0.000802695080862497,0.00010076277143443555,0.0004422917503829122,0.0009418019613250017,0.00047280907845977094,0.0004068133666545806,0.0008489255618002131,0.0005072751741563401,0.00017427454778433642,0.0002893281219408316
2010-10-08,0.0009769245641487114,0.0008888460949168474,0.00019058373853599172,0.0005412747843675821,0.0010069320279086857,0.000554264792979364,0.0006175725280043929,0.0009765641198313515,0.0005379495130325122,0.0002915154427261522,0.00040084272740070835
2010-11-05,0.0009413221959721633,0.0008257004902669691,0.0002555579534380824,0.0004586698874625549,0.0010009880977782783,0.000582468257310399,0.00070143385845972,0.0009882979328776458,0.0005203355037624834,0.00026532689763852924,0.0003688337516114769
2010-12-03,0.0009722274881600161,0.0009230768400123977,0.0004590992494368381,0.0005042220859643536,0.0011252633229415548,0.0007300006335409595,0.0007746743187786978,0.001148711652586754,0.0004801180089238498,0.0003334723855858208,0.0005101581679474007
2010-12-31,0.0009685037581501295,0.000933799866487138,0.0003936617124560874,0.0005737628896165755,0.0010919183384847419,0.0007192179463658779,0.0007176467767135669,0.0010752000297306276,0.00046318247668735454,0.00025878454109065565,0.0005924118958535134
2011-01-28,0.0009613118465181091,0.000849490511889936,0.0003593614680275875,0.0005231111198109712,0.0010217286413944265,0.0006411868412392719,0.0007425627119699549,0.0010704337112693646,0.00040317831394256766,0.00015454137586998153,0.0005607117651195854
2011-02-25,0.000864090402976554,0.0009424426432737118,0.0003969139294397023,0.000542528753849492,0.0009263048916250038,0.0006923362854177686,0.0008445628756852911,0.0011901655801879205,0.00039764919470939637,0.0002522408498404101,0.0005388674384402767
2011-03-25,0.0009894399549657878,0.0007121689227578391,0.0004509670105285902,0.0006022786305947511,0.0010122271760286028,0.0006626946201692596,0.0009091475428269514,0.0013154341061204417,0.0005486658841750106,0.00037386607822245373,0.00032522050859307974
