,.CSIH00928,.CSIH00929,.CSIH00930,.CSIH00931,.CSIH00932,.CSIH00933,.CSIH00934,.CSIH00935,.CSIH00936,.CSIH00937
2015-04-03,-0.0010526546020150568,-7.174890559112165e-05,0.0013434635982236434,0.0017177419333654325,0.0014190966812405714,0.0023213833370649816,0.0019416060488947134,0.003145618067684783,0.001509766327199998,0.0012014801034197116
2015-05-08,-0.00014932383704039105,0.0008716528692625904,0.002636408541638556,0.0026548608672199844,0.0021835940372475007,0.0026752797025882246,0.0028710580931887246,0.0037265966934497893,0.0027303208912053244,0.002232604677709043
2015-05-29,0.00022825836049665367,0.001358181260327707,0.003278473157854521,0.0034194774691594506,0.0026308895044912166,0.0032048051662231505,0.003356659575079628,0.004777212611718553,0.0037258767514318494,0.002986481357085622
2015-06-26,0.0006509074351583412,0.0017522976673479541,0.0032678471148358573,0.0035685079023706004,0.0026598152957630727,0.003683181234463451,0.0031596198596779987,0.004823586850198131,0.0036997489922758068,0.0035071686230022225
2015-07-24,-6.592524047427685e-05,0.0008900854260179521,0.002517874839470335,0.002757926639152254,0.002265396662666242,0.003160681974343362,0.002849321674169373,0.004006371998157838,0.003020710126711378,0.0027775671691245033
2015-08-21,-0.00015788466249718117,0.0008154674252589313,0.0025499165125823903,0.002657377787469366,0.0020344667304546646,0.0029136006963601134,0.0025419267423148887,0.003779976377501562,0.0034329089490538465,0.002952224183364215
2015-09-18,-0.0010356700930914992,-0.00040197293615489905,0.0014872700336722678,0.0015312232076986137,0.0008624572724576857,0.00163453920602883,0.0022437229103827437,0.0022565946499135065,0.001778437534952506,0.002195226750260113
2015-10-16,-0.002244483894592004,-0.0013555851779992129,0.0010774272006812398,0.001360245556202074,0.0008105907193895385,0.001826041215929814,0.0015005524830612154,0.0024219638487314138,0.0020278024102832045,0.0016041911494759822
2015-11-13,-0.0021295540983339413,-0.0009077961359136748,0.00142637777175332,0.0017506070901411438,0.000808159401800607,0.001645835715257955,0.0024097376078265173,0.0026292828624861534,0.002472732079250885,0.0020596091315123375
2015-12-11,-0.001946850265937131,-0.0006105845024190518,0.0011967596339450563,0.001866831245107374,0.0007537136887106724,0.001668368193844407,0.0025899795042141605,0.002466151864916612,0.0021757123934030274,0.00209102896128037
