,0,gamma_op
2015-04-03,0.05364751462857077,2
2015-04-10,0.02804283743945058,2
2015-04-17,0.049052873059049026,2
2015-04-24,0.050880141011940015,2
2015-05-08,-0.04439791522494087,2
2015-05-15,0.03551391755161921,2
2015-05-22,0.08593628023468207,2
2015-05-29,0.000734749366834669,2
2015-06-05,0.10625718665086106,2
2015-06-12,0.018123483210552266,2
2015-06-19,-0.1337503076152497,2
2015-06-26,-0.07361744597328583,2
2015-07-03,-0.15874526965399005,2
2015-07-10,0.022919158787866805,2
2015-07-17,0.05247916547806695,2
2015-07-24,0.0377736109171505,2
2015-07-31,-0.08604614510612377,2
2015-08-07,0.03394020596433528,2
2015-08-14,0.062766549623164,2
2015-08-21,-0.12115643550874407,2
2015-08-28,-0.09180258125615669,2
2015-09-11,-0.01989209321805571,2
2015-09-18,-0.04657875625400865,2
2015-09-25,-0.007695146711061123,2
2015-10-09,0.04316425611949653,2
2015-10-16,0.05721454606824768,2
2015-10-23,0.01512161184797903,2
2015-10-30,-0.013838589434989742,2
2015-11-06,0.048189382706662016,2
2015-11-13,-0.00376083605747294,2
2015-11-20,0.01049026005328851,2
2015-11-27,-0.0545248802794719,2
2015-12-04,0.027066832526848543,2
2015-12-11,-0.024843076300661054,2
2015-12-18,0.0454716990498661,2
2015-12-25,0.017594324295387157,2
2016-01-08,-0.12440880416404107,2
2016-01-15,-0.08969255723390444,2
2016-01-22,0.0031115805454571006,2
2016-01-29,-0.06629226637395927,2
2016-02-05,0.01660795897508384,2
2016-02-19,0.03392567975298544,2
2016-02-26,-0.03380411024400937,2
2016-03-04,0.02861386138637908,2
2016-03-11,-0.021172978062196472,2
2016-03-18,0.05432159132147794,2
2016-03-25,0.013268150024518916,2
2016-04-01,0.008926570042802305,2
2016-04-08,-0.0036882959712218025,2
2016-04-15,0.026832811463685914,2
2016-04-22,-0.03916667892529645,2
2016-04-29,0.0023812809662823375,2
2016-05-06,-0.006292557968073947,2
2016-05-13,-0.016026107688811776,2
2016-05-20,-0.0025163784607414915,2
2016-05-27,-0.005445840944831876,2
2016-06-03,0.04761642747183318,2
2016-06-17,-0.013604235925442246,2
2016-06-24,-0.011619000119929838,2
2016-07-01,0.030084072470691413,2
2016-07-08,0.029790019887777297,2
2016-07-15,0.03234236416269062,2
2016-07-22,-0.017412854928370563,2
2016-07-29,0.0003160051907999759,2
2016-08-05,-0.00652357157479379,2
2016-08-12,0.02161033805458811,2
2016-08-19,0.01736426004019709,2
2016-08-26,-0.012176617978347161,2
2016-09-02,-0.003578423203751014,2
2016-09-09,0.005232321039225376,2
2016-09-23,-0.016167422075652544,2
2016-09-30,-0.005889094995405077,2
2016-10-14,0.022367519233324754,2
2016-10-21,0.00563648141780734,2
2016-10-28,0.000820599988944913,2
2016-11-04,0.0006678251368999756,2
2016-11-11,0.020946167323754886,2
2016-11-18,0.0007703723141305711,2
2016-11-25,0.01979053909823677,2
2016-12-02,-0.0019813020617808477,2
2016-12-09,-0.009195009827865204,2
2016-12-16,-0.035700240505250044,2
2016-12-23,-0.0035088184929351384,2
2016-12-30,-0.005044229534332039,2
2017-01-06,0.019047574920631298,2
2017-01-13,-0.01965965026175451,2
2017-01-20,0.0004111019486022027,2
2017-02-03,0.009504282771665283,2
2017-02-10,0.018864265147862914,2
2017-02-17,-0.000963455733958841,2
2017-02-24,0.018395214655052144,2
2017-03-03,-0.008556182015547175,2
2017-03-10,-0.0017317353279105606,2
2017-03-17,0.006406373899835539,2
2017-03-24,0.016197590656223566,2
2017-03-31,-0.01553129874486389,2
2017-04-07,0.028064789843325343,2
2017-04-14,-0.00543074722170833,2
2017-04-21,-0.02261622064120901,2
2017-04-28,-0.01315380112028901,2
2017-05-05,-0.017830627681130612,2
2017-05-12,-0.018245048751847445,2
2017-05-19,0.016193597658992694,2
2017-05-26,-0.00043706703555786684,2
2017-06-02,-0.002639570125965391,2
2017-06-09,0.030025748937935165,2
2017-06-16,-0.0029959216172627825,2
2017-06-23,0.015396770500222512,2
2017-06-30,0.016093034017193128,2
2017-07-07,0.01102870347335001,2
2017-07-14,-0.002613243154045647,2
2017-07-21,0.011644612316478165,2
2017-07-28,0.0020390921271087313,2
2017-08-04,0.0028990632755502015,2
2017-08-11,-0.01369507786145621,2
2017-08-18,0.02523813807662874,2
2017-08-25,0.00533629071272894,2
2017-09-01,0.020174843444547015,2
2017-09-08,0.0027365822977758253,2
2017-09-15,0.0019973901092132608,2
2017-09-22,-0.001732237264881344,2
2017-09-29,0.004857533788200109,2
2017-10-13,0.016263992499304,2
2017-10-20,-0.009878512207212318,2
2017-10-27,0.01654968682156254,2
2017-11-03,-0.01366019171599344,2
2017-11-10,0.032368711060143836,2
2017-11-17,-0.02442826811774615,2
2017-11-24,-0.004752978544701471,2
2017-12-01,-0.010941957726305277,2
2017-12-08,-0.009505621619789845,2
2017-12-15,-0.0007148769404110337,2
2017-12-22,0.011021215159286606,2
2017-12-29,-0.003786752255007966,2
2018-01-05,0.02707344572368754,2
2018-01-12,0.0013580765339261175,2
2018-01-19,-0.009528831475033805,2
2018-01-26,0.02097357278166257,2
2018-02-02,-0.037104677947781446,2
2018-02-09,-0.08690267682568781,2
2018-02-23,0.05878119676991219,2
2018-03-02,0.007089422916795337,2
2018-03-09,0.020570195841729973,2
2018-03-16,-0.010713979643887251,2
2018-03-23,-0.048552292044706305,2
2018-03-30,0.019964057901732758,2
2018-04-13,-0.014063855783527299,2
2018-04-20,-0.026785690205418405,2
2018-04-27,-0.0011974490315812703,2
2018-05-04,0.006848552777001674,2
