,0,gamma_op
2010-01-01,0.01903380675668688,2
2010-01-08,0.02425206850608176,2
2010-01-15,-0.00019141828837319907,2
2010-01-22,-0.0514158175579848,2
2010-01-29,-0.03950238903412962,2
2010-02-05,-0.016271390437152502,2
2010-02-12,0.024826528740687068,2
2010-02-19,-0.014584348498397907,2
2010-02-26,0.02785755401435941,2
2010-03-05,0.02716534873740796,2
2010-03-12,0.02174117570588027,2
2010-03-19,0.014399746493824164,2
2010-03-26,-0.008186290225003192,2
2010-04-02,0.019734778255705642,2
2010-04-09,0.02667252040536285,2
2010-04-16,-0.01900662772431735,2
2010-04-23,-0.01009909791505172,2
2010-04-30,-0.007509796588566422,2
2010-05-07,-0.07016228733299625,2
2010-05-14,0.023221327940396125,2
2010-05-21,-0.05969042155709002,2
2010-05-28,0.03137155670757135,2
2010-06-04,-0.00033619204487028964,2
2010-06-11,-0.0024212087774968423,2
2010-06-18,0.030103967339658932,2
2010-06-25,0.010127297441553613,2
2010-07-02,-0.036819174339293874,2
2010-07-09,0.03189434338842839,2
2010-07-16,-0.010939978806776616,2
2010-07-23,0.02960551065463584,2
2010-07-30,0.01317890826586517,2
2010-08-06,0.020648428842950914,2
2010-08-13,-0.015691940413076387,2
2010-08-20,0.0010100535320805514,2
2010-08-27,-0.021997952687715563,2
2010-09-03,0.03495306842880737,2
2010-09-10,0.014143846052839281,2
2010-09-17,0.02987008518579757,2
2010-09-24,0.012520596723088162,2
2010-10-01,0.017407797608637858,2
2010-10-08,0.014779945284628563,2
2010-10-15,0.02312950473379582,2
2010-10-22,-0.00980091331658021,2
2010-10-29,-0.013585406208027135,2
2010-11-05,0.05555314562116276,2
2010-11-12,-0.02937377291214249,2
2010-11-19,-0.023589276958680478,2
2010-11-26,-0.014904975997807747,2
2010-12-03,0.021354368054161226,2
2010-12-10,-0.011807979818110456,2
2010-12-17,-0.01588883023498883,2
2010-12-24,-0.0013927727655823016,2
2010-12-31,0.005193532007091273,2
2011-01-07,0.027772297411926217,2
2011-01-14,0.005203633941553033,2
2011-01-21,-0.023718743722091064,2
2011-01-28,-0.005448216518884397,2
2011-02-04,0.008830963335161682,2
2011-02-11,-0.05047710241128126,2
2011-02-18,0.0336183872172177,2
2011-02-25,-0.036495813648019584,2
2011-03-04,0.0386898931072308,2
2011-03-11,-0.014313112300432758,2
2011-03-18,-0.03174117878847234,2
2011-03-25,0.03699382220241554,2
2011-04-01,0.016362838036146396,2
2011-04-08,0.033211914907662926,2
2011-04-15,0.0008437051699246674,2
2011-04-22,0.009300032576257543,2
2011-04-29,-0.02078393499723392,2
2011-05-06,-0.014933100444377364,2
2011-05-13,0.008695315934099236,2
2011-05-20,-0.00827571162509209,2
2011-05-27,-0.01151445074708192,2
2011-06-03,-0.001833549016974028,2
2011-06-10,-0.03194473928376873,2
2011-06-17,-0.023542588557398512,2
2011-06-24,0.028447803796204815,2
2011-07-01,0.014036824004762812,2
2011-07-08,0.016969832439594087,2
2011-07-15,-0.028910831220489187,2
2011-07-22,0.011767708421233513,2
2011-07-29,-0.0051711648502953,2
2011-08-05,-0.0683524574352058,2
2011-08-12,-0.04508716573947902,2
2011-08-19,-0.021639727442254116,2
2011-08-26,-0.0010612123477329418,2
2011-09-02,0.04256602211079144,2
2011-09-09,-0.018457566353635265,2
2011-09-16,-0.026436433034240744,2
2011-09-23,-0.09495898020357475,2
2011-09-30,-0.008753752079286872,2
2011-10-07,0.0013109901856730019,2
2011-10-14,0.04411247482218475,2
2011-10-21,-0.023524160113677643,2
2011-10-28,0.1060307911783954,2
2011-11-04,-0.00743834538871548,2
2011-11-11,-0.02992661800444169,2
2011-11-18,-0.019118838554848246,2
2011-11-25,-0.031081433008057057,2
2011-12-02,0.055945274610791546,2
2011-12-09,-0.02691639752073443,2
2011-12-16,-0.013147683335198168,2
2011-12-23,0.017681611379754013,2
2011-12-30,-0.01351907767754025,2
2012-01-06,0.0013771838616862297,2
2012-01-13,0.0257386249702998,2
2012-01-20,0.025703105058509704,2
2012-01-27,0.014957519152110221,2
2012-02-03,0.014290780400108657,2
2012-02-10,0.015749313257223563,2
2012-02-17,0.020048440784239206,2
2012-02-24,0.000712971945731621,2
2012-03-02,0.013101322749871134,2
2012-03-09,-0.005044272397225956,2
2012-03-16,0.004508531519251773,2
2012-03-23,-0.035903078990418946,2
2012-03-30,0.0023693036595960086,2
2012-04-06,0.008255051645359853,2
2012-04-13,-0.002488004309753896,2
2012-04-20,0.011512562624668389,2
2012-04-27,-0.012631594988724324,2
2012-05-04,0.008998712023996769,2
2012-05-11,-0.047120050693075594,2
2012-05-18,-0.042497302840181904,2
2012-05-25,-0.006258380956855821,2
2012-06-01,-0.0035187765510301004,2
2012-06-08,-0.005645753654154054,2
2012-06-15,0.02776020746099695,2
2012-06-22,-0.015055380367486677,2
2012-06-29,0.012491362817358007,2
2012-07-06,0.027186079803750138,2
2012-07-13,-0.031055810881963488,2
2012-07-20,0.01176388888777205,2
2012-07-27,-0.015714616716844963,2
2012-08-03,0.015396402980360662,2
2012-08-10,0.020501046151818494,2
2012-08-17,-0.0034576841706553904,2
2012-08-24,0.0004904177724456313,2
2012-08-31,-0.014439460786413942,2
2012-09-07,0.014702917905826658,2
2012-09-14,0.029028114528567007,2
2012-09-21,-1.3879457449855184e-06,2
2012-09-28,0.007769409113771341,2
2012-10-05,0.009976374228612252,2
2012-10-12,0.001465547444811989,2
2012-10-19,0.015607895063806467,2
2012-10-26,-0.003974479431584839,2
2012-11-02,0.027248041440173707,2
2012-11-09,-0.01824264828502927,2
