,0,gamma_op
2010-01-01,-0.010068885914213564,2
2010-01-08,0.016394487056925283,2
2010-01-15,0.002795178405186504,2
2010-01-22,-0.027229579837084295,2
2010-01-29,-0.01093190401412941,2
2010-02-05,-0.009253278811000123,2
2010-02-12,0.011086928717363246,2
2010-02-19,0.026563540508632518,2
2010-02-26,-0.007869969212631198,2
2010-03-05,0.028802585349067187,2
2010-03-12,0.0027264670068386835,2
2010-03-19,0.012250677283425132,2
2010-03-26,-0.0010745490051193075,2
2010-04-02,0.009109429396418619,2
2010-04-09,0.0029190057062709494,2
2010-04-16,-0.004672582350807144,2
2010-04-23,0.011560558912399337,2
2010-04-30,-0.017374699307199905,2
2010-05-07,-0.0521623021967217,2
2010-05-14,0.022900580252531808,2
2010-05-21,-0.03854908940759867,2
2010-05-28,0.0011071272642373226,2
2010-06-04,-0.016049370782521805,2
2010-06-11,0.0261115988743075,2
2010-06-18,0.02030707641630317,2
2010-06-25,-0.031542635807727086,2
2010-07-02,-0.0293962733348074,2
2010-07-09,0.045183082681029475,2
2010-07-16,-0.006720595998234996,2
2010-07-23,0.023194111210039108,2
2010-07-30,-0.001691222221688978,2
2010-08-06,0.022571002580458886,2
2010-08-13,-0.022180982621938256,2
2010-08-20,-0.004866336983887422,2
2010-08-27,-0.001627020551758456,2
2010-09-03,0.02741862273077344,2
2010-09-10,0.008513163521288346,2
2010-09-17,0.0100776946390172,2
2010-09-24,0.019933365223412214,2
2010-10-01,-0.002211961983848757,2
2010-10-08,0.013732059341726976,2
2010-10-15,0.012853706166062169,2
2010-10-22,0.002934531013858876,2
2010-10-29,0.0004845216826929737,2
2010-11-05,0.02086075535178449,2
2010-11-12,-0.015476729799890534,2
2010-11-19,0.0024133939054938316,2
2010-11-26,-0.0069968700265760995,2
2010-12-03,0.01897134891051694,2
2010-12-10,0.0076337093235509966,2
2010-12-17,0.014165450608150457,2
2010-12-24,0.00405798092990624,2
2010-12-31,-0.00238101772877153,2
2011-01-07,0.00659827565356837,2
2011-01-14,0.009185729994062659,2
2011-01-21,-0.0066830175269751105,2
2011-01-28,-0.011238773767585327,2
2011-02-04,0.01966182526915669,2
2011-02-11,0.012684283374256474,2
2011-02-18,0.008331524734976945,2
2011-02-25,-0.01223719809979007,2
2011-03-04,0.006784349767150598,2
2011-03-11,-0.0047400923787110395,2
2011-03-18,-0.019894978936053288,2
2011-03-25,0.02545734875874112,2
2011-04-01,0.019728865039488078,2
2011-04-08,-0.0015385978623465456,2
2011-04-15,0.008679514702692494,2
2011-04-22,0.008949333795077414,2
2011-04-29,0.02262282130723471,2
2011-05-06,-0.005657060340893335,2
2011-05-13,0.010993942563594369,2
2011-05-20,0.0009231548551216407,2
2011-05-27,-0.0038373998810052623,2
2011-06-03,-0.02144047150287789,2
2011-06-10,-0.017957824517703464,2
2011-06-17,0.0057575906742491035,2
2011-06-24,-0.0011922760077293663,2
2011-07-01,0.04395185884776558,2
2011-07-08,0.003978853890194581,2
2011-07-15,-0.017885007263425477,2
2011-07-22,0.01495372134803412,2
2011-07-29,-0.037343331716697306,2
2011-08-05,-0.06061723272572942,2
2011-08-12,-0.008199177088647812,2
2011-08-19,-0.025488680109756676,2
2011-08-26,0.03907485032476433,2
2011-09-02,0.0028553657384399896,2
2011-09-09,-0.015460893308340806,2
2011-09-16,0.04434773691509625,2
2011-09-23,-0.049130326478420146,2
2011-09-30,-4.950997738584215e-05,2
2011-10-07,0.014055233159405154,2
2011-10-14,0.03923783607041202,2
2011-10-21,0.011117415432580975,2
2011-10-28,0.021700620652296537,2
2011-11-04,-0.02041602270337898,2
2011-11-11,0.010231773767666937,2
2011-11-18,-0.027745569700788977,2
2011-11-25,-0.03599856810748542,2
2011-12-02,0.05874475719179059,2
2011-12-09,0.0068806479036986855,2
2011-12-16,-0.01338330430981944,2
2011-12-23,0.03679830901035512,2
2011-12-30,-0.0022352759995890713,2
2012-01-06,0.0025843145558603407,2
2012-01-13,0.006421737538218908,2
2012-01-20,0.010029954818760026,2
2012-01-27,-0.0014252964503169052,2
2012-02-03,0.015621035768864781,2
2012-02-10,-0.0021328356443573063,2
2012-02-17,0.013517249345664083,2
2012-02-24,0.0023870136096035798,2
2012-03-02,0.002741529787793569,2
2012-03-09,0.0035192841029416506,2
2012-03-16,0.0117640357068234,2
2012-03-23,-0.002604498763349856,2
2012-03-30,0.012018299379187672,2
2012-04-06,-0.002720577770061784,2
2012-04-13,-0.018836734446888444,2
2012-04-20,0.01419865998267151,2
2012-04-27,0.013194327294753375,2
2012-05-04,-0.015070108331195212,2
2012-05-11,-0.0013567075307153054,2
2012-05-18,-0.028124241160366444,2
2012-05-25,0.015105030435455549,2
2012-06-01,-0.023362388359510263,2
2012-06-08,0.029744337711177564,2
2012-06-15,0.011383420475807293,2
2012-06-22,-0.006164390888091827,2
2012-06-29,0.018324818735044535,2
2012-07-06,-0.000118652262880885,2
2012-07-13,0.008031130750083394,2
2012-07-20,0.0023566631425450952,2
2012-07-27,0.015321471090540493,2
2012-08-03,-0.002705856738734947,2
2012-08-10,0.005280485102526544,2
2012-08-17,0.005146891385038068,2
2012-08-24,-0.006566342172136065,2
2012-08-31,-0.002676844722575263,2
2012-09-07,0.018211320215264455,2
2012-09-14,0.00790802922195548,2
2012-09-21,0.0045568784545638105,2
2012-09-28,-0.007061091957452532,2
2012-10-05,0.01800272056869659,2
2012-10-12,-0.020315259185484453,2
2012-10-19,0.006723091287018065,2
2012-10-26,-0.014306286295634116,2
2012-11-02,0.000679674080343979,2
