,0,gamma_op,b_weight
2008-01-04,0.016260084659529106,2,0
2008-01-11,-0.027228901894371157,2,0
2008-01-18,-0.09022020491485458,2,0
2008-01-25,-0.022576234203734398,2,0
2008-02-01,-0.033164315100292975,2,0
2008-02-08,0.0034084804231949203,2,0
2008-02-15,0.037437754941729684,2,0
2008-02-22,-0.027724494609397698,2,0
2008-02-29,0.03136639565371828,2,0
2008-03-07,-0.07804372106299143,2,0
2008-03-14,-0.04498371743794837,2,0
2008-03-21,-0.08662737165629804,2,0
2008-03-28,0.12401393547735333,2,0
2008-04-04,0.025192408658781786,2,0
2008-04-11,0.0018593607517335324,2,0
2008-04-18,-0.019125732093026832,2,0
2008-04-25,0.07509811378672286,2,0
2008-05-02,0.029764403965789346,2,0
2008-05-09,-0.03257409205975813,2,0
2008-05-16,0.025175102638011076,2,0
2008-05-23,-0.018802881010684336,2,0
2008-05-30,-0.0026220748642229548,2,0
2008-06-06,-0.0065546510549190085,2,0
2008-06-13,-0.08181568092013912,2,0
2008-06-20,0.00707026161136584,2,0
2008-06-27,-0.04869499338591801,2,0
2008-07-04,-0.03701361443501365,2,0
2008-07-11,0.0362078873339135,2,0
2008-07-18,-0.02205660091053329,2,0
2008-07-25,0.026125224618407116,2,0
2008-08-01,-0.0027951935138656675,2,0
2008-08-08,-0.04114936622757378,2,0
2008-08-15,-0.019351240661587887,2,0
2008-08-22,-0.03249134336507146,2,0
2008-08-29,0.044895529659188166,2,0
2008-09-05,-0.0642368352734754,2,0
2008-09-12,-0.053943026569616394,2,0
2008-09-19,-0.020969333534469642,2,0
2008-09-26,-0.05311636870372688,2,0
2008-10-03,-0.03015087617407633,2,0
2008-10-10,-0.18111391515281577,2,0
2008-10-17,-0.029913128700764444,2,0
2008-10-24,-0.11626864185441574,2,0
2008-10-31,0.11250425109579218,2,0
2008-11-07,0.01942639895578276,2,0
2008-11-14,-0.013303205995575084,2,0
2008-11-21,-0.07009157699576053,2,0
2008-11-28,0.07925570486701024,2,0
2008-12-05,0.014290879239249364,2,0
2008-12-12,0.06303384502816273,2,0
2008-12-19,0.06276525452641377,2,0
2008-12-26,-0.05208009675747237,2,0
2009-01-02,0.05866327007625245,2,0
2009-01-09,-0.03749433022768433,2,0
2009-01-16,-0.050064563713747574,2,0
2009-01-23,-0.032696132796181374,2,0
2009-01-30,0.0516198622844425,2,0
2009-02-06,0.035752190244687926,2,0
2009-02-13,-0.007418436662875177,2,0
2009-02-20,-0.041320470161747155,2,0
2009-02-27,-0.015375176868577336,2,0
2009-03-06,-0.026349265252958064,2,0
2009-03-13,0.03993354601984421,2,0
2009-03-20,0.0321309244543377,2,0
2009-03-27,0.08704655474304897,2,0
2009-04-03,0.027301336276934103,2,0
