,.TRXFLDHDTE1,.TRXFLDHDTF1,.TRXFLDHDTF4,.TRXFLDHDTH2,.TRXFLDHDTI1,.TRXFLDHDTI2,.TRXFLDHDTI4,.TRXFLDHDTM2,.TRXFLDHDTM3,.TRXFLDHDTN1,.TRXFLDHDTT1,.TRXFLDHDTU1,.TRXFLDHDTY2,.TRXFLDHDTY3,.TRXFLDHDTY4,.TRXFLDHDTA1,.TRXFLDHDTE2,.TRXFLDHDTH1,.TRXFLDHDTM1,.TRXFLDHDTN2,.TRXFLDHDTT2,.TRXFLDHDTY1,gamma_op
2018-04-06,0.09865069343047837,0.11725301679924369,0.1654489055493323,0.0002019294594705831,0.0019547774200475952,0.051096402001944194,0.0663733994965967,0.14016424613296077,0.011784483063133172,0.010775803693569829,0.04625328613083241,0.1413998815958311,0.08690638676709553,0.03352798500994465,0.028208803449518986,,,,,,,,2
2018-04-13,0.09940956768793566,0.11619772553925904,0.16570797474366947,0.00021395860500769408,0.0019101884576097035,0.050926560092761045,0.06699973164355132,0.1405929162773222,0.011774777502315044,0.010702543756184228,0.04456228118773891,0.14114004106152442,0.08775923442724703,0.03308993944846281,0.029012559569411414,,,,,,,,2
2018-04-20,0.0976057363937774,0.1195918801984321,0.1688494537840649,0.00020866049201995716,0.0019701937773691637,0.05006600947617245,0.06679260841934784,0.13733149085129726,0.0121799543147265,0.010899961661171274,0.04555420407363801,0.1383125256614141,0.08807806652040175,0.03373721526941595,0.028822039106751227,,,,,,,,2
2018-04-27,0.09771231043018816,0.12270916620328813,0.16661704438265892,0.00020628224324084523,0.0019114776226442974,0.05066612692243164,0.06793669791686328,0.13555601039588552,0.01203146873869869,0.01101656382879439,0.04291456328615105,0.14095986044429049,0.0864983232563103,0.03421631607662977,0.029047788251924434,,,,,,,,2
2018-05-04,0.08993288932912309,0.10419162797575672,0.1480424052793303,0.005776999802711021,0.015449038702905177,0.05569412005094401,0.06646869836005363,0.1250992693526647,0.022215367290695953,0.026493619937496937,0.04567600727946119,0.13459656292657177,0.08598146701452052,0.03723952085456175,0.03714240584320331,,,,,,,,2
2018-05-11,0.09075930864914268,0.10181957513307252,0.14687281024371657,0.005833242544719272,0.015514758939384697,0.056022423528935654,0.06635738208170316,0.124365959916073,0.02213473025480507,0.026305966239690205,0.046451995273547396,0.1354762369507112,0.08646070366314187,0.03784758292128324,0.03777732366007337,,,,,,,,2
2018-05-18,0.09043203200891423,0.10232652288602412,0.14732527945201293,0.005929354218050782,0.016047489806429772,0.05543511709079521,0.06608388007163503,0.12319203611218059,0.023250092941796228,0.02612797336553306,0.04622011190087062,0.13512140317004603,0.08649466317437257,0.037614082758936795,0.03839996104240181,,,,,,,,2
2018-05-25,0.09192591003749939,0.10186996897658337,0.14837236581032542,0.006316311524658623,0.01623404346048023,0.054580374760721855,0.06703742221379376,0.12389521537702104,0.02290275765066678,0.027078830337114116,0.04595415406861239,0.1343228992096503,0.0849046310490372,0.03697793615303483,0.037627179370800734,,,,,,,,2
2018-06-01,0.11639222952196053,0.1054615564375503,0.1552508808696568,0.0006106156383873821,0.0025354817879474217,0.0488736088782006,0.0673804307493074,0.1481021820152392,0.009796852232758262,0.021520087019687092,0.054567245161177946,0.11757471659413156,0.08356831350397648,0.03538793709451127,0.03297786249550764,,,,,,,,2
2018-06-08,0.11274112642651271,0.10405848025901994,0.15512075727898691,0.0006162043321208363,0.002538700102972015,0.048809731208594276,0.06825377105545884,0.14806397536814409,0.009602143704590345,0.021552638069936948,0.053380845943538924,0.11919240378134868,0.08693063155630958,0.0353284833956001,0.033810107516865695,,,,,,,,2
2018-06-15,0.11051110419402556,0.104157161263666,0.15671156276844586,0.0005929752833253276,0.0025811115860591796,0.048238864717558436,0.06808154629403534,0.14877603950225302,0.009207387876026506,0.021576224049704506,0.0555808048622019,0.11899058322358048,0.08683896785925958,0.034102168144000994,0.03405349837585725,,,,,,,,2
2018-06-22,0.11425357592452581,0.10451482654616147,0.15638190661290718,0.0005863905276492948,0.0025763660445817797,0.04828378926865008,0.0682703559810634,0.1487943112025296,0.009059841821512878,0.020989992387471963,0.05407524661564086,0.11836188159526423,0.08610844036611766,0.03449955093957416,0.03324352416634976,,,,,,,,2
2018-06-29,0.10017506725724372,0.1114039658640784,0.18223403369657126,0.00026823220747893787,0.0010851631123196034,0.05478547045324948,0.07372713601839082,0.14807597156185964,0.011547484147315849,0.025499274419387694,0.062266238129262644,0.11608848454830956,0.06558780256565462,0.028123060272335586,0.0191326157465423,,,,,,,,2
2018-07-06,0.10520610769759622,0.11214453171834733,0.17794323692952094,0.00026593464373428507,0.0010982343406778432,0.055136408476081165,0.07385145551757753,0.1447883205324026,0.011166498603777242,0.025497682411666247,0.06130490450752728,0.11941628512555029,0.06539552797108082,0.027786118806669636,0.01899875271779063,,,,,,,,2
2018-07-13,0.10487664774179775,0.11273796143320322,0.17817503228575565,0.00025172274379458995,0.0010876496904601803,0.05605904642392397,0.0740492167927004,0.14369064933916903,0.010678812518359072,0.025330898742679034,0.059524057862931135,0.12440653124567479,0.06382321677277596,0.026857514611599652,0.01845104179517545,,,,,,,,2
2018-07-20,0.10584806119558557,0.11233018655555475,0.1775067122997183,0.000264015406092397,0.0011102027006697887,0.055222474294440646,0.07281796248113712,0.14305595210580935,0.010320699982010139,0.025995239048765655,0.059762660994307396,0.12418825356822562,0.06490082684653736,0.028018899147607537,0.018657853373538306,,,,,,,,2
