,.HSCIIT,.HSCIH,.HSCIE,.HSCICD,.HSCIPC,.HSCIF,.HSCIM,.HSCICS,.HSCIU,.HSCIT,.HSCIIG
2010-01-01,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2010-01-08,0.0928721831455044,0.08984565179173754,0.09002447323801838,0.09015772771745828,0.09100422996112789,0.0898838479643124,0.09016773661819051,0.09114295543894753,0.09064995669302107,0.09332584608594026,0.09092539134574176
2010-01-15,0.09315664766165907,0.08197644711018887,0.0931026106423618,0.09092686726234406,0.08979783511162581,0.08797178014215655,0.09684524356599147,0.08879955694904255,0.09019031688865503,0.09259898913364475,0.09463370553233008
2010-01-22,0.09740022746542332,0.08235445732670528,0.0888416331341508,0.09232943944620672,0.08502110736455559,0.08426922879198984,0.0968042934942136,0.09057736385045681,0.08749995088710165,0.09677827900776238,0.0981240192314339
2010-01-29,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2010-02-05,0.08999620088531222,0.09518433379240195,0.0898783345668222,0.09311026004124798,0.08916841111224855,0.09176670318112198,0.08776154750514148,0.08710177828198026,0.09422630775373544,0.09315825234741586,0.0886478705325722
2010-02-12,0.08851639011433184,0.09362976108438652,0.09093674407028386,0.09272431636690256,0.08985839086933113,0.09069945924896798,0.08755723026358694,0.08863458257187519,0.09466006658843794,0.09416033108661667,0.08862272773527942
2010-02-19,0.09026963868424502,0.09244536692677548,0.0920291852556376,0.09397741772716466,0.0920814386248099,0.08998275144587659,0.08554856898877103,0.08692902158112407,0.09439984780339691,0.09444575681810281,0.08789100614409609
2010-02-26,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2010-03-05,0.09091910819599702,0.09109128960409692,0.09195496108472948,0.08986178907755797,0.09305996652333211,0.09096425560434199,0.09432219218932292,0.09003549062220109,0.08911953264732074,0.09132871954416298,0.08734269490693666
2010-03-12,0.09098095730551295,0.09144566193573248,0.09090645597939705,0.0912617636135222,0.09338769641265371,0.08925590391569929,0.09441856021565147,0.09164334892014026,0.08937167297418565,0.08609708697859439,0.09123089174891068
2010-03-19,0.09142496960036148,0.09279435620263242,0.09120579717363564,0.09128036089576609,0.09360246779264093,0.08848359537061666,0.09398502522659155,0.09328927770410257,0.08772766269492716,0.08633536347721642,0.08987112386150924
2010-03-26,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2010-04-02,0.09150544819041932,0.09384249733782293,0.09015563469630926,0.09014879804551534,0.09078556467347643,0.09023598305263533,0.08950229691837916,0.09039603408118224,0.09124258960774757,0.09017171814492093,0.09201343525159142
2010-04-09,0.09025604948510815,0.09412388108650918,0.09217787072221757,0.08972375293556183,0.09145450952027845,0.09117943397267049,0.08997984830872001,0.08812229408484995,0.09104277366237029,0.08922526484554134,0.09271432137617257
2010-04-16,0.0897085094389659,0.09274455004951591,0.0935322672026066,0.08911677948212256,0.08963586636873794,0.09167940152594059,0.09162062288056295,0.08934020995005096,0.08991501470817868,0.09087787808954766,0.09182890030377014
2010-04-23,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2010-04-30,0.09261566727495728,0.09274419668348072,0.08881591555649747,0.09140674743888809,0.08669572677843618,0.0891699656217915,0.08998838911757547,0.09179659559025821,0.09247269350943131,0.09153170902345237,0.09276239340523143
2010-05-07,0.09163582036771876,0.09528709234608422,0.09065735053842386,0.09154489496576587,0.0871212746985549,0.08955217959336334,0.089335340546494,0.09038596288535099,0.08989346627295862,0.09106193684356338,0.09352468094172209
2010-05-14,0.09069140376298367,0.09503361115451514,0.08976577953464995,0.08978804837345125,0.08710277598250886,0.09050553444472854,0.08742715225230971,0.09023111565575852,0.09386028569835048,0.09380662355990474,0.09178766958083909
2010-05-21,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2010-05-28,0.08664854175645566,0.08967693753900982,0.09113328353856545,0.08937648621265365,0.09327212350465758,0.09390416079892562,0.08708012750202565,0.08914787771713883,0.09608496473903583,0.09608788479851955,0.08758761189301238
2010-06-04,0.08662330070212125,0.08953505034670382,0.09170601584390052,0.09123027845839651,0.09375795582270394,0.0923627380009551,0.08943897237068771,0.09089538665408728,0.09228033560959609,0.09258887318400003,0.0895810930068478
2010-06-11,0.08767955903755352,0.08979877734632559,0.09049929496358514,0.09168668458705245,0.09367588182575792,0.09283702592542153,0.08683166563151103,0.0923373666920467,0.0913658323767865,0.09320112801555953,0.09008678359840017
2010-06-18,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2010-06-25,0.08926254480547531,0.08976814684201279,0.09113767185809414,0.09239689749835958,0.09098203207078269,0.09024125967173138,0.09202884152703572,0.09220863348813997,0.09070731335418628,0.0892502376978019,0.09201642118638018
2010-07-02,0.08888779512414303,0.09021618889015931,0.09072576533234362,0.09219548334070034,0.09212050693564978,0.09126586936750447,0.09128515201276462,0.09200641256704038,0.09123258396368399,0.08999687014837088,0.09006737231763962
2010-07-09,0.08857621097275517,0.08976716116161526,0.08855922111844905,0.09060723806596924,0.09229467635964526,0.09072447255618774,0.08909338413603332,0.09330942463023775,0.09449360149890322,0.09247315257252876,0.09010145692767525
2010-07-16,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2010-07-23,0.09098447566246012,0.09012941516910283,0.08890831894838498,0.09188066407855468,0.09263045861675216,0.09221197269891063,0.08957039389091762,0.09153678161049132,0.0906048374082534,0.08987450822276022,0.0916681736934121
2010-07-30,0.08832424807529002,0.09088615435693143,0.09110136682788242,0.09147357717803244,0.09360998646913123,0.09168614233761269,0.09347503858339111,0.08867319925249836,0.08845900743738609,0.08910032651991823,0.09321095296192602
2010-08-06,0.09183247786888378,0.0904452485384981,0.0894282332475145,0.09142649396271187,0.09228243724942889,0.09172259803523802,0.09313322540731589,0.08739002798940726,0.08789689412434906,0.08795076525507427,0.09649159832157833
2010-08-13,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2010-08-20,0.08846363818607383,0.09203398175192322,0.08802971420631946,0.09145388076401922,0.09095603067344205,0.08907173064411582,0.09056088185490975,0.09345669472024054,0.09171774643070164,0.09227634247960442,0.09197935828864995
2010-08-27,0.08857876956546244,0.09035776796978563,0.09028637322387091,0.09306933731995624,0.08953176333522182,0.08798055091733432,0.09210930193269105,0.09135326673246388,0.09127264397210955,0.0924466680698941,0.09301355696121003
2010-09-03,0.08710079349033546,0.09118374607273937,0.08980533727881708,0.09327498302406204,0.08998726312898131,0.08808397651879456,0.08990491284156744,0.0912633542206389,0.09367585349607739,0.09332693574370922,0.09239284418427726
2010-09-10,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2010-09-17,0.09182217960800897,0.09125029753748015,0.09152015270536765,0.09203528453372668,0.09141216447889311,0.09080643396443724,0.09212611389746761,0.09009716933412353,0.09117518860653018,0.08611740063545523,0.09163761469850941
2010-09-24,0.09217490840199828,0.09050099044912713,0.09147609787565207,0.09261280624833527,0.09168514659538896,0.0910597142850581,0.09270072949302204,0.08981833617184079,0.09084202632432865,0.08615584536043355,0.09097339879481511
2010-10-01,0.09321461271006537,0.09211423873538845,0.09064115221778671,0.09250770829034098,0.09214725463882721,0.08942116215637301,0.09265596635496372,0.09000913454233268,0.08914625817549637,0.08584470166279938,0.09229781051562592
2010-10-08,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2010-10-15,0.09030665144863928,0.0866190627870364,0.0936662853439772,0.08965307569595708,0.0913870133408147,0.09207350233785216,0.09264877565931558,0.09280573545339826,0.08978785044651878,0.09168075527996251,0.08937129220652797
