,.HSCIIT,.HSCIH,.HSCIE,.HSCICD,.HSCIPC,.HSCIF,.HSCIM,.HSCICS,.HSCIU,.HSCIT,.HSCIIG,gamma_op
2010-01-01,0.06382198519672577,0.0885400351501166,0.05031913873890039,0.12541357802219635,0.06614705145355049,0.1368823073451066,0.08191277455099358,0.12048440823518934,0.11566813554500441,0.0624822433526731,0.08832834240954339,2
2010-01-08,0.06530916544734638,0.08765060626037541,0.049912802885211,0.12458497990268304,0.06632698250546623,0.1355648645147518,0.08138061648576302,0.12099631020893205,0.11553125920302863,0.06425053089466348,0.08849188169177899,2
2010-01-15,0.06570842470186553,0.08021686350356821,0.05177641220278655,0.12602992615668962,0.06564675324503534,0.13308453528246889,0.08767319376833373,0.11824384484224254,0.1152950184383884,0.06394399333417057,0.09238103452445064,2
2010-01-22,0.06876846132253707,0.08066512795192522,0.04945483528325132,0.12809842334810212,0.06221516745520397,0.1276072542149099,0.08772134531966691,0.12072843002984664,0.11196455844528554,0.06689498120501243,0.09588141542425895,2
2010-01-29,0.0660720700089757,0.08815167572582058,0.05075983575652426,0.1301780814440897,0.06442729616779735,0.13624188425972936,0.08721144817766147,0.12259704260182751,0.09712944404111196,0.06413121928279361,0.09310000253366858,2
2010-02-05,0.06535817187213681,0.09222610202595048,0.050145622961232275,0.1332272957199747,0.06314496691084685,0.13742114957341897,0.08412703390143597,0.11737208566589427,0.10059603954228861,0.0656672207391282,0.09071431108769301,2
2010-02-12,0.06432458156211401,0.09077784108791609,0.05076857470263012,0.13275988545698492,0.06367425981258118,0.1359097775101807,0.08398483539627843,0.11951393887912087,0.10112372777231149,0.06641601837052706,0.09074655944935521,2
2010-02-19,0.06573152304996187,0.08981105560198169,0.05148252787092874,0.13482655940688526,0.06538168054989381,0.1351089092778168,0.08222432659639906,0.11745157995726789,0.10104999000730644,0.06675226798161497,0.09017957969994345,2
2010-02-26,0.06506252555333447,0.08695123308788813,0.04996942197644688,0.12513817267293287,0.06467881086222942,0.13206328478897422,0.08001267391737445,0.12178902251804861,0.12029310129291128,0.06514946270833401,0.0888922906215257,2
2010-03-05,0.06525212556325773,0.0873697663774465,0.05068600584136353,0.12404333907554549,0.06639471289560507,0.1325139023967359,0.08324942617574102,0.12095684739745485,0.11825573197003837,0.06563368460579917,0.08564445770101235,2
2010-03-12,0.0651586037687957,0.08752441227937958,0.050002233369401974,0.12570976544357196,0.06648781172325201,0.12975060685016696,0.0831584733450233,0.12285686981223601,0.11833983497358092,0.06174327278415638,0.0892681156504353,2
2010-03-19,0.06552131397405993,0.0888759312862103,0.05020114532512745,0.12582125525814625,0.0666862324309204,0.12871575620512563,0.0828331739575902,0.12514881207321366,0.1162422845117993,0.06195643443904702,0.08799766053876001,2
2010-03-26,0.06620207845459053,0.08874412550072257,0.05081279803178733,0.12903815150432274,0.06428108120895834,0.13492328223563843,0.08575413268733822,0.12512343666610415,0.09979218163990855,0.06221299458462148,0.09311573748600771,2
2010-04-02,0.0666583150900943,0.09163785725427229,0.050408263886610766,0.1280011373247324,0.06421488763225716,0.13396841103965046,0.08445492770369788,0.12445828042982159,0.10019126839820784,0.06172871067584949,0.09427794056480582,2
2010-04-09,0.06581816761503743,0.09201047714924576,0.051593812885934794,0.12753324381358408,0.06475691339420361,0.13551320962981783,0.08499593540171987,0.12145693045647032,0.10007828160242115,0.06114582292990745,0.09509720512165787,2
2010-04-16,0.06543090683264426,0.09067878384347863,0.052361520102211706,0.12669377909161114,0.06348084040262437,0.13628132310588745,0.08656173905704892,0.12315819269898991,0.0988567687646778,0.06228980317912313,0.09420634292170271,2
2010-04-23,0.06596191681539826,0.08935501995862576,0.051882087081780486,0.1307798163924623,0.06301071281729512,0.13706340357648372,0.08895163845448958,0.126563427897093,0.08976444650435365,0.06127029902442181,0.09539723147759628,2
2010-04-30,0.0671153462145123,0.09104368076268743,0.050623520351804285,0.131329740498761,0.06001449991763195,0.13427161684387467,0.0879396103282663,0.12763768281908028,0.09119309855012356,0.061612052733291865,0.09721915097996633,2
2010-05-07,0.06645552717933145,0.09361072283842745,0.0517122017077089,0.13162773913688477,0.06035471195261313,0.13494917702834408,0.08736748158443183,0.12577136827978327,0.08871663324787912,0.0613422145992232,0.09809222244537265,2
2010-05-14,0.06581566871801385,0.09342564287986853,0.05123870579199148,0.12919007840298372,0.06038322375975923,0.1364792276069798,0.08555988478638815,0.1256418905777184,0.09269496307297886,0.06323440128233176,0.0963363131209863,2
2010-05-21,0.06561072293240817,0.08733312029138092,0.05264143701032523,0.12681168000988183,0.06552120899966753,0.13394430659610262,0.08368210622579317,0.12311290255398297,0.10763934886451314,0.06337042186579085,0.09033274465015363,2
2010-05-28,0.06251219931270194,0.0861169109719464,0.052751334603390716,0.12462673863366827,0.06719894643727706,0.13830497149485407,0.08012727183198314,0.12068221608566833,0.11372480330939398,0.0669551409913114,0.0869994663278048,2
2010-06-04,0.062467955577851834,0.08594483872229056,0.0530607401593739,0.1271586762658918,0.06752083028487665,0.13597804678938083,0.08226349274510777,0.1229966133542085,0.10917619868357717,0.06449011310807898,0.08894249430936185,2
2010-06-11,0.0631670305256164,0.08611259600908763,0.05231066165016989,0.1276682208403473,0.067394890760625,0.13654089923908502,0.07978624305596972,0.12482406934677025,0.10798716962118238,0.06485224999507254,0.0893559689560738,2
2010-06-18,0.06640189613231273,0.08645595547746059,0.05189447529769259,0.1231683242982656,0.06614437933462917,0.13062254259562014,0.07823360635080631,0.1202421946175831,0.12556213421051646,0.0641448846760293,0.08712960700908394,2
2010-06-25,0.06511804709351333,0.08526460745803016,0.05196018369627118,0.12502821878223913,0.06611503018074538,0.12950153151506197,0.07909862388995215,0.12180920326826342,0.1251274560693537,0.06289600087278022,0.08808109717378938,2
2010-07-02,0.06481736157304326,0.0856540940166928,0.0517035662909763,0.12470314677153299,0.0669141551660943,0.13091676418963355,0.07842639056638817,0.12149089345517415,0.12579906077671532,0.06339546169149607,0.08617910550225305,2
