,DJUSBMT Index,DJUSNCT Index,DJUSCYT Index,DJUSHCT Index,DJUSINT Index,DJUSENT Index,DJUSTCT Index,DJUSTLT Index,DJUSUTT Index,DJUSFNT Index
2008-01-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2008-01-11,0.10068805224466304,0.10061994957597858,0.09776076792403939,0.10216122831322118,0.09916297055954236,0.10189754561309074,0.09628754495841303,0.10006815884272438,0.10240306183238779,0.09895072013593946
2008-01-18,0.09972300834160003,0.10184609658809064,0.09736291263102773,0.10768911542161522,0.09664992397017742,0.09989612138416745,0.09392842329627091,0.09744850516693154,0.10535249406382824,0.10010339913629088
2008-01-25,0.09790877489847603,0.10294462963398805,0.10150389648438791,0.10895443171319269,0.09807157310074463,0.09716280687136851,0.09645041489928319,0.09505247677905677,0.10361513744463234,0.09833585817486984
2008-02-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2008-02-08,0.10109900742519029,0.09855982376896844,0.10142374602055511,0.09779247839490986,0.10077755560580756,0.09800245711890135,0.09750702805023681,0.1016902932861299,0.09995012807598104,0.10319748225331973
2008-02-15,0.10276396128467921,0.09958772939695351,0.10149595937604135,0.09947924020187489,0.1002599166540223,0.0994414335877774,0.09671508931013638,0.09991337440040472,0.10151920939937058,0.09882408638873974
2008-02-22,0.10337174422818785,0.09960534852401455,0.10110536355016216,0.09857612132749291,0.10009487837638671,0.10246649239116165,0.09588779228417303,0.10156112322957118,0.10110415587623323,0.09622698021261662
2008-02-29,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2008-03-07,0.10057915316962084,0.10060215466345261,0.09868106745377983,0.10065028136996221,0.10023993862891781,0.10319616035203648,0.10086057400650021,0.10009339665984919,0.09806139094920979,0.09703588274667095
2008-03-14,0.09948503261235346,0.10190824619947207,0.09825071254583301,0.09995087843647373,0.10025569196204069,0.10233257029019918,0.10197271113500872,0.10138031074983968,0.10054316483289949,0.09392068123587996
2008-03-21,0.101965711753423,0.10176640384170568,0.09753788767313598,0.09734399607746627,0.10123913386043497,0.10438879267871283,0.10243557765378113,0.09924069463359331,0.10099233096249435,0.09308947086525254
2008-03-28,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2008-04-04,0.10506915922668467,0.10024400116924993,0.09783231565967758,0.0998926820794506,0.10041735129429986,0.10320132313554382,0.09890093747309854,0.10094705464662172,0.09987386871532562,0.09362130660004767
2008-04-11,0.10808033166155077,0.09799986383023417,0.0978767917246081,0.09781026130585048,0.10045822246459012,0.10392206635456488,0.09878264099496796,0.10003776181752239,0.09968201195810393,0.095350047888007
2008-04-18,0.10935364192018926,0.09788008794870358,0.09697704590412363,0.09909069395596204,0.09738217625041044,0.1063686070083351,0.09806857625764993,0.09955448970850275,0.10213921740809359,0.09318546363802975
2008-04-25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2008-05-02,0.09822209505302723,0.09871651398014755,0.10045102531393016,0.10000924396067284,0.10000093390963981,0.09876363239608328,0.10049452803673904,0.10297144949803091,0.09894915055426826,0.10142142729746098
2008-05-09,0.09459241277717617,0.09810026639060279,0.10175056361392482,0.09951864777388425,0.09997657729238682,0.09569185718368359,0.10170778662494553,0.10682493811411922,0.09908995132282247,0.1027469989064543
2008-05-16,0.09858480516120668,0.09754096612772196,0.10086371385977472,0.0988492892136808,0.09962093654358097,0.10011425764047281,0.10231284172160322,0.1053929781447912,0.09865582586459228,0.09806438572257539
2008-05-23,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2008-05-30,0.09841321704022808,0.10101812425158029,0.09878080223907701,0.10244568909348846,0.09952462239561735,0.10106933615095601,0.09919709410638765,0.09913540187945569,0.10289568068674626,0.09752003215646313
2008-06-06,0.09865452400742097,0.10005447449150504,0.09918493822354679,0.102707583955672,0.1006695315885952,0.09845978591802527,0.10071800843128026,0.10067180909408842,0.10206675783835571,0.09681258645151036
2008-06-13,0.10168969375962532,0.0992211560428822,0.09908484585664938,0.10278991319429027,0.0990585894970893,0.1007032262262152,0.1007488378468746,0.1003151345015797,0.10286390080308165,0.09352470227171239
2008-06-20,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2008-06-27,0.1021174500004427,0.09928163229668878,0.09849866144356119,0.10042033115914518,0.10047007266736412,0.10208156886343256,0.09998750319708097,0.0971991321402635,0.10165820807649269,0.09828544015552823
2008-07-04,0.10219602642991807,0.09882496835124122,0.09768526934123632,0.10319599244934621,0.09801703616754504,0.10644166999769039,0.09922932074125311,0.0968998335019587,0.10245476740203428,0.09505511561777667
2008-07-11,0.0960129527648858,0.10093772283172787,0.09707332938786516,0.10628046074119145,0.09751750103682369,0.10676935265712438,0.0983929329584391,0.09831986400375858,0.10491380990248593,0.09378207371569794
2008-07-18,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2008-07-25,0.09519270562070271,0.10087047634568358,0.10337285058905821,0.1013515524218108,0.10192070780048419,0.09355051631304401,0.10047187474239326,0.09940610293313593,0.09464651407304978,0.10921669916063759
2008-08-01,0.0945838303674398,0.10271834587909279,0.10346750751763319,0.10335495475063133,0.10318836974285019,0.09085337606702383,0.10101377949379424,0.09849010087771713,0.09267061560199999,0.10965911970181752
2008-08-08,0.09449773501795604,0.10319139672873649,0.10363054033558354,0.10260781906903339,0.10286463926924744,0.09118933775194545,0.10054280240165607,0.09624634237054278,0.09137270019391458,0.11385668686138416
2008-08-15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2008-08-22,0.09952329867544274,0.10071223252967176,0.10194363795278533,0.10025222074251017,0.09972507258376653,0.099129586053231,0.10058842743924053,0.10145564433955241,0.0991641184279853,0.09750576125581434
2008-08-29,0.10261986832347166,0.09937444509855724,0.10019648077364404,0.09917912262796245,0.09844242856235522,0.10410253361734545,0.09950919065966002,0.10054760506650684,0.10124252460686395,0.09478580066363324
2008-09-05,0.1024587576341682,0.09804183009774936,0.1001355793643158,0.09789787899041004,0.09871571257057946,0.10410983089518253,0.0970540426214646,0.10206559156843524,0.10160073460581134,0.09792004165188335
2008-09-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2008-09-19,0.09993618150058088,0.10218257172199358,0.10057101579289293,0.10076547168406852,0.09945723751254637,0.09962045635314692,0.0994806045769038,0.09876458566162906,0.10137225892932933,0.09784961626690866
2008-09-26,0.10093033630010265,0.1008773301482838,0.09858909794068582,0.0986252596919978,0.0990879186760051,0.10329319249319,0.09844593950703567,0.0956775778371808,0.09871664611526662,0.10575670129025175
2008-10-03,0.09311357466585723,0.10259527768534614,0.09913267189180743,0.10222641055169915,0.09740540534504658,0.10404346983396341,0.10082742149247405,0.09709964411899233,0.10079606126756396,0.10276006314724973
2008-10-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2008-10-17,0.09975080416036443,0.10244856809469882,0.10170902948461844,0.10012936670086327,0.10691469345576912,0.09087895477215246,0.10471287963703553,0.09870691741330388,0.09739280707237348,0.0973559792088204
2008-10-24,0.09750564991686637,0.10087655630599504,0.09931228208994412,0.10374027510581127,0.10119638051553728,0.09330317808943926,0.10436161552736596,0.10167104076507297,0.10100986155409104,0.09702316012987672
2008-10-31,0.09223525316291022,0.10083331402838759,0.09792869083348933,0.10677254215399581,0.09866577228871211,0.09790890826916578,0.10192768108224023,0.10245577727368242,0.10782593955613638,0.09344612135128019
2008-11-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2008-11-14,0.09738939490923891,0.10147537335767148,0.09792788707743676,0.1019960499140848,0.09902637696107246,0.10148350467351183,0.09773828612754062,0.10473508054387656,0.10230671313082872,0.09592133330473776
2008-11-21,0.09404837948515808,0.10209835605659773,0.09545364983059904,0.10475077865032653,0.09738467373309848,0.1034920920610083,0.09509903017526802,0.1102923809198106,0.10652710385727936,0.09085355523085388
2008-11-28,0.08789312757553668,0.10779641664067932,0.09587274972712981,0.1043645180240821,0.0975437561272672,0.10736367202622972,0.09698220808330119,0.10937574918224323,0.1147368138848612,0.07807098872866952
2008-12-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2008-12-12,0.0948153409334616,0.10110120267097047,0.10558293001499641,0.10357296731520103,0.10003135440238063,0.09086630222659446,0.10070152177936607,0.10192133040018117,0.09769781866297048,0.1037092315938777
2008-12-19,0.103917255024981,0.0969107021068201,0.10283899827722295,0.10211900576650783,0.09832499376269138,0.09758533596027948,0.10385777716888088,0.09971108729996364,0.09731488950327855,0.09741995512937411
2008-12-26,0.10233901431100072,0.09789222631448928,0.10466111471536188,0.10555348675463185,0.09976506883739535,0.09222748400758345,0.10273578676119542,0.09938935122284312,0.09568037753925367,0.09975608953624535
2009-01-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
