,.CSIH00928,.CSIH00929,.CSIH00930,.CSIH00931,.CSIH00932,.CSIH00933,.CSIH00934,.CSIH00935,.CSIH00936,.CSIH00937
2012-11-30,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2012-12-07,0.10025677455321445,0.09910452343904735,0.1008957568723496,0.10049794196847305,0.09915309150858748,0.10017464803473262,0.10211732011707028,0.09773537069745272,0.09859556380139747,0.10146900900767492
2012-12-14,0.10032335091799206,0.09995691316010315,0.10180133468375936,0.1003581895897126,0.09479935328936141,0.09843584765016739,0.10534097041591259,0.09843849035478679,0.09988848077573201,0.10065706916247247
2012-12-21,0.10031168842305757,0.1003888049043727,0.10206386893293214,0.10028289025624043,0.09458319280893845,0.09708412619437881,0.1082892761076507,0.09735238825920979,0.10003377167592838,0.09960999243729114
2012-12-28,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2013-01-04,0.09926763248609112,0.09892379650762281,0.09996079669545285,0.0995342401195638,0.0991769967762381,0.10078031648224553,0.10179820679892268,0.10024482892501535,0.10098129124849874,0.09933189396034896
2013-01-11,0.09919911239216099,0.09961749397799043,0.10036812262320695,0.0996814303450985,0.09828145216740256,0.09867853978726196,0.10452545617674056,0.0987777969988815,0.10128946489776418,0.09958113063349228
2013-01-18,0.098086109275588,0.09709509508218515,0.09918612016149543,0.09871041811091594,0.10099321917875413,0.10229958522859779,0.10089957463197897,0.10040450854542202,0.10468084061046612,0.09764452917459646
2013-01-25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2013-02-01,0.0994195077014033,0.09958071371225584,0.10000884050917895,0.10033450052110665,0.09722828403260633,0.10261307330040924,0.10329911783826244,0.09781341779053451,0.10048747714593931,0.09921506744830351
2013-02-08,0.10028655435856869,0.09994362503404926,0.10003372785818733,0.09992625551634828,0.09398699391796754,0.10031406385757782,0.10991783294006627,0.09647751013536245,0.09966468493959575,0.0994487514422767
2013-02-22,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2013-03-01,0.09602184317257095,0.09703003597081361,0.09904932747490378,0.09849770468277264,0.1043054706941395,0.10375470261470543,0.0949776781553788,0.10257182827050897,0.10277434224649248,0.101017066717714
2013-03-08,0.09484618831330484,0.09623810054603953,0.09930498768729865,0.09844761912728717,0.10014084144630062,0.10419699306371949,0.09774391865123491,0.10390686865794325,0.10281152867473728,0.10236295383213428
2013-03-15,0.09339508824167794,0.09429360862778162,0.09643527854189862,0.09661684849174157,0.10235675285593346,0.10360505740784984,0.09478431293694493,0.10574073962452603,0.10746348788586994,0.10530882538577606
2013-03-22,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2013-03-29,0.09854265331285195,0.09874555369622269,0.09874905675175112,0.10055386299740285,0.0980251506353942,0.10020075016570655,0.10179528432268452,0.10107665293157489,0.09993359939274861,0.1023774357936627
2013-04-05,0.09771210536046564,0.09838800989306459,0.09785207062478536,0.10061484683353551,0.09849822621642344,0.10277346737859058,0.09793256654908199,0.1019236943502849,0.1011369622818194,0.10316805051194848
2013-04-12,0.09771210536046565,0.0983880098930646,0.09785207062478538,0.10061484683353553,0.09849822621642346,0.1027734673785906,0.097932566549082,0.10192369435028491,0.1011369622818194,0.1031680505119485
2013-04-19,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2013-04-26,0.09768330711451353,0.09795349824320475,0.0998357216199323,0.10100803445118496,0.09912981106923402,0.10118120570442785,0.10253892877608363,0.10104858187960121,0.10055463224989285,0.09906627889192492
2013-05-03,0.09621417445615296,0.09626170348398129,0.09878675971659466,0.1014625331089443,0.09775581490877208,0.10228228443096839,0.10133260256474638,0.10099471713256912,0.10648824791742183,0.09842116227984908
2013-05-10,0.09347565969137589,0.0944828494853456,0.0980101347531292,0.10173017281787315,0.09642197036932144,0.10414093530515219,0.10211842146063557,0.10222247435839729,0.10817971481542203,0.0992176669433477
2013-05-17,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2013-05-24,0.09953458564897016,0.09806576173846437,0.1003885286993274,0.09799133037625916,0.09803927462161752,0.09830263199642715,0.09906350820566268,0.1035283359041164,0.10572444779425005,0.0993615950149051
2013-05-31,0.09785410615308174,0.09756122594676382,0.10118415082007741,0.09901420927692765,0.09812842582923591,0.09664685575382415,0.09789252332306826,0.10953968788756153,0.10527905666881282,0.09689975834064661
2013-06-07,0.09781369760855572,0.09790024240240054,0.10195133761619747,0.09919770620028195,0.0983893350120086,0.09974462329043329,0.09893388001897366,0.10694554864080462,0.10128688173917891,0.0978367474711654
2013-06-14,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2013-06-21,0.09782797167714628,0.0979695735132492,0.09965827215545668,0.09996813082433073,0.1000991770357626,0.10247592141217088,0.09865421667904348,0.10348985235648248,0.10219633000613675,0.0976605543402209
2013-06-28,0.09782797167714628,0.0979695735132492,0.09965827215545668,0.09996813082433073,0.1000991770357626,0.10247592141217088,0.09865421667904348,0.10348985235648248,0.10219633000613675,0.0976605543402209
2013-07-05,0.09237575265226092,0.09281635575896562,0.09714573088929383,0.10069542520602302,0.10454368330984193,0.10594510966367149,0.09831043196551949,0.10360540714535947,0.10731600296850165,0.09724610044056253
2013-07-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
