,.HSCIIT,.HSCIH,.HSCIE,.HSCICD,.HSCIPC,.HSCIF,.HSCIM,.HSCICS,.HSCIU,.HSCIT,.HSCIIG,gamma_op
2010-09-17,0.06494115639576774,0.18762574077845948,0.03859823439774415,0.04606712496507395,0.06833432358436813,0.0890216087075119,0.05498158842255847,0.1563998105483946,0.21374487299229647,0.046450023147094864,0.03383551606073018,2
2010-09-24,0.06530261893459248,0.18640472932346427,0.038645933074032975,0.04643583478976964,0.06865613561807234,0.08942327358697723,0.05541956928628467,0.15618364197808002,0.2133296951882037,0.046550594750717496,0.033647973469805276,2
2010-10-01,0.06610297646149639,0.18991072574121146,0.03833016741146643,0.046427924259865215,0.06906879888474604,0.08789895713655013,0.055446293031616786,0.15666654192176316,0.20954955850766566,0.04642726636958414,0.03417079027403453,2
2010-10-08,0.04935381304947473,0.1975511426455946,0.014836431242611619,0.031508284798939995,0.07011893343126899,0.11412430516164473,0.06183370596106298,0.2003464633902849,0.23058668046284966,0.019897886323456015,0.009842353532811852,2
2010-10-15,0.04928713518915796,0.18922832766849312,0.015367593715902595,0.03123798992804845,0.07086191921554728,0.11619994824346568,0.06335167264346832,0.20561255134037434,0.22895225039673311,0.020173360649546394,0.009727251009262692,2
2010-10-22,0.05045501298222086,0.1852379409318556,0.01599149774723296,0.03155651548373521,0.07269614087923605,0.12137214963308154,0.06542490040799226,0.19638612092715355,0.23031143445959887,0.020262307187464825,0.01030597936042833,2
2010-10-29,0.0511515111490101,0.18492225854808833,0.015666804529072553,0.032162452423539205,0.07185863928984941,0.12160828696567551,0.06323102923556521,0.19838569460302122,0.23105100868867623,0.019801779910674923,0.0101605346568273,2
2010-11-05,0.05436150199554653,0.15901202893934632,0.04037338967542214,0.049890167335565616,0.08631519170553136,0.10362693112428085,0.07813027728895686,0.19425176344700806,0.1602004299092119,0.041556697117731876,0.032281621461398596,2
2010-11-12,0.053776722879661676,0.15446776192297104,0.04186244192006346,0.05017336788960636,0.08809971532952404,0.10744830964399665,0.07997528492578182,0.19383766353465842,0.1557120001932137,0.0411482295183661,0.03349850224215654,2
2010-11-19,0.05392261821272904,0.15155269252526712,0.04242903195276764,0.05063066832880424,0.08822944490790299,0.10685318147506763,0.07962755272408904,0.1916244216263871,0.1608418054721712,0.04102467789422277,0.033263904880591354,2
2010-11-26,0.05514877651765277,0.1545025280636105,0.04193326345525529,0.051131297558666376,0.08740074344856351,0.10722513365821906,0.07893112985910318,0.1876284804715932,0.16118747685506987,0.04145716634828213,0.03345400376398407,2
2010-12-03,0.05586461730568802,0.17496136699577952,0.04087205554549803,0.044944898372957974,0.08604482510617328,0.10554906715787596,0.055917663097880634,0.21826050179540973,0.1385793127573391,0.044348936979628835,0.03465675488576901,2
2010-12-10,0.05745260441554037,0.1755261381219183,0.04105272700216664,0.045456253329203826,0.08761187661165594,0.10592052576903244,0.05690504642389786,0.2130093140813002,0.13748881417062217,0.04355456706058832,0.03602213301407388,2
2010-12-17,0.05919121577910878,0.17206946411723456,0.04156208915174666,0.04462569903263582,0.08787078986350574,0.10564987797799547,0.056837096079213126,0.21367895938363846,0.13857774795596697,0.04412021832162527,0.035816842337328944,2
2010-12-24,0.05837805791378972,0.1696830819022473,0.041735073623227016,0.04468950687380267,0.08848462383028095,0.10562563257081031,0.05783820406152117,0.21482965557555878,0.13891524681273318,0.04418609993183246,0.03563481690419647,2
2010-12-31,0.04465091122372357,0.18134631340421856,0.02359478472374604,0.0244111444267874,0.09985684645743391,0.11929001814102028,0.046162824219350466,0.2030385064788523,0.2237952946859792,0.019241021198898974,0.014612335039989328,2
2011-01-07,0.04400053529651277,0.18288036897654475,0.023864463559775985,0.02442370366625714,0.09929130486380779,0.12011004947098036,0.04616283166144707,0.2025353355030985,0.22279677854681282,0.019362334852292714,0.014572293602470063,2
2011-01-14,0.04464630838783583,0.18260340349322368,0.023656365703894542,0.02484194301008246,0.10355170713411567,0.12004385154557394,0.04614828000024448,0.20084495095051594,0.22003787494190302,0.018922719466732817,0.014702595365877699,2
2011-01-21,0.047952930209962594,0.1714693665529834,0.02450452219680884,0.025306947544440173,0.1036326231524304,0.12392962920504622,0.04667239866470988,0.19978730808709608,0.22242553695075462,0.019349161705021458,0.014969575730746401,2
2011-01-28,0.05985715557529421,0.1330554726066601,0.044205863890198614,0.05619196747176123,0.10484211314470619,0.1068780488219029,0.06566853882972214,0.2152173832832073,0.13779994365795528,0.03542686854765929,0.04085664417093263,2
2011-02-04,0.06148197284780297,0.13450682712216774,0.04342673602530262,0.05617510868259893,0.10318480903968212,0.10559738069877951,0.0648187859743901,0.21527848699882496,0.13867941373683823,0.035881800382705366,0.04096867849090742,2
2011-02-11,0.06193535854081632,0.13451096251818193,0.04430592784327631,0.05582142902749283,0.10376158002807412,0.10562286931417941,0.06543138240157594,0.21404421055035164,0.13820143490626008,0.03552653270320389,0.04083831216658759,2
2011-02-18,0.0630269270563529,0.13490179768525884,0.043454063176463956,0.05540164051456902,0.10045699010898317,0.10890335454657776,0.06491811649281175,0.212137647485283,0.1409767194375573,0.03592216664708669,0.039900576849055555,2
2011-02-25,0.04915564643310227,0.18105450707765655,0.04006481408023577,0.04904064849509321,0.06947091208234829,0.10564913556196093,0.07062259521131356,0.2522129706470375,0.09832999985235209,0.043890810643935387,0.04050795991496447,2
2011-03-04,0.048506291618480885,0.18396282007848064,0.04057584627028393,0.04801043983786801,0.06953911836033447,0.10648409762341939,0.06878180159921496,0.24904100615362781,0.10219390011279428,0.0444661489584623,0.03843852938703324,2
2011-03-11,0.049294313786677944,0.1878511718452151,0.03974254542572234,0.047681938255663775,0.06968185319585143,0.10298401047289801,0.06814196886821418,0.25330318266085045,0.09860975262132049,0.04372004545785851,0.03898921740972773,2
2011-03-18,0.048812221864315414,0.18669919000672155,0.04010658969982417,0.04775861994457852,0.06955741332996396,0.10383261217517514,0.06774344295875406,0.2524091826137587,0.10041693562559309,0.044157103281435156,0.038506688499880336,2
2011-03-25,0.04280875030005136,0.1451920024047169,0.03375334760816956,0.04636640915710604,0.07376429705185701,0.0980271985746612,0.05707512400748729,0.2321695012375642,0.19165209162373106,0.048424660570732005,0.030766617463923125,2
2011-04-01,0.04242053433641795,0.14449659787943275,0.03445405264072378,0.045431637595476734,0.07459179345802677,0.09809971209464073,0.05593344645456913,0.23706985716558893,0.18969415057550035,0.04740332997553439,0.030404887824088598,2
2011-04-08,0.04194661766213466,0.14171264035385017,0.03618172086596017,0.04572223874955041,0.07685500353087861,0.09855902389305718,0.05641721702396744,0.23040632697593125,0.1932751916061887,0.04817380509644362,0.03075021424203784,2
2011-04-15,0.04195996939998317,0.14154638905330486,0.03535341605600428,0.045975672669778964,0.07640601729247166,0.09764880138575567,0.0564092339009302,0.24020281846862832,0.18618129508677558,0.0475347133034077,0.030781673382959392,2
2011-04-22,0.05784183505858595,0.13817278505953892,0.035907885590244874,0.05810844511500511,0.07947940309413255,0.0733427061461973,0.05829206883608144,0.26845338314571143,0.12998627660304585,0.07291674461853961,0.027498466732916976,2
2011-04-29,0.060047708692245065,0.13648911824029775,0.03592663343020562,0.057956580876299464,0.07867045341139563,0.07372662331236257,0.058953726596622055,0.26893460608111275,0.12903088340188057,0.07242204165283891,0.027841624304739732,2
2011-05-06,0.060993810306939955,0.13444646936127497,0.03537767467749195,0.05788673745909744,0.07857475993950226,0.07363769027873197,0.05768866013732217,0.269648451971916,0.13238866326185614,0.07256957447019455,0.026787508135672537,2
2011-05-13,0.059704417933797826,0.13915564099410965,0.03367615261486301,0.05752255916410257,0.07676105128838726,0.07308097999260982,0.05567411475834966,0.2726881171645954,0.13267211271817406,0.07314487956500335,0.025919973806007423,2
2011-05-20,0.061641070657304085,0.14005764664343068,0.038903976231907826,0.05921932435843623,0.07320041965824853,0.07869491458844347,0.07050210708623318,0.26747378253958176,0.09944076427712667,0.07803557704151604,0.032830416917771214,2
2011-05-27,0.06059099610852056,0.1382771445283354,0.03910649113090455,0.0595740277035634,0.0734203402331872,0.0785712912930884,0.068392546196744,0.2741020705401308,0.0979053389027285,0.07794215440320325,0.03211759895959404,2
2011-06-03,0.06017435147284107,0.13944424195080818,0.04055658591299122,0.05887405976330098,0.07410622714619332,0.0790171155624153,0.06880633635272458,0.26983971474554447,0.09830999579517277,0.07950671332799583,0.031364657970012255,2
2011-06-10,0.06081663257791817,0.14409651577497315,0.039987877017566315,0.05906526203650814,0.07337779377618307,0.07817192338415989,0.06835722857522285,0.26827829916113993,0.09792307419805706,0.07970411933767421,0.030221274160597382,2
2011-06-17,0.060316622201689624,0.15590376683839563,0.03545818878947953,0.05810029683424433,0.07966771339822433,0.0783755112596374,0.05528984656294929,0.2660422518378001,0.1059815516699032,0.07231358964069644,0.03255066096698004,2
2011-06-24,0.05818506260920952,0.15584457987209777,0.035100917792409564,0.05629693620539386,0.07878079400787626,0.07732403922535085,0.054642551593835624,0.27042599696239156,0.10799920317793468,0.07244662515001048,0.032953293403489875,2
2011-07-01,0.060885113095274834,0.15425877884942577,0.0352179199831065,0.058156841233353386,0.0800914396168683,0.07673583776563046,0.05498344566791134,0.2632074115188603,0.1076734186265988,0.07484232260787688,0.03394747103509326,2
2011-07-08,0.060936711429822155,0.1572210466065117,0.03549502992788047,0.05899296839650491,0.08067876824917093,0.07632037741559677,0.055461876275909774,0.2578465816086205,0.10916509733861106,0.07370043984598264,0.03418110290538897,2
2011-07-15,0.07911742677760858,0.1370021727476619,0.03856959966204132,0.06251097842661875,0.061606534952126785,0.08006038903241657,0.07385982046869187,0.247050509684059,0.08620080280547303,0.09158695421165054,0.042434811231651506,2
2011-07-22,0.07880657933633123,0.13374124764943185,0.03838470729784314,0.06221193154653221,0.06068855996958957,0.07882124504696045,0.07343931503961451,0.2517996612503425,0.08780117185083307,0.09228847028517109,0.04201711072735056,2
2011-07-29,0.07764596975886776,0.13099244652358571,0.03838215384118699,0.0634261079177363,0.061097466521661016,0.08052362733600509,0.0726395588164264,0.24859590883618352,0.08867146905216243,0.0965769498845232,0.04144834151166149,2
2011-08-05,0.07629099664707667,0.1302583596541993,0.0378462405485137,0.06295108863911333,0.06137492961852412,0.08042551552469791,0.0726947099736274,0.2502518936020928,0.09104825080239733,0.09702786255254632,0.039830152437211164,2
2011-08-12,0.05799216638281668,0.16543969708195494,0.02458524435159301,0.05143828365270639,0.0757054532911664,0.0691395116665294,0.028925217036684138,0.17580684049151732,0.2640722459421787,0.057858069550315874,0.029037270552537055,2
2011-08-19,0.056252712503807395,0.17064751295736216,0.023098255426240395,0.05211869549523698,0.07291552958947153,0.06588696815366059,0.027975050249526023,0.18198490181983645,0.26274823475639447,0.05910428208681672,0.027267856961647317,2
2011-08-26,0.05460912403944026,0.16808984269448995,0.023348770355082222,0.05256175995722863,0.0722750912362489,0.06707398002027337,0.02790702489446537,0.176638809894039,0.2682368745722374,0.06167618327532146,0.027582539061173448,2
2011-09-02,0.05497165594319622,0.16529289678856374,0.02374672720277829,0.05096823759339894,0.07206245149239673,0.06644390799461723,0.02695891155455348,0.16980786645942597,0.27887036141199223,0.06384695063812122,0.027030032920955946,2
2011-09-09,0.14079053258262472,0.10034511969688147,0.032107909465762974,0.056718688504376134,0.04586075661679746,0.06642041028733531,0.04252450260541215,0.12816310691786642,0.25710076929558845,0.07626994999212457,0.053698254035230285,2
2011-09-16,0.13983209572399383,0.10125026116030555,0.031578854330998773,0.05605943837332109,0.04405589842614611,0.06591347544451505,0.0411525902617142,0.1276910853139693,0.2621846165019398,0.0783643108687189,0.0519173735943773,2
2011-09-23,0.13941546563838988,0.1023432871936527,0.03193107985127098,0.05418545236974821,0.04222646557019381,0.06588309281818835,0.03905783982001604,0.12860320255584096,0.266853123569828,0.0799891818920297,0.049511808720841356,2
2011-09-30,0.13737609856943667,0.10543202087119127,0.03128706881859877,0.05185761065705022,0.04112264284430498,0.064047831496837,0.035313543182853124,0.12614900496217418,0.27714097806918087,0.08298416302923649,0.04728903749913653,2
2011-10-07,0.040763848348509116,0.09429357303634493,0.02122362230082183,0.026977014433271516,0.028405360178349527,0.03475963898103234,0.02080407155187808,0.09935802279369145,0.5382027759563782,0.07640337225525111,0.018808700164471767,2
2011-10-14,0.04149689755416356,0.09250861371615703,0.020948933698363547,0.02784653435773819,0.029542798430908176,0.03530276037459382,0.02158897576845604,0.0999939129232347,0.5381711795005523,0.0734795430028674,0.0191198506729652,2
2011-10-21,0.04220313992365996,0.09273003321477132,0.02126052740507646,0.029107564937411876,0.03197170444773019,0.03711470784000029,0.02316134203602169,0.10312344214968236,0.5254869140963211,0.07312085934064359,0.020719764608681267,2
2011-10-28,0.040821993366218286,0.09208715737930696,0.020946033947375247,0.027832711147094964,0.03008195312387995,0.03604804901697368,0.0217161716800882,0.10230543426333374,0.5359237021258172,0.07294356030729367,0.019293233642618157,2
2011-11-04,0.04728434052279682,0.08432173338333827,0.029793558078787898,0.04509802103033384,0.0360419924299359,0.058357989484257154,0.03491312739300073,0.09610698718725409,0.39559638292008636,0.1472069672336611,0.025278900336547942,2
2011-11-11,0.04710532741206977,0.08386435750449231,0.029915191035414245,0.044663806654065226,0.03550546605768511,0.05829146630027542,0.03510356407122686,0.09432517905762303,0.39632658462968945,0.14946937078536635,0.02542968649209218,2
2011-11-18,0.04350474568307134,0.0835930533232087,0.03065242878203343,0.04269958883260656,0.03397607652898316,0.056251191203342384,0.03388707866740735,0.09454657023053332,0.40452726184536913,0.1518473514530011,0.02451465345044354,2
2011-11-25,0.04329395801545989,0.08368604495275957,0.030001604505708757,0.042216364885354796,0.03265656269076068,0.054246848947568455,0.032892528177014234,0.09641399502791817,0.406522789426701,0.15450122403475258,0.02356807933600188,2
2011-12-02,0.04001162930799405,0.07054547507942412,0.027464181377362937,0.04065872810179439,0.041336532094659754,0.047939139856625214,0.023422872683616244,0.07779122973607605,0.5072385000861044,0.10423951590036716,0.01935219577597578,2
2011-12-09,0.04007923490864092,0.07079776644514894,0.02872214193962011,0.04322217687224235,0.044027765780130165,0.05133133771721809,0.02490208465501052,0.07973727305595046,0.49283742409693043,0.10372110332699842,0.02062169120210961,2
2011-12-16,0.04005470278306249,0.07017231379039437,0.02848865544865467,0.04298092094652376,0.04374919617432475,0.05143110953157036,0.024693504346511984,0.07994978960531582,0.4929839722512401,0.1049909720938397,0.02050486302856208,2
2011-12-23,0.04077009492073616,0.07137046823471921,0.02743222282606861,0.04225989205195222,0.04348246486759845,0.050934699084155814,0.023643483349269603,0.07805379878993633,0.49785914050697405,0.1039682082238968,0.020225527144692765,2
2011-12-30,0.04373791685328258,0.09038964246438215,0.02556201693161922,0.034616416161981495,0.025356893876161024,0.04150376235802689,0.03608047460409226,0.06917505583662208,0.44041725711653545,0.1750313404201519,0.01812922337714476,2
2012-01-06,0.04318803625190608,0.08957995248950439,0.02550899447000843,0.03452354972817117,0.02511758644132026,0.04102274818061954,0.03562510079952068,0.06582676970201264,0.4437081884710517,0.17826809034038926,0.017630983125495867,2
2012-01-13,0.04310958140788243,0.08865936581618324,0.027127160657417097,0.034413719170653764,0.024724741916299087,0.04091765341646888,0.0354253439766201,0.06640747121052903,0.44462488732702343,0.1772681837752497,0.01732189132567314,2
2012-01-20,0.04639772015376874,0.08648009963744953,0.02760823125662399,0.03556540576630881,0.026044813245012573,0.04247261153875189,0.037156305218504174,0.06746091019583028,0.43795639753015037,0.17453096413303426,0.018326541324565477,2
2012-01-27,0.04071263153819094,0.13964557694508567,0.02264346964004401,0.0338675478333289,0.02810299501977733,0.046972549348546416,0.030063325688816443,0.10778384226984034,0.40782465698527376,0.12482429982024837,0.017559104910848035,2
2012-02-03,0.040488006118276375,0.13624179826701596,0.022767408165972357,0.03443234391352283,0.028411119850599954,0.047714036749165994,0.03103035250602026,0.1062883762207498,0.40755458284784707,0.12707499635811792,0.017996979002711626,2
2012-02-10,0.04058226222536726,0.14241710589872647,0.022954523651550096,0.03414898907219093,0.02793132627400514,0.04745440231904941,0.03102964644383816,0.10525713500260282,0.40559914431009325,0.12508905271635368,0.017536412086222926,2
2012-02-17,0.04121587307709586,0.1419532754604831,0.022831998029286305,0.034782736562329844,0.028379380287436282,0.04663365610666936,0.03197533953265291,0.10469152404356402,0.40657761049225544,0.12309925455343886,0.01785935185478793,2
2012-02-24,0.03203723513549485,0.1523069915257813,0.0206253975784971,0.036580181508274336,0.023873488795332472,0.05619636055857531,0.03337673718890802,0.09384994325371267,0.4451740138928727,0.08632085451720667,0.019658796045344963,2
2012-03-02,0.03278264401918909,0.15216569317217443,0.020052942399678742,0.03667956998440015,0.024241870470139645,0.05651978930945847,0.033697313285505015,0.0919688306479011,0.4458999042895971,0.08630858390260854,0.019682858519347673,2
2012-03-09,0.03221677022138882,0.15055492491978198,0.01987152227916819,0.03678142707681762,0.02344301438932117,0.05587221009198343,0.03370655429010686,0.09369329973781676,0.44935467942715623,0.08506915475259688,0.019436442813861917,2
2012-03-16,0.03190548863658662,0.1553162466616517,0.01937297860610028,0.03636798794378701,0.022596154191065074,0.05334540894589774,0.03218495598601445,0.09667875610889479,0.4471133976637955,0.08645744407257946,0.01866118118362731,2
2012-03-23,0.03249293833024555,0.19498740471987214,0.020986419028584176,0.04325189975292974,0.026006609294123913,0.061927259006268366,0.04072886664928344,0.09203623011719121,0.3913256746747829,0.0752443301848699,0.021012368241848822,2
2012-03-30,0.03341058790925083,0.1974596973773503,0.020858652414025267,0.04304647131667606,0.025279660325539192,0.06154624305868629,0.03910207928719349,0.08963216320786094,0.39363705099470325,0.07599603900662395,0.02003135510209048,2
2012-04-06,0.03302734392748207,0.2006030378763501,0.020346537719315223,0.04237171045564828,0.02492498449797517,0.06088457265150607,0.038517700543261264,0.08992738619000318,0.39209773344079035,0.07725113700534636,0.02004785569232205,2
2012-04-13,0.0336834810631256,0.19986993081607735,0.020267829289146295,0.042186412511395606,0.02571479112671611,0.060702964072005414,0.03888325085164928,0.08961846993376375,0.39345916611518583,0.07547873174460548,0.020134972476329158,2
2012-04-20,0.020854759858229724,0.18930927602837724,0.020596015488561714,0.03958380709872699,0.03474350438981228,0.05106885794537734,0.025495867087222145,0.07168659447813949,0.46702525240452586,0.06062834359019819,0.019007721630829512,2
2012-04-27,0.020776000794372265,0.1946537867719964,0.020713765089453457,0.039152184576403765,0.0339742048880789,0.05086352959191637,0.02506092654540857,0.07114557867649968,0.463599004685206,0.06129874971722244,0.018762268663442154,2
2012-05-04,0.02073021272309513,0.19393136713438944,0.021018392702366294,0.03905074752923253,0.034425260437896434,0.05077347029320986,0.024195444963205675,0.07230496047013389,0.46413850208751817,0.060284159417575846,0.01914748224137677,2
2012-05-11,0.02109117692163156,0.19102126815517328,0.02080754983533756,0.03924450194432728,0.03428528366135978,0.05112111116513509,0.023946611878737027,0.0709366307025773,0.465985289668425,0.06255640493642042,0.019004171130875852,2
2012-05-18,0.018470354278606826,0.19376524556024766,0.017985857648337433,0.03437049815478913,0.031758551761092726,0.04643211209940753,0.021662580904498872,0.0922783057976762,0.46658205394922936,0.06160355651092881,0.015090883335185303,2
2012-05-25,0.018642753570067203,0.19573501627331347,0.017676231043812073,0.0332831152109277,0.031425650657491956,0.045223536250836284,0.02093576710710097,0.09289109196307571,0.4687178060170122,0.06059560411767391,0.014873427788688557,2
2012-06-01,0.01842888438305528,0.19640135004221457,0.017837974281730222,0.03313914476010873,0.03249341468863863,0.04503240597826951,0.021367349447245897,0.09287306479478961,0.4679757383648283,0.05888965416786624,0.015561019091253094,2
2012-06-08,0.018369237809860155,0.19257410602840402,0.017398787278593533,0.03321850621557906,0.03275095352718475,0.045457684834494604,0.021738667109314068,0.09238083188637432,0.4724120491734506,0.05783034677166069,0.015868829365084276,2
