,.DJUSBMT,.DJUSNCT,.DJUSCYT,.DJUSHCT,.DJUSINT,.DJUSENT,.DJUSTCT,.DJUSTLT,.DJUSUTT,.DJUSFNT,gamma_op
2010-03-12,0.014403563314308478,0.40630728862228344,0.024708560088946636,0.31353945314555226,0.017807086817041955,0.02199100923980972,0.028278954932588942,0.0453143279707468,0.11553973272395231,0.012110023144769312,2
2010-03-19,0.01444990687050457,0.4053549063507165,0.024958919602177197,0.31266661060160866,0.018037767435138904,0.022091880486639893,0.028683084196703738,0.04638380668775821,0.11502324453687592,0.01234987323187645,2
2010-03-26,0.019574723981307995,0.38362098935386835,0.03503186841170676,0.2751469057947703,0.025874926734620232,0.02910899116546739,0.03858851831490592,0.056684610047343924,0.11997881746521503,0.01638964873079385,2
2010-04-02,0.019795358634164276,0.3861059744740059,0.035863005899300526,0.27275836643193907,0.026074742373658415,0.028562397757821743,0.03906351721166662,0.05680040437455435,0.11826164315709627,0.016714589685792803,2
2010-04-09,0.020183936447968176,0.38321764865558067,0.03571184366169853,0.27342777246812044,0.026150764312926126,0.02952170404948753,0.03870151599623186,0.05684453047853981,0.11957866031837515,0.016661623611071517,2
2010-04-16,0.020513568088990502,0.38192428675701307,0.03643579794096201,0.27095872039289715,0.026441820025137966,0.03011340414840191,0.03935917282207637,0.05727903781174377,0.11988816611902514,0.017086025893752105,2
2010-04-23,0.02439738858478932,0.36546147120717554,0.04417553643016306,0.2443771736615982,0.033370676333518895,0.034585247412867386,0.04820088392689066,0.06440049049842375,0.12086547798084948,0.020165653963723468,2
2010-04-30,0.024674995387083096,0.3658188908564411,0.044984184387893374,0.23926603468061297,0.03409454190395433,0.035650292396126854,0.04845795257237219,0.063830077671643,0.12264704786012628,0.0205759822837469,2
2010-05-07,0.024286021960940558,0.3649348691374982,0.04460405262661642,0.24063634099829342,0.03397273231617254,0.035111880131046304,0.04769826859655847,0.06445976350900143,0.12413330918120283,0.020162761542669914,2
2010-05-14,0.023289743108622342,0.3670937845917969,0.04396411242963335,0.24260375423947822,0.0329956494270951,0.03400471249715178,0.04655322796477552,0.06500124059925626,0.12467551640938344,0.019818258732806914,2
2010-05-21,0.01689385445252918,0.40945586804272455,0.0289150893458687,0.284124802476875,0.0211855785996036,0.025540861937794437,0.032661560999403025,0.05247469987126701,0.11446479669743523,0.014282887576499093,2
2010-05-28,0.016569077097317166,0.41195067342243724,0.02902698446622505,0.28322888413748687,0.020787379742643816,0.0251276714067823,0.0324372079163102,0.053336691788259456,0.11328394003541284,0.014251489987125112,2
2010-06-04,0.01704644032691007,0.4097215160221942,0.029441286158539647,0.2839318278492309,0.020909711465232298,0.02502808947510674,0.032733225748372924,0.05311125664098383,0.11386064145521238,0.014216004858217082,2
2010-06-11,0.01630376212240865,0.4107776466856793,0.02923567703927042,0.28503697803760597,0.020480239663696383,0.02480856464189666,0.032967184113822656,0.053363132935982355,0.11312589300306687,0.013900921756570737,2
2010-06-18,0.014439404853232377,0.4281552346483035,0.024449175973240977,0.29650414080029314,0.017453936298236244,0.022521957831812503,0.028290857981582998,0.04835914954053205,0.1074128467645471,0.01241329530821908,2
2010-06-25,0.014438834935936474,0.42628127942343486,0.024189919069629248,0.2962124798445084,0.017624257177339196,0.02273435833674561,0.028709634532406998,0.04780952142141066,0.10958026312094966,0.012419452137638924,2
2010-07-02,0.014521648198277533,0.4253373612095737,0.023685767588414564,0.299376711099714,0.017534155947536774,0.022046157281761118,0.028289416970231563,0.048066015737091135,0.10853620752718054,0.01260655844021921,2
2010-07-09,0.013770364534777058,0.429752545582845,0.023136901015113634,0.2976503966450749,0.016903893216557307,0.021492256757136247,0.027518909347141587,0.04861147649546184,0.10911369353135633,0.012049562874536053,2
2010-07-16,0.011739229745916943,0.4546942852652746,0.01876161312165346,0.31359798258802846,0.013274608675411498,0.018482114378174014,0.021881812206527157,0.043939814262359995,0.0932456294876107,0.010382910269043408,2
2010-07-23,0.011380666838704413,0.45762963943472146,0.018723197581412453,0.3112946548874712,0.013128529219165958,0.018259990001954444,0.022107233371838498,0.04404993853780183,0.09328727664931738,0.010138873477612359,2
2010-07-30,0.012052415919406792,0.4625135649030622,0.01905967647781349,0.30267350632525186,0.01371323045307761,0.01853593256391507,0.022392574722795714,0.044948584827891304,0.093858864017786,0.01025164978899996,2
2010-08-06,0.012063020030412727,0.4607265686795636,0.019009279611168814,0.30421933231352005,0.013752790279520661,0.018606578532732374,0.02206885963585904,0.04572926527771617,0.09345607211681518,0.010368233522691377,2
2010-08-13,0.014489687087480774,0.4348875227911723,0.02463105144167728,0.297030996196356,0.017437193115363403,0.022244622572348993,0.027795364758927188,0.050194685578825435,0.09855886123490691,0.01273001522294158,2
2010-08-20,0.01419922252258124,0.4355343140238839,0.024328445386475706,0.2970464995287802,0.01691291581253183,0.021838045750710997,0.026738610043033927,0.05133301930755855,0.09965037850748108,0.01241854911696245,2
2010-08-27,0.014343257626429474,0.4380013547808669,0.024525994321614085,0.29489413589692876,0.01693015812335426,0.021469321538590998,0.02710995090869291,0.0511087442584029,0.0993273895322484,0.01228969301287146,2
2010-09-03,0.014307324011759194,0.437124490410781,0.02441850881619834,0.2937306512116609,0.016758515284941003,0.021581135984954095,0.026614133911826182,0.05171954904505326,0.101482388163271,0.012263303159554956,2
2010-09-10,0.01328138333040213,0.4268450149865711,0.022203160643515962,0.314740465571456,0.015607097974466716,0.020796733192973746,0.025051488526653898,0.04932914983210456,0.10046852452937256,0.011676981412483231,2
2010-09-17,0.013145603978742417,0.42540290217674825,0.022079007535670568,0.3179853465427108,0.015575403536489639,0.020761339825002036,0.024777050576219435,0.04968933863365685,0.09904678135469373,0.011537225840066232,2
2010-09-24,0.013340866086648525,0.4251086640754214,0.022254704469621186,0.3187191270571772,0.015691765978625996,0.02043774054434234,0.02563114689767656,0.04999434029700253,0.0972755538871225,0.011546090706361901,2
2010-10-01,0.013441979556220805,0.4231468280238569,0.022462256669094738,0.3200503864297178,0.015748076321018562,0.02052079910636396,0.0258483848100513,0.05010009421284743,0.09731746844499593,0.011363726425832547,2
2010-10-08,0.018331796451428642,0.41544403072843183,0.03161742463784216,0.2674028497914943,0.0227467722418581,0.027339096579629046,0.03418703672741728,0.05860875680279306,0.1084207864000401,0.015901449639065673,2
2010-10-15,0.0187485040700581,0.4171937869448656,0.03171012027655989,0.26612000329880425,0.023004975512551994,0.02767318605561739,0.034170935689098784,0.057663022196406497,0.10782906437707648,0.015886401578961023,2
2010-10-22,0.01864077225513847,0.4195565553286359,0.03162494011112245,0.26563397788777654,0.022765192471382756,0.027747321752459846,0.035042417641824086,0.05685624676003568,0.10669518071363557,0.01543739507798864,2
2010-10-29,0.018412296161252274,0.4203144687866901,0.031864887877522376,0.2651681732984343,0.022883099282546386,0.027678841869067796,0.03496861710900126,0.05669763623500245,0.10634054004763843,0.015671439332844705,2
2010-11-05,0.017873132392450003,0.4107227402019329,0.030847362035775497,0.27278978340329296,0.02207801178231525,0.02690667291715515,0.03339319803170089,0.05853980594553563,0.11132367982732462,0.015525613462517088,2
2010-11-12,0.018360142327758334,0.410945126104842,0.031166311744331272,0.27007875999962044,0.022475068721423786,0.027703571299317914,0.03382170248579153,0.05873912531367294,0.11052256815357867,0.016187623849662932,2
2010-11-19,0.01832360575247339,0.4120780227355548,0.031167611564463474,0.2702243633825189,0.02221415168097172,0.028518461190548575,0.033299942582352006,0.058478530491959356,0.10989297566259912,0.01580233495655862,2
2010-11-26,0.018360275127427425,0.4133119307941477,0.031311349847519994,0.2697987490114294,0.02238655525722073,0.028658723794814968,0.033170555508632564,0.05833672093008771,0.10902540223755654,0.01563973749116291,2
2010-12-03,0.017414215061337043,0.4109844336201057,0.029933255342399157,0.27761537526474844,0.021338397744672027,0.02627679205478732,0.032361068583253605,0.05759693283992967,0.1113493233958351,0.015130206092932197,2
2010-12-10,0.018071329745349585,0.41050369636344536,0.029984314060696,0.2763658447470255,0.021811495951002298,0.027070636956527522,0.032396290855664235,0.05752600109122505,0.11074629928651623,0.015524090942548193,2
2010-12-17,0.01804123210293667,0.4105388765928443,0.029898615459088472,0.27641403569150724,0.021961326262722954,0.02698177588247575,0.03261014546540807,0.058231265902214724,0.10939834145515576,0.015924385185646126,2
2010-12-24,0.017935409168781,0.4119339883967681,0.02943642832524912,0.2776347439637372,0.021860131918968063,0.02670576718979696,0.03216147388380061,0.05786860936937654,0.10900911506111072,0.015454332722411642,2
2010-12-31,0.02043288930007915,0.3930412859213292,0.03610499228792116,0.26153310079907527,0.02584282692104499,0.02990469254393721,0.038191186142642705,0.06272988109893951,0.11453338704706048,0.017685757937970364,2
2011-01-07,0.020662708559523537,0.3927835326099351,0.03605004993971038,0.260400093891889,0.025919484980530212,0.030230020631119393,0.0382023330164393,0.06340398384911047,0.1145020269620406,0.017845765559702,2
2011-01-14,0.02044343880377146,0.38927999479774905,0.03601393083592456,0.26316133414744675,0.026036977758898308,0.03017562186650755,0.03898264999076646,0.06304875676267158,0.11487195412264369,0.01798534091362052,2
2011-01-21,0.020475945038613302,0.39024379171667767,0.03594206813232454,0.2619601479572131,0.02634750493681741,0.030967622813599306,0.039537280945150396,0.06158944618248493,0.11459681913389316,0.018339373143226288,2
2011-01-28,0.022744256556120626,0.38215309905064676,0.040433843654998525,0.2491472687300966,0.029197272735752844,0.0324250235814995,0.042929245710637914,0.06738697478405534,0.11400741349123424,0.019575601704957535,2
2011-02-04,0.023317210870008678,0.3799964555748131,0.040411932856404945,0.24800083274101403,0.02958155385662757,0.033205161044893905,0.04366050565286748,0.06789925163513419,0.11435366750490063,0.01957342826333545,2
2011-02-11,0.023812704166551395,0.37852733616681095,0.04067342544430959,0.24846940177489965,0.029840292211524115,0.033925550285129225,0.044347611782672366,0.06794004155338801,0.11286496519349005,0.01959867142122464,2
2011-02-18,0.02365345474124968,0.38070375472087353,0.04132720316538326,0.24614171809164387,0.030265250323590218,0.033535901034649776,0.04405793934670556,0.06829585465016796,0.11212039705211331,0.019898526873622764,2
2011-02-25,0.02605339333152555,0.3634320850741408,0.04652092106922257,0.23315668860211616,0.034136227538028474,0.036036947409054845,0.048676138762816464,0.07251934734535888,0.1170820659565089,0.022386184911227236,2
2011-03-04,0.025667007578071152,0.36453020275519865,0.04594761828922433,0.23309014222663857,0.033499471553491485,0.036850662988611914,0.04817072647798504,0.07204410814816181,0.11802951628853073,0.022170543694086466,2
2011-03-11,0.0257925389298254,0.36232017218131357,0.04570852421644878,0.23704076662801465,0.033377157316387025,0.03666980203663085,0.047834909376463584,0.07111730585022684,0.11842165025009613,0.02171717321459311,2
2011-03-18,0.02495801701685697,0.3643678461675032,0.045778598892475736,0.2354934277246664,0.03321465128905995,0.035411377603946546,0.04661428373352259,0.07210533554732125,0.12025910941536518,0.02179735260928224,2
2011-03-25,0.02094975042658996,0.39234674139916464,0.03632361275731302,0.2556751254384492,0.026296546917790486,0.030414542010841566,0.03903481499792318,0.06514959829762662,0.11574720297385171,0.018062064780449333,2
2011-04-01,0.021278950754125347,0.39359733372187483,0.0364481365242073,0.25390004907340596,0.026451006213817733,0.030843588923057504,0.03967912758526823,0.06501623761516373,0.11506003310193795,0.0177255364871414,2
2011-04-08,0.021281579068597827,0.39216275160980735,0.03624549067098837,0.2544287762272601,0.02657281294002339,0.030859332255434788,0.038903113230351206,0.066445613360788,0.11543770724110901,0.01766282339563978,2
2011-04-15,0.021486782485957787,0.3912601435410542,0.03624609705130042,0.25562881773369994,0.0262720799687821,0.0308548156830636,0.03873867557725158,0.06664783292796606,0.1152210829850658,0.01764367204585838,2
2011-04-22,0.02321121288013088,0.37752373222864644,0.040557544501903534,0.24682858994267762,0.029674855401185418,0.03309994547793586,0.042846066426247484,0.06775172928107975,0.11846655101630782,0.02003977284388528,2
2011-04-29,0.023735430654903206,0.3769324979335911,0.0407255283079182,0.24663739936293522,0.02980016411609414,0.033563029518132635,0.043746363520256314,0.06694704479048269,0.11806312158338911,0.019849420212297346,2
2011-05-06,0.02358388066073755,0.37555131139512576,0.04050852794842468,0.2483844582222762,0.02983691753531498,0.03341255301599951,0.04347475396966061,0.06673664187794477,0.11876082604064829,0.01975012933386748,2
2011-05-13,0.022660289330558112,0.3758472190535824,0.040545599444865424,0.2508340805473299,0.029456185570397024,0.03121319360659249,0.043235339866630945,0.06719891639725253,0.1194567998313144,0.019552376351476785,2
2011-05-20,0.02767210667452147,0.35442909529198674,0.04928219913075857,0.22407668602706407,0.03664794212829254,0.03810646883100416,0.05129469826262445,0.07414406963136762,0.12058041892073211,0.023766315101648214,2
2011-05-27,0.02755303368201624,0.35569426888105965,0.04891612001747044,0.22338629805510976,0.036317928583849766,0.03851404400143794,0.05053623499559008,0.07425143327893052,0.12113453266729293,0.023696105837242545,2
2011-06-03,0.02832472030030141,0.35582346688255595,0.04885287799540405,0.22216452046099805,0.036347613463239246,0.039450661862042706,0.05054231900750882,0.07472990541099554,0.11995764889254579,0.023806265724408346,2
2011-06-10,0.02795415475757521,0.35454605945007966,0.048494905688406795,0.2239313016613129,0.03598087134842882,0.03972151589092304,0.05060062418521318,0.07431154123260247,0.12081570883279677,0.023643316952661142,2
2011-06-17,0.02564067275306267,0.3637477544216744,0.04482205224247585,0.2341230478847508,0.033353461690588435,0.03613791730991233,0.047674841423568586,0.0710843136656415,0.12154276347673883,0.021873175131586667,2
2011-06-24,0.02489393895551294,0.3662669913820565,0.044838016737358266,0.23342344551797523,0.03337469918577275,0.035333093936124806,0.0467883880139088,0.07113967194114428,0.12200600825432159,0.02193574607582476,2
2011-07-01,0.02569278196971952,0.3654634511977807,0.045226348611843735,0.23327319262632004,0.03358399267971497,0.03495772136756915,0.04725717958751131,0.07125984871242513,0.12152971948817173,0.021755763758943614,2
2011-07-08,0.025994386454528822,0.36404679185547995,0.04581112589816227,0.2320058861844239,0.03421569469130989,0.03593792799853162,0.04806393280702852,0.07136605372083571,0.12046229743679221,0.022095902952907313,2
2011-07-15,0.03451559298988673,0.31800941339370636,0.06155635816489991,0.2011578414559409,0.0471519201433725,0.04480864916770747,0.06223305924595086,0.08085732817513619,0.12033689222349772,0.029372945039901184,2
2011-07-22,0.03460907454791394,0.31834506181181876,0.06116454026091183,0.20167501364413484,0.04627240384253273,0.0458149641848994,0.06202791406728663,0.08014307806533527,0.12112318352442404,0.02882476605074263,2
2011-07-29,0.03473364794849437,0.3177708410980018,0.06114528289801612,0.20115506392374946,0.046118191219898484,0.04667237648480399,0.06337904949702995,0.07901171275346729,0.120802467040356,0.029211367136182477,2
2011-08-05,0.034337340139124796,0.3190643242826601,0.06138993259108015,0.19950505718871886,0.04506976245813898,0.04637241933289966,0.06347606579086251,0.07876251686940651,0.12274509971409969,0.0292774816330086,2
2011-08-12,0.017581385119962115,0.4221026142260431,0.029157674015214824,0.24690731388195156,0.02111527657582038,0.025920288797712132,0.03310524539097148,0.06405818117645094,0.12472536713703901,0.015326653678834512,2
2011-08-19,0.01784764115430161,0.4225410168836183,0.029077499880845816,0.24744155653248756,0.021019873462983018,0.025638102459461437,0.033207887679959774,0.06333169121159425,0.12508097781814592,0.014813752916602313,2
2011-08-26,0.016937196753432124,0.4207015873447606,0.028556972542347587,0.24875267056838493,0.019970901778904617,0.02483393699140898,0.031284570234226414,0.06456204817514857,0.12994002576780492,0.01446008984358118,2
2011-09-02,0.017353455927952698,0.4204036534466086,0.028899754462090997,0.24885490366489924,0.020464745831224432,0.024810727981452018,0.03196761644984726,0.06423047666751605,0.12836787778599199,0.014646787782416718,2
2011-09-09,0.015282275733057557,0.42780005205584215,0.02448894879178691,0.2597304907963522,0.01757769971582933,0.022388103977060564,0.027738826618058626,0.06020726007307136,0.13127645405902155,0.01350988817991966,2
2011-09-16,0.01519863315794522,0.4272245132890545,0.02452166385235003,0.2605005163253588,0.0174668107143666,0.02229472135080813,0.02807764368524801,0.06011603085886269,0.13116183257064337,0.01343763419536266,2
2011-09-23,0.01507844691068872,0.42712732077257554,0.024985480563693433,0.25897948114740754,0.017801559861818826,0.02225991439185798,0.028794294747894748,0.060107439295254445,0.13127281969004304,0.013593242618765761,2
2011-09-30,0.013549321473582409,0.42590541049473896,0.024964153833206108,0.2603458509540758,0.017132700735311663,0.0205969840819213,0.0290895521051155,0.06042974525570857,0.1349677900607607,0.013018491005579037,2
2011-10-07,0.011983179693453375,0.4252537753832018,0.018419784021208946,0.2899829409471498,0.013023736796076213,0.0174061902901778,0.021762167520916254,0.05343317378748291,0.13788379940516327,0.010851252155169994,2
2011-10-14,0.0123919615950503,0.42979575316181834,0.018697326483170015,0.2873708950944181,0.013312314906804458,0.017745836252054472,0.022211615052534835,0.05259900198296626,0.13518528867820392,0.010690006792979384,2
2011-10-21,0.012982685553618875,0.4307585202302018,0.019055616798644336,0.28548738883123337,0.013671889604070503,0.018626979682582902,0.023073532126204454,0.052515374759102285,0.1328436439634878,0.0109843684508538,2
2011-10-28,0.012756168186860064,0.4310083534611548,0.01911147557883963,0.28386291289116433,0.013669000597488786,0.018959816774504555,0.02230061628274322,0.05212520663628562,0.1349440939817612,0.011262355609197744,2
2011-11-04,0.017783804557294405,0.38996491189240157,0.029929224447688627,0.25503139211535975,0.02114692966492504,0.024717533449474693,0.03228879515022662,0.06815342947161893,0.14494577420060467,0.016038205050405485,2
2011-11-11,0.017694088553051466,0.38953672141464407,0.030154593453860647,0.2526311471056545,0.021177664024149022,0.024620213457560196,0.032500439115851244,0.06852867258941003,0.1475136242522012,0.015642836033617644,2
2011-11-18,0.01742579760379722,0.3873641642377677,0.030191886076397046,0.255622156212431,0.021085226536957588,0.02470076420439618,0.03220668438690883,0.06852243302783304,0.1474270394520395,0.015453848261471921,2
2011-11-25,0.016826717671329757,0.39049160459381876,0.029976922930311612,0.25360442632286906,0.021005405971641623,0.02410756959488452,0.03192913070645098,0.06826572244386044,0.14869260726795788,0.015099892496875466,2
2011-12-02,0.011787975157698555,0.4306842632563365,0.01813346714756274,0.27518020968360757,0.012751143031862366,0.016394189963401334,0.020482075561303645,0.05367065922919375,0.15000947730005149,0.01090653966898221,2
2011-12-09,0.012284473742314898,0.43066243074656463,0.018286031247969653,0.27512840223821533,0.013067762097122064,0.017060288404924937,0.02076629860638514,0.05383682435033556,0.14767858913178694,0.01122889943438072,2
2011-12-16,0.012146058929877385,0.4309083320544476,0.018279495705743016,0.27532623936636674,0.013083175453833947,0.016970678290903998,0.02088905196203452,0.053514565407941354,0.14755140840474829,0.011330994424103295,2
2011-12-23,0.011759859435284391,0.42806816286418903,0.018132218696436084,0.27824491731093914,0.012837503898320063,0.016320651921813867,0.020258960166334005,0.05399462983045275,0.14924400796933246,0.01113908790689831,2
2011-12-30,0.015794626424102412,0.401482343213541,0.026700790009510894,0.2508690950947882,0.018439445518504488,0.021538380554147668,0.028742384233938212,0.06510863092027003,0.15687284809105267,0.014451455940144353,2
2012-01-06,0.01559326639733089,0.40075116124820714,0.0265917666493459,0.2507996776894292,0.0183286752113194,0.02142912039313138,0.0286792345567533,0.06575905006955904,0.15774232153510828,0.014325726249815407,2
2012-01-13,0.01609243386515517,0.40115784035176805,0.02693497547516586,0.25317648748254507,0.01869745038671358,0.021752196280099778,0.029429192021382052,0.06479499068604136,0.15332407361593084,0.014640359835198347,2
2012-01-20,0.01656601549192872,0.4001099418353036,0.026960704907677827,0.25457822854955403,0.01908484234081596,0.021331483496741546,0.029293051878667105,0.06540577261374962,0.1517438050175329,0.01492615386802876,2
2012-01-27,0.016821288075546226,0.39649229923423723,0.02876422900656178,0.2449055298352339,0.019882027214049802,0.022791443519854043,0.030559490547210133,0.0674083090187103,0.15701814748885037,0.015357236059746093,2
2012-02-03,0.017270446248105465,0.3957142224607185,0.028994803085077434,0.2460714337864451,0.020065042788732737,0.022804587390842932,0.03093373904571856,0.06517420601516585,0.15757857814924026,0.015392941029953068,2
2012-02-10,0.01741526756276365,0.39624809329626826,0.02908126194860215,0.24543784533464288,0.020241224365716858,0.022800107695139585,0.03145640231454384,0.06571102696243643,0.15580549506241897,0.015803275457467326,2
2012-02-17,0.01703083986715813,0.39773519342481606,0.029132278378502824,0.2435214686401375,0.02009791039519918,0.022943957647105308,0.031921883900996324,0.06572256171985569,0.15622033809855582,0.01567356792767328,2
2012-02-24,0.022269658996174155,0.3683530078864528,0.03971425899700046,0.2237247879706738,0.027841184267697813,0.02956915907562424,0.04055691333316794,0.0767443919622886,0.15111296738958258,0.020113670121337454,2
2012-03-02,0.022306239319839615,0.3683606456195163,0.0394187050422016,0.22308546108765342,0.027904633921048,0.03004254525702691,0.04077760839881638,0.07693847649725655,0.15122622766322977,0.019939457193411367,2
2012-03-09,0.021911057781326255,0.36984728672074485,0.03975172470716173,0.22292763881017003,0.027573795884048874,0.029475413043532336,0.04102071237442003,0.07742457330891418,0.14998650829993582,0.02008128906974586,2
2012-03-16,0.02139985145273795,0.36929657709127717,0.04016332531454187,0.22282980116859769,0.027530255116555987,0.029129193721287975,0.04090455334563213,0.07796756553617544,0.15069133334566684,0.020087543907526983,2
2012-03-23,0.023009086354804448,0.36779184061081893,0.04122405100258482,0.22032051206867465,0.028790292716900034,0.030651317761601043,0.04177665847933288,0.07692905139462707,0.1488267207562356,0.02068046885442068,2
2012-03-30,0.02281567607153899,0.3696925587010505,0.04163366486960222,0.21965669159379428,0.028339394409363717,0.02979377248911715,0.04202197666853172,0.07683995038965821,0.14848287903165688,0.020723435775686288,2
2012-04-06,0.022570548674867796,0.36957808323510916,0.04142686041014487,0.22297575083273663,0.02822499889908818,0.029242508998114636,0.04197818847425436,0.07495931309900322,0.1484512505433175,0.020592496833363564,2
2012-04-13,0.02222654279628432,0.37066235550420445,0.04140803728012611,0.22316110130203048,0.02799057391318641,0.028773184292703105,0.0419971886808851,0.0752161723596137,0.14817116008059647,0.020393683790370026,2
2012-04-20,0.01837843463454393,0.39371335190682805,0.032003435190343085,0.235192007973342,0.022002837854607882,0.024820399986380984,0.033195635459741704,0.0695524333761912,0.15453607221495472,0.016605391403066688,2
2012-04-27,0.018351532030283932,0.3925533734605891,0.031903595263792696,0.2369077615843852,0.02196428989844936,0.02464877135396824,0.03216236734644343,0.06949442321961664,0.1555116763333995,0.016502209509071813,2
2012-05-04,0.018355243099689774,0.3900890794005912,0.03207802472715322,0.23598497946708294,0.022074062400004108,0.024925460815984485,0.03248659260184238,0.07121916248496457,0.15614495939483342,0.0166424356078539,2
2012-05-11,0.01791167462531541,0.3903771982301281,0.0319273723061987,0.23519811006183616,0.02172697287240401,0.024393092654734803,0.03178486950350202,0.07235844332545169,0.15787199792813142,0.016450268492297616,2
2012-05-18,0.016899790235501866,0.402984958254329,0.028945916750173745,0.23886460428445105,0.01985833544710125,0.02287664728042972,0.03014011289487012,0.06719395819750187,0.15690026491685116,0.01533541173879005,2
2012-05-25,0.01601612900072592,0.40319383499668643,0.028482594983632478,0.23899730928605897,0.019457567419935935,0.02242797326887694,0.029415221758412883,0.06864981759853818,0.15863786547731198,0.014721686209820397,2
2012-06-01,0.016367809458015553,0.4040491074647519,0.02890708252178016,0.23850014405583847,0.019663050506277535,0.022505944340909623,0.02938846608477981,0.06798704231449425,0.15781565572360814,0.014815697529544317,2
2012-06-08,0.01619467648882231,0.40198181918184,0.02868975596117456,0.2375135699566901,0.019382909900969744,0.021927256903578024,0.029286320632545427,0.0691828643336962,0.1612502758625419,0.014590550778141642,2
2012-06-15,0.016021849177492636,0.3945549507180075,0.026782738116809646,0.23525100091413886,0.018598962257741866,0.0216735580337091,0.028075647332409623,0.0667111929692835,0.17774323926451704,0.014586861215890035,2
2012-06-22,0.01588001620345026,0.39250884039998307,0.026650670890437184,0.2366984478072718,0.0185241611234419,0.021942849829951757,0.027800689194145196,0.06793883096778615,0.1774034286664571,0.014652064917075476,2
2012-06-29,0.015821168803207077,0.3899020389401366,0.026862467300761774,0.24085746359470223,0.018514025262695,0.02130026020007472,0.028015146162194488,0.06814460336889527,0.17581280226078785,0.014770024106545028,2
2012-07-06,0.015967086665263214,0.38932627141102494,0.026833563357660916,0.24066515359631607,0.018672882910100184,0.02195854894576404,0.02779047839710203,0.06786897172225062,0.1760861353533459,0.014830907641171936,2
2012-07-13,0.016582380648136663,0.38710664057685096,0.027808583778217433,0.23420202994224507,0.01934205179145916,0.02235284087477757,0.029174137787578408,0.06723368997781012,0.18112423915262824,0.015073405470296522,2
2012-07-20,0.016118234329591523,0.3861690983982383,0.02752659708440773,0.23540704921118347,0.019016460168806894,0.022335710101741648,0.028418213623648297,0.06717806808949234,0.18270493677429636,0.015125632218593326,2
2012-07-27,0.01627367266169884,0.38477549665758687,0.027481312502792347,0.23531368800595007,0.019094843878949296,0.022916297932649352,0.02881967889177335,0.06677122212016079,0.1837825383209718,0.014771249027467235,2
2012-08-03,0.015959421793196996,0.3845929803555294,0.02735449353139313,0.2354396104925449,0.019232827125026136,0.022986393765483344,0.028622577624388714,0.06820997250452873,0.18270611225816377,0.014895610549744835,2
2012-08-10,0.022444759285771568,0.3545550750061849,0.039433692534130343,0.2130628094427232,0.027394044013749536,0.02970559539924328,0.039564712456693525,0.07415286125264653,0.17951324343158753,0.020173207177269697,2
2012-08-17,0.02317312691905529,0.3539098701896121,0.03938582364548635,0.21328339691347672,0.027712038154242655,0.030346189186932333,0.04037954133882146,0.07429583237933932,0.17736479871881064,0.020149382554223126,2
2012-08-24,0.023120552039850494,0.35768904313627625,0.039731942889023174,0.21167674942144898,0.02795117742263254,0.03023600397227014,0.041088145090018756,0.07354722950304367,0.17467336299952543,0.020285793525910516,2
