,.DJUSBMT,.DJUSCYT,.DJUSENT,.DJUSFNT,.DJUSHCT,.DJUSINT,.DJUSNCT,.DJUSTCT,.DJUSTLT,.DJUSUTT,gamma_op
2011-03-11,0.01661602492132727,0.07767070769631336,0.03019800209525708,0.030122122601348725,0.4912946824617243,0.019879774427916653,0.14831468956892901,0.021771413477016235,0.1373103624379217,0.0268222203122456,2
2011-03-18,0.016111293829976135,0.077948876629361,0.0292213159079162,0.030295165389863384,0.4890858668103637,0.01982344386419784,0.14945794274133678,0.021259252354391345,0.1395027347421588,0.027294107730434693,2
2011-03-25,0.00974212918666613,0.029123831253009894,0.01768518473091564,0.010571944187888233,0.5676876536977656,0.00918747011431835,0.2416725109688554,0.014591694702180885,0.060676403732071546,0.03906117742632799,2
2011-04-01,0.00992426162511015,0.029309456329937447,0.0179873087899574,0.010405424903437209,0.5654011933235595,0.009268562392656509,0.24315450303255623,0.014876086276223855,0.060729945116535906,0.03894325821002576,2
2011-04-08,0.009912437635438552,0.02910817924771211,0.017972828581428055,0.010354978012119567,0.5658336727534474,0.009299001854801368,0.24194972558947886,0.014565974810733198,0.061983485363952255,0.03901971615088858,2
2011-04-15,0.009986617443612393,0.029046426738665348,0.017931774611968928,0.010321633602904005,0.5672869309449048,0.00917410420320746,0.2408767095627972,0.014473393619237204,0.06203918994506427,0.03886321932763848,2
2011-04-22,0.011830987115696232,0.03724329386575885,0.02173797372875745,0.0124463758217946,0.577053291375002,0.010946988499435456,0.20323531847392684,0.018802164829385973,0.07097365421316318,0.03572995207707934,2
2011-04-29,0.01210643342121125,0.037423044206587514,0.022057124338887853,0.012336554943089505,0.5769993819546755,0.011000708622066308,0.20305536211354583,0.0192103293955306,0.07017851077428143,0.03563255023012423,2
2011-05-06,0.011995664671276048,0.03712007060386976,0.02189713740897094,0.012240691756177773,0.5794697638234969,0.010983630288865284,0.2017484045927343,0.019037939109143063,0.06976330276966732,0.035743394975798495,2
2011-05-13,0.011476292512324585,0.03699415976648809,0.020367747346485412,0.012065982080230275,0.5826664543161127,0.010796812748171666,0.20103851958227323,0.018851624816020825,0.06994425738157713,0.035798149450315946,2
2011-05-20,0.015637620511842115,0.05386996425492731,0.028353745520588405,0.020943058569567838,0.5864307657577726,0.0159081120280435,0.13764381744372925,0.02152500011020099,0.08930354621226275,0.03038436959106522,2
2011-05-27,0.015597379560224485,0.053562690181714605,0.028706789471373298,0.020917462959479553,0.585639519924399,0.015792245592359647,0.13837511081773005,0.021243561949580037,0.08958821786412784,0.030577021679011426,2
2011-06-03,0.016061430975134374,0.05358422096720805,0.029454807160808436,0.021050367999467072,0.5834248677184364,0.015831975454708408,0.13866028509110023,0.02128217483616584,0.09031853336667142,0.03033133643029985,2
2011-06-10,0.015801158952409498,0.05302331272473182,0.029563215914300778,0.020840147623107423,0.5862043117503286,0.015622655442897555,0.13772542966729281,0.02123932386978589,0.0895287836193984,0.03045166043574703,2
2011-06-17,0.012313331996841703,0.03306949904720832,0.019408099502481665,0.014700461108243218,0.6542999161694026,0.010592325734029323,0.1488597070473394,0.014983960680966385,0.07095175741423607,0.02082094129925087,2
2011-06-24,0.011976269385245956,0.03314087997835295,0.019010052700973383,0.014769075136097605,0.6535200755435175,0.010618166596765202,0.1501607340614653,0.014731847447499596,0.07113494550186818,0.020937953648214182,2
2011-07-01,0.012362431572214257,0.033432896245193224,0.018810901212048967,0.01465008206240864,0.653196914458313,0.010686348545409131,0.14985367088282328,0.014881673154609894,0.07126575235669709,0.02085932951028257,2
2011-07-08,0.01253786353215969,0.033947253074539684,0.019385219298852615,0.014915186043708195,0.6512226432596592,0.010913739123669417,0.1496345359579486,0.01517240634214859,0.07154492930545743,0.020726224061856487,2
2011-07-15,0.03356355951078309,0.12898958045057468,0.04587659593253251,0.06759057334876056,0.46127676644416454,0.02457064062758578,0.08246112794746577,0.029356752297321112,0.11275310902177353,0.0135612944190385,2
2011-07-22,0.03369323579125558,0.1283161998417123,0.04696093623579874,0.0664055671384365,0.4629955001815211,0.02414010861498198,0.08264326641064233,0.029293690969906323,0.11188586375552555,0.013665631060219636,2
2011-07-29,0.03383313384542693,0.12834643972854556,0.04786613971702912,0.06733326530852064,0.4620561329735778,0.024072905876211036,0.0825396254725782,0.029948269647731264,0.1103671354244376,0.013636952005941842,2
2011-08-05,0.03358520518978199,0.12939203718144765,0.047754881330366546,0.06776431253017265,0.4601582414530026,0.02362278231167744,0.08321779878870904,0.03011795924724134,0.11047332022542244,0.013913461742178288,2
2011-08-12,0.007715335840277629,0.017694534797377634,0.013373690356069695,0.009074998836217887,0.6669065008524165,0.005098928076090234,0.18813747516005574,0.010747943919362901,0.061213115044711094,0.020037477117420766,2
2011-08-19,0.007827243308492757,0.0176347617353522,0.013219759888350825,0.008765780492526052,0.667928378149695,0.005072691715515638,0.18821420746556633,0.010774474369543095,0.06048075771622545,0.020081945158732635,2
2011-08-26,0.007409740510862875,0.017276595122509914,0.012773700265803533,0.00853551920539198,0.6698205488145852,0.004807723758431332,0.18693522234719515,0.01012554696369887,0.06150450045650426,0.020810902555016903,2
2011-09-02,0.00758878902621437,0.017476931341555424,0.01275662206608317,0.008642241081941771,0.6698259260128362,0.004924625629488069,0.1867275956866977,0.010342453818877988,0.06116398546452552,0.020550829871779773,2
2011-09-09,0.00824291019197923,0.015905287444978586,0.014156850752426814,0.011139703713526572,0.779052431961991,0.005311895805830205,0.09426656641308476,0.010524291361382568,0.05027324161752098,0.011126820737279441,2
2011-09-16,0.008181028307481445,0.015893960874138423,0.014068967058351372,0.011057463782990185,0.7797639725550451,0.005267589777635313,0.09394720084692632,0.010631052453757015,0.05009439664528082,0.011094367698394015,2
2011-09-23,0.008147767558208055,0.016257305571261833,0.014101402560134677,0.011228828185196693,0.7782131956879288,0.0053893333649123135,0.09428957748783529,0.010944620456831899,0.05028121169633776,0.011146757431352607,2
2011-09-30,0.0073071635730705435,0.016211640875284216,0.013022420566163168,0.01073300367800601,0.7807880496967454,0.005176689074025973,0.09383584256551972,0.011035208841628579,0.05045190096297501,0.011438080166581363,2
2011-10-07,0.013421625161565504,0.029616696135130002,0.02940154004817709,0.016839683380656098,0.6961415782262832,0.008964148851515266,0.10574287991917664,0.011835905924451481,0.07746530502670526,0.010570637326339463,2
2011-10-14,0.013947634984665423,0.030210580331955214,0.03012245071854197,0.01667091848096973,0.6932587897499954,0.009207771041553885,0.1073971005675682,0.012139672598245069,0.07663042757968688,0.010414653946818283,2
2011-10-21,0.01462256556302004,0.030810666393375322,0.03163987784197416,0.017141750248714695,0.6891885551482098,0.009462981622264348,0.10771168941988948,0.012619421384819458,0.07656120116196655,0.010241291215766219,2
2011-10-28,0.014423057090752889,0.031020611005928376,0.032329913326337535,0.017643606134342602,0.687919832955562,0.009497608492500444,0.10819138882768767,0.012243914058661402,0.07628657307495236,0.010443495033274727,2
2011-11-04,0.012981715932996574,0.027735940579898102,0.023731695796423577,0.024132765525282887,0.7624405088593534,0.009286357354013383,0.058907786581194034,0.012346011920223263,0.06337431597668075,0.0050629014739344,2
2011-11-11,0.013010583348075144,0.028148940997216876,0.02381094347851729,0.02370980448383953,0.7607822353150647,0.009367792734870291,0.059272974955971114,0.012517719888545666,0.06418876768355575,0.005190237114343538,2
2011-11-18,0.01270981477601894,0.027956114488836652,0.023695897537545474,0.023234166993892948,0.7635719147729533,0.009251570737194641,0.05846631805667269,0.012304387528145968,0.0636645211326818,0.0051452939760575755,2
2011-11-25,0.012367199274449061,0.027970421589704482,0.023304597006888368,0.022876506996159878,0.763367517814191,0.009287389865741616,0.05939137772104673,0.012292110987969142,0.06391352741681262,0.005229351327037037,2
2011-12-02,0.007306024463624397,0.01590336236567856,0.012089667743542837,0.010457857879324031,0.7852377148003498,0.004585681963644769,0.08560605251163379,0.0077160308138718575,0.05884690663389638,0.012250700824433955,2
2011-12-09,0.007603843982498962,0.016016303624729587,0.012564508424789957,0.01075295121295645,0.7840686873223844,0.004693434530265323,0.08549036788461419,0.007812927868316766,0.05895231635397182,0.012044658795472566,2
2011-12-16,0.007516353122796937,0.01600671441050828,0.012495495556565718,0.010848099485489678,0.7844430821537504,0.0046978360998217806,0.08551853270635625,0.007857214344655071,0.058585291205002527,0.012031380915053421,2
2011-12-23,0.00722634227449085,0.015766436301987558,0.01193263597798439,0.010589607677449412,0.787201078225407,0.004577305398847636,0.08435928376985151,0.007566789055999165,0.058696440337260104,0.0120840809807224,2
2011-12-30,0.012934304337741023,0.0398199674847189,0.01922010352790876,0.019554488228851905,0.7208134971948359,0.009257739322788713,0.07770903773002405,0.012702113222390926,0.07715128039147703,0.010837468559262792,2
2012-01-06,0.01277182114781173,0.039664866188840346,0.019126215024772162,0.019388022352085355,0.7207501369349311,0.009203863697598557,0.07758216289589681,0.012676599140969516,0.07793671889917901,0.010899593717915415,2
2012-01-13,0.01308108327500455,0.03987324990120602,0.019267885211411078,0.019664135699740362,0.7220834273019715,0.009318108009682075,0.07707412905996193,0.012909808133883134,0.07621391421439679,0.010514259192742502,2
2012-01-20,0.013399392954218924,0.03971379375832263,0.018801698291901404,0.01994876933790402,0.7224875212563289,0.009464093239452286,0.0764923083385503,0.012786484390984872,0.07655155168374447,0.010354386748592312,2
2012-01-27,0.011773744668095706,0.03331436790243926,0.01614227517623472,0.013670567056006236,0.7063983351209451,0.007861320911731778,0.11180393350517352,0.013062297985780402,0.07176569979485162,0.014207457878741656,2
2012-02-03,0.01206796450204299,0.033525410425185205,0.016124647621948412,0.013679498465047766,0.7085775286310486,0.007920453550781515,0.11139843406813255,0.013200214683392034,0.06927145986673923,0.014234388185681745,2
2012-02-10,0.012174133873795429,0.033639121485123595,0.016128068876444787,0.01404989688411959,0.7070419182970423,0.007993264743788088,0.11159431459852799,0.01342873442077438,0.06987057272532168,0.014079974095062162,2
2012-02-17,0.01196682776699486,0.033872004724258734,0.016313564199840157,0.014006478216337862,0.7051409559851197,0.007977620579485749,0.11259107292648203,0.013697761525855596,0.07024340968199846,0.014190304393626712,2
2012-02-24,0.013567931319473842,0.040384945255190846,0.018693263245958117,0.014194533558698805,0.6710386754590247,0.009185056021186425,0.12869977013756637,0.014327950032041029,0.07422252176974345,0.01568535320111654,2
2012-03-02,0.01361361304966875,0.040153403496972176,0.019025227011253296,0.014095812346518388,0.6702729437295923,0.009221836316077463,0.12892399403304416,0.014430716328828289,0.07453832234800085,0.01572413134004421,2
2012-03-09,0.013369704087327825,0.04048437064474731,0.018662268319386034,0.01419318200833144,0.6696621361863504,0.009110643280661817,0.12941790613504567,0.014513786929056909,0.07499395506177847,0.015592047347314198,2
2012-03-16,0.013058434025298597,0.040905618971785025,0.018443990207221594,0.014198318456284907,0.6694019761212806,0.009096715485021781,0.12923171386260143,0.01447341747790271,0.07552370742621503,0.015666107966388256,2
2012-03-23,0.017214735154891386,0.047227723403452784,0.02394224240204272,0.018059676781975356,0.6551687416976196,0.011506405899113226,0.10081017414972326,0.014928229705673632,0.0927365101957822,0.018405560609725716,2
2012-03-30,0.017104295598348144,0.04779273298734755,0.023319114226999574,0.01813352485766406,0.6545058827616969,0.011348933592652379,0.10153455351771234,0.015046031482725928,0.09281503376502419,0.01839989720982901,2
2012-04-06,0.016810354367230707,0.04724568452611057,0.022738619044746982,0.0179016219399246,0.6600694793751273,0.011229523381637277,0.10084218887936916,0.014932484850851325,0.0899538488406685,0.018276194794333508,2
2012-04-13,0.016550561232862106,0.047214003481446096,0.022368838716686063,0.017724953794403583,0.6604752841410796,0.011133847042567252,0.10111616590066652,0.014936012432283185,0.09024256653914565,0.01823776671885981,2
2012-04-20,0.012296667882719242,0.026047317779634926,0.017835546565437496,0.010099190147381878,0.6535426374109607,0.008134073326339517,0.16275271529066945,0.012685614608080417,0.06543216889596669,0.031174068092809523,2
2012-04-27,0.012232966233322842,0.02586941237822513,0.01764629147400559,0.009999080261214618,0.6558600551975264,0.008089600549248706,0.16166921852600846,0.012245007628394852,0.06513425761405967,0.03125411013799374,2
2012-05-04,0.012250568322450486,0.026043011318484643,0.017866439517072362,0.010096514847344206,0.6541131767663444,0.0081400827766777,0.16085296202075675,0.01238374097076552,0.06683331760817414,0.03142018585192988,2
2012-05-11,0.011977972668099673,0.025971545177651156,0.017519137168199903,0.009999507810019088,0.6532108576252135,0.008027804872125741,0.16128751227241606,0.012140013233763933,0.06803562884687057,0.031830020325640467,2
2012-05-18,0.011985703349554108,0.031516530229515255,0.019235256447396876,0.010438875612360038,0.582063189147435,0.008795226302280384,0.21710564207204097,0.014266537897957607,0.06658600988107549,0.03800702906038422,2
2012-05-25,0.01136066497739317,0.031016631346026675,0.018860778667548646,0.010022586719383072,0.5824723723251843,0.00861899649301506,0.21725017802536617,0.013925468997027438,0.06803872049849535,0.03843360195056001,2
2012-06-01,0.011618105938525558,0.031500533778053126,0.018939364665937403,0.010093526928432258,0.5816604593006961,0.008716008230856961,0.21786074614957687,0.013922370908020903,0.0674281858715267,0.03826069822837391,2
2012-06-08,0.011526042664599983,0.031347555452565394,0.01850187084942543,0.00996679908757567,0.5808078774739063,0.008614873177158958,0.21732736814626608,0.013911189544463215,0.06879819441211371,0.03919822919192526,2
2012-06-15,0.012628522097789946,0.029139418024099542,0.021422846889756902,0.010656629170023649,0.6374201720621586,0.00894597202312479,0.1663011331515885,0.014990730410524275,0.05494681484351571,0.04354776132741815,2
2012-06-22,0.012468563393103515,0.02888415269903257,0.02160556306114181,0.010663074014706831,0.6388741562662734,0.008875707048430471,0.16480209990284617,0.01478679885086655,0.055742632136852335,0.043297252626746295,2
2012-06-29,0.012303537604320762,0.028835225108130805,0.020772244554908198,0.010646105215242363,0.6438815477104738,0.008786000464665952,0.16214171599881466,0.014758338104204074,0.05537666926608146,0.0424986159731579,2
2012-07-06,0.012419323947165644,0.028809560369404578,0.021418201117782944,0.01069197947468113,0.6434872100697872,0.008863037360705098,0.1619324196895859,0.014642708678779775,0.055162948068650706,0.04257261122345701,2
2012-07-13,0.014826455839879502,0.04483969655155586,0.023798177462888204,0.013829254113325584,0.5083618362194273,0.011782906748268554,0.248276996476438,0.0211571364943801,0.071232564194706,0.04189497589913095,2
2012-07-20,0.014400881486558931,0.04435243435273046,0.023762486285805618,0.01386698526938558,0.5106024461270041,0.011576058681066488,0.24749391315398148,0.020593813503365883,0.07112139785572356,0.042229583284377696,2
2012-07-27,0.014548195860406914,0.04430516503628869,0.024394309356627692,0.01354994991927666,0.5106961338706952,0.01163051928103576,0.24674386531519976,0.02089686276809901,0.0707316926432277,0.042503305949142506,2
2012-08-03,0.01425193202029665,0.044053314768332213,0.024442630092370535,0.013649344815250205,0.5104202975312867,0.01170197450932568,0.24636178134059167,0.02073164296857717,0.07217813004683087,0.04220895190713828,2
2012-08-10,0.017250244969223602,0.05399741258945555,0.029108200033210338,0.014973071044470779,0.48413356192903,0.013921585995463809,0.2265526528880632,0.021734261889386985,0.08094851427589353,0.057380494385802276,2
2012-08-17,0.01778742061590113,0.05386336183045598,0.02969814135882249,0.014936391855225072,0.4840192229745388,0.014065301737212797,0.22585314402200407,0.022153700673049684,0.08100157089203228,0.056621744040757684,2
2012-08-24,0.017782154324299877,0.05444414320260325,0.029648815248463658,0.01506724319853189,0.4813229389978373,0.014214727319650742,0.22871620887853686,0.02258703779621468,0.08034394407387986,0.05587278695998183,2
