,.DJUSBMT,.DJUSCYT,.DJUSENT,.DJUSFNT,.DJUSHCT,.DJUSINT,.DJUSNCT,.DJUSTCT,.DJUSTLT,.DJUSUTT
2010-01-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010-01-08,0.09944328468401169,0.09998505715593899,0.09980641884067717,0.10003914378918119,0.10015740991216518,0.0995766323187363,0.10017214967385253,0.10051301366147099,0.10053950134503466,0.09976738861893135
2010-01-15,0.10396919340016161,0.09883226156790557,0.10253013878288593,0.1019945081433888,0.09957582668720218,0.10137650026106117,0.09917762298153109,0.09910449954996892,0.09680265918396984,0.09663678944192487
2010-01-22,0.1016931532561487,0.0990862038268003,0.10191831694730943,0.10174222233128356,0.10213827447997204,0.10163881979150947,0.1005874192974244,0.09888493055296196,0.09391564624927604,0.09839501326731413
2010-01-29,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010-02-05,0.0966335199505958,0.10120957246478726,0.09901998369111698,0.10180984445582089,0.10088944172418522,0.09986270915754822,0.10148153248801459,0.0980735734265084,0.10041786977805255,0.1006019528633703
2010-02-12,0.09830956410541082,0.10089234229235057,0.09906203981807486,0.10076498266087759,0.10006171026960296,0.09973239174221547,0.10188809873395438,0.09974808236305983,0.10022070341553796,0.09932008459891556
2010-02-19,0.10033891856266669,0.10127045193330038,0.09982042473095962,0.09952174952670646,0.09927218427482631,0.09993265577916034,0.10253897879374244,0.10035743327883591,0.09905670525220985,0.09789049786759205
2010-02-26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010-03-05,0.09916250906623086,0.10147615107718798,0.0984159954532604,0.10191828879761936,0.10033572593317308,0.1004243159407987,0.0999529714299637,0.09987093802272978,0.09988388324243484,0.09855922103660135
2010-03-12,0.10220061217509377,0.10146229070685929,0.09845396432893319,0.10207801152312601,0.09931455785974892,0.10097488589385528,0.09993158503067977,0.09974413053278548,0.09772923646236448,0.0981107254865537
2010-03-19,0.10172369057016632,0.10168491192641184,0.098128292297072,0.10328166648680627,0.09825976737030905,0.10147914209417645,0.09891384989904187,0.10037448956679562,0.0992496214530348,0.09690456833618571
2010-03-26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010-04-02,0.10070815420318582,0.10194837213822454,0.09771571570733191,0.10156006799626606,0.09872118421047946,0.10035472061248218,0.10023077064976287,0.1008115168511825,0.09978911546270973,0.09816038216837493
2010-04-09,0.10222208711439672,0.10106097678773608,0.10054229368013144,0.10078181942654332,0.09851730248810495,0.10019355322883837,0.09903248149649348,0.09942701352258326,0.09941640191137739,0.098806070343795
2010-04-16,0.10277162038577248,0.10199822820898734,0.1014519367298225,0.10223487213879763,0.09657531716684112,0.10021664505909982,0.09763433192432043,0.10002659910187345,0.09909647226696416,0.09799397701752119
2010-04-23,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010-04-30,0.10019802370648283,0.10088426578233171,0.10212160416181962,0.10108662237609327,0.09699868203765738,0.10121975220455809,0.09916763346125333,0.09959911439961583,0.0981932459572799,0.1005310559129082
2010-05-07,0.09915640421435606,0.1005773565211847,0.10112788572609731,0.09959681091818114,0.09808628969914115,0.10140822886625418,0.09946756645531499,0.09857240244466944,0.09970277863841294,0.10230427651638808
2010-05-14,0.09634208505453701,0.10044103153095214,0.09922998069243633,0.09918542755331682,0.1001916585520663,0.09978984735534972,0.10137482547223586,0.09747415607835089,0.10186550834612246,0.10410547936463245
2010-05-21,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010-05-28,0.09857381395540644,0.1008949365920984,0.09888005162813046,0.1002850612383511,0.1001890790001748,0.09861691444576394,0.10111838097901032,0.09981562194372613,0.10215699313842797,0.09946914707891054
2010-06-04,0.10091868728412026,0.10183542455715786,0.09800738188896845,0.09954700170423986,0.09994741585819959,0.09871299957024318,0.1000802334955579,0.10023479509482197,0.10122860506968387,0.0994874554770071
2010-06-11,0.0973984552301485,0.1020426207482252,0.09803001640260998,0.09822466764307217,0.10124767173746616,0.09756357191051361,0.10124945401114295,0.10186802899910931,0.10263236640300223,0.0997431469147099
2010-06-18,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010-06-25,0.09972384066795864,0.09867027233983562,0.10066829148196194,0.09977724053308379,0.09962967808745724,0.1007009512041344,0.09929128709156057,0.10120400126673956,0.09859431628636892,0.10174012104089936
2010-07-02,0.10076139503561217,0.09706234752242547,0.09807409609259482,0.10175060679913618,0.10116139366406487,0.1006512173452647,0.09953133470796123,0.10018562966750777,0.09958341683020823,0.10123856233522445
2010-07-09,0.0973642938031993,0.09661499517085205,0.09742702775174944,0.09910322312966262,0.10248947703643763,0.09887737501746204,0.10247567179359614,0.09930901476471019,0.10262749582507673,0.10371142570725386
2010-07-16,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010-07-23,0.09759708644090098,0.10046587922531905,0.09946210058427468,0.0983058466815883,0.09993259123328198,0.09956417351696616,0.1013219160922837,0.10170911011313975,0.10092432076527685,0.1007169753469687
2010-07-30,0.10164012699322741,0.10057175740096513,0.09928724906737474,0.09774743089944188,0.09555025237522846,0.1022701135001219,0.10070143734109459,0.10130979495061496,0.10127179245834346,0.0996500450135876
2010-08-06,0.10156966565005489,0.10014817940680938,0.09950901853545986,0.0987036574038825,0.09588730768810817,0.10240394062148094,0.10015470072386626,0.09968829816515663,0.1028687785217771,0.09906645328340442
2010-08-13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010-08-20,0.09906396894731889,0.0998485062079072,0.09924277407633081,0.09861707147446025,0.10109573460453297,0.09805101076917308,0.10124080614782044,0.09724709014721604,0.10338302522744382,0.10221001239779658
2010-08-27,0.10010637816134738,0.10069702240977874,0.09760368969317276,0.0976303999189065,0.10040083421707999,0.09818776931446317,0.10185244592588448,0.09863460508943851,0.1029699327126023,0.10191692255732616
2010-09-03,0.09989065253750168,0.10029092390552183,0.09814647455535547,0.09745496860645099,0.10003982900363788,0.09722644509238626,0.10168423736623168,0.09686467027267612,0.10423712771352289,0.10416467094671535
2010-09-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010-09-17,0.09939901667386129,0.09986414809212485,0.10025478544665174,0.09922375538991726,0.10146105627055034,0.10022175551293708,0.10008640488058651,0.099325538004277,0.10115897976637771,0.09900455996271633
2010-09-24,0.10047630403292884,0.10026052363673804,0.09830162554459179,0.09890706491296902,0.10129277811679133,0.10057096193717988,0.09962140919258125,0.10234283463682595,0.10137716674248744,0.09684933124690646
2010-10-01,0.10103760742621079,0.10099542915407204,0.09850590904750232,0.09715235120779182,0.10151469347403667,0.10073223936082493,0.09896554268915336,0.10300611532415054,0.10139068251133601,0.09669942980492138
2010-10-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010-10-15,0.10201160783097836,0.10003670876198911,0.10096317546358854,0.09964988825149404,0.09926576330096126,0.10087649726070008,0.10016437984132426,0.09969730303966685,0.09813476547464417,0.09919991077465333
2010-10-22,0.10182661645709586,0.10016261598896843,0.1016340775903482,0.0972164458804053,0.09947639394059703,0.10021990489816554,0.10113009770587446,0.1026443483174834,0.09714447755462877,0.09854502166643281
2010-10-29,0.10053355586723524,0.10087743266596949,0.10133789377752385,0.09864618312562888,0.09925753459208266,0.10069390511394052,0.10126746425586335,0.10238235559747906,0.09683014054111885,0.098173534463158
2010-11-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010-11-12,0.10143183314128627,0.09976226094064901,0.10166574837603036,0.10295163258619716,0.09776000908143502,0.10051710472917741,0.09879477771362336,0.10000837143925981,0.09907751375996103,0.09803074823238057
2010-11-19,0.10153869052713536,0.1000706645450342,0.10497536183355616,0.10080771839663528,0.09811099791165453,0.09965315750293285,0.09936924632153155,0.09876584036659034,0.09893876019499061,0.09776956239993916
2010-11-26,0.1017760233123324,0.10056589555206413,0.10552705366912357,0.09980393279744113,0.09798933174253574,0.10046025493594701,0.09970022959141084,0.09841509069095804,0.09873194687769082,0.09703024083049645
2010-12-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2010-12-10,0.10267861876117186,0.09911376610528728,0.10193420528302535,0.10152082667104852,0.09849964486558814,0.10113872112986756,0.09882925239759527,0.09905268367467861,0.09882313777309634,0.09840914333864101
2010-12-17,0.10217890969386369,0.09851357987325074,0.10127381270150768,0.10380464898226462,0.09820091867058453,0.10150693907792642,0.09852079113783971,0.09938683399630137,0.09971393348105503,0.09689963238540614
2010-12-24,0.10242505699345945,0.09779800423968016,0.10107215915976325,0.10157907257755668,0.09945557390900325,0.10188020293968404,0.09967840564784097,0.09883526210848738,0.09991772061686291,0.09735854180766182
2010-12-31,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2011-01-07,0.10073797422496426,0.09946593267668048,0.10070124665828857,0.10051878995845188,0.09918596402279832,0.09991302179602914,0.09955219610458467,0.09964659987417633,0.10068802622077272,0.09959024846325368
2011-01-14,0.0994853096571459,0.09918318656830394,0.1003348197551816,0.1011183059830207,0.10005302051783302,0.10018099499368181,0.09848241760823402,0.10149461471644353,0.09993942595423366,0.09972790424592179
2011-01-21,0.09920124837570574,0.09854594783288224,0.1025112410577813,0.10265113952963711,0.0991542944433293,0.10092585564662528,0.09828806725176609,0.10248176967098935,0.09719295782071535,0.09904747837056817
2011-01-28,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2011-02-04,0.10171366742773101,0.09916057906587483,0.10160141333477855,0.09920332700012158,0.0987578138215966,0.10052015627994472,0.09865443618226527,0.10090436701839943,0.09996857158468957,0.09951566828459842
