,.CSIH00928,.CSIH00929,.CSIH00930,.CSIH00931,.CSIH00932,.CSIH00933,.CSIH00934,.CSIH00935,.CSIH00936,.CSIH00937,gamma_op
2012-11-30,0.005156688742678828,0.004361210903948226,0.006587942364078822,0.012697646639725363,0.7771989260859657,0.09250156130603365,0.016087334617148535,0.01261030264619016,0.006139322170569797,0.06665906452366102,2
2012-12-07,0.00519787428977254,0.004345519388697822,0.006682882399731796,0.012829848570820725,0.7747820968335982,0.0931639757319013,0.016516751301763624,0.012391343594103836,0.0060858174943008835,0.06800389039530919,2
2012-12-14,0.005392255234143425,0.004543781279794425,0.00699037953159598,0.013282308039707851,0.7679537390596756,0.0949073487195328,0.017663587045496754,0.012938619678843312,0.0063919493499509875,0.06993603206125908,2
2012-12-21,0.005409989192534159,0.0045789543333639385,0.00703227356421123,0.013317540254336119,0.7688119071722089,0.09392284259435879,0.018219794936660937,0.012839439309243993,0.00642304562432841,0.06944421301875357,2
2012-12-28,0.004407510514954666,0.0038451372074586737,0.004087005307032376,0.0071712162424689,0.8599845732516936,0.07450928225072201,0.005556288548239155,0.009088838765628285,0.0046232017804720416,0.026726946131330087,2
2013-01-04,0.0044043706015814464,0.0038290889117608595,0.004112612056755921,0.007185353806815432,0.858587275359531,0.07559079825385166,0.005693872698528938,0.009171771197479467,0.004699661759428553,0.02672519535426676,2
2013-01-11,0.004442101725768867,0.003891659280775623,0.004167622355732942,0.007262638644167821,0.858716053735602,0.07469997401055352,0.0059005734323816835,0.009121265384568667,0.004757671826356762,0.02704043960409203,2
2013-01-18,0.004282019295399711,0.0036979146893374145,0.004015169271412139,0.007011380959479774,0.8602617859064796,0.07549740210626604,0.00555292594467078,0.009038770693691361,0.0047935559975766165,0.025849075135686704,2
2013-01-25,0.005633735089581954,0.005042426575432135,0.005971470242575577,0.010297269795697186,0.8465134549345844,0.06848408510401777,0.009556862657389711,0.020242702496918563,0.009412318746443382,0.01884567435735897,2
2013-02-01,0.005726567538489814,0.005133826350670345,0.006105848464399416,0.010563278787245675,0.8414975261583709,0.07184866623721185,0.010093419289957859,0.020243858070826598,0.009670188194343579,0.019116820908484038,2
2013-02-08,0.005950866246091364,0.00530805895576331,0.006291711252869982,0.010837840683599644,0.8379974208783995,0.07235899731249444,0.011064315712836361,0.02057006369347577,0.009880501342534988,0.019740223921934575,2
2013-02-22,0.006301170949791518,0.005058578702410041,0.006240978604178715,0.014076831470728857,0.658688360288193,0.2464598932392189,0.011412286991047196,0.01654316472861514,0.010691901325682374,0.02452683370013456,2
2013-03-01,0.005832706417341234,0.004731659894975049,0.005959132497735747,0.013366257956743054,0.6623169860867308,0.24650904713676589,0.010448959601494385,0.016357823121969286,0.010592987627528663,0.023884439658715742,2
2013-03-08,0.005906933234177809,0.004811677062440598,0.0061255441364802005,0.013697176328592481,0.6519467778153343,0.2538179663144497,0.01102512059961909,0.01698962406509544,0.010864698438018728,0.024814482005791696,2
2013-03-15,0.005738874374820602,0.004651491020949785,0.0058690803078174265,0.013262921455263808,0.6574729781326132,0.2490053228620352,0.010548496669467482,0.017058559602968495,0.011204624157332133,0.025187651416731707,2
2013-03-22,0.004428688109488613,0.0038994943268733234,0.0044138181925994086,0.007949592122680177,0.5236370609056674,0.4211982357853632,0.006115280059642791,0.011257076751860426,0.007701082887476937,0.009399670858347878,2
2013-03-29,0.004404539862737563,0.003886216928388738,0.004398945621032057,0.008067608281314557,0.5180469151543744,0.4259500890733184,0.006282683873417406,0.011483589945104998,0.007767200657049463,0.009712210603262663,2
2013-04-05,0.00430976629002587,0.0038210324132707846,0.004301448358142721,0.007965942544102352,0.5136757208103704,0.43111963734660047,0.005964495842649611,0.01142696867289788,0.0077569672117465596,0.009658020510193455,2
2013-04-12,0.004309766290025869,0.0038210324132707837,0.004301448358142719,0.00796594254410235,0.5136757208103703,0.43111963734660036,0.005964495842649609,0.011426968672897877,0.007756967211746558,0.009658020510193453,2
2013-04-19,0.006365589642804731,0.005771144571335346,0.006801008014364965,0.009719453780972095,0.14415919878536204,0.7770299931185166,0.007626410394623709,0.015885492402218857,0.01289234921453758,0.013749360075263797,2
2013-04-26,0.006168472049412038,0.005607903256291747,0.006735624319970418,0.00973904533230498,0.14176376757644993,0.7799311054962031,0.007757603103410904,0.015923902599713387,0.012860348899283012,0.013512227366960564,2
2013-05-03,0.006034202385383404,0.005473406109282724,0.00661933259206558,0.009716049875581551,0.13884400618009873,0.7830335637051682,0.0076139767236006,0.015806711045698894,0.013526203534577744,0.013332547848542544,2
2013-05-10,0.005789451903558323,0.0053053642858230795,0.006485516163256781,0.009620373077297845,0.13524419554392597,0.7873349488439509,0.007577475449124154,0.015799645525184088,0.013569947455753524,0.013273081752125018,2
2013-05-17,0.008190198300179655,0.00730533848596196,0.010345706989354775,0.016604152980196643,0.11700246298678686,0.7613248353581864,0.014297145302939643,0.022197013194541385,0.025568081982847726,0.017165064419004797,2
2013-05-24,0.008265197318509387,0.007263443217608841,0.010530016693507548,0.016496399904759908,0.11630004683996698,0.7587871010069275,0.0143597814818179,0.02329906911960706,0.02740680261077869,0.017292141806516195,2
2013-05-31,0.008223987465547937,0.0073135218100266455,0.010741913081486353,0.016870316024448218,0.11781451629869162,0.7550343242005275,0.014361765217300248,0.024950256105903772,0.02762161728685799,0.017067782509209657,2
2013-06-07,0.008033191475751036,0.0071716342987629056,0.010576625510550284,0.016516285482268342,0.11543487964112116,0.761471260494313,0.014183662796882431,0.023804073254701713,0.025968411010274858,0.01683997603537437,2
