date,.HSCIIT,.HSCIH,.HSCIE,.HSCICD,.HSCIPC,.HSCIF,.HSCIM,.HSCICS,.HSCIU,.HSCIT,.HSCIIG
2000-01-07,-0.19496500000000005,0.10553500000000016,0.014085000000000125,-0.17852499999999993,-0.11863000000000001,-0.06696000000000002,0.06020000000000003,-0.033555,-0.007664999999999922,-0.19938500000000003,-0.07374000000000003
2000-01-14,0.09044948356282645,-0.026774367161600643,-0.02693068135314103,0.061785203445022585,0.00018720855032494654,-0.03351410443282177,-0.060441426146010224,-0.011449177138895705,0.006802138390765267,0.06198984530642071,0.18267009263057887
2000-01-21,0.004397106567181286,0.7290496173095959,-0.054044741709102784,0.003754743588273657,-0.013436789236955904,-0.05471461680916423,0.017151548006264283,0.019735602587452217,-0.033185364608616985,-0.010626348875912184,0.019078743176382362
2000-01-28,0.1673282598586836,-0.017432250469671007,-0.004708365249157742,0.11225521270580985,0.06734583587255227,0.03962788733385736,0.002215741138269056,-0.022268754458626527,-0.015513546530286804,0.12721555854067357,-0.05477623705614665
2000-02-04,0.01951430417441924,0.10962490050139095,0.04025617566331219,0.03109515960915399,-0.010358089328420972,-0.030100089143656805,0.00930129499236787,-0.007689965775715346,-0.012308808606176003,-0.009111761449023148,0.025004501473640417
2000-02-11,0.23521199241420732,0.25534437706453694,0.05447772776656845,0.19597834801531766,0.046345432675299,-0.01597957034908415,-0.12869123178471942,-0.03669006522325613,-0.04761296367275669,0.21130073383461823,-0.037158085974879795
2000-02-18,-0.03286283556237923,0.06262236299762591,-0.04954862133254834,-0.08944155757636318,-0.06671729676868976,0.0028671080633719814,0.04954087346024627,0.009477944285502415,0.04106671734561562,-0.03412645415246185,-0.006385604063740669
2000-02-25,0.09810538071875885,-0.2110922823039807,-0.0987399404297934,0.07784184702337127,-0.0057630783979312206,-0.020112588051519387,-0.14451474542273057,-0.0005113336560899073,-0.011258999951678117,0.1278291245178662,-0.008026054476663602
2000-03-03,0.2475427342665979,0.040191705863613425,-0.06405182338352633,0.06634423656187693,-0.04161808233922326,-0.030493343680255913,-0.0099090166439052,-0.019843364772857197,-0.000760233283013001,0.053819164381351925,0.013858444152174965
2000-03-10,0.08527147582223038,-0.13952556174588227,0.011180466311731196,-0.002820790298709408,0.06433083762283576,0.012353875555334737,0.07849719720350179,0.04527105439967127,0.01261317073700896,-0.026547521096037308,0.004871837989766092
2000-03-17,-0.13266245107218644,0.02680160375185814,-0.00820639445160587,-0.07512398309919843,-0.0456918629573857,0.016058349422328533,0.03970613141158541,0.027851853425836515,0.017591971449271604,-0.08158652031702096,0.009844656202037783
2000-03-24,0.16019165218036835,-0.06097694631000772,-0.06150804547201927,0.05823734955351356,0.022436709589735315,0.013813904388478404,-0.0336737215781433,-0.017644413894329913,0.0015294309989293264,0.060043233525244544,0.016751259421991627
