date,.CSIH00928,.CSIH00929,.CSIH00930,.CSIH00931,.CSIH00932,.CSIH00933,.CSIH00934,.CSIH00935,.CSIH00936,.CSIH00937
2009-11-06,0.05496465082495905,0.08129097240702432,0.0716838818625345,0.06869256664543721,0.05785269587689412,0.0629462151550535,0.06300448833572014,0.07759721902288885,0.0470563238574937,0.053193415637860175
2009-11-13,-0.0194819383405207,0.014038774008817478,0.027429287633922605,0.04307849480674286,0.0580460089204744,0.024958896433758815,-0.0004942001942975782,0.023737574939028283,0.024547749640408068,0.01631330931597419
2009-11-20,0.06951951478456486,0.04813315691816267,0.033435773521166334,0.028487545850857554,0.04147673405703056,0.044672192320073245,0.02585399785678022,0.058784168564920414,0.03360634728306455,0.04796598244528072
2009-11-27,-0.05823290409704107,-0.0508401990882178,-0.06261385756524995,-0.06029386021216754,-0.050800630158244986,-0.07157169563825294,-0.08302209059820909,-0.08781436709740176,-0.06672377742584523,-0.07987467761403189
2009-12-04,0.0873498250916287,0.0842444623988754,0.06561262668458712,0.06875010866784392,0.06839137304723097,0.05122771106006074,0.08456311455751853,0.051770139793135606,0.061125403094315134,0.05394629293674358
2009-12-11,-0.032021775267871866,-0.007642859043808015,-0.011519133692968975,0.00990513198321108,0.019529289794323113,-0.0011958389039201656,-0.028313603797505804,0.022204988530770686,-0.002008923490177339,-0.0196644409556056
2009-12-18,-0.04114413535444883,-0.07073686879522545,-0.05710869965054255,-0.06737867741816694,-0.07682548655545862,-0.04849829062243949,-0.05144441473373185,-0.05522750955192779,-0.009585830534377338,-0.048622929184176766
2009-12-25,0.002885044919839208,0.020178195689930956,0.025102409051009467,0.047512121698148,0.0577661096340194,0.05703160957938036,-0.014580750929665376,0.09197948916408683,0.06603735562695046,0.011337040687604771
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-08,0.01787294065243339,0.026380691535187628,0.023390578357099345,-0.006308301140111161,-0.00013640794626190722,-0.01068730971953491,0.0297877606834831,0.06532910416685112,0.04654296616554543,0.010684549115235864
2010-01-15,-0.02911120565651648,0.009235711082101528,0.0427804845452775,0.045941371413941834,0.05553226321673854,0.07526971410925576,-0.029201941016886224,0.07454642986348192,0.11465198251526298,0.021924951189701503
2010-01-22,-0.07385110418783813,-0.06586823374024608,-0.03462292853083104,-0.03912089605686042,-0.0417789714927006,-0.032128527313209365,-0.004225292087014387,-0.07843410420730001,-0.07061138504988773,-0.025143580523530162
2010-01-29,-0.04596579771534148,-0.053364978286175924,-0.04209271653145619,-0.03144628869164845,-0.006900488215709766,-0.007967081220914274,-0.06562318486136154,-0.012727807172251637,-0.012217661183456685,-0.0437728543772854
2010-02-05,-0.027551254165397276,-0.03319959907799164,-0.016139820193304177,-0.013070192314717177,-0.01283183128965959,-0.021665999130197067,-0.0007306975871710364,-0.03463499908553069,-0.05198669568265324,-0.004257322219306303
2010-02-12,0.047235909977341395,0.04972499230443095,0.023916338748449784,0.03096762094644956,0.016200044967499272,0.01744044052662197,0.026114801224977002,0.015226950292114294,0.029163685306705656,0.015181877130963972
2010-02-26,-0.009623318406448811,0.01852289357275838,0.035873371913926366,0.04231089580959857,0.01985978492209095,0.05134691734750807,-0.0001593294972291881,0.04762001892180456,0.04606098043219231,0.030149095045000518
2010-03-05,-0.01789079042849151,-0.007038003371244939,-0.0032997478344773956,-0.009005488070908618,-0.01735962422585957,-0.01655365400665354,-0.0005116802451639035,-0.006190691013514327,-0.039799867813926415,-0.0015453230077113744
2010-03-12,0.0050247626023192105,-0.010205387910872887,-0.02679127238556389,-0.02855307689491482,-0.026333132546794813,-0.03399595435783409,0.007164636352876785,-0.02842180689227991,-0.025615234460437675,-0.02249054263367123
2010-03-19,0.01110643766296282,0.025361026169647305,0.026334047786084502,0.026943872517684264,0.017034044059566433,0.016081213864687083,0.02245863533704462,0.06770881823084496,0.022266118607387142,0.022894061528738074
