,.TR15GSPE,.TR15GSPM,.TR15GSPIC,.TR15GSPCS,.TR15GSPTRN,.TR15GSPAU,.TR15GSPLP,.TR15GSPHR,.TR15GSPMS,.TR15GSPFDGR,.TR15GSPFBT,.TR15GSPHHPE,.TR15GSPHC,.TR15GSPPHB,.TR15GSPBK,.TR15GSPDF,.TR15GSPINSC,.TR15GSPIS,.TR15GSPTEHW,.TR15GSPSEQP,.TR15GSPTS,.TR15GSPME,.TR15GSPU,.TR15GSPREC
2006-06-16,0.0062483132249442,0.0016115705724484,0.0085025284256639,-0.0120979548001229,0.025009680289493,0.0052400320837646,0.0016198549257759,-0.00223479327655,0.0038744610785041,0.0158967409474477,-0.0014947995699515,0.0019590376500382,-0.0109628863719886,0.0046990624320921,-0.0213409564204547,-0.029640088278989,-0.0114396030629601,0.0085582862319213,0.0015237161385213,0.0211193144316754,0.0236798913743145,-0.006544145871951,-0.0040331303944284,-0.0099267775240101
2006-06-23,0.0020242194537138,0.0110102926696813,-0.0048512532730544,-0.0044386708746861,0.0208440872033799,0.0057713911788828,-0.007343452176194,-0.0058012269368404,-0.0044925805808669,-0.0004278284175484,7.746264507391132e-06,0.0073936002263519,-0.0054028975270804,-0.0135274806641552,-0.0157558875130893,0.0034622017929182,-0.0110823339727812,0.0143258668468373,-0.0198316349649715,-0.0164172030026061,-0.0130475607727251,-0.0145247079473651,-0.0126081046063196,-0.0154621290340217
2006-06-30,0.0640024650202928,0.0391177974815089,0.0173508275114071,0.0177659028238426,0.0328759521556709,0.047269060294083,0.0080827960637936,0.0226931693481378,-9.411847751583656e-05,0.0227618728204335,0.0178527062082674,0.0023219564168246,0.0006957485852083,0.0176075485240394,0.0226644608078465,0.0202955973878633,0.0194143099377925,0.0191560810609785,0.0065586514826376,0.0251990542310645,0.0227391034296362,0.0223030030953585,0.0240112667279963,0.0407195917948892
2006-07-07,0.0018948287453022,-0.0096555262086985,-0.0135346843204066,-0.0269962472509778,-0.0211941414587132,-0.0108254674880885,-0.0168808611763755,-0.0223541682557613,-0.0152864475544751,-0.020868931470019,0.0212551140775774,0.0095696196619985,0.0011064903723294,0.0073359350027746,0.0008872233340098,0.0039986885345186,-0.0030529052918992,-0.0131929401871599,-0.0178620510004824,-0.0339706408133654,-0.0036293260270053,-0.0106960156795055,0.0068313621814308,0.0118098984989043
2006-07-14,0.0206434595840805,-0.0351060897226138,-0.0403342579893069,-0.0347854252224165,-0.045317952408469,-0.053013432199635,-0.0591135766793236,-0.0376044804293881,-0.0469851842021151,-0.0310594483794974,-0.0034074719296183,-0.0158074018614897,-0.0044172553161836,-0.0241896579895307,-0.0131038963897088,-0.0315781157792319,-0.0208590140409195,-0.0345321269772624,-0.0629743115222738,-0.0351963674756843,-0.0324234818612872,-0.0376870758756788,0.0026537023878558,-0.0117973024161016
2006-07-21,-0.0538867251192952,-0.0229625047015564,-0.0087148155438506,-0.0145244374295144,-0.0233728352640757,0.0057229736513719,-0.0003975591505698,0.0001773198768597,-0.0121901800630734,0.0140312429734072,0.018249905562873,0.0115069078231442,0.0276343360338562,0.030317415533253,0.0265272624248293,0.0155098162552458,0.019459752225702,0.0008028369551007,-0.0010527689810558,-0.054328840147185,0.0148069160757906,0.001375305699756,0.024942182386654,0.0054720966176038
2006-07-28,0.0609528118680058,0.0256020167920147,0.0276373134766576,0.0190918226798229,-0.039279907960638,0.0601387592887636,0.0464446397132067,0.0023153748846032,0.0173661147145871,0.0035380194318914,0.0167446065373755,0.0148550232363857,0.0073336549144262,0.0493819558342558,0.0135886074642077,0.0407971110057856,0.0192145901840152,0.0205279451460391,0.0445895697278382,0.0765966538377092,0.0781368229593484,0.0424921707762819,0.0184938052640188,0.0408551335572044
2006-08-04,0.0081548410630762,0.0100783690829373,0.0045432821052879,0.0084105523092343,-0.0169217617523594,-0.0001479791240532,0.0127943712072291,-0.0132322983292818,0.0184045826882903,0.0091966512203591,-0.0101839536991363,0.0202149526198438,-0.0075185551073163,-0.0035971810729181,0.0095974556693887,0.0109061631132592,-0.0223348908340372,-0.0022427007547397,-0.0045872651129906,-0.007563092838565,-0.0037220856815965,0.0014288562980857,0.0008365656913777,0.012313227563037
2006-08-11,0.0045831873529769,-0.01536837642105,-0.024641016717001,-0.0221857832847363,-0.0472409087066267,-0.0150217837006664,-0.0356818534091705,-0.0219048159840147,-0.0113769903389209,-0.0055855043848346,0.0045967027731286,0.0103063689769855,0.0023783017187397,-0.0152706944329933,-0.0270850364035055,-0.0223436391473239,-0.0005793891827658,-0.002704385292055,0.0009261203854054,-0.0123108102545956,-0.0159993152188879,-0.0103119563779653,-0.0048537428656542,-0.0366889515636481
2006-08-18,-0.0096264172804766,0.0332334745215667,0.0401580384245372,0.0383050860729066,0.0660902480677476,0.0382813587501642,0.0448412523492569,0.048716531743947,0.0421695811143436,0.0169693581369634,0.0170431526362089,0.004228824912501,0.0239589605287557,0.0237816763218212,0.0211159553285924,0.0300193734044234,0.0321039443235093,0.0577341031936768,0.074403875461992,0.0826256447256503,0.0068235357683161,0.0149432397171442,0.0116919585466925,0.0277286992967895
2006-08-25,0.0129919031872154,-0.0066339453771364,-0.0191728653972139,-0.0287678848765094,-0.0315324494994951,-0.0316018107938448,-0.0284441580766997,-0.0290878101284874,-0.0500012526799921,-0.0151489212666442,0.0077989771000765,0.0030794085439223,0.0047614469522212,0.0049541002361135,-0.0074405588134479,-0.0140768563535622,-0.008246163596181,-0.0162986628825591,-0.0042030535965544,-0.0094412873265791,0.0021932684314778,-0.0019595473740307,-0.0011267721977673,0.007332584158624
2006-09-01,-0.0287254228910143,0.0225737498779323,0.0198663192977539,0.0285212911062817,0.0158009040391191,0.032792866694312,0.0387186195794964,0.0465550765824476,0.0348929387419678,0.0273293073836058,0.0087349207069928,0.023223709092234,0.0155044948042515,0.0158341917605122,0.0023944299724965,0.0078778942761135,0.0214875548052697,0.0172270314238696,0.0309872467356291,0.0365086656389235,0.0291719053544923,0.0208647605892089,0.0146209522726583,0.0110251746587568
2006-09-08,-0.0395147248924319,-0.0160051938477113,-0.0079804410114326,-0.0164818757245264,-0.0220704682382605,0.0177424578111602,-0.0033431032291327,0.0051332129271799,0.0072855653979699,0.0203610577709654,-0.0126029364701474,-0.0074017303184243,-0.0083538488676191,-0.0093459642641239,-0.00382309847194,-0.004512116228672,0.0012030542119891,-0.0026675858501753,-0.0139956499630692,-0.0187576275255116,-0.0072809762772536,-0.0112727104756421,-0.0144124892108504,0.0043007787805828
2006-09-15,-0.0393419365062073,-0.005530342999485,0.0182594164946607,0.0265831648200567,0.0467266874670417,-0.003878683734024,0.055778178678288,0.0371031536757726,0.0641239707374929,0.0120439121975468,0.0047312851387844,0.0045510837082247,0.0168931936394749,0.0173605849349662,0.0230091288647642,0.0336568362740474,0.0189763988766771,0.042846493171109,0.0275664269108706,0.0371320906642427,0.0205581653259092,0.0116046244836764,-0.0076931301946394,0.0262982805982199
2006-09-22,-0.0077114892684779,-0.0054751531741671,-0.0096358794562261,-0.0006451060831884,-0.0175008986930248,-0.0240504029716845,-0.0088065614400624,0.0007816828017637,-0.0042698957740866,-0.0118184463825448,-0.0072713549006048,0.0095939400858546,-0.0204231746765564,0.0001418280229463,-0.0020801674636726,0.005311587278497,-0.0032963496798846,-0.0108401724780679,-0.0016027089138702,-0.0246298809785312,0.0220113125030172,0.0048524486159184,-0.007617673523441,-0.007295691282362
2006-09-29,0.0434678470732967,0.0189860613008781,0.0265238353032362,0.0179096127155882,0.0319047081736223,0.0434338619012617,0.0101504202316891,0.0132737117671202,0.00668068213089,-0.0017733369112293,-0.0102697835929684,0.0052873575520866,-0.0012292159083219,0.0127736202557795,0.0108026515882611,0.0138484806539775,0.0126774612522895,0.0169575592907027,0.0175434358654793,0.0342858238096499,-0.0058484880309253,0.0271561357101139,0.0128759180213646,0.0040690217258625
2006-10-06,-0.0138936425677227,0.0117212810384887,0.0267173059820384,0.0188191384668154,0.0289205893723401,0.0101646869806699,0.0137610229665678,0.0491476879386469,0.0323618637085674,-0.0273768388840632,0.0027120026671585,0.0150896083645428,0.009978536512776,-0.0001529881823223,0.0088705519014966,0.017970208472323,0.0138969607081915,0.0189737743643383,0.0189994738311374,-0.0051942219322612,0.0045282969276929,0.0167055507697424,0.0066286550796641,0.0201607265847869
2006-10-13,0.0232185998340834,0.028871072365308,0.0120388634742099,0.0176081854093987,0.0112998631339096,0.0318215399030576,0.026034731425282,0.0152158425537485,0.0256330430594082,0.0219830744319973,-0.0044509884149184,-0.0136613890815596,-0.0127882419204848,0.0027684985187994,0.0099721292338517,0.008548599742951,0.007332877389556,0.0172497014230772,0.0296096555173375,0.0472358934714587,0.0234652489399505,0.0143603968846688,0.0121864585753068,0.0243851350731971
2006-10-20,0.0178310538048833,-2.1319997167590365e-05,-0.0155102196916341,0.0001382484123095,0.0152812754553197,0.0138553690864957,-0.0124868844556669,-0.0141968534087723,-0.0140702857471537,0.0048496419641794,0.0118909049778475,0.0123209494283489,0.0153156848216728,0.0233110617486189,-0.0116390856533574,-0.011810969546703,-0.0074093455302115,0.0075203428325447,-0.007174067955448,-0.0441311572153838,0.0151919183576347,0.0099008512488254,0.0295823361673033,0.0051861692012868
2006-10-27,0.0256229050603336,0.0173034501820996,-0.0024389382030346,0.0080373841345053,-0.0028065535858812,0.0141196032363932,0.0298322496865728,0.0025722778229853,0.0118136926545313,0.0166135942872256,0.016048494034963,0.0102870429341548,-0.0102946641234875,-0.0040067735082469,0.0050399490529475,0.0107932289341341,0.003801120484272,0.0062222063840682,-0.0128051566805598,-0.0014047134663665,0.0156425625307816,0.0264249163345506,0.004673262191404,0.0100646584532715
2006-11-03,0.0071924582241891,-0.0040699317187089,-0.0104629665035403,0.0003574682341613,-0.0223808087812146,-0.0030550013474617,-0.0115169038488571,-0.0160053859393954,-0.0263259751143466,-0.0475265205202329,-0.0133413993267529,0.0002531560306853,-0.020141503434505,-0.0137264906448716,-0.0101983789864833,-0.009847821453506,-0.0062989549461112,0.0036595379024899,-0.0054382956539222,-0.0105053640826386,-0.0216016829706033,-0.0063188334721453,-0.0051708529464367,-0.031527178260036
2006-11-10,0.0192368316922617,0.0137594131882337,0.0186987274984187,0.0259640089776429,0.026834405258322,0.0350340282857286,0.0188994788901646,0.0302118094328296,0.0248758435805986,-0.0002639620174389,0.0009797946675129,0.0087495246051707,-0.0087327106186707,-0.0179545355905381,0.0181065638195563,0.0164765373968591,0.0222920606756718,0.0225329360956727,0.0351608294955247,0.0154240541685048,-0.0091026053393373,0.0136029993652047,0.0121508938569057,0.0107305823873202
2006-11-17,-0.0064513561758984,0.0090522712041325,0.028082472000376,0.0231867033412942,0.0196790837922722,0.0283834061513932,0.0339945548821158,0.0202974325318103,0.0183773346142859,0.0099042491620053,0.0179529563758487,0.0071364439151717,0.0155241423578917,0.0270209946881445,-0.0003477223681185,0.0147649588219416,0.0191930834994222,0.0206444167445989,0.0202104121813695,0.0539337488237621,0.0063154674606618,0.0117405773157102,0.0044004477659311,0.0177879243264755
2006-11-24,0.0053757870789792,0.0303839141693271,0.0006374367797854,-0.0085700074293735,-0.0021459324035792,-0.0343635791304535,0.00499395311811,0.0091934312676449,-0.0059523798377832,-0.0045518666505646,-0.0056023177080167,-0.0048075500823538,0.0034264450653516,-0.0131361139444952,-0.0089910192262796,0.0007783472783395,-0.0072549832962021,0.0062886243502995,0.0122238396032816,-0.0012256443302303,-0.0114309983417256,-0.0035543204887678,0.003573543562988,0.0587396941793758
2006-12-01,0.0581853439477444,-0.0064633135917469,-0.0111726952710649,-0.017962485501566,-0.0205406884276923,-0.0330609060601071,0.0036810571092407,-0.018513461950452,-0.0122009638328167,-0.019278659155689,0.0020221718276318,-0.0117714083157529,0.0134389252891278,0.0045064509343337,-0.0036687971236712,-0.0247183526506721,-0.0106257618897129,-0.0273918799982527,-0.0170770133999446,-0.0321683369807486,0.0161011393602852,-0.0002160934223076,0.015146120430217,-0.0034831370543614
2006-12-08,-0.0093595087412973,0.0233161653651041,0.0079268013689854,0.0147080288902796,0.0098062839165833,-0.0187233045629732,0.00732032471294,0.0215096288194773,0.0109250362378467,0.0307106161232841,0.0192005524890566,0.0170317600359872,0.022082591477859,-0.0099464557530289,0.013438795152358,0.0253980266705458,0.0162855787050013,0.0017580147033957,0.0086826576706318,0.0032255257743549,0.0189852292775396,0.0284605325626139,0.0007465139320437,-0.0030785742884753
2006-12-15,0.0162164063544028,0.0043036641283475,0.0102318119719848,0.005115293688803,-0.0077416075842705,-0.0062307182562375,0.0003652362416044,-0.0046625222024866,0.0122898650020111,0.0143271701752589,0.0010110520290584,0.0024439221058203,0.0035904633789762,0.0090251526390341,0.0217818960282016,0.0204158130140832,0.0182262029719206,0.0164149162292954,0.0046801569330194,0.0053014835133897,0.0189074928066723,0.0165320947861158,0.0132415574677515,-0.0104278987926919
2006-12-22,-0.0387738274269684,-0.0252996739907312,0.0032346644953951,-0.00779798812356,-0.0409023345979278,0.0141292794202267,-0.0090273479963904,0.0033619794749795,-0.0197740849969048,-0.0016777071900525,-0.0009084933439502,-0.002373631834174,0.0101382004451824,-0.0103082991109944,3.4497356271590007e-06,-0.0016035839742275,-0.0017387629600899,-0.0287466408860043,-0.0187297221377551,-0.0340052968860288,-0.0110764328225314,-0.0005863637757843,-0.0116369771390049,-0.0187891830878652
2006-12-29,0.0040199948363499,0.0116393284065956,-0.0003966187745577,0.00522856616381,0.0140217856879343,0.0167012285702234,0.0092107207009684,0.0047818516007998,0.001426194257087,0.001394633189806,0.0022867983371426,0.0060260253137536,0.001524503636493,0.0043301533424984,0.0010224324034848,0.0090960690704642,0.00247143855411,0.0057138339572133,0.0101638035976558,0.0082689913237559,0.0207343725713939,0.0014882927480603,0.0029420097324992,0.0228252753325908
2007-01-05,-0.0490808292551396,-0.0172892804761369,-0.0037139232803864,-0.0021636378866517,-0.0017948322187817,-0.0053898123226885,-0.0088893645090413,-0.009910054755415,-0.0012946937489262,0.0079853833208827,0.0008520985181414,-0.005581244225575,-0.0070997940340965,0.0125616510791122,-0.0067338752291722,-0.0053141305850985,-0.0068338809927906,0.0125766019921178,0.0142719427396371,0.0110926143356913,-0.0203851498060139,2.945098977202853e-05,-0.0169326568895257,-0.0154479442263196
2007-01-12,-0.0076482408641895,0.0306366737819776,0.020686334763319,0.0236886218798739,0.019108720430474,0.0354996080295657,0.0138626075049039,0.0263035119285024,0.0364527684293465,0.0137395623389451,0.0139111768804349,0.0216992230955752,0.0242247726874822,0.0135203212698054,-0.0010497908844314,0.0199364370905292,0.0054297528070814,0.0247828380593158,0.0249011818654383,0.0378801274890776,0.0071626631610026,0.0260514191178256,-0.0043179998961698,0.0440577309087968
2007-01-19,0.0178548764223394,0.0124341843049231,-0.0053085701406533,-0.0060021696361263,0.0200184113648842,0.0221138125247963,0.0092639027997225,-0.0003635723337821,0.0090795100398763,0.0100856118745686,-0.0043146593487667,0.0146209160877284,0.0032724017245486,0.0176154354635142,-0.0085288805678864,-0.0021546084485274,-0.0012295898532664,-0.0176395403635336,-0.0392564478772542,-0.054097096980627,0.0058977340260293,0.0063905471411453,0.0050518339688165,0.0241511843460349
2007-01-26,0.0053211644481534,0.0126675472447403,-0.0108410309932328,0.0028782535733999,-0.0290515658387513,0.0171723611848169,-0.0152616502204108,-0.0151728812348291,-0.0213350723013008,-0.0096532285111168,0.0006793427000968,-0.0130160955315585,-0.0029014011523676,-0.0192710324057352,-0.0013501899674246,-0.0036406801994706,-0.0139187417760704,-0.0010934167417043,-0.006442296114275,0.0125036929811941,0.0232818790910285,-0.0226141469842472,0.0053660615533197,0.0191245258186729
2007-02-02,0.0340284153817351,0.0189970496244169,0.0293353086211864,0.0251434258715481,0.0503755538575247,0.0044157936805322,0.0518093213414336,0.0255641268384159,0.0305315442234199,0.0118900142555669,0.0065435028325269,0.0154748849480006,0.0251986714155736,0.0112384518236852,0.0195071741674515,0.015359643820672,0.0171699209169391,0.0089940721744805,0.0121677626807958,0.0176001462204375,0.0271228528274838,0.0072543861689924,0.0202447575315201,0.0182411068831691
2007-02-09,-0.0042170884049073,-0.001845582164883,-0.0105826724103049,-0.0149544776890118,-0.0169439763829097,0.0292195474053429,-0.0201233912105143,-0.0061357408933533,-0.0012495652471649,-0.0044786495149153,-0.014190799315893,-0.0079649253193317,0.0002335489641145,-0.0095912615354333,-0.0065640462692925,-0.0106800656552765,-0.0009384712707797,-0.0210341490425702,0.0083396249843403,-0.0044701044774329,-0.0180287156298123,-0.0127882304120764,0.0241509271955302,0.0167371477078481
2007-02-16,-0.0056049402836481,0.034562621408374,0.0201283714659425,0.0156775987804527,0.0315332173062086,0.0056644468551874,0.0256193596777003,0.0114656485304562,0.0136723782414045,0.0144134568442908,0.0150886263972311,0.0124600561812049,0.0241535316479373,-0.0018863297843291,0.0218125761441265,0.0163919044235587,0.0126384713355782,0.0145342914292103,0.0143953689412856,0.015564373154133,0.0203186073663677,0.0086092237264019,0.0041787376502711,-0.0035237336403527
2007-02-23,0.0126140173526951,0.0137974302869408,-0.0020716611114164,-0.0021436342873585,0.0078254794793972,-0.0076802280584604,-0.0065756685008696,0.0060423064075865,0.0021908265457404,0.0015298698250132,-0.0077751645403787,-0.003099522313174,-0.0036585177459165,-0.0105677902113837,-0.0074259223570813,-0.0153041996301739,-0.0045758812373557,0.006370467430965,-0.0004023936596849,0.0199957562953778,-0.0023751966744581,-0.0053325753000679,0.0116268430707859,-0.0175822653909383
2007-03-02,-0.050800258324289,-0.051836932227922,-0.039902439298311,-0.0514881783759528,-0.0648997518552606,-0.0653982606834617,-0.0446859594248008,-0.0507825090079313,-0.0551084591012275,-0.0349860587785899,-0.030076074821872,-0.02967033554007,-0.0329967982022118,-0.0350723490536885,-0.0395987632338178,-0.0632427122222411,-0.0207902019956544,-0.04932308661821,-0.0624571183359081,-0.0649437839882824,-0.0197605790273995,-0.0489339137604792,-0.0188022457327234,-0.0587872439025338
2007-03-09,0.0261069470925894,0.0210707089164159,0.0110903680195366,0.0099064494333689,0.0166053706292312,0.0144200758105375,0.009514214877214,0.0071499796705478,0.014156195024702,0.0024918165048175,0.0244597093626868,-0.0066502300893295,0.0066267588750958,0.0117986018952287,0.0012067246070568,0.0153165839927833,0.0032058424368339,2.041067781810568e-05,0.0196190232211306,0.0229374735034968,0.0011015437056203,0.0114070068763727,0.0026063180745046,0.0062509516275313
2007-03-16,-0.0151855953349766,-0.0064100045465005,-0.0024362080588427,-0.0130445400282286,-0.007922579981017,-0.030693010207127,-0.0222746594607142,-0.016769535876685,-0.0179748574411053,-0.0003843703368375,-0.0060921902524955,-0.0099793961600826,-0.0008629701536672,-0.0183445747689853,-0.0198412127991,-0.0267947511536391,-0.0203048959849287,-0.001231356677554,0.0049898139283754,-0.0109107394258225,0.0005254367182256,-0.0167720630808737,0.008448801532604,-0.0165426271165533
2007-03-23,0.066553762882378,0.03564662616319,0.0346054855990756,0.028500678632974,0.0349519456298952,0.0380183712634385,0.0307249568202314,0.0382978558471962,0.0395726279241739,0.0390191558799615,0.020945328236849,0.0341159019540893,0.0318073073572413,0.0241857402582417,0.0347942466638324,0.047391989424933,0.0284508113125607,0.0398310796559722,0.0179411283359387,0.0110463931577426,0.0418300991501738,0.0273118691216935,0.0405544813290186,0.0276537887137153
2007-03-30,0.0027813261099001,-0.0062812844931591,-0.0161809842070386,-0.016871565329404,-0.0287182722069561,-0.0195633754885584,-0.0316638673875614,-0.0089461273805301,-0.0179923649279059,-0.0151836910619502,0.0076712212594223,-0.0090972549097723,-0.0133059669634817,-0.0029213099875973,-0.0259846753707982,-0.0175871185640137,-0.0104388909136831,-0.0075657250047733,-0.0095211088482723,-0.0211022422263676,0.0050969060748469,-0.0093200083806439,0.0010023639470961,-0.0187897946646161
2007-04-06,0.0232656936445923,0.0142251299974427,0.0049050799326881,-0.0030563755367791,0.014714421152687,0.0289393560169535,0.021019471378227,0.0154645763645224,0.019858193004457,0.016740204726352,0.0252768945727548,0.002340368861011,0.0244769427462001,0.0288298404824458,-0.0060605738988932,0.0111853907044912,0.0084907592247571,0.0274741854967155,0.0220571670050639,0.0224665267959505,0.0108779398740139,0.0195479841782963,0.0199588241552919,0.0133185667147368
2007-04-13,0.0215497100302195,0.0107598154623358,0.0048865886678939,0.0114475682238077,0.0251491552661966,-0.0034380924173783,-0.0018792072167806,-0.0018667567444593,-0.0046493019249093,-0.0055181547735404,0.004829296687044,0.0044010254308597,0.0001195691565814,0.0342285687826613,-0.0056733330612144,0.0034162999409028,0.0020274272602076,0.0010695603203554,-7.475294562198087e-05,0.0130111343545447,-0.0080587737810944,0.0150003745864444,0.0006001613838788,-0.0086678203028232
2007-04-20,0.0051734071243816,0.0098480677427117,0.017782914992003,0.0192946027835829,0.0347879503839339,0.0184079786146862,0.0343025444638891,0.0168954080690957,0.0238533948073684,0.026125155629912,0.0179444374766639,0.0118421392464376,0.011103811828043,0.0255700595016719,0.0442556188387115,0.0426908778230192,0.0291418905170803,0.0071166608144206,0.0097317537831786,0.0518708867390558,0.0207317262790178,0.001590091984857,0.0181561868925437,0.0102605209759092
2007-04-27,0.0145406051592145,0.005258410368728,0.0305074498059094,0.0088348056786637,-0.0213677067588486,0.0173014390562142,0.0146966085093631,0.006231850973515,-0.0053502218927017,-0.0040547377750603,-0.0022283858258516,-0.0037367344960159,-0.0011502379466374,0.0016448694226265,-0.0019156227001206,0.0004952819663033,0.0094570834404601,0.0134189510369813,0.026317395272144,0.0148752844117294,-0.0170520612772353,-0.0110495814756572,0.0090824379175462,0.0009654584068423
2007-05-04,0.007818803474302,0.0045185157375469,0.008765973821242,0.0170010538158824,0.010756143909868,0.0061965305228448,-0.0134591226954863,0.0104238647715888,-0.0133925082432286,-0.0083348304064068,0.0035599908971726,-0.0021676454586342,0.0087714502316549,0.0123108901642614,0.0085270802519401,0.0137817076878097,0.0154791814881674,0.0047327570542272,0.0140677292047348,0.0078453073425546,0.0356092334329032,0.0103084894903966,0.0057039497230195,-0.0225049542737371
2007-05-11,0.0055521454142306,0.0091857234108534,0.0055403315216253,0.0083918564309615,-0.0030555662954014,0.0037582164347735,-0.0049142877960076,-0.0015707408481282,-0.0061058529106488,-0.0028685459715184,-0.0098738728715296,-0.0141945275571607,-0.002695392355006,-0.0141792603411841,0.004589354069548,-0.0068033945615886,0.0131202541677297,0.0023424859080525,0.0098736909691856,0.0123597773526262,0.0072556452078864,-0.0021381306979972,0.0017731204689586,0.0072315921779544
