Dates,DJUSBMT,DJUSNCT,DJUSCYT,DJUSHCT,DJUSINT,DJUSENT,DJUSTCT,DJUSTLT,DJUSUTT,DJUSFNT
29/2/2016,0.071071501,0.006192154,0.007323125,-0.003249956,0.029468478,-0.02202472,-0.012193361,0.023859685,0.018585048,-0.024722933
31/3/2016,0.086904184,0.058082895,0.059743275,0.030587094,0.079183463,0.097702187,0.092124283,0.062771153,0.082389226,0.074744927
29/4/2016,0.060525395,-0.004233718,-0.009522152,0.030018267,0.014991636,0.090793456,-0.0568775,-0.018894772,-0.020609395,0.027893333
31/5/2016,-0.010791301,0.004581949,0.004134923,0.02320139,0.007496623,-0.011319313,0.057997524,0.001640553,0.015728298,0.022557464
30/6/2016,-0.007223292,0.031526719,-0.005847411,0.006289758,0.008609239,0.029944077,-0.024204667,0.091649259,0.075651224,-0.028072713
29/7/2016,0.057180702,0.014290694,0.039174062,0.052285319,0.03352112,-0.020228047,0.085244499,0.01526452,-0.008595233,0.038541857
31/8/2016,-0.001270581,-0.002749141,-0.012296716,-0.03293931,0.00965112,0.012977853,0.021808125,-0.053886188,-0.055130046,0.032989406
30/9/2016,-0.009011397,-0.016766762,0.000988721,-0.000497308,0.001367222,0.032307478,0.024283412,-0.008353141,0.00481297,-0.018577546
31/10/2016,-0.018525452,-0.016171508,-0.022163764,-0.06544169,-0.023141017,-0.034321944,-0.003227368,-0.0593526,0.007941176,0.002900743
30/11/2016,0.083075973,-0.028915442,0.050630302,0.0234348,0.078605646,0.090690481,0.003089418,0.034922099,-0.04802201,0.088414521
30/12/2016,-0.003975243,0.027219084,0.004002786,0.006288103,0.005504547,0.017244692,0.013765416,0.079563841,0.047247887,0.038657218
31/1/2017,0.044777879,0.028620113,0.031689418,0.024922683,0.019243055,-0.033149271,0.048032212,-0.018810548,0.012739031,0.005958889
28/2/2017,0.019084154,0.042960729,0.023261981,0.064667416,0.033512369,-0.023486624,0.050096839,-0.002147348,0.050108723,0.048519102
31/3/2017,0.010201661,0.005849121,0.01308823,-0.005352527,-0.00286509,-0.010620767,0.025351247,-0.010582363,-0.000655282,-0.022349148
28/4/2017,0.003491467,0.003091935,0.027291,0.019210682,0.02144505,-0.032897524,0.0230256,-0.029620162,0.007370202,-0.002449291
31/5/2017,-0.010359946,0.028552307,0.013741028,0.002533368,0.014506442,-0.037371455,0.043641399,-0.010975807,0.040890451,-0.006834464
30/6/2017,0.016475114,-0.00116391,-0.017371164,0.048871043,0.01231557,-0.004581321,-0.028167618,-0.032218121,-0.025351443,0.047635356
31/7/2017,0.024350901,0.001495577,0.017633614,0.006510366,0.012065777,0.024165229,0.036751251,0.060087391,0.02562589,0.019051997
31/8/2017,0.011870874,-0.006990316,-0.020626969,0.0220308,0.005511547,-0.053367823,0.035126067,-0.026553106,0.031216375,-0.009192522
29/9/2017,0.03907045,0.002832417,0.007453461,0.009580403,0.040540275,0.101404859,0.003906539,0.030529172,-0.025988522,0.038042049
31/10/2017,0.037284523,-0.000110401,0.006517989,-0.006621622,0.021118317,-0.007433208,0.077821482,-0.073573812,0.039412549,0.023499483
30/11/2017,0.007913589,0.034632831,0.061011918,0.030819692,0.032016198,0.020339548,0.010221257,0.067924528,0.028342701,0.032359131
29/12/2017,0.023210006,0.020000534,0.025604303,-0.006943019,0.012855313,0.051578877,-0.000449145,0.053439493,-0.059831251,0.01263756
31/1/2018,0.03971299,0.018963172,0.09014224,0.066969856,0.058985335,0.032979481,0.072257896,0.003136503,-0.031844213,0.046384944
28/2/2018,-0.051040358,-0.062975417,-0.042144852,-0.04337116,-0.042854399,-0.106180133,0.004704356,-0.071957442,-0.039792587,-0.031618626
30/3/2018,-0.042529096,-0.012007926,-0.023900603,-0.026791656,-0.024075044,0.020808185,-0.036808303,-0.008493016,0.040334947,-0.021980097
30/4/2018,0.014364294,-0.03929905,0.018041771,0.009914677,-0.023908942,0.094553597,-0.00124791,-0.013780735,0.024352106,2.76E-05
31/5/2018,0.023798151,0.003492265,0.012346742,0.010634227,0.035780043,0.034695902,0.075089398,-0.026104225,-0.004817197,0.005680408
29/6/2018,-0.002579724,0.041473727,0.035019515,0.016733781,-0.01679446,0.00698379,-0.009189192,0.025133283,0.02469291,-0.004798333
31/7/2018,0.034077152,0.016357829,0.025157561,0.065260519,0.055030853,0.012493838,0.023183851,0.022432057,0.017999779,0.039490118
31/8/2018,-0.008461385,-0.009827008,0.058425902,0.046202357,0.018441155,-0.03047982,0.073994225,0.02932352,0.011040401,0.022122486
28/9/2018,-0.025627608,0.006649897,0.010742846,0.02620671,0.016190197,0.026727967,-0.007205076,0.019538633,-0.003957847,-0.019534626
31/10/2018,-0.099478098,-0.018563952,-0.082162773,-0.07192821,-0.106500589,-0.116609323,-0.083939117,-0.001049787,0.012507181,-0.050470767
30/11/2018,0.02380916,0.011610144,0.025942136,0.066308594,0.03068384,-0.024151361,-0.019917579,0.03666935,0.038322872,0.032170611
31/12/2018,-0.069945633,-0.090982309,-0.090963651,-0.089351254,-0.102469832,-0.131678829,-0.080981085,-0.076373911,-0.041405298,-0.101194545
31/1/2019,0.059692624,0.073286885,0.089637837,0.056035801,0.111108896,0.115067876,0.090800797,0.031805338,0.036483694,0.092892456
28/2/2019,0.034461856,0.021247455,0.015351934,0.013581449,0.066145207,0.021509613,0.053408812,0.033450266,0.039037972,0.028716897
29/3/2019,-0.001889833,0.029494975,0.0248474,0.004836532,0.001985596,0.023469953,0.041455272,0.019140223,0.028815298,-0.006133167
30/4/2019,0.029046983,0.033512674,0.064849697,-0.028750299,0.043311054,-0.00128526,0.067681331,-0.007134108,0.009443265,0.066457085
31/5/2019,-0.097432606,-0.066405946,-0.06013611,-0.025743193,-0.067533199,-0.11401285,-0.095139698,-0.028330267,-0.009620388,-0.049953389
28/6/2019,0.126566475,0.062732914,0.068631231,0.068878404,0.076990135,0.089936111,0.079043321,0.069271205,0.033140701,0.055364515
31/7/2019,-0.012849287,0.022780074,0.006953008,-0.013452657,0.009320479,-0.021452906,0.045128929,0.009498813,-0.003102947,0.023939155
30/8/2019,-0.044023191,-0.007758863,-0.009380374,-0.007925254,-0.02096997,-0.085358236,-0.028453693,0.037823449,0.048396331,-0.02313406
30/9/2019,0.035719594,0.032152687,-0.004629386,-0.00611543,0.019237476,0.040023286,0.017583725,0.052689134,0.041008837,0.029627521
31/10/2019,-8.61E-05,0.004701739,0.011607473,0.048915827,0.009978277,-0.022809964,0.040010411,0.023212768,-0.008355589,0.019120972
29/11/2019,0.034691622,0.017189347,0.026677551,0.057277548,0.045892521,0.014584871,0.055325647,-0.019178942,-0.020257012,0.035010574
31/12/2019,0.034457885,0.038967373,0.014992685,0.03337873,0.003811619,0.064037002,0.042413745,0.030638939,0.032800565,0.021327453
31/1/2020,-0.074518586,0.00927085,0.002889069,-0.026008927,-0.004465023,-0.112631504,0.040417661,-0.022989975,0.061407428,-0.00674176
28/2/2020,-0.085227849,-0.082058835,-0.076449121,-0.063437621,-0.087854187,-0.148074468,-0.067082426,-0.060201106,-0.101281581,-0.099319728
31/3/2020,-0.160613308,-0.117261588,-0.123875123,-0.042300324,-0.179211292,-0.356680075,-0.090951705,-0.094226677,-0.09955157,-0.204940168
30/4/2020,0.174645708,0.103010533,0.170373631,0.132820853,0.110740823,0.3079457,0.150155817,0.070765177,0.032602922,0.098585121
29/5/2020,0.076950263,0.04560238,0.046803962,0.040362224,0.07150044,0.017806154,0.074520722,0.014722769,0.041937282,0.0342702
30/6/2020,0.024508488,0.027621331,0.02908472,-0.0210316,0.023213123,-0.007990796,0.06700328,-0.027320858,-0.047573005,0.003269561
31/7/2020,0.074940668,0.086545214,0.084659488,0.053256624,0.05054856,-0.045264613,0.063708183,0.026384676,0.072985291,0.03289633
31/8/2020,0.043330444,0.110837896,0.088967951,0.0228746,0.068955748,-0.006373561,0.11973979,0.029066472,-0.025444883,0.043711857
30/9/2020,-0.009087722,-0.024249152,-0.035907462,-0.01611533,-0.009246921,-0.145807165,-0.060889094,-0.019099135,0.005060729,-0.036465711
30/10/2020,-0.014922636,-0.031376581,-0.030203599,-0.033675686,-0.016541208,-0.035625355,-0.022257463,-0.03437005,0.047762912,-0.023055272
30/11/2020,0.137495345,0.128241596,0.109174108,0.082824572,0.157895532,0.273797422,0.105840532,0.081424567,0.017065181,0.145954526
31/12/2020,0.031674578,0.067563076,0.03540978,0.037232379,0.025423508,0.044419262,0.046903994,-0.010676703,0.008206206,0.054959045
29/1/2021,-0.019992067,-0.006561942,-0.021380896,0.022187851,-0.039989818,0.038923528,0.007692015,-0.03140528,-0.011314836,-0.024575544
26/2/2021,0.042372587,-0.022606988,0.028860912,-0.018882975,0.067368882,0.217039554,0.013998454,-0.013045569,-0.056186514,0.09485757
31/3/2021,0.087524269,0.054052419,0.030526442,0.026504457,0.063632242,0.029539027,0.012482286,0.064161134,0.105092147,0.051119323
30/4/2021,0.043652575,0.029445867,0.056628452,0.043926346,0.044650104,0.007712897,0.064826312,0.03214974,0.039929509,0.072473175
31/5/2021,0.061161452,-0.002241452,-0.02641792,0.012502472,0.015571901,0.059017463,-0.005529901,-0.025879917,-0.023742419,0.027701076
30/6/2021,-0.057848195,0.015574531,0.022008253,0.028220313,-0.005454105,0.04822617,0.075540693,-0.008710339,-0.019633101,-0.013145949
30/7/2021,0.020033242,0.013982051,-0.000513565,0.046018285,0.014343661,-0.081698832,0.040120496,-0.000842315,0.03870132,0.014502123
31/8/2021,0.001198133,0.001552037,0.025828771,0.025161614,0.017468726,-0.016262114,0.050214385,-0.023049068,0.03696327,0.030397167
30/9/2021,-0.067091734,-0.030158214,-0.032074339,-0.054619668,-0.066133694,0.091832112,-0.065046687,-0.025652089,-0.061073524,-0.026741275
29/10/2021,0.079089958,0.125311463,0.032972131,0.04677881,0.054396068,0.10598387,0.089626019,-0.035123385,0.049878828,0.064184029
30/11/2021,-0.009614562,-0.009298793,-0.01364716,-0.035748177,-0.038450019,-0.049679163,0.029679481,-0.06700461,-0.016228409,-0.049094302
31/12/2021,0.082656373,0.039162921,0.015482289,0.079801446,0.053375241,0.023030278,0.01642847,0.052140861,0.095202834,0.052625223
31/1/2022,-0.069011086,-0.050774958,-0.09199486,-0.075762603,-0.066562727,0.173890241,-0.082011699,0.027307308,-0.031224034,-0.014276701
28/2/2022,0.020377445,-0.037579317,-0.018628615,-0.010388824,-0.034206101,0.073016328,-0.048704575,-0.004530222,-0.019424007,-0.023427271
31/3/2022,0.084326101,0.031513936,0.01863868,0.051431768,0.031588991,0.094223563,0.031306024,-0.018452715,0.098829482,0.011386861
