date,.DJUSBMT,.DJUSNCT,.DJUSCYT,.DJUSHCT,.DJUSINT,.DJUSENT,.DJUSTCT,.DJUSTLT,.DJUSUTT,.DJUSFNT
2000-01-07,0.06350987432675037,0.034078893859292414,-0.03578613523940266,0.08523702627756502,-0.0011170304175974755,0.07003275310050405,-0.0818028610621202,-0.05092336001064135,0.06485941525708538,0.01116582963576973
2000-01-14,-0.0416965604557924,0.0014550888784017335,-0.0006382090871155377,0.0024031149236478644,0.007483870967742057,-0.008529371302792743,0.06606680951689858,0.015276804484933404,0.016200294550809957,0.03397145337062413
2000-01-21,-0.07442638833839788,-0.025603769880227834,-0.010831921008031764,-0.013504081570721915,0.0010245901639345245,0.029901484667684164,0.022822274539950893,0.003474139517761765,0.047515527950310554,-0.0626326221289496
2000-01-28,-0.0511490698006376,-0.04562124692701408,-0.07173718712753285,-0.022978959025470536,-0.06289093597179574,-0.07928595486695844,-0.08620662658148559,-0.06376246704115562,-0.037306057910860724,0.0005472772954551175
2000-02-04,-0.011934610370073151,-0.005151809467505597,0.045822967659096436,0.03513743270048164,0.03316140776699017,0.0046458882060285145,0.11099497074119458,0.049811431650095495,0.009444130780680515,0.008055493398970714
2000-02-11,-0.07424888347543646,-0.03646164947578423,-0.022022713321055765,-0.04723667001247067,-0.04739670513611127,-0.04766412992025626,0.026605589487321835,-0.00025660166091256986,-0.011999796613616609,-0.04402515723270428
2000-02-18,0.006359300476947549,-0.030220264317180723,-0.08638681836014128,0.007502234708210764,-0.011251888159314327,0.03731742754454381,0.0023512266943104265,-0.04706349021163403,-0.005558128763316406,-0.05211558307533548
2000-02-25,-0.028817344882061335,-0.04587989461251929,0.0006870491240122956,-0.016603821413859632,0.015183637837500763,-0.05226686325101371,0.04764866789073352,-0.03188050930460329,-0.05651296382549287,-0.02005988023952099
2000-03-03,0.005721337222347023,0.023471719672443436,0.04153793340199097,0.01971967133881103,0.06209882988851678,0.0976586807716242,0.08263646963724924,0.14932470028833023,0.03406285996379799,0.05032913923839688
2000-03-10,-0.04472950362520922,-0.0993627017723403,-0.009201274445176821,-0.0019591114481625205,-0.011306133071162017,0.027920490380186402,0.034186791767154556,-0.0029928260199815204,-0.023445788245279098,-0.036387676847811745
2000-03-17,0.07443951424567952,0.08858013532358844,0.0797826629334959,0.013835681494380303,0.03155708937763202,0.0016200751439108263,-0.025556002785604326,-0.008784708427139964,0.049429657794676674,0.1443782760229424
2000-03-24,0.02608270390697176,0.006595179350920466,0.033554979333008106,-0.019299231778152515,0.05185563210569599,0.014970059880239583,0.05800588779102922,0.008573082746949456,-0.0011904761904761862,0.06203836930455631
2000-03-31,0.02022983636074782,0.02573650718831022,-0.009762034875055892,0.009457393962552407,-0.039056603773584886,0.040857152544671704,-0.07834364116356607,-0.001788355816572107,0.030211950044048308,-0.014473773342064344
