,DJUSBMT,DJUSNCT,DJUSCYT,DJUSHCT,DJUSINT,DJUSENT,DJUSTCT,DJUSTLT,DJUSUTT,DJUSFNT,gamma_reg,b_weight
2010-01,0.45848500933783287,0.4004312241955323,-0.16607672041553057,0.21792435894715156,-0.02024539575474099,0.6722305371032457,0.27431386841017763,-0.10294723136241508,0.12135337430472418,-0.8554690247659775,0.001,0.5
2010-02,0.40949861077356153,0.4036926659630001,-0.12966864983764287,0.3712526215616288,0.037427852733014876,0.6611679508444622,0.24806903985702206,-0.14467235833665,0.027765683426563964,-0.8845334169849607,0.001,0.5
2010-03,0.49882738845576374,0.5201697473051722,-0.07046049152663174,0.33587466488100626,0.09889502764917202,0.41405902225166263,0.4325964035010021,-0.21810455377049592,0.03273307533459878,-1.0445902840812502,0.001,0.5
2010-04,0.4342495752996599,0.48751720185810893,-0.03032454192519321,0.25759324536523,0.08346075743682707,0.3512069128690913,0.3616125449938533,-0.1142323052782551,-0.022509519047755985,-0.8085738715715665,0.001,0.5
2010-05,0.5693648725324061,0.5455970392099453,0.16420462981498996,-0.021668570849399868,0.21580892077020408,0.6043507565009314,0.450213205022772,-0.33036407210058444,-0.1320185151672884,-1.0654882657339761,0.001,0.5
2010-06,1.6928345196948842,1.0801636426889722,0.13590063612798503,-0.2838912147697263,0.4140311167843177,1.053324341483939,0.6758007949830305,-0.7532774090279849,-0.3965291750535619,-2.618357252911855,0.001,0.5
2010-07,4.8798963233511605,3.395749520455173,-0.9646061961765768,-0.2643662730202675,1.368843228849739,1.2251061672073777,2.3594962112195956,-1.6984388922019886,-1.7476455231598005,-7.554034566524414,0.001,0.5
2010-08,2.7523479488712304,1.9968460051760235,-0.5846767400564176,-0.4488764792768668,0.8600063714189752,0.40942730727213983,0.9419030065754951,-0.4606754375902424,-0.5155812842898181,-3.950720698100519,0.001,0.5
2010-09,2.5327157766719286,1.534312579456359,-0.2639817850060603,-0.30283239320686633,0.33580933100301613,-0.25665155677847906,0.2522846868572258,0.3077875834487621,-0.08052289577740142,-3.0589213266684845,0.001,0.5
2010-10,1.3596214793160153,0.877212354072296,0.10455846062467627,0.07515770147941005,0.24832539411362814,-0.21128085792316942,0.28270524361042754,0.3726985695125345,-0.22894279159146036,-1.880055553214358,0.001,0.5
2010-11,0.8485515750026754,0.684633855255561,0.16761848122184295,0.043384224819018,0.11685611984060403,0.08302139066509576,0.25053237936994777,0.19438382225298906,-0.0691864105547873,-1.3197954378729466,0.001,0.5
2010-12,0.9554163636068346,0.781023351440711,0.2402107380274035,-0.007571949547110733,0.11720698625764901,0.2464752108067355,0.1436537117830921,0.09727663567600472,-0.09689037614267416,-1.4768006719086455,0.001,0.5
2011-01,0.7556448330564717,0.6602060597766913,0.1960635718484957,-0.04980079245982162,0.09974549280558584,0.2309253192324402,0.18876985601727247,0.24991039902279177,-0.1241393552985579,-1.2073253840013694,0.001,0.5
2011-02,0.7433494522579017,0.673547758141068,0.1943240303172573,-0.06353363471700524,0.24449492503723147,0.2089338319922589,0.2748068933762332,0.12969051769010748,-0.10270566267475732,-1.3029081114202956,0.001,0.5
