,DJUSBMT,DJUSNCT,DJUSCYT,DJUSHCT,DJUSINT,DJUSENT,DJUSTCT,DJUSTLT,DJUSUTT,DJUSFNT,gamma_op,b_weight
2009-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2009-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2009-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2009-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2009-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2009-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2009-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2009-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2009-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2009-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2009-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2010-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2011-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2012-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2013-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2014-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2015-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2016-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2017-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2018-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2019-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2020-12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-03,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-04,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-07,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2021-11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.0
2005-04,0.05000464867003676,0.2623495576224815,0.05000002391793908,0.05000004931397801,0.050000028597071845,0.3376441606213586,0.05000001130352798,0.05000001171216477,0.050000802985744,0.05000070525569741,2,0.5
2005-05,0.050039121542336626,0.22328263850945929,0.050000138215868455,0.050000318000516124,0.05000016009620754,0.3414536972226884,0.05000006158165001,0.050000069313278994,0.05000251060617297,0.08522128491182157,2,0.5
2005-06,0.08756993249600106,0.31381570347536325,0.05000000067235225,0.05000000110030669,0.05000000070779701,0.2486060291747601,0.050000000278755945,0.05000000029586663,0.050000006810211196,0.05000832498858587,2,0.5
2005-07,0.1142063838150571,0.08972574782254392,0.05000011165667294,0.0500001479507007,0.05000010711786856,0.37854116484519124,0.05000003975632459,0.05000005121894729,0.05015085658550365,0.11737538923119006,2,0.5
2005-08,0.13578730412971673,0.05119075682419596,0.050000034741506924,0.05000004635381134,0.05000003248450036,0.4630215032434757,0.05000001293155184,0.050000016868791304,0.0500001527608672,0.050000139661582586,2,0.5
2005-09,0.08288737678032276,0.12452445505125576,0.050000065062292806,0.05000008947410563,0.05000004967744062,0.44258748762778566,0.050000021051002694,0.050000030103336694,0.05000020117699512,0.05000022399546231,2,0.5
2005-10,0.2299541728766336,0.05000111279873758,0.050000023242805385,0.050000029371340536,0.050000021037086013,0.3700445194799215,0.05000001026615867,0.05000001338257133,0.0500000455469563,0.050000051997789105,2,0.5
2005-11,0.17561997592061251,0.050003263114203604,0.050000145642861996,0.050000149835711806,0.05000012572396387,0.4243753668136217,0.05000005593704891,0.050000066555936654,0.050000279279470906,0.050000571176568025,2,0.5
2005-12,0.1850676020878742,0.05000082332374278,0.050000129476367484,0.05000009408719684,0.05000012261470805,0.4149303286764813,0.050000057681196135,0.05000006186736833,0.05000014192069993,0.05000063826436497,2,0.5
2006-01,0.15335306441375632,0.050005413865137086,0.05000044192655959,0.050000320174662376,0.05000042733725376,0.4466380045005616,0.05000018791808911,0.05000019693571769,0.05000043405398728,0.05000150887427516,2,0.5
2006-02,0.06614513748968853,0.05000001013758901,0.050000000870160134,0.050000001216194474,0.05000000125808742,0.5338548408647215,0.050000000402605445,0.05000000039400637,0.05000000226671584,0.0500000051002314,2,0.5
2006-03,0.1416960302820286,0.05000242805942847,0.05000042932256435,0.05000048175180349,0.05000060031990254,0.4582946108042141,0.050000280535401787,0.050000242977704716,0.050000663134283856,0.050004232812668054,2,0.5
2006-04,0.180674130095204,0.05000132495452673,0.05000024583932834,0.050000297727511266,0.050000541538277085,0.4193214374681607,0.050000196500704704,0.05000015128523514,0.050000269896764364,0.05000140469428771,2,0.5
2006-05,0.19634393308950204,0.05000208915861315,0.050000172515882416,0.050000215283439814,0.05000032065853395,0.4036504653429159,0.05000012080717945,0.05000011404156652,0.05000021651047696,0.050002352591889725,2,0.5
2006-06,0.12477637446849801,0.05000337699637625,0.050000248527264674,0.050000309800059074,0.05000045314991159,0.47521691933622695,0.05000017862970602,0.050000168826318164,0.0500003938481833,0.050001576417455944,2,0.5
2006-07,0.05002747451877889,0.050001034117314276,0.05000010120533563,0.05000014141100512,0.050000277976879795,0.5499698703884764,0.05000006935278804,0.05000007329238272,0.05000025258776257,0.05000070514927657,2,0.5
2006-08,0.05000054751791588,0.05000027111894048,0.050000042466838306,0.05000006382886161,0.050000091757486334,0.549998466260442,0.05000003583900506,0.0500000347874268,0.0500001845838396,0.05000026183924384,2,0.5
2006-09,0.05000119868863642,0.050000483306742866,0.05000007994147293,0.05000010848079298,0.05000017132098793,0.549996634206395,0.05000008896517185,0.05000006071582652,0.050000348883761966,0.050000825490211585,2,0.5
2006-10,0.050019088864885417,0.050001294314992076,0.05000026525471844,0.0500001569071021,0.050000874958439114,0.5499723229642651,0.05000066883535812,0.05000008569869823,0.050000923423124385,0.050004318778417094,2,0.5
2006-11,0.05954151490420043,0.0500000227009848,0.05000000399652151,0.050000001863783644,0.050000010191345,0.5404580504206922,0.050000002636952166,0.0500000016518454,0.050000038539615495,0.050000353094059403,2,0.5
2006-12,0.05000030021353072,0.050000150710499396,0.05000004906400766,0.05000004112442622,0.05000008573715343,0.5499985515832871,0.05000003893073304,0.050000042150894985,0.05000050577542036,0.05000023471004707,2,0.5
2007-01,0.05000130322185483,0.050000437279923,0.05000009375067084,0.050000084844210264,0.050000166836217,0.54999439428422,0.05000007252908379,0.050000091622548704,0.05000223271771928,0.0500011229135523,2,0.5
2007-02,0.050001850534871904,0.0500003574251419,0.050000110626365155,0.050000097166260526,0.050000222757887104,0.5499935257867608,0.05000007473807438,0.050000141968681036,0.050002410613486294,0.05000120838247109,2,0.5
2007-03,0.0500024383040183,0.05000045368902165,0.050000188246280955,0.05000017243781814,0.05000040043398728,0.5088363561324949,0.050000211231731886,0.05000036332974165,0.09115763314247119,0.05000178305243416,2,0.5
2007-04,0.050000242826780415,0.05000007582014344,0.05000004332450092,0.050000042103938824,0.050000070724934315,0.5478900287284504,0.05000003811640915,0.05000007676652986,0.05210926094760222,0.05000012064071054,2,0.5
2007-05,0.050003342384040764,0.05000022539923392,0.050000132505003174,0.05000017303801537,0.05000055679989283,0.5499849525445925,0.050000204629539,0.05000149772793003,0.050008232365074415,0.05000068260667816,2,0.5
2007-06,0.05000064814925332,0.05000011030200561,0.05000008019024903,0.05000010240355511,0.050000290868774194,0.549994999353481,0.05000014390336223,0.05000065611092328,0.05000269959625161,0.05000026912214477,2,0.5
2007-07,0.050000467729068264,0.05000010826484953,0.050000093104938484,0.050000107561304116,0.05000036413592719,0.5499954702214427,0.050000292197917594,0.05000190035386391,0.05000098077649403,0.05000021565419424,2,0.5
2007-08,0.05000025820447401,0.050000055703157104,0.050000058966267885,0.05000004722394569,0.05000013961234495,0.5499977372211329,0.05000016511281227,0.050001000515185946,0.05000045892134009,0.05000007851933922,2,0.5
2007-09,0.0500002675572474,0.05000005976990405,0.05000006063606481,0.05000005275184285,0.05000016487562911,0.549997148512539,0.05000023980459623,0.050001532813199315,0.05000039170559467,0.050000081573382635,2,0.5
2007-10,0.05000058850120558,0.05000005949428265,0.050000057863153285,0.05000005042857013,0.05000019768405923,0.5499941382624268,0.050000578417854394,0.05000380790923162,0.05000043339650784,0.050000088042708474,2,0.5
2007-11,0.05000087807996311,0.05000005201712633,0.05000004092325408,0.050000039839025325,0.05000015101254215,0.549997055201447,0.050000134415554516,0.050000095187190285,0.05000149711920351,0.05000005620469367,2,0.5
2007-12,0.050000439697073504,0.050000094562444204,0.050000053394838026,0.050000063266537935,0.050000165430598625,0.5499735924857045,0.050000077897884826,0.05000008229671041,0.05002536330157785,0.050000067666630156,2,0.5
2008-01,0.05000029680339413,0.0500000456697092,0.050000031487558126,0.05000003365240193,0.050000090760786195,0.5499987264822047,0.050000070514865345,0.05000005808762279,0.05000061132295303,0.050000035218504615,2,0.5
2008-02,0.05000234483812774,0.0500000920152398,0.05000006253622217,0.050000058462010964,0.05000024792289971,0.5499933598995094,0.05000008883636842,0.05000011596562409,0.05000355384330765,0.05000007568069004,2,0.5
