,size,idvc,beta,bm,m12,m1,roe,ag,dtvm,ep
2000-01-07,0.2819499303991343,-0.0285562265832244,-0.0085115555789396,0.2679571377132179,-0.0260821207421179,0.0565150147783397,-0.0029287460910669,-0.0340017139724005,0.0507253060867614,0.1523733621723569
2000-01-14,0.5081680442324923,0.0296495261492574,0.1306721382545448,-0.0145774367454919,0.0243378777355501,-0.0085906202984096,0.1661069460699169,0.015665801918111,0.2378119119029071,0.1677731890366599
2000-01-21,0.0442912246978958,-0.024919355998764,-0.0740081594787702,0.0224343433194281,-0.1061746923405017,0.072319150491818,0.014466177782877,0.0083043291716443,-0.0014764190494979,-0.0032036554713405
2000-01-28,-0.1993549006705474,-0.0051282519507096,0.0507324920522749,-0.0575487425655776,0.1328527821912102,-0.1739606303473533,-0.0186653115892742,-0.0460971422349344,-0.0156733375565842,-0.0663466367391215
2000-02-04,-0.0115642516210491,0.0133891909148727,0.0478252795930521,-0.0065967761994746,0.1048303334085472,0.0534434765461477,-0.0422103722949924,-0.0185744049345238,-0.0611538958848567,-0.0043569518644253
2000-02-11,0.0064734253873755,0.0306192448255116,0.0362701871362113,0.026443859868958,-0.0231078344537763,-0.0128685431520805,0.0254485548812828,0.0537617540961647,0.0144219113906455,0.0351056258711105
2000-02-18,-0.0718420086198705,-0.0361620368156339,-0.0835880195634812,-0.056920555293965,-0.0832602610510233,-0.086190247396094,-0.0009156224719837,-0.0499348682531681,-0.0611269989947588,-0.0630225540185416
2000-02-25,0.0293870534998776,0.0485525768426864,0.0669702673451327,0.005885448706721,0.086498076975406,0.0626272291380749,0.0201147501033329,0.0557950000280753,-0.0104719942831549,0.0096246575360818
2000-03-03,-0.0825543223165338,-0.0211655164928427,-0.051795890136979,-0.0079049661623033,-0.0714385694327517,0.0053838204357171,-0.0147091194731163,-0.001063448328909,-0.0283770066966879,-0.0277616944623653
2000-03-10,-0.082300290250879,-0.0248913089523121,-0.0335731931261738,-0.0422220548800415,0.0057383063655153,-0.0506697895069529,-0.0546423078309657,-0.0827222183680569,-0.020165263593819,-0.0481128779810359
2000-03-17,-0.0233355723332596,-0.0531336816420269,-0.0868255452227198,-0.0460403974049619,-0.1171354384553099,-0.0667025769977883,-0.0189733853111951,-0.0483794474485042,-0.0042441703397325,-0.0475610336076348
2000-03-24,-0.0893557802084133,-0.0216775101707308,-0.1151993969488656,-0.1472495569124191,-0.2286945332138788,-0.1169065108120321,-0.1186299341424115,-0.0591866635091956,-0.0894382140672179,-0.1262782595417675
2000-03-31,0.0063771501003383,0.0065687080205256,0.0575559820363001,-0.0347179781345006,-0.0176786740186975,0.0558616527247551,0.065075689553438,-0.0175955452876715,-0.0119638955105231,-0.0006581737072437
2000-04-07,0.0323873150783784,-0.0165746596956768,0.0402066788141314,0.0185619772150813,0.0305268855867313,-0.0211684372929019,-0.0285825782209154,-0.0351810943340322,-0.0012499266235433,0.0210804589951892
2000-04-14,-0.0574800501463097,-0.0072165050375396,-0.0284259502585017,-0.037096216769651,-0.017621272685423,-0.0127679447705713,-0.0244799854746042,-0.029624860995918,-0.042341093008684,-0.0437401579949668
