Week,size,idvc,beta,bm,m12,m1,roe,ag,dtvm,ep
2000-01-07,0.1490479047560842,-0.0296049539768928,-0.0497617033268852,0.4062334124027663,0.0965067928296893,-0.1218455568162444,-0.0043964632706133,0.0583280803503977,0.1204298805831303,0.4800920156004683
2000-01-14,0.9408101259006716,0.0334864178796628,0.0159242611470418,-0.0505950703581741,0.1062044981500481,0.0146195722856097,0.1684684767299602,-0.0339468072643035,0.5699825023933695,-0.0921313909754716
2000-01-21,0.0440714313098642,-0.0511432426097457,-0.099851817045055,0.0485883471163515,-0.1211437397221419,0.0846769039376911,-0.1091204964342002,-0.0890599676322313,-0.0012532822609859,0.0642001576675103
2000-01-28,-0.2516037892512495,-0.0052584862450172,0.1007067374729473,-0.0766819630577441,0.1612757280838251,-0.2063194374311777,-0.0260543821717765,-0.0348894196530327,-0.0324588539256248,-0.1339212406317757
2000-02-04,-0.0342641761598615,-0.0223160853933387,0.0746764380221906,-0.0320235840908664,0.2088388284256639,0.1714986261913712,-0.0169603356255856,-0.0274913610874975,0.0019064440871581,-0.0367931618432115
2000-02-11,0.0168517311132409,0.0664132832957238,-0.0311481639824101,-0.002256706651059,0.0694873647291529,0.0460679547377707,0.0649766109872163,0.0607126939952918,0.0090833630268432,0.0059929935062974
2000-02-18,-0.097427994354755,-0.0185539768812523,-0.0872677905017197,-0.0062121778285022,-0.1104432620301756,-0.1429182896151777,-0.0353021156495116,-0.0498718228660747,-0.0479752433878267,-0.0182647959660246
2000-02-25,0.041143568458974,0.0418474290083143,0.0880162314697282,0.0013694638740394,0.1096530559085424,0.1101366907018738,0.0627754319700607,0.0624258499148953,0.0099826296871617,0.0141415837731643
2000-03-03,-0.1460663310532585,-0.007799132056058,-0.04893250099181,0.0010271835254528,-0.072590745588833,0.0280240801160175,0.0106453903339339,0.0096740342173891,-0.0303204870950615,-0.0700493076041305
2000-03-10,-0.0713866655379478,-0.0386758074130066,-0.0113211415993253,-0.0128969951898229,0.0080383088070467,-0.0505049515474274,-0.0764303998207418,-0.0850478951643442,0.0039026897852258,-0.071709750195086
2000-03-17,-0.0071974193909799,-0.0254135858978526,-0.1081742545420994,-0.011643770385242,-0.1217168050138609,-0.098335326861267,-0.0651539428780383,-0.0491344868815929,-0.0091992872823758,0.0031330681347484
2000-03-24,-0.1451482332488642,-0.021654780107126,-0.1181706546803726,-0.2257632903006545,-0.207761815944237,-0.1239893119001437,-0.1190747296422355,-0.1377903340426768,-0.0765151002963086,-0.2150384306693065
2000-03-31,0.0071659117757607,0.0065864984388717,0.0635314709469072,-0.0739809035031511,-0.0437992137345835,0.0465540493145995,0.0660064143261964,0.0135254455289227,-0.0506821984037665,0.0784412418428074
2000-04-07,0.0345570253982417,-0.0346730558056413,0.0388383231996559,-0.0025898194419272,0.0384595426014657,-0.0227775251110742,-0.0483574865347714,0.0255902343371697,-0.0088650802370442,0.0402300470365059
2000-04-14,-0.0659149877461011,-0.0059662767806251,-0.0174161848336858,-0.0526942417023139,-0.0161006788512326,-0.0241449137745666,-0.038852079474558,-0.0415136032476581,-0.0323876758065595,-0.0367286230297404
2000-04-21,0.0011867503070372,-0.0240700142852976,-0.0997248181891387,-0.0190330677578699,-0.0934742483482326,0.0335722038080356,-0.0765701226187786,0.0326658586402032,-0.0028872767534518,0.0339192708076011
2000-04-28,-0.1059199831816427,-0.0461953082963928,-0.0654201469786596,-0.0795412840956071,-0.063540685228498,-0.0592786152908662,-0.0625462950820245,-0.1460676320587794,-0.0442291707189223,-0.1108106906201771
2000-05-05,0.0318059379430014,0.0390119588431466,0.253396315101981,0.0257853887972584,0.2347605101458368,0.0663788406400729,0.0977426460638926,0.0792279756945386,0.0254841603160609,0.0686113828784617
2000-05-12,-0.029620417152141,0.0464931064615863,0.0651716965966013,0.0495495202154096,0.0577072280961355,0.0415563801373151,0.033523607667683,0.0341469316204769,0.0066025258252067,0.0317666201621134
2000-05-19,0.0270104205036707,0.0285413193626924,-0.0095287147543089,0.0731004755711314,-0.0054131084706938,0.0406983040904009,0.0655195551670937,0.0404631519911396,0.0266790321664084,0.0390002403139759
2000-05-26,-0.0414751051439086,-0.0578326889470861,-0.0312587131516392,-0.0283964855779566,-0.0280860641249949,-0.0476099358351304,-0.0293763805768356,-0.0165471651614053,-0.0176936003091322,-0.0488398219393849
