Month,size,idvc,beta,bm,m12,m1,roe,ag,dtvm,ep,market,rf
2000-01,0.24204187089455162,-0.4922709578413406,-0.14075210759910328,-0.1499388071462284,0.34013641442188425,0.3792177578262495,-0.18839350224220783,0.013258218243300202,0.11132095485069957,-0.25741472451369973,-0.0433,0.0040999999999999995
2000-02,-0.09785979672270921,0.3055485410727402,0.0940330651070281,-0.02083330253700201,-0.05585676096339594,-0.2051998231446872,0.16782423882718628,-0.02472055757116326,-0.08803952979103477,0.10374970349043419,0.028800000000000003,0.0043
2000-03,-0.05943184798450347,0.2903702244163604,0.052212856774389596,0.129921768289102,-0.11662538902622521,-0.1155329886178998,0.11496774517601488,0.02944962512825343,0.021239771768549087,0.17813005914439786,0.0567,0.004699999999999999
2000-04,-0.02419284340085643,0.1423580910145955,-0.04637340505947814,0.12009167705977732,-0.2273367809728259,0.06292703687020097,0.11358374379396181,0.10026667780342896,0.026728708310572134,0.16223174754830239,-0.0594,0.0046
2000-05,0.01112057212040568,-0.5445453952885139,0.1371998367812195,-0.14824384362383067,0.24884511517103838,-0.2191341580907761,-0.10371939420087467,0.007636640578975368,-0.04037466480354345,-0.06641523473729134,-0.0392,0.005
2000-06,-0.01757813482924657,0.11245971820183157,-0.1008120930734418,0.10702739340760561,0.005073291226299147,0.05188706236013853,0.07359749949391264,0.004001212312441648,0.023988866840815734,0.12065740365738209,0.0504,0.004
2000-07,-0.007062929336996385,-0.08287254330094838,0.22847840828187022,-0.05709717922940509,0.10548846113562059,0.11715588687065585,-0.1273488224676275,-0.07119596425064242,-0.04753969943991048,0.09181829427804081,-0.0203,0.0048
2000-08,0.0007743583250770791,0.06075125120289603,-0.21573446453208195,0.041217644284356265,-0.021982645044772743,0.21074135672568262,-0.005566374027058438,0.09431444050633529,0.039055350107118636,0.13842394402594152,0.0753,0.005
2000-09,-0.07990309709826998,0.18140444095347488,-0.16577295405737333,-0.03141537741254149,-0.04070587734374356,-0.13189087207381528,0.16118541334757583,0.08994013170162289,-0.015206069971677432,0.1524372162985035,-0.049400000000000006,0.0051
2000-10,-0.047109333430985514,0.2864345828645185,-0.3073981764871373,-0.013241238879374367,-0.07388123076840661,0.1849014352847503,0.2610757236434271,0.15804014410320416,0.055430963173426426,0.2414196596615522,-0.022,0.005600000000000001
2000-11,-0.13970359165410573,0.14156096807948393,-0.08088409874907501,0.13234729848127305,0.12073167958589225,0.07099117512183038,0.06518155111333006,0.10914766824306307,-0.04970668679598677,0.2228316661946999,-0.10210000000000001,0.0051
2000-12,0.4890804623497591,-0.5333537899784183,0.191257860000127,0.3455689574613913,-0.4483826860090967,-0.2144772377102018,-0.17151817177824638,0.03607468121419824,0.1273677217605863,-0.43680467877974205,0.0169,0.005
2001-01,0.000796559767899524,0.21283869238234884,-0.3754947523981845,0.012006165978076036,0.2663068853531352,0.10491034320398065,0.1775284065705079,0.2872758242473417,0.10085723912247957,0.17802829782175153,0.036699999999999997,0.0054
2001-02,-0.0025642592404942766,0.14424078812689706,-0.183696517718176,-0.005369839636107168,0.17642974445591963,-0.038471132847006415,0.09509296399478037,0.1575220164654868,0.07830184283653194,0.2250314444125346,-0.0967,0.0038
2001-03,-0.03398972099145416,-0.047872052283596145,0.19277141151694205,-0.09589532321578172,-0.0740778117916801,-0.1329644063519484,-0.0006758065915460632,-0.13228151239144406,-0.0396622206663624,0.021863300375719527,-0.0684,0.0042
2001-04,0.1249414667057166,0.025016219129570014,-0.060341830068721215,0.12008685617283353,0.012566543906206153,-0.021807512563956112,-0.045308181360161834,0.06522544187321556,0.06849803215185021,-0.026712478312339125,0.0833,0.0039000000000000003
2001-05,0.010246372930101316,0.013325490736407965,0.02319503411251945,-0.0021822679233936063,0.0992883478678441,0.06146166641838113,-0.018560278657923583,0.10280285124112909,0.02790237079793542,0.13953582276337753,0.0104,0.0032
2001-06,-0.008011524270158598,0.1968897506508832,-0.057245972767530254,-0.030972458836805418,0.13783666843615575,0.037603757496291176,0.1349162701879283,0.05118399412533055,0.043962118056702956,0.15579812281659763,-0.0166,0.0028000000000000004
2001-07,0.041665427884697584,0.14432475876614198,-0.17982412838579467,-0.010227120448652177,0.1469276238941763,-0.026423164158860604,0.09726688406695916,0.08219437815151276,0.07477371354572017,0.16567918428976247,-0.018299999999999997,0.003
2001-08,-0.0172032811920797,0.21209830287868636,-0.15746819710006177,-0.17634260104826505,0.1928340441567743,0.1564609122265982,0.1574532783324143,-0.020478280681438726,0.025780545592157658,0.10624043311526901,-0.061500000000000006,0.0031
2001-09,0.055672605412365433,-0.16310194991578492,0.15157567132269822,0.11738677787103824,-0.28873692530877815,-0.11970857355019623,-0.10089734962761084,0.06991720285943734,-0.016998412712059856,-0.1577919166078135,-0.0897,0.0028000000000000004
2001-10,-0.026604386183829078,-0.029383758476902472,0.22490294283365517,0.13645158494059992,-0.18758291708599162,-0.18232123521718838,-0.0856351589345948,0.06288034423765845,-0.05267665345190664,-0.1702628848732548,0.0268,0.0022
2001-11,0.02054175300624713,-0.06550998810856443,-0.04096075208655249,0.053917471878495035,0.08418710502704478,-0.10294752520544317,0.004679385523815053,0.02166658814549234,0.023120592521142173,0.050978828980841114,0.0771,0.0017000000000000001
2001-12,0.1283089032902858,0.025538492243952847,-0.08086576543482112,0.0367885853146533,0.0572545381005073,0.09673794646215506,0.040868704683699325,0.04788053358486648,0.10113736878916552,0.1024196154698573,0.0175,0.0015
2002-01,-0.01665954739790087,0.19357167981626824,-0.09983922702668127,-0.07044773192627554,0.19215740374411805,-0.0012383552543375614,0.10244756005432792,-0.02371858219982074,0.016165946627486216,0.22311985057043127,-0.012999999999999998,0.0014000000000000002
2002-02,0.05509474786423926,-0.09052776402274967,0.01604400715163716,0.0007158599324644903,-0.07357600063085024,-0.09794594028977756,-0.08532862779408401,-0.010234026438791927,0.012199671758068062,-0.00908083315781108,-0.0216,0.0013
2002-03,0.08603412026905356,0.07722325741139113,-0.18385834346572025,-0.16000836217924147,0.15944462481183896,0.1763139686304844,-0.0007814195779525385,-0.02608764076993368,0.11362830227674318,0.2367963835761301,0.0437,0.0013
2002-04,-0.0041215580446098635,0.13976258895053184,-0.06284289341386949,-0.10743380312245943,0.10134018090696054,-0.033441657066404326,0.007343861507463304,-0.03537900774914394,0.04005848717373646,0.09642750715271607,-0.050499999999999996,0.0015
2002-05,-0.028250969127567277,0.15071597576380089,-0.10635694855612443,-0.09567842547621755,0.1555074085819493,0.09217100495013131,0.0525133710100415,-0.10663582654671303,0.019768371035762775,0.1780813361294049,-0.012399999999999998,0.0014000000000000002
2002-06,-0.02360652234367737,0.14855431391356816,0.004045304899189334,-0.14220869766533165,0.03890583435640424,0.009910372840537224,0.036997303657656654,0.013187723878929358,0.019322458352782033,0.07980095017777077,-0.0708,0.0013
2002-07,0.018090511561677253,-0.22691343881914217,-0.11807084838779225,0.10199951165614488,-0.05651051509200697,-0.041924090185964664,0.011568808621203758,0.04009422428732966,0.00033292332011611997,-0.12245345356569076,-0.0803,0.0015
2002-08,0.002388471229257949,0.043264763864052966,-0.11192681649849104,-0.05929661710675746,0.14569722002912464,0.058399355115968304,0.030794563663971666,-0.007650711603017599,0.07432558581093349,0.15117720298614962,0.0064,0.0014000000000000002
2002-09,-0.05011371487916865,-0.04668363227391195,0.15130144406436052,0.015379644104968754,-0.16477509481980857,-0.0663494830523979,-0.08280388301854534,0.08271822318916869,-0.0711287964100787,-0.22881824447845786,-0.1021,0.0014000000000000002
2002-10,0.1473023575113246,-0.2239239711525418,0.10071275087320587,0.3427612948156143,-0.21835450758259886,-0.3055210960436937,-0.187071039883032,0.1285223781134632,0.032453995145361715,-0.5009286517365684,0.0798,0.0014000000000000002
2002-11,-0.03660648679994218,0.11083302423566939,-0.24032528691381533,0.0007431937258968943,0.10906360412548582,-0.06160403244778995,0.0221005929547929,-0.06121308158934166,0.04409556699948672,0.19905198959399417,0.0608,0.0012
2002-12,0.10881914215363697,-0.1211423847900659,-0.025485564640685746,-0.03674721855314124,-0.028078426302007173,0.052453701119627924,-0.045831463814273284,0.02659767459592026,0.08280225538850222,-0.06169378882753794,-0.056499999999999995,0.0011
2003-01,0.007816141604066604,0.02860741956632442,0.040018960062639726,-0.07750836138319979,0.06333357928190049,-0.09206173626932083,-0.04856358935422139,-0.01611935708980966,0.018583489565549824,0.002053636351363984,-0.024699999999999996,0.001
