Week,size,idvc,beta,bm,m12,m1,roe,ag,dtvm,ep,market,rf
7/1/2000,0.298443922,0.010768541,-0.039471019,0.031980965,-0.021910273,0.092759906,-0.156988372,0.002135813,0.054102622,0.008577116,0.031862477,0.00021
14/1/2000,0.477416633,0.107353833,0.077793119,-0.046589491,0.030768199,0.000544225,0.118259947,0.022295482,0.170218238,-0.119043084,-0.087594267,0.00021
21/1/2000,0.219835598,-0.047652846,-0.050476037,0.12711159,-0.166728404,0.07652139,0.011866095,0.028656151,0.048018952,0.003799655,-0.017263214,0.00021
28/1/2000,-0.175473805,0.186220862,0.109128483,-0.112564831,0.193225492,-0.164791092,-0.139631309,-0.054753104,-0.059532973,0.019377445,-0.026133002,0.00021
4/2/2000,-0.061039225,0.008732581,0.014560691,-0.031620125,0.130045637,0.110109914,-0.085001514,0.019510384,-0.078485882,0.002080267,0.024050687,0.00021
11/2/2000,-0.005051455,0.08599053,-0.026513333,-0.018773756,-0.075214737,-0.093488344,0.098165613,-0.038451218,0.070150469,0.017604467,0.028056301,0.00022
18/2/2000,0.005700515,0.103833207,-0.051196528,0.029305395,-0.087934863,-0.0965074,0.037123,0.007147741,0.059433111,0.016933563,0.076454836,0.00022
25/2/2000,-0.022898715,-0.038868063,0.049712529,-0.031759715,0.083775366,0.072708977,-0.012975331,-0.013330062,-0.078506124,-0.009862005,-0.050415499,0.00022
3/3/2000,-0.016876616,0.086220877,-0.035577833,0.023786364,-0.082142151,0.093301131,0.052576291,0.022036088,0.032219904,0.002650119,0.040562124,0.00022
10/3/2000,-0.063782234,0.14167832,0.034594664,0.00416882,0.025843287,0.037977306,-0.066288591,-0.074350546,0.006938383,0.041107717,0.045589964,0.0002
17/3/2000,-0.019899815,-0.014467727,-0.070241964,0.031840747,-0.137609988,-0.052083137,0.034479405,-0.004924136,0.086224719,0.011749609,-0.037281882,0.0002
24/3/2000,-0.059171651,0.090692191,-0.022383452,-0.040000886,-0.235423711,0.111854545,-0.004883773,-0.067344056,0.037486712,0.031699168,0.008058875,0.0002
31/3/2000,-0.002776312,0.039466668,0.038246265,-0.068631793,-0.009148441,-0.015829147,0.028810269,-0.009042806,-0.04303262,0.016862523,0.061411846,0.0002
