,size,idvc,beta,bm,m12,m1,roe,ag,dtvm,ep
2000-01-07,0.09577882128908555,0.16168862318343113,0.1365164505220937,0.06878725867274893,0.14719917411964434,0.15385928569164742,0.09458860040173978,0.07464018378161752,0.1207201617556719,0.06695177308912204
2000-01-14,-0.04010958563322564,-0.0657468822959526,-0.06093434518696372,-0.002908746044515853,-0.046597892151320486,-0.05970304985162356,-0.029760758994085035,-0.014374965958909636,-0.05783522339984859,-0.016194595570778292
2000-01-21,0.05595480675222131,0.054452253068867584,0.062293741013229154,0.06275519112283323,0.051403164031834425,0.04952910300653235,0.04317972706387452,0.04974586490463451,0.06031361570327998,0.061651535100736066
2000-01-28,-0.018803933298135345,-0.031176282037135294,-0.03161101389369225,-0.018396914739629455,-0.02023735329476095,-0.02566369476728536,-0.021447897285704176,-0.01680187128015409,-0.019648828676489094,-0.023377214165882232
2000-02-18,-0.03307515183171095,-0.031935418008007144,-0.03731199600021162,-0.014626727588597954,-0.028479024771440153,-0.02786780333731298,-0.029307764032772354,-0.015489104186291902,-0.03715485743874103,-0.02994985178896281
2000-02-25,0.03565828809838889,0.041937887415434805,0.04783011673338455,0.05326870428232522,0.033054289194232256,0.04429002085781786,0.039592004572123196,0.041039789724368614,0.0346767681784963,0.03986053761492592
2000-03-03,0.01703941322547431,0.019896906418128246,0.015911394100456056,0.052158745610749735,0.00980952110746336,0.08066755370951761,0.021619146383240917,0.026852007889812235,0.02164392223538969,0.045947007654891125
2000-03-10,0.0015349738366221555,-0.007546503110131941,-0.0002063816482960057,0.02238689097477531,-0.005263300919007063,-0.0010451750930015047,0.003084107362862687,0.01563889626636006,-0.0029855405105619903,0.011581511837664538
2000-03-17,0.0017604823910379874,-0.016949769721501196,-0.013576117445044611,0.0257970703402135,-0.013588994528629494,-0.009137118336303374,0.0023536239882182564,0.0012812489935909444,-0.005780093990279456,0.0187488907551423
2000-03-24,-0.007918853810715998,-0.006136044375444016,-0.003999431278216559,-0.0035672850372926446,-0.005796848196881088,0.006975052522293801,-0.003026732647806951,0.00502874588776514,-0.006829456661714306,-0.0023863137919920563
2000-03-31,0.016653496650492983,0.014410260894605731,0.01292615172285183,-0.005296771988471338,0.022797432771937354,-0.0040553186208274195,0.01799546785419537,0.010096282838410797,0.009378867259210333,-0.003919191319357029
2000-04-07,-0.0667842808478516,-0.0702905835070945,-0.0764858269192884,-0.07157074901939542,-0.06237859422612524,-0.06254795733052632,-0.059412259597700245,-0.062433301010854314,-0.0716720704993169,-0.0656095019994789
2000-04-14,0.027213724779952653,0.03759758529812407,0.03484389274448074,0.03754715648712281,0.027277677885545915,0.04648744437743946,0.03066264417382536,0.03008071667216705,0.03609503035707973,0.034948757961761556
2000-04-21,0.049900658733913916,0.051851237807758466,0.05346339196697669,0.06373177611007397,0.051567642490524035,0.04186854258476913,0.0512043931730517,0.04541481590921537,0.049261110215415016,0.0634253777762841
2000-04-28,0.013041746994397307,-0.003331926157399079,-0.005690558537132184,0.048773985129639374,-0.001991767155687163,0.019329736305965906,0.0007379210998319508,0.00745309730623589,0.019896220421989685,0.036015168809576004
2000-05-12,-0.006716803973378482,-0.016435962827419215,0.00176067573334171,-0.016880125383171074,-0.005605352449324474,-0.025254227128422402,-0.004975600880258169,0.0001931508748214128,-0.01404451357225489,-0.014810356949181647
2000-05-19,-0.00031929350653214783,-0.0014765393648642489,0.0062400284523485006,0.020695421021693416,-0.01476651254808714,0.012658034662932804,-0.0035695161776007067,-0.0007371891517988782,0.0019941709962036924,0.0192029555119948
2000-05-26,0.017408519837445846,0.012388015528394636,0.00983228355365684,0.009521504025678196,0.01962677081668618,0.018976972722006602,0.03011007454394443,0.020195348958857773,0.017449730685439757,0.013449007284166203
2000-06-02,-0.0022638197616018374,-0.009930928961464525,-0.0013695891808021,0.010094256454250328,-0.018383697806783506,0.0352287859448952,-0.007928569639415906,-0.0002498090190218294,-0.000659356809552536,0.0145048163248378
2000-06-09,-0.0028734597890708313,0.004734132755596088,-0.00022295393925186868,0.012647795338021961,-0.0028960986431213476,0.013095793868141081,-0.004577684207877741,-0.0009755041477963466,0.0008599447711841179,0.013354185760028336
2000-06-16,0.028563372300383305,0.017804403036344896,0.028005360890603237,0.03572165666202065,0.01482968200203949,0.023909099933663303,0.02569510046609036,0.01944573169347308,0.02589066765824266,0.033153064243565566
2000-06-23,-0.0062886706494901246,0.005741634098364257,0.005893424174173489,0.00738969148282842,0.008044468639027302,0.00020044762912663217,-0.005283982370165918,0.00036700294972180636,-0.0005791513440213114,0.0020140518363058746
2000-06-30,0.005654825140556818,0.004024892351930376,0.011130970302553278,0.012870127275871113,0.0010118178915217158,0.0006500777150189041,0.004837758626950794,0.009041057712689371,0.007687107625478307,0.0051513768043185415
2000-07-07,0.011034805074429554,0.003786279268540138,0.004128533928513312,0.0027271931248289416,0.009704779565016253,0.012394798462060264,0.01303729240094853,0.015244796239278768,0.009318819592922134,-0.002988531009039952
2000-07-14,0.014822375478969141,0.009519036705116113,0.008927735928880631,0.007191077946617774,0.020066959320702793,0.01571511340746401,0.01484494389111557,0.022128897806238612,0.007075797050218213,0.007757809400613436
2000-07-21,-0.0016598524457307473,0.014776138379982706,0.01488413238173325,0.01690522864510413,0.01130994422383913,0.015943905926180113,-0.0025126551767091776,-0.0012629319731020106,0.0036241361918603054,0.008902431134595323
2000-07-28,-0.00689301938145781,-0.006275381900184618,-0.004149512653140897,-0.009893612642984828,-0.010179070805537038,-0.0070525606984822575,-0.00762301382921815,-0.004783641965432239,-0.0075921959655393945,-0.007136008582638631
2000-08-04,-0.03937158271060337,-0.04239483668614241,-0.05358077847332454,-0.04935165362296323,-0.027105270860747877,-0.007550692401285697,-0.034535141937478975,-0.03339486119867896,-0.0427916913330999,-0.043744648715974055
2000-08-11,-0.01766818449913965,-0.008449999706588551,-0.01966771133939893,-0.03393309285453183,-0.002773844284767457,0.002363891079649294,-0.014947925350312086,-0.009502433973185953,-0.016553481587389007,-0.02849089164898999
2000-08-18,0.005269205544694122,0.014078730057340838,0.02184470925668558,0.01579114849087815,0.007375679884734199,0.015481846748351957,0.004971971334142289,0.003688631890374161,0.006762128709473458,0.01268252145556481
2000-08-25,-0.04524019052029571,-0.0485071551993731,-0.05462592275984712,-0.047134366167412844,-0.0349588244914707,-0.04070332029016843,-0.04102060473616442,-0.039683580794463325,-0.05179149520705406,-0.04329800497467684
2000-09-01,0.013869768142110939,0.0067448089574664305,0.01043853261288108,0.006489069246736534,0.008296480433430675,0.02053864628924984,0.01099186666608376,0.012837000230066842,0.010503646420454205,0.006933094872491274
2000-09-08,-0.010128936931931176,0.009642236995950126,0.021574024071697062,0.0063586823366599265,-0.008216093012563208,0.013197040167544305,-0.01393215039750395,-0.008577650507431644,0.002087460763794624,-0.001379769011824794
2000-09-15,0.020049924939097297,0.003502029929118633,0.0069718362633126585,0.010973048046759803,0.009280540134130044,0.012641232354024368,0.020503913813084695,0.027132655395885275,0.012463950393748702,0.014186921729212987
