,size,idvc,beta,bm,m12,m1,roe,ag,dtvm,ep,rf,exmkt
2000-01-07,0.2984116417644961,0.0356736084551869,-0.0397507844228421,0.1027610307232107,-0.022301909517529,0.0924920925764718,-0.1571159590891681,0.0025322554403844,0.0263097890016899,0.1642652404458079,0.00021,0.0316524771880466
2000-01-14,0.4774166325768182,0.076791823114801,0.077793119383261,-0.0465894908116124,0.0307681985958129,0.0006901796344201,0.130468771973432,0.0236716844911292,0.1702182380902547,0.2269061327727193,0.00021,-0.0878042665445378
2000-01-21,0.0947715058904528,-0.0624475445836851,-0.0691810414495696,0.0670899611945447,-0.1616956293072833,0.0404329164523856,0.1007963696124571,0.1228873281835909,0.0405193429395631,-0.0442094684441381,0.00021,-0.017473213687401998
2000-01-21,0.0947715058904528,-0.0624475445836851,-0.0691810414495696,0.0670899611945447,-0.1616956293072833,0.0404329164523856,0.1007963696124571,0.1228873281835909,0.0405193429395631,-0.0442094684441381,0.00021,-0.0174732136874019
2000-01-28,-0.2252250833321064,0.1458541914882543,0.0843022201009462,-0.0900164020868564,0.2020613735778137,-0.1567344764896677,-0.1081550374105121,-0.1165430086372522,-0.0788399666269345,0.0467546603565972,0.00021,-0.026343001510155
2000-02-04,-0.0215652284452943,0.0223387570346845,0.0351308918923216,-0.0181702861925619,0.132669596199407,0.100313722846066,-0.1076160302175135,-0.056820283218066,-0.1444591646051591,0.0119212172471176,0.00021,0.023840687157781003
2000-02-04,-0.0215652284452943,0.0223387570346845,0.0351308918923216,-0.0181702861925619,0.132669596199407,0.100313722846066,-0.1076160302175135,-0.056820283218066,-0.1444591646051591,0.0119212172471176,0.00021,0.023840687157781
2000-02-11,-0.0279764494857995,0.0812902366023486,-0.0159365043344741,0.0021884290261017,-0.0860516322653307,-0.0992630669776487,0.0402519902504986,0.068012819799651,0.0543263759406125,0.0051616925135287,0.0002200000000001,0.027836300596046703
2000-02-11,-0.0279764494857995,0.0812902366023486,-0.0159365043344741,0.0021884290261017,-0.0860516322653307,-0.0992630669776487,0.0402519902504986,0.068012819799651,0.0543263759406125,0.0051616925135287,0.0002200000000001,0.0278363005960467
2000-02-18,-0.0297290541473758,0.0663098485830265,-0.0555733596634301,-0.0119553051129193,-0.0921927808193913,-0.0934369981757253,0.0692790292246417,-0.0213932028191318,0.0248560457060834,-0.0261912164224901,0.0002200000000001,0.0762348362612503
2000-02-25,-0.0115977738727612,-0.020255429267097,0.055188707668024,-0.0334317771545511,0.0810866805532108,0.0690337222489868,-0.0435976352554891,0.001178838693419,-0.0920854712359292,0.007031033721535,0.0002200000000001,-0.0506354992506818
2000-03-03,-0.0587024902844655,0.0998847317121174,-0.0349992199233054,0.0242506307856442,-0.0871186340686868,0.0925758687960395,0.0332605347332188,0.0341596769202539,0.0409889828111188,0.0119005847215757,0.0002200000000001,0.0403421242503383
2000-03-10,-0.0536246340204066,0.1320383585391049,0.014326476607983,-0.0158200481713627,0.0338134051168423,0.0405275501825766,-0.0480570975549808,-0.0652986691795772,0.0025346661280794,0.024489075539316,0.0001999999999999,0.045389963519551
2000-03-17,0.0227856326579968,-0.0066938259021914,-0.0949062427931881,0.003638565240508,-0.1322273873657365,-0.0553919460816179,0.0706902698839161,0.0679110018799908,0.0818433688196528,-0.033531706711204,0.0001999999999999,-0.0374818822935833
2000-03-17,0.0227856326579968,-0.0066938259021914,-0.0949062427931881,0.003638565240508,-0.1322273873657365,-0.0553919460816179,0.0706902698839161,0.0679110018799908,0.0818433688196528,-0.033531706711204,0.0001999999999999,-0.037481882293583305
2000-03-24,-0.0591716512648535,0.0907043038552841,-0.0440584926839481,-0.0400008856084245,-0.2343499750308904,0.1118545449310379,-0.0055177368917899,0.0553870520942635,0.0374867119331052,0.0316991675265267,0.0001999999999999,0.0078588745885167
2000-03-31,-0.0027763120371742,0.0394941176179962,0.034549227064277,-0.0686317932896638,-0.0087970107169121,-0.0158291467819625,0.0275529999805281,-0.0090250269426883,-0.043032619895728,0.0168625234715353,0.0001999999999999,0.0612118458019573
2000-04-07,0.0459004484024152,-0.0787854539280112,0.0463017594556418,0.0173113892775045,0.0519384388949794,-0.1527992807049354,-0.0587564707482492,-0.0335634063156437,-0.031611587378696,0.0030962594067902,0.00024,-0.0767687658682131
2000-04-14,-0.0409095459163696,0.0582117969059892,-0.0313174376000788,-0.0192120294039153,-0.0045487472235539,0.0681389958089657,0.0010291345945104,-0.0183109282347911,-0.0179143469978363,-0.0002615731679705,0.00024,-0.0027374945139770003
2000-04-14,-0.0409095459163696,0.0582117969059892,-0.0313174376000788,-0.0192120294039153,-0.0045487472235539,0.0681389958089657,0.0010291345945104,-0.0183109282347911,-0.0179143469978363,-0.0002615731679705,0.00024,-0.002737494513977
2000-04-21,0.0564966053922419,-0.0757221178245446,-0.0626387762946988,0.0005183853506806,-0.0794072139261533,-0.0205512249696252,0.0462375435933518,0.0463733936805811,0.0789847768435689,-0.0519771479662984,0.00024,-0.1241734296297967
2000-04-28,-0.0394940472038271,0.1349145009377236,-0.0610459754372887,-0.0328122244412617,0.0242676900373713,0.1703967571821383,0.0033173682120412,-0.0286234667219874,0.0114058319307951,0.0094100841415295,0.00024,0.0407269992013477
2000-05-05,-0.0679168688711355,0.0322422067772,0.2012436112484127,-0.0616847086029452,0.1623785809318781,0.084412782106805,-0.1598593248994764,-0.068340602324081,-0.1502465219579838,0.0096928310749859,0.0002299999999999,0.0096716472811467
2000-05-12,-0.048263000582792,0.0191224748169144,0.0163564559453193,-0.0245657401811622,-0.0223199788895555,-0.0106282360712287,-0.0126899079019533,-0.0050695854545543,-0.026310560031652,-0.006588611462661,0.0002299999999999,-0.0400707144652141
2000-05-19,0.0064384426344767,0.0235232865865126,-0.0145287245822785,0.0064211002272132,-0.058573480941811,-0.0683722872573763,0.0248463941365709,0.0312493061130257,0.0141943501636515,-0.0292830491988043,0.0002299999999999,-0.0015520589222199
2000-05-26,0.0031384803188315,0.0144773106949679,-0.0036131788288309,0.0143355645596881,-0.0075918065771676,0.0328091062822322,-0.0019394527937958,0.025516849873688,0.0158225193453237,-0.003660736094615,0.0002299999999999,-0.0499951414862947
2000-06-02,-0.0549799111924305,0.0533496968633007,0.032397936428766,-0.0321042413436621,0.0730391857690245,0.0683715286505752,-0.0447432136765326,-0.0261177945128575,-0.0198701500627573,0.0096977542960856,0.0002299999999999,-0.0119450953310046
2000-06-09,-0.0478239070400673,0.059294518940029,0.0378905836977975,-0.0098201642414536,0.003335552988676,0.0304815191738662,-0.0218525278682867,-0.0061891150467377,-0.018506692201416,0.0041831405147402,0.00018,0.1348182504559905
2000-06-16,-0.0226788339687271,0.0283368849106859,-0.0481980053990597,-0.0016691000952019,-0.0431073502723458,-0.0108193137800118,0.0306909445610857,-0.0123175642533464,-0.0225146353828342,-0.0211865296209456,0.00018,0.0120110163362266
2000-06-23,-0.0029397900157712,-0.0126432701390845,-0.0301788915869848,0.014532717114998,-0.0449306698258448,0.0341151804829439,0.0348590810942983,0.0220655543322318,-0.0042016061551222,0.0050684461162026,0.00018,0.0130507280263841
2000-06-30,0.0347086405209353,-0.008287644623983,-0.1142856358660281,-0.0021656732563045,-0.0402918205667173,-0.0346630371861836,0.0586569309510273,-0.0019279111686096,0.0262508590973445,0.016159759777944,0.00018,-0.0179184682436789
2000-07-07,-0.0164583186803023,0.0115710239773473,0.0080571091586001,-0.0058288859013808,-0.0027801917783653,0.0146985994626312,0.0128897541707471,-0.0055687884948076,-0.0329555094466697,0.0119166768393054,0.00024,0.0089007987153063
2000-07-07,-0.0164583186803023,0.0115710239773473,0.0080571091586001,-0.0058288859013808,-0.0027801917783653,0.0146985994626312,0.0128897541707471,-0.0055687884948076,-0.0329555094466697,0.0119166768393054,0.00024,0.008900798715306399
2000-07-14,0.0327236156814579,-0.0404546093365434,-0.003664058404032,0.0377122203704714,-0.063708792068116,0.0762559297724015,0.0440921509774365,0.0185328515511872,0.0242963727118537,0.0135681790397918,0.00024,0.0688267951630297
2000-07-21,-0.0138483229272146,0.001248548231854,0.0046910810962224,0.0150569353587053,-0.0464432974792121,-0.0190042510440612,-0.0125955440529132,0.0283501224177301,0.0122377669448734,0.0023456395068001,0.00024,0.0343398138719519
2000-07-28,-0.0020695271869872,0.0436958529037307,-0.0136981560834252,-0.0386187007514574,-0.0313783923777316,0.0888583110991152,0.070016415387974,0.0060391431208717,0.0198946787224023,-0.0172676331278968,0.00024,-0.0100573344442712
2000-08-04,-0.0187268080587891,-0.0237536664881139,0.0050592274738614,0.0260613269419009,-0.0103644314536841,0.0521698745655327,-0.0034783147858207,0.014663128992379,-0.0078835461672653,0.0182989410843949,0.00024,-0.0466003834495395
2000-08-11,0.0007916592413611,0.0364999219120317,0.0120552727083333,0.0010335157766076,0.0018950126909882,0.0288992203391136,-0.0222646284032644,-0.0198886270891046,-0.0008628220844581,0.006212456785919,0.0002200000000001,0.0524057973110827
2000-08-18,-0.0020811508591669,0.0139726623333168,-0.0724903853434359,0.00540311943065,0.0188371631334429,-0.0091926428786053,0.0120542315119177,0.0167404963834791,0.0211773643867663,0.0268948695870902,0.0002200000000001,-0.0413538476074969
2000-08-25,0.0081391748598544,0.0462197226072406,0.1623100213024572,0.0368478066606109,-0.0246441202043558,0.1456214630268044,0.1150553889962435,-0.0486283756212274,0.115934709595341,0.0096964376331477,0.0002200000000001,0.0293963209213283
2000-08-25,0.0081391748598544,0.0462197226072406,0.1623100213024572,0.0368478066606109,-0.0246441202043558,0.1456214630268044,0.1150553889962435,-0.0486283756212274,0.115934709595341,0.0096964376331477,0.0002200000000001,0.029396320921328302
2000-09-01,-0.0267035627979603,0.0047059260013168,0.095448943610041,0.003830917529764,-0.0188572702616254,0.0546720406305275,-0.0160684972894908,0.0029013819459477,-0.0390074249471222,-0.0035543976739874,0.0002200000000001,-0.0277445293540891
2000-09-08,-0.0333993995247863,0.109481233404075,0.0650445609742593,-0.0544636445024154,0.0208548419442392,0.1032768493428338,0.0967550831780649,0.0206454584282711,-0.0099996035940156,-0.0221994146594814,0.00025,0.0412552856209487
2000-09-15,-0.078599976136247,0.0869084058633437,-0.0703788847871879,0.0344307447273996,-0.0227628327775434,0.0845181878747929,0.0959499963328933,-0.0015527288754316,0.0984234646974388,-0.0141456143978604,0.00025,-0.0407658023419609
2000-09-22,-0.0849236529296618,-0.0120793112046281,0.0117264285688691,-0.0738687676578481,0.0678809033113702,0.0093386243166742,-0.0600321049157366,-0.0177331514052249,-0.0746400907678171,0.0074987483891352,0.00025,-0.0853759232430894
2000-09-29,-0.0043784390204669,-0.0544647170209536,-0.0434681640982304,-0.0052611215032943,-0.0069349241068852,0.0235354745876145,0.0122075188080161,-0.0098940855156272,0.0131912046410376,-0.0039761812958598,0.00025,-0.0086824325713873
2000-10-06,0.0233122952448508,-0.0563849507896028,-0.0171569889087244,0.043930701233044,-0.0923233394978952,0.0144553886187476,0.08279550807874,0.0634425166196082,0.0632743229905309,-0.0642189169026383,0.00025,0.014010853784606
2000-10-13,0.0239447288270898,-0.088029115802184,-0.0129541016146098,0.0049850460561544,-0.0731297295740719,-0.059155580411899,-0.0303041973665876,0.0034998132168313,-0.0088027660331746,-0.0244699552844688,0.00025,0.0025949138538102004
2000-10-13,0.0239447288270898,-0.088029115802184,-0.0129541016146098,0.0049850460561544,-0.0731297295740719,-0.059155580411899,-0.0303041973665876,0.0034998132168313,-0.0088027660331746,-0.0244699552844688,0.00025,0.0025949138538102
2000-10-20,-0.0205831240938996,0.0363690196781416,-0.0058981287498208,0.0021078916409901,0.0341995226287713,0.0700270208155067,0.0187625406044812,0.0018832795963494,0.0125581490676058,0.0200065961150718,0.00025,-0.0461352391117341
2000-10-27,0.0280703203258403,-0.0345258590011251,-0.1370650642178981,0.0777976473919407,-0.0612292276736967,-0.0158788477378755,0.1321820203000366,0.0746443863225824,0.1494739691991617,0.0147852513222392,0.00025,0.008362606355269999
2000-10-27,0.0280703203258403,-0.0345258590011251,-0.1370650642178981,0.0777976473919407,-0.0612292276736967,-0.0158788477378755,0.1321820203000366,0.0746443863225824,0.1494739691991617,0.0147852513222392,0.00025,0.0083626063552699
2000-11-03,-0.0350672677067146,0.0478499880734306,0.0638235583194758,-0.0507889338804413,0.0676811983439489,-0.0580964167872425,-0.0686484574351676,-0.0271631640123218,-0.0337258315970091,0.0126260914693069,0.00025,-0.0202773334763574
2000-11-10,-0.019037833350501,0.0451263251083458,-0.0151821614671454,-0.0110174603758565,-0.0321286270812498,-0.0181597135716099,0.0235217948130099,0.0275628419463881,-0.0147039079279047,0.0030303359498029,0.00024,0.058628641004331
2000-11-17,0.0091195754908125,0.0636326527158934,-0.0141241528919422,-0.0015712560803618,0.0106739027841867,-0.0248998930782358,0.0181259063221333,-0.0051031297751921,0.0217044967274889,0.0292622010219056,0.00024,-0.0548282082680594
2000-11-24,-0.0192171120531548,0.0810409934791468,-0.1219296722292333,0.0075588282451652,0.0163402122353046,0.0459823766010371,0.0850820750235533,0.0474377989390454,0.0287239533878578,0.0447705683813441,0.00024,0.035598357849010005
2000-11-24,-0.0192171120531548,0.0810409934791468,-0.1219296722292333,0.0075588282451652,0.0163402122353046,0.0459823766010371,0.0850820750235533,0.0474377989390454,0.0287239533878578,0.0447705683813441,0.00024,0.03559835784901
2000-12-01,-0.0383812226486448,0.0242741554710315,0.0039561078210175,0.0001581706617444,0.0133490903007244,-0.0394763877406718,-0.0022730925875136,0.000571438563009,-0.0153308912189042,0.007928014418102,0.00024,-0.048713087955294394
