date,size,idvc,beta,bm,m12,m1,roe,ag,dtvm,ep,market,rf
2000-01-07,-0.0021728611344055,-0.0487750746395679,0.0227034593133808,-0.0909114879053374,0.0934322096270715,0.1098133680326222,-0.0252054980561051,-0.0203457718552192,-0.0396923610478392,-0.0424917633696727,-0.02387,0.00103
2000-01-14,0.0427425021799056,-0.0948854750854218,0.0356402385681121,-0.0753357207342237,0.122739391617819,0.0901851200215766,-0.0659616788479924,-0.0243408451374836,0.0143077410874754,-0.0708482376630619,0.02173,0.00103
2000-01-21,0.0991095371998375,-0.1053193407917132,-0.0208420593337289,-0.0008252356505022,0.036563345437806,0.0648217175093114,-0.0511305667892251,0.0156687196310934,0.0626993301089724,-0.0316001748079582,0.00123,0.00103
2000-01-28,0.0202436218424645,-0.089357118804992,0.0680218528689409,-0.1297663137589136,0.0872833797100034,0.1173417345509623,-0.053339230824001,-0.0419441467873518,-0.0153486474748451,-0.0398636522404881,-0.05607,0.00103
2000-02-04,0.0263561873495837,-0.0372212845544865,0.0192964980122015,-0.0395246668014066,0.0720660434718175,-0.0002472133646305,-0.0336743400083699,-0.0055957456319808,-0.018700594762312,-0.0264413500821645,0.04568,0.00108
2000-02-11,-0.0049002468183834,-0.0712284528056529,0.0500886964291698,-0.0804829823389071,0.0566946756297912,-0.0134550487592806,0.0057213781407042,-0.0350700757923079,-0.0194030593366302,-0.0567351871637555,-0.0134199999999999,0.00108
2000-02-18,-0.13391109547803,0.2196258600350898,-0.1175033722625108,0.1413789285794872,-0.1880068951587982,-0.1360692313035487,0.1052873127475212,0.029714675761313,-0.0310959906173698,0.1684433093009441,-0.01782,0.00108
2000-02-25,-0.0607567604961547,0.0832129112114878,0.0247271768601441,-0.0410714562571779,-0.0052940205824128,-0.0001787446258656,0.0144207555253196,-0.0088125436876652,-0.0450570186883192,0.0183362072288352,0.00398,0.00108
2000-03-03,0.0272499685490935,0.1461846333456884,-0.1022697658517941,0.1167627028625046,-0.1623964677329434,-0.153756233942856,0.0912737034777546,0.0378563578798686,0.0626401922940466,0.08059983373404,0.06577,0.00117
2000-03-10,-0.0414422245477512,0.0207231142450385,-0.0135730952876025,0.0047275129284004,0.0088001388169873,-0.0009752019713007,0.0743234917625524,0.0318950609822252,-0.0230492786378503,0.0247124242367847,-0.00213,0.00117
2000-03-17,0.0143983902953262,0.310760731680819,-0.2762270901062812,0.2866563696862959,-0.2886883546677926,-0.2804613786911144,0.1907193348813533,0.129635207220651,0.0823136992838756,0.1736523410134091,0.01877,0.00117
2000-03-24,-0.0363298918535103,-0.0639349299567186,0.0894163909666255,-0.1008050108290296,0.1111343209102627,0.106651179175464,-0.0404934432159325,-0.0267167273927686,-0.055216452588632,-0.0306622802322619,0.03237,0.00117
2000-03-31,0.0270840643679896,-0.1257663826616332,0.1052307239671154,-0.0560102642081281,0.1060822892414265,0.1345581825772911,-0.0832654401197701,-0.0220965704033931,-0.0015324337618762,-0.0361067829973283,-0.03173,0.00117
2000-04-07,0.0276666512183732,-0.0167946143526717,-0.0446725377306094,0.0121549897542179,-0.0176798947144581,-0.0237293649292028,0.0150087584948527,0.0677219859466003,0.0196082868986773,-0.019467890927471,0.00115,0.00115
2000-04-14,0.0030316541331193,0.1250095407799756,-0.0995783951206527,0.1155015233053741,-0.1387236618156438,0.0556249402110307,0.0637616597246145,0.0347663011195024,0.0314007580767546,0.0879646091986719,-0.13625,0.00115
2000-04-21,-0.0030532770311439,0.0188962261179319,-0.0336650442158976,0.0555643720610914,-0.0497497985476078,0.0410165795300327,0.0210384249936023,0.0225870886724885,0.0096894999186636,0.0271217103523082,0.06245,0.00115
2000-04-28,0.0082771989149994,0.0879686440631264,-0.0779069640500016,0.0618915251823407,-0.1079802326170635,0.0517226733386818,0.031119857592096,0.0034073949650835,0.0235673722744368,0.0270967409186697,0.02405,0.00115
2000-05-05,-0.0086095909447482,-0.3042085718939024,0.3581489507977695,-0.1681959700075958,0.2443689335733426,-0.1679155464417451,-0.1595503946055638,-0.1960567773568583,-0.0667874415146716,-0.1809446877344241,-0.01224,0.00126
2000-05-12,0.0314956948888577,-0.0754714787804833,0.0181002424074713,-0.0278523180037317,0.0776578598770425,-0.036073803846304,-0.0083825444361508,0.0011492089175056,-0.0033118454307638,-0.052445791600311,-0.01924,0.00126
2000-05-19,-0.0255054775664087,0.0576729882734538,-0.0584421361468038,-0.0286871001243393,0.0321915294261754,0.0079700045353244,0.0341306821891445,0.0201157861299304,-0.0115671141421172,-0.0199709345303035,-0.01374,0.00126
2000-05-26,-0.0026104823651314,-0.0758533209825117,0.0199065743298002,-0.0022344625649885,0.0179679401484248,-0.0486683213140391,0.0050870114902435,0.0124353174819679,-0.0035626486363751,0.0090017527995995,-0.02924,0.00126
2000-06-02,0.0360056370656594,-0.048250826484975,0.0640753713896176,-0.07192026088459,0.0175521250075473,0.0120290010825829,-0.0026874146813456,0.0094419511320059,-0.0313695589490316,-0.0421553540433643,0.09359,0.00099
