Week,size,idvc,beta,bm,m12,m1,roe,ag,dtvm,ep
2000-01-07,0.05003020248461,0.0903756388420864,0.0296180984405464,0.0730713349945996,0.0114270700913637,0.0193253847361019,0.0671842630815557,0.0615759221926885,0.0545957013065623,0.0750329941424087
2000-01-14,-0.0221727586582311,0.0220705842906242,-0.0244574316943276,0.002341736962316,-0.0532522593529535,-0.0489444047495407,0.0137740511818709,-0.003969922095537,-0.019770978513448,0.0285944561129111
2000-01-21,-0.0278525102895317,0.0246155950417563,-0.0047640269678835,-0.0143399858446263,-0.021577692476272,-0.0366451220354738,0.0022348795017712,-0.0251420279339,-0.0285377276518831,-0.0015510081156711
2000-01-28,-0.0009785919373735,0.047595718251074,-0.0291224717878637,0.030669895478837,-0.0167948909629784,-0.0277747478025661,0.0205993389030263,0.0215406596344101,0.0045370326817277,0.0305438241058148
2000-02-04,0.0625238566508709,0.0770744528773421,0.0338784000882469,0.0582782303378381,0.0181042147708624,0.0636262531568586,0.0908921157270378,0.0628711473543422,0.0681471629258037,0.0912698345435703
2000-02-11,-0.0086497036700661,0.0394427224511736,-0.0200397961969933,0.0238103817059107,-0.0084482817572103,0.0080505872893829,-0.0054237479437594,0.0148604006427177,-0.0019757109191053,0.0270603408762512
2000-02-18,0.0396407853069425,-0.0783805441786288,0.0637204949079842,-0.0126789286693974,0.0929918204040586,0.0456844248259756,-0.0321939759737205,0.004726791300195,0.0299176045017997,-0.0724203984783633
2000-02-25,0.0448922577922821,0.0154016179043462,0.0125621883804779,0.0425965255622418,0.0087011846289392,0.0396612345913041,0.0131238787693666,0.0665754590529223,0.0456569463243321,0.0017116260522924
2000-03-03,-0.0277023398631331,-0.1136269045560467,0.0227883835444177,-0.0690987510404856,0.0225233176701724,0.0202140939056606,-0.0538631800684229,-0.051207424913847,-0.0322377304556679,-0.0949364833288753
2000-03-10,0.0102288731179581,-0.0270579777801493,0.0182276778462708,-0.0084290392058057,0.0069180118870749,0.0100782790509785,-0.024473564189918,-0.0353405060663884,0.0082427903995495,-0.0311763288199325
2000-03-17,-0.1253540721047357,-0.3135055431495543,-0.0217567505878527,-0.2216919138872224,-0.0301119747277398,-0.021815492289112,-0.1701277101624652,-0.19087882206129,-0.1365505631935649,-0.2540793202627889
2000-03-24,0.0634367837053821,0.1039666089851139,0.0235030252290704,0.0909835259106437,0.031640591201125,0.0376904908422378,0.0519599844421515,0.0868955592375082,0.0664361959381813,0.0873465685167185
2000-03-31,0.0177647286840955,0.0917492198296083,0.0123165488474625,0.0488455558245922,0.0008068311135721,0.0061480802981311,0.0375911911953394,0.0228595058146503,0.0198584410038804,0.0869529899920691
2000-04-07,-0.0187372148269994,-0.0186337010349245,0.0168053529706229,-0.0109519875713325,0.0027347697307239,-0.0100547384258761,-0.0308681112738881,-0.0271270881789299,-0.0188773439133481,-0.0086451925974768
2000-04-14,-0.016642444629072,-0.0895267540436608,0.0250307299263332,-0.062052577461164,0.0197042027449904,-0.0647705678004471,-0.0216988863100318,-0.0450603457739491,-0.0226513659545376,-0.0803876664001668
2000-04-21,-0.0120359255870367,-0.0188953907075128,0.0067793236408104,-0.0275406774731135,0.019775156470881,-0.0293384506114832,-0.0204881184650836,-0.0374733500706217,-0.0144709317701445,-0.0259970354646507
2000-04-28,-0.0253641976288132,-0.080736364359895,0.0015709096003019,-0.0387372704884849,0.0151932616698615,-0.0543631391827978,-0.0359959460868902,-0.0391869117163792,-0.0302022854936398,-0.0809159536009766
2000-05-05,0.0902038231416352,0.3078497921184608,-0.0092698176267689,0.1324172073907122,0.0278159880512389,0.188648980618327,0.1259246815307698,0.1467600170749046,0.1030812484710466,0.2224630681665248
2000-05-12,-0.011984258675567,0.0330033881409409,0.0062355409197779,-0.0001292036776931,-0.0248453982284304,0.0175019885628119,0.01294441706749,0.0070681599311974,-0.0065030614554824,0.0281151313071384
2000-05-19,0.0042347339791017,-0.0362942123491814,0.0096223255623555,0.0224708322703748,-0.0295410165855306,-0.0105312949234148,0.0037303482862884,0.0095721289673712,0.0067219029577677,0.0035656134238977
2000-05-26,-0.0123407851984484,0.0176063281972425,-0.0145182650360311,-0.008236599612127,-0.0140603823362878,0.0054300931427797,-0.0132327250081103,-0.0326736813799389,-0.0108850835042371,-0.005721995357387
2000-06-02,0.0122723895082162,0.0472774611686764,0.0058788256199653,0.0344266325553569,-0.0054352565164292,0.017939267292342,0.0193780922730739,0.0005697854224803,0.0149845809024428,0.0433353637519926
2000-06-09,0.0159729694839413,0.0117286770432398,0.0012866794379645,0.0060376818563149,0.0343684899772307,0.0180485985637004,0.0073572256624238,0.0149774378240686,0.0138970512284703,0.0069365250207866
2000-06-16,0.023029975995969,0.1006872135221324,-0.0090347495752499,0.0346623280491928,0.0057480281066583,0.0691751377868031,0.0409748060037132,0.0484858652582528,0.027537963438975,0.0688356783091608
2000-06-23,-0.0191865852335142,-0.0586593510433343,-0.0016574910933488,-0.0258527614922302,-0.0222129743336382,-0.0272132040833636,-0.0267482312514446,-0.0129371167099496,-0.0215802204109235,-0.0477529764455773
2000-06-30,-0.046886110558375,-0.1561700457838583,0.0078931311707609,-0.0710086421792403,-0.0114320856602585,-0.112214535982581,-0.0919971905282386,-0.0878513796228309,-0.0553618518925943,-0.1397521408339166
2000-07-07,0.0336753834208869,0.0513166969608825,0.0278540262576286,0.0310395340084714,0.019185185739388,0.0460632312558492,0.0417046039696381,0.0391781368909169,0.0318050729116488,0.0585104654398843
2000-07-14,0.0052329483891337,0.0043515783239165,-0.0043273312630524,-0.0022365563939333,0.0159704447540198,0.0220671667889359,-0.0102449606589575,0.0006489072949866,0.0046502115793344,-0.0070662299744374
2000-07-21,0.0152088710816668,0.0472239105172256,-0.0001138109306902,0.027636484634861,-0.0027924493121447,0.0091344706583367,0.0159042183602936,0.0250568545301926,0.0194392585604795,0.0281640799739804
2000-07-28,0.0147138786864596,0.0518303259569659,-0.0012493652735634,0.0218935268384892,-0.0051228271369191,0.0019314186143583,0.0250815175518048,0.0241221869068558,0.0184731168129805,0.0411933991795583
2000-08-04,0.0142460691382749,0.0680508932807459,-0.011632012947166,0.0204846688678453,0.0050339329356785,0.0398726015349347,0.0438786504722913,0.0417791355350519,0.0163632134467224,0.0517657355147871
2000-08-11,-0.0230740218131282,-0.0636089095855327,0.0009744613457696,-0.0413683755109747,0.0236664146790518,-0.0600759453534813,-0.0439359013082244,-0.0530257600680637,-0.0281897356959249,-0.0646181662227042
2000-08-18,-0.0208320084228668,-0.0237314456368053,0.0094631421787721,-0.0310924533304799,-0.0053471893913803,-0.0333464498651416,-0.0156969332714709,-0.0186750822896134,-0.0226883104394808,-0.0113056145683093
2000-08-25,-0.0032235329146384,0.0049932715821905,0.008383075662359,0.0104555920031149,-0.0189302150423401,-0.0243043362262494,-0.0024947317401516,0.0203178310934665,-0.0023658735803741,0.0202385928001931
2000-09-01,-0.0086095868130477,-0.0387086189401082,0.0210909165276301,-0.0292274003505523,0.0081314848412412,0.0072209484961772,-0.0077353255428085,-0.0275497694509802,-0.0145427930481522,-0.0227980332652724
2000-09-08,-0.0276946627637719,-0.1168136173986944,0.0030746765812581,-0.0427793760497193,-0.0224975344063941,-0.0004539720272006,-0.090675045287836,-0.0596419428330371,-0.0314767752851495,-0.1100218047242369
2000-09-15,-0.0268143147842762,-0.0095604914870361,-0.0039560591401474,-0.015037347780743,-0.0452950918949405,-0.052783393221822,-0.0239924715423309,-0.0142222067080095,-0.0277176555658474,-0.0005043039027265
2000-09-22,0.021049589771646,0.038494593830414,0.0091537543805191,0.0266868596011006,0.0456989660194802,0.020708841394861,0.0367943168740956,0.0317020129963215,0.0218980205289011,0.0479045564270491
2000-09-29,-0.0146736247220076,-0.0754524930717337,0.0161970815679957,-0.0396192338377573,0.0202758083434859,0.0242678321753722,-0.0659618516359925,-0.0677449874418188,-0.020847850587307,-0.0957847149200732
2000-10-06,0.0359459544049208,0.097193732015398,0.0112248548438872,0.044879450072256,0.0346783485144179,0.0538155545180374,0.0735517000265028,0.0578195175017559,0.0381454625031083,0.0747543376158791
2000-10-13,-0.0519545153404728,-0.1530091708379057,0.0165858016897725,-0.0768589082707734,-0.0180774670424344,-0.1204684533003767,-0.1218498146367965,-0.1214720056452406,-0.0609438661888906,-0.1359102685278965
2000-10-20,-0.0008912573540229,-0.0288931263731725,-0.0001575571358946,-0.0022178000265222,-0.0066295254169453,0.0332927988575823,-0.0446411014341337,-0.0063876007574929,-0.0017257085509119,-0.049573684049106
2000-10-27,-0.022820592947324,-0.0523239397677672,-0.0001664672900922,-0.0322504991003923,-0.0066426498361915,-0.0206766077351245,-0.0463898135830022,-0.0396959211512842,-0.0255619430425834,-0.0685882396106456
2000-11-03,-0.0240552831884852,-0.107850589245042,-0.0038446897272864,-0.0408243766360594,-0.0345956957882733,-0.0683359934621976,-0.0723531359653642,-0.0481093033589801,-0.0338659498138167,-0.0736450723739364
2000-11-10,0.0520972854612171,0.1730202124533594,-0.0009422455791762,0.0711501465292656,0.0100351083059935,0.1224781017698884,0.1241928454920878,0.0907547490856202,0.0597100043824994,0.1441893494916554
2000-11-17,-0.0451808562700058,-0.0873581121961877,-0.002951145446876,-0.071997224141678,-0.0205166964334767,-0.0646349989567832,-0.0743943691346092,-0.0682351820283509,-0.0502273583354369,-0.0833387855696893
