Week,size,idvc,beta,bm,m12,m1,roe,ag,dtvm,ep,market,rf
7/1/2000,-0.002242653,-0.143285436,0.038630014,-0.102580184,0.086538349,-0.079834778,0.002048019,-0.076563496,-0.029045199,-0.072739206,0.117723,0.000428
14/1/2000,0.02767427,0.060075602,-0.088858952,0.033425006,-0.037964658,0.088888941,-0.001043213,0.048867036,0.06510089,0.001586299,-0.065863,0.000428
21/1/2000,0.054577241,-0.016821738,0.016613109,0.018661066,-0.02618041,0.037860956,-0.033763089,-0.021765038,0.026168546,-0.035272107,0.050413,0.000428
28/1/2000,-0.028306705,0.055232378,-0.018253387,0.009523776,0.009641761,0.001179438,-0.00296463,0.004751955,-0.006579921,0.001425881,0.058546,0.000428
18/2/2000,0.039946311,0.020388081,-0.047968254,0.025339796,-0.024540888,3.97E-07,-0.031524642,0.003450961,0.063095915,-0.02251813,0.100604,0.000428
25/2/2000,0.038292411,0.002652728,0.007807963,0.013342341,-0.024786644,0.005258123,-0.033397302,-0.022871771,0.022501169,-0.011220919,-0.025853,0.000428
3/3/2000,0.042300071,0.014971647,-0.023192636,0.040727931,-0.059495402,-0.101644942,-0.047839372,-0.020432281,0.036254819,-0.014714251,0.061181,0.000428
10/3/2000,0.034182429,0.03553638,-0.024250519,0.037812582,-0.029172179,0.011032084,-0.023018329,-0.013045589,0.045852405,-0.009327718,-0.023899,0.000428
17/3/2000,-0.010035548,0.047951351,-0.057063723,0.061859008,-0.044979316,-0.003139146,-0.012834783,0.002207012,0.021661674,0.019233278,-0.018118,0.000428
24/3/2000,0.038561883,0.004037576,-0.00382461,0.002238332,0.00283565,-0.005528887,-0.012835039,0.004221713,0.031687463,-0.00717024,0.049241,0.000428
31/3/2000,-0.035394664,-0.016220741,0.0044045,-0.042523235,0.041880816,0.005150614,0.025604678,0.014155305,-0.009125994,0.002980398,0.035927,0.000428
7/4/2000,0.01612624,0.015052446,-0.020120724,-0.008411742,0.009056734,-0.006885315,0.010912569,0.007134078,0.020913514,0.00500952,0.010386,0.000428
14/4/2000,0.034554729,-0.013516547,0.004733427,0.006975731,-0.009501086,-0.016770498,-0.015242607,-0.016629023,-0.004215522,-0.013469858,0.003342,0.000428
21/4/2000,0.013354416,0.00989498,-0.005686874,0.035540418,-0.010391837,0.022210617,-0.026504241,-0.020116076,0.012923661,-0.005682586,-0.00167,0.000428
28/4/2000,-0.001059299,0.023727922,-0.050893891,0.060720192,-0.042561644,-0.026796539,-0.03035037,-0.023184357,-0.010732637,0.021508906,0.001228,0.000428
12/5/2000,0.003796891,0.015110908,0.006856186,-0.025036906,-8.50E-05,0.025282548,0.004151956,0.019524677,0.021547937,-0.012610195,-0.064549,0.000428
19/5/2000,0.030555835,0.024183382,0.007192114,0.034489884,-0.039506693,-0.02461252,-0.036744623,-0.023530049,0.0137966,-0.010421702,0.035969,0.000428
26/5/2000,-0.015002159,-0.006017651,-0.002969957,-0.008669773,0.019711179,0.003393407,0.026598523,0.00858722,0.009374446,0.008724535,0.054641,0.000428
2/6/2000,-0.019659251,0.012706049,0.010591868,0.032656435,-0.018719173,-0.088494335,0.007412405,0.017887786,-0.017555223,0.042815339,0.0158,0.000428
9/6/2000,-0.005849645,-0.004257493,0.00591582,0.026444304,-0.001812106,-0.025287636,-0.008024638,-0.009821418,-0.012448117,0.022873534,-0.007565,0.000428
16/6/2000,-0.024066335,0.013727162,0.018719772,0.026331127,-0.018749497,-0.006457572,0.02353833,0.002206042,-0.009761173,0.035860433,0.010163,0.000428
23/6/2000,0.030852016,-0.016031652,0.003364916,0.014044461,0.015218644,0.003269082,-0.028283895,-0.013586213,0.021186388,-0.015291028,0.013315,0.000428
30/6/2000,0.023702378,0.001383291,0.006724398,0.002976505,-0.01415249,0.012846582,-0.020158336,-0.003759657,0.002619773,-0.016808323,-0.002746,0.000428
7/7/2000,-0.012467028,-0.006745618,-0.017373766,-0.016265435,0.017212958,-0.009988935,0.012731406,0.006544761,0.003743552,0.00225493,0.000256,0.000428
14/7/2000,0.009732341,0.014801827,-0.012044404,-0.020081974,0.011540417,0.012802573,-0.001007132,0.015398132,0.028844053,-0.016427317,0.024441,0.000428
21/7/2000,0.033390385,-0.018357502,0.020484045,0.026289056,-0.004822334,-0.026561341,-0.034761129,-0.04222002,0.014144049,-0.020350231,0.002521,0.000428
28/7/2000,0.011935291,-0.001578924,-0.005064293,-0.000299181,-0.003922029,0.013009976,-0.00908467,-0.004490248,0.011365841,-0.011506718,0.009462,0.000428
4/8/2000,0.001982382,0.002348914,-0.036389123,-0.032577194,0.020613948,-0.072073833,0.004544406,-0.00509853,0.017003514,-0.011943264,0.006195,0.000428
