Month,size,idvc,beta,bm,m12,m1,roe,ag,dtvm,ep,market,rf
2000-01,0.16533055695771148,-0.4645604948848225,-0.06972418186432656,-0.13455344695768895,0.23165781555108042,0.24297474226868104,-0.18011272800432296,0.014511444367389978,0.08607057443212125,-0.2066912291590799,-0.0433,0.0040999999999999995
2000-02,-0.09890763793042934,0.2615527678998103,0.06008004624370731,0.013444618344215259,-0.06790115087555951,-0.0879045383778364,0.15098870069430326,-0.05013274595343231,-0.09893893498799403,0.12668877704861053,0.028800000000000003,0.0043
2000-03,-0.06283364218187477,0.18741893177329516,-0.017633281746350177,0.1204103072858154,-0.06238240993256608,-0.11071173038891546,0.13248777178149035,0.05070839585124836,0.003032254562233591,0.20934916730020153,0.0567,0.004699999999999999
2000-04,-0.019255477257563304,0.12457030498999229,-0.017235044102050616,0.09742117460593647,-0.20552990498217683,0.04936026849171157,0.07256765419450657,0.08846931890701898,0.019282617883533793,0.09671999008568856,-0.0594,0.0046
2000-05,0.0053288843108446615,-0.39909213884214223,0.1906457761004845,-0.13215120947316675,0.21220932319749167,-0.19706223969471307,-0.11625612105755692,-0.03246363897605196,-0.018873742193706,-0.13474433295675237,-0.0392,0.005
2000-06,-0.015588120815754496,0.09710262689820529,-0.052975586064750876,0.07326168750955674,-0.02817140517366053,0.03381258056328643,0.09262642215002602,0.001660604741714691,0.020000558149175104,0.14054282255179082,0.0504,0.004
2000-07,-0.035364119081036066,-0.08234192348212968,0.1285425671458707,-0.040866049275119005,0.07510286680014788,0.03411874622275117,-0.0929630348446706,-0.027383494777031482,-0.03617574646856453,0.0002090878475831115,-0.0203,0.0048
2000-08,0.006182232980672726,0.09101465362559763,-0.2077812948004098,0.0480268002760931,-0.1081815343255847,0.1118922118366211,0.031726258612536216,0.11205474155055214,0.038788725204741005,0.12857598964042896,0.0753,0.005
2000-09,-0.0671857640786531,0.14443828465526548,-0.11514446756994678,0.04620489239594333,-0.09756206257096525,-0.1085033033429457,0.13527045509450675,0.05669442906655002,-0.02193791521252808,0.1542522543624473,-0.049400000000000006,0.0051
2000-10,-0.03952170198554193,0.2490026487246074,-0.2622307587231733,0.04909459584965495,-0.09521531471580043,0.1760094983286189,0.21067792327290705,0.13761962137387806,0.04453996752945587,0.22545213752422835,-0.022,0.005600000000000001
2000-11,-0.11977368348196907,0.06406415163325001,-0.06012800797845491,0.00984444146009607,0.0957839117594568,-0.0010187099167052842,0.06363041896360117,0.11313893636641516,-0.030792393765271202,0.10824872515520989,-0.10210000000000001,0.0051
2000-12,0.40793734023166855,-0.3439686292707957,0.22411196985463008,0.2670417591593023,-0.40310926797856844,-0.26939319335085404,-0.13017990913120914,-0.0778283975572061,0.10823983835620751,-0.16920721372810524,0.0169,0.005
