Week,size,idvc,beta,bm,m12,m1,roe,ag,dtvm,ep,market,rf
2000-01-07,0.164947521650471,-0.0270233022465308,-0.4340271859241209,0.3961762139442408,0.1167724375005942,-0.0845308343174452,-0.1644162587977838,0.0677292318511205,0.1082794625836937,0.383977075037143,0.0318624771880466,0.00021
2000-01-14,0.9091305360938952,0.2061084351140363,0.1173578620566712,-0.0148317662287431,0.1071512577252275,0.0241396235615403,0.1194037360410915,-0.0257454907804746,0.4647723134623099,-0.0635052053788737,-0.0875942665445378,0.00021
2000-01-21,0.2250660771787668,-0.1181217183983148,-0.046786854231125,0.2065391832908751,-0.1556727203121279,0.0726729436180545,0.0111486299479287,-0.0674709827247623,-0.0354404861807387,0.1322025872140547,-0.017263213687402,0.00021
2000-01-28,-0.2379216404254256,0.2055760227426712,0.1323626594777986,-0.1610195470248523,0.2555767073320568,-0.2209798892049944,-0.1756315079912524,-0.1917627981551578,0.1299896928195181,0.0180625015946806,-0.026133001510155,0.00021
2000-02-04,-0.0471689260901482,-0.067459284033674,0.0337040518710825,-0.078484110555004,0.211458335710013,0.206757444053237,-0.1004663919007724,-0.115609507522483,0.0271929609366697,-0.0410584215614239,0.024050687157781,0.00021
2000-02-11,-0.0559339718279018,0.1725416210372668,-0.0549376137861517,-0.022486293779519,0.0405367818843722,-0.0834412978281313,0.0909885696575972,0.0877763980133538,0.0690347963462009,-0.0103458605904375,0.0280563005960468,0.0002200000000001
2000-02-18,0.0219447181502639,0.1054663598686266,-0.0360411902149895,0.0843333404490736,-0.1254607807763366,-0.1207128068062465,0.0421264333418632,0.0199361274002185,0.0792159080479424,0.0380852652862888,0.0764548362612504,0.0002200000000001
2000-02-25,-0.0509145795948172,-0.0651744418556887,0.0608487542838389,-0.058318321986795,0.1062882634203197,0.1035365543151848,-0.0095836556393873,-0.011890373174941,-0.0729744879892902,-0.003510316159727,-0.0504154992506817,0.0002200000000001
2000-03-03,-0.0969496673295593,0.1309681456993086,-0.0458174593098598,0.046766775139997,-0.0800006264505413,0.1476181995304454,0.0594730277372643,-0.0393831167066257,0.038192344021881,-0.0750010052584465,0.0405621242503384,0.0002200000000001
2000-03-10,-0.0731117753758825,0.1566194003178463,0.0880673960007011,0.0192885574879261,0.0346805456308199,0.1255968794090079,-0.0823405092576332,-0.0867944545396106,0.0226698635020448,-0.0115931528374881,0.0455899635195509,0.0001999999999999
2000-03-17,-0.0085492860820179,0.0399917161836452,-0.0661240072927627,0.0518598047453553,-0.1169718334170715,-0.0097315177658851,0.045730480747476,0.0709853310144701,0.1014445043171946,-0.0042376511094666,-0.0372818822935834,0.0001999999999999
2000-03-24,-0.1158014708779099,0.0738630565847232,-0.078110004880306,-0.1162955675425659,-0.1838283859190309,0.1443932878256674,-0.005159229577511,-0.0722126074094577,0.0323636272189928,-0.0587309138247202,0.0080588745885166,0.0001999999999999
2000-03-31,-0.0029860375850203,0.0268873099188768,0.029223916170022,-0.1102695319018826,-0.0498712761523902,0.0075849523907517,0.0290158679345583,0.0099977038236499,-0.0716214933376508,0.122409446711848,0.0614118458019572,0.0001999999999999
2000-04-07,0.0755782168053338,-0.150259395357816,0.0222461821525899,-0.0068777897352503,0.0344156418931692,-0.1528279997913039,-0.0799131035761618,0.039712195930722,-0.0489020624893572,0.0062877935333927,-0.0765287658682131,0.00024
2000-04-14,-0.0346375564212557,0.0763391221318318,-0.0154342613715749,-0.0311686346548811,0.0125043168356509,0.0918512314910339,-0.0237842313379417,-0.0356576325235972,0.0457124108473297,0.0043872009430597,-0.002497494513977,0.00024
2000-04-21,0.0341119138941233,-0.0770038411210955,-0.0900014263595114,0.0149141594761238,-0.0793464973658135,0.0577960327919851,0.0058628424206869,0.0857588484445539,-0.0705113529316239,0.0095219674173194,-0.1239334296297967,0.00024
2000-04-28,-0.0274311397571319,0.1390575675378129,-0.0408600412163331,0.0144376405615894,0.0361995871765341,0.1600551731907709,-0.0016096481572191,-0.095061180561412,0.1134312513042366,-0.0082571130174265,0.0409669992013477,0.00024
2000-05-05,-0.0968303029181348,0.0135981722592655,0.2563185832185014,-0.1364020241678241,0.2240740322970243,0.0027549517405011,-0.1563865869458467,-0.0680778312197796,-0.1628174764488102,0.022706868797068,0.0099016472811466,0.0002299999999999
2000-05-12,-0.0261391176627815,0.0147806044012479,0.0668447355556256,-0.0217617617169058,-0.0410279487229728,0.0208073566938858,-0.0267764713845281,-0.0163635625018123,-0.0444486781575239,-0.0251175638038815,-0.0398407144652142,0.0002299999999999
2000-05-19,0.0392717936228898,0.0345231684707291,-0.0295817154738699,0.0622512371013558,-0.0673615676195534,0.0020916775986361,0.0653365580348169,0.0320767886823137,0.019680453612145,-0.0035147738519371,-0.00132205892222,0.0002299999999999
2000-05-26,0.0330074118768992,-0.0196026768627163,0.0044133447836824,-0.0107095851531213,-0.0131937520588372,0.0026398869796664,-0.0073978353838162,0.0157775582400934,0.0188434974784217,-0.0192149062485624,-0.0497651414862948,0.0002299999999999
2000-06-02,-0.0730784650433795,0.0717337243988924,0.0443088447910827,-0.0677801822460619,0.1088142475093597,0.190572837442904,-0.0502981444970094,-0.0578492755647336,-0.0460021679183879,0.0031057137651721,-0.0117150953310047,0.0002299999999999
2000-06-09,-0.0380154203776373,0.0903756517986421,0.0703335403237814,0.0379017943937631,-0.0181166812570696,-0.0370000032362198,0.0028916729915569,-0.0311767823581941,-0.0351169574140175,0.0199882270572456,0.1349982504559905,0.00018
2000-06-16,-0.0135054888403653,0.018873947462465,-0.0072108417963741,0.0036716953651287,-0.0658978545910448,0.0450425239087816,0.0431500950378555,-0.01739358386647,-0.0310078874748156,-0.0117924320662149,0.0121910163362266,0.00018
2000-06-23,-0.0235669253831841,0.0105193365051696,-0.0149846031202317,0.0132751954018408,-0.0470970359330677,0.0747449493416232,0.0559267040316688,0.0030435794614023,0.0110996177867588,0.0062188882191082,0.0132307280263841,0.00018
2000-06-30,0.0629601583908275,0.0119321052803311,-0.0979333557204397,0.0729897420565695,-0.0640284830393913,-0.0317271865108696,0.0316493362986657,0.0360381396633408,0.0679507056141546,0.0019793499744768,-0.0177384682436789,0.00018
2000-07-07,-0.0341071194614933,0.0268025259507811,0.0306368145398136,0.0165225628779267,0.0116323929500132,0.0970085594362853,0.0429987298689854,-0.0278747485229488,-0.0623345952772081,-0.0084347172753777,0.0091407987153064,0.00024
2000-07-14,0.0152738585255765,-0.1119030121066578,-0.0006555348253417,0.0467423121658562,-0.0903284064818239,-0.0713189786124884,0.0508521675106826,0.0540536165535354,0.0504291017793754,0.006008443416915,0.0690667951630297,0.00024
