Clsdt,size,idvc,beta,bm,m12,m1,roe,ag,dtvm,ep,market,rf
2000-09-01,-0.010221802481400812,0.0042408263799498785,0.0029500203168887837,-0.009412393209115189,-0.004708646738377559,-0.018477791441208324,0.00525494104815154,0.0020035355320853487,-0.0006735566536974942,-0.0035027207414841206,-0.037877999999999995,0.000428
2000-09-08,0.03588602946672465,-0.01184561576950696,0.021775274377731982,0.017360413530319804,-0.006233077329454318,-0.015810746106798838,-0.04024616797478074,-0.023633637536798438,0.0025948399970562373,-0.02135161097490241,-0.014688,0.000428
2000-09-15,-0.009311723536660656,0.014066197049531565,-0.006069913987281721,-0.004954932893650312,-0.013030640555937674,0.00622316626675988,0.019062289154661002,0.018343098236795197,0.011558776014733155,0.011061510291810083,0.012416,0.000428
2000-09-22,0.02239418976382665,-0.015034524861756882,0.017363406871546336,0.013408772006303242,-0.0042650747053901835,-0.008164196073112518,-0.025037438888234922,-0.01761448390731528,0.0005937895858899255,-0.008043546613312044,-0.044271,0.000428
2000-09-29,-0.0006726448119405348,-0.0022463375136347434,0.0058739242126581315,0.007868328834289713,-0.002364448097208771,0.008564910534440442,0.002366735395229398,0.0029152085915507774,0.007373570677150526,0.008166514138367009,0.01059,0.000428
2000-10-13,-0.005321190272402573,0.007173686881550522,0.010899506338326807,0.009165113149402503,-0.010280461952954997,0.02404648644904932,0.014560595515263085,0.021687856567978482,0.005130901142995463,0.012284704276667297,0.005309,0.000428
2000-10-20,0.0044754342338128895,-0.005367684664925185,0.007754098160169403,0.005292595271259415,0.003184449394137038,-0.0014033237119736273,0.0025593123417554167,-0.00177389608363962,-0.0012075269244919522,0.004084938922592426,0.01481,0.000428
2000-10-27,0.007102944029522867,0.004406862971657042,-0.002782256272797162,-0.0020835672054865754,0.005070612572867195,0.0006422679700876319,-0.009638410861911053,-0.005487213214141822,0.010506279288020146,-0.005894427727326611,0.008764,0.000428
2000-11-03,0.011893650049704121,-0.0054399923429337815,0.00687091998532818,0.012049676973237076,-0.00495379452547079,-0.04479427304362352,-0.0102073971721645,-0.0050083677828593205,0.00024103402307526153,-0.001693772742841557,0.004882,0.000428
2000-11-10,0.006471922417360098,0.002124134424095101,-0.0001696268231322455,0.0013755622021108319,0.002919179380906991,0.01146582273276318,-0.005777541713339634,-0.0035332324381900405,0.011664655337475715,-0.006352153049720707,0.031006,0.000428
2000-11-17,0.0014015461861547514,-0.0005875165024396434,-0.01334798517678673,-0.010640515211232753,0.005234799905830562,0.008528071089381103,0.010104670186688326,0.004218874565755322,0.0045175347872664934,0.00046168035658843143,0.021959,0.000428
2000-11-24,0.014124403119550606,0.005711502305094825,0.01306527564167791,0.0023524262878760224,-0.0012697798022171395,-0.016504049524367993,0.00039189334963803286,0.006218263933837671,0.009481086663746335,0.001143699603145535,-0.016684,0.000428
2000-12-01,-0.011775881603272982,0.024483229530614353,0.016706171381312106,0.0072488827356813725,-0.0061745508787942605,-0.04414359975635124,0.0074071009904928,0.000415985087831334,0.004662362158302872,0.010366569611829322,0.012891,0.000428
2000-12-08,0.026748310583809262,0.004631186334377925,0.025793953900517835,0.01289785251529405,-0.005174019941381169,-0.02605726892972642,-0.01397143020387399,-0.004262567244665824,0.013507928983312878,-0.0040031478316992115,-0.008069,0.000428
2000-12-15,-0.006307493841732698,0.030536252096786655,-0.008921395374779135,0.02469859241312615,-0.011810944457941086,0.014366311438144467,-0.007506202648028298,-0.010960439646926938,0.014868921113987896,0.012379594932769368,-0.012681,0.000428
2000-12-22,-0.0066978865155570225,0.017378364975174594,-0.008619902457215889,0.01163781701505635,-0.002084029262792766,0.0142428469893023,0.0006634819416429516,0.0005167137777499324,0.00240586665754303,0.011042106239749641,0.010902,0.000428
2000-12-29,0.006796507991566045,0.012650291445822269,-0.006796420678159339,0.029369782738182332,-0.0070964425729785965,0.01718340477013708,-0.00932401752239851,-0.019965039094510487,0.013556018109616153,0.013755840564171833,0.002607,0.000428
2001-01-05,-0.00012677612752432996,0.0019308025799483416,0.007472415004533729,0.0029687602301121056,0.011311647339226308,-0.004506064642009661,0.008661227582789411,0.003034760525993614,-0.012189425924600358,0.009045306438340053,0.022721,0.000428
2001-01-12,-0.021493255788910152,-0.0014018126421615042,-0.007582091906745237,-0.008793349388447861,0.004589688595490899,9.299443419311885e-05,0.03882732521669964,0.02256265081054011,-0.02173922095699978,0.020590478962046233,-0.013306,0.000428
2001-01-19,0.004473042469892288,-0.008256825479488274,9.02472852824486e-05,0.00010051864658774251,-0.0003683019119384359,0.0058157355172077235,0.0015795026310146017,-0.0026120752981055213,0.0026214028338319637,-0.0031433805216842282,-0.019441,0.000428
2001-02-09,-0.008615338006264246,-0.010866916667039494,-0.0018212615727055438,-0.015528684779374245,-0.016855320350900906,0.015149617526293997,0.003047004769547071,0.0015041938835033235,-0.005473386258335315,-0.01248923151649394,-0.055179,0.000428
2001-02-16,0.015112213087875912,-0.0019294284629580195,-0.003923904884914451,0.0038865128945961853,0.007288087246836163,-0.00431478303845316,-0.016094831164893738,-0.007543926690955432,0.0037387748430970586,-0.010429438687546817,-0.008232,0.000428
2001-02-23,-0.0006988185496294916,-0.0007413803568639722,0.004709341031622415,0.005946130517874747,-0.008302124572407912,0.010901860812433578,-0.010533449786106326,0.0013481585754707825,0.0009369806441712029,-0.004732172575861721,-0.009448,0.000428
2001-03-02,0.007819422457819171,-0.009593941426582604,0.01998783214890546,0.0014192429823078334,0.005804952018381101,-0.03524153076443324,-0.001877884654036998,0.005597953023644891,-0.009032210740082685,0.0024575173758424468,0.027716,0.000428
2001-03-09,0.002799304634438143,0.002823009541984213,-0.0038080925486335053,-0.005402575081649728,-0.002669255030758746,0.001756094317582205,-0.0037385103838346824,-0.006544238145391782,0.0028536685742128016,-0.011088422601467167,0.014147,0.000428
2001-03-16,0.004161587301975892,-0.009084639516251446,0.008262710475720697,-0.008897067052889458,-0.0007119651796974498,-0.011790113856539887,-0.0014388045128443053,-0.0005414684820437866,-0.00015241938760505308,-0.011026403098833711,0.004726,0.000428
2001-03-23,0.007801711360964066,-0.0014558632027627258,0.003886840099215418,-0.020063290036816825,-0.008077080205307657,0.00842684395556579,-0.00048710555396665536,0.00606004325867222,0.024211708442329543,-0.00998746160921439,0.012922,0.000428
2001-03-30,0.0033531963892623647,0.0029741096452945096,-0.012602660615320343,-0.004908842511380466,0.010011835022385032,0.0010817814378047217,-0.005015613908815003,-0.001167812053148455,0.001307263538121918,-0.0057190759412045974,0.028166000000000004,0.000428
2001-04-06,-0.002371844491191002,-0.00017679777931894116,-0.005748045776904816,-0.0055881776394297224,0.002654550689267559,-0.008885984087369294,0.004713291951034805,0.0031262052578487774,-0.0019546145108512297,0.0006954773284487196,-0.00451,0.000428
2001-04-13,0.018667339729093166,-0.0070749751913656775,0.010269196556820792,-0.0020307651685064453,-4.0831234081405154e-05,-0.00018624557425142747,-0.010701294608029066,-0.009585772479799361,0.000958744570526391,-0.013298070360191133,0.016502,0.000428
2001-04-20,0.009903724590999207,-0.013382282798860258,8.802634339355811e-05,-0.005941952165457896,0.007828730874472683,-0.019736281634457155,0.00694839795825351,0.0028819384385378385,0.00593278810434175,0.0018960887580892517,-0.001477,0.000428
2001-04-27,0.024330277163484487,0.005777669461776295,-0.00988728737145566,-0.0040846697019267615,0.012242748192592547,-0.0008597320377865102,-0.012163437533099952,-0.008191426696172711,0.012151458421631756,-0.007723353241124568,-0.017513,0.000428
2001-04-30,0.019361341614773958,0.0050898083327418,0.002731278749397727,-0.0010432970691751095,-0.0016512195030381907,-0.0037358304445412353,-0.006319572604044068,-0.0006861389205580597,0.008862554782934885,-0.004225316340077365,0.001823,0.000428
2001-05-11,0.010352074209016876,0.01519263613479806,-0.0011550243121851694,0.014408812462611987,-0.014397470531818968,0.009463929914231775,-0.010777547078612474,-0.002599485587178996,0.025613395979763996,0.0018475857990785155,0.01495,0.000428
2001-05-18,0.017193104144283534,0.021744568429205188,-0.0020607086623774906,0.012929372751966508,-0.0034061915425156186,0.011034001496184918,-0.004819177534730782,0.00041296529869773186,0.016020739453954463,0.003619272643476694,0.018928,0.000428
2001-05-25,-0.004708803047066719,0.00018083581390501463,-0.00788795119952974,0.004434643976461607,0.0066237647065086344,-0.0002591985686666342,0.0010068553476467804,-0.0010383342289162802,0.004109298923751736,0.006281639286789917,-0.006614,0.000428
2001-06-01,-0.0008702134571286994,-0.0011518454359102236,-0.006164704032055038,0.0013542981925433498,0.00465940773930273,-0.029098074049831973,0.00015913886270972882,-0.00454886999887704,-0.0021249328506720575,0.0005990756746114432,0.009701999999999999,0.000428
2001-06-08,-0.008621234577497704,0.017873745853227596,-0.004700326905807867,-0.00507972862145898,-0.007722896955005729,0.014144582596254217,0.008030336281562557,0.00962369165855822,0.012475011348759342,0.0012036449920023,0.0009720000000000001,0.000428
2001-06-15,0.0064771109504387974,-0.0003667144166368038,-0.0034982420547497632,0.0016426057721879621,0.0009878421980777617,-0.01562982052287338,-0.004486881223030238,-0.0031140226442887423,0.0017474303228321554,-0.0010998670652816443,-0.0019039999999999999,0.000428
2001-06-22,0.0019800807031757116,0.002518364312194238,0.0067140133994946965,0.007934219580724855,0.006239261916984224,-0.005718545716647174,-0.0030179034775234667,-0.005358908752923916,-0.006085750569103095,0.005873917404179191,-0.0028469999999999997,0.000428
2001-06-28,0.009112698694355326,0.004532268262367634,-0.027101612254730893,-0.004178023356871383,0.027817844383482032,-0.010955055458087726,-0.008240795883382626,-0.011645375756690036,0.0011995747313154198,-0.007178909403537659,0.004274,0.000428
2001-07-06,-0.00924124408319435,-0.0042211108526449825,-0.04989014716037987,-0.009739075994574624,0.015182074498036317,-0.061444970038968025,0.011866913762190248,-0.004717462669262346,-0.016632847497402375,0.002708987072536695,-0.019416,0.000428
2001-07-13,0.00965785145382716,-0.015208240295678816,0.01136066117863279,0.0005541951608231438,0.009256768229588765,0.0029306185828175554,0.007467908122119281,0.0028447906114052197,-0.00038284874044637834,0.0001588978420363229,-0.0035020000000000003,0.000428
2001-07-20,-0.005597986480797065,0.004226484656676173,-0.0147335173409608,-0.008790045522991643,0.002643790550273837,-0.009376454758520659,0.008093812295702454,0.0014414109384075918,0.0026635850914181122,-0.0018594085994227197,0.008244,0.000428
2001-07-27,-0.0008742979360754355,-0.002812519198999013,-0.0017540894863829655,-0.00857376412676434,0.004469577333328985,-0.008635241292617307,0.002049904569106309,0.004927022346124826,-0.0003391704508877644,-0.005934601858895034,-0.052196000000000006,0.000428
2001-08-03,-0.017266245926795445,0.0026387885840311077,-0.012003268534988922,-0.010874673932018662,-0.005415404983936521,-0.047161804717389004,0.012454280611656886,0.013679895789121266,-0.011751796651416332,0.005066948384053829,-0.052070000000000005,0.000428
2001-08-10,-0.0053063134156154605,0.009173583514898519,-0.004596364291642507,-0.0014721371004125083,-0.008552409278453518,-0.006122285519978652,0.006824291495337753,0.005407739947290111,0.004496955429099907,0.00661869881761256,0.0019489999999999998,0.000428
2001-08-17,0.0019162502480642159,0.00033311472823441447,0.017927850418333623,0.015422138457538023,0.0015139308184517902,0.008648803357114425,0.006219597673023367,0.002913573319451101,-0.003485418201681012,0.012647694462145847,-0.015961000000000003,0.000428
2001-08-24,-0.01030673511106131,-0.0013989963326851065,0.011103115468389237,0.01366611413367901,-0.014755896432704184,0.006770346228834514,0.02293045508946035,0.02280088806147244,-0.013759615622608391,0.024588873575707534,-0.013933000000000001,0.000428
2001-08-31,-0.012426185913902401,0.01815543172241011,-0.00465125547793814,0.012020610922632971,0.003894153988913362,-0.003033649645476994,0.012990515631626537,0.012190361551848185,-0.011863265158377299,0.01301451694200749,-0.027527999999999997,0.000428
2001-09-07,-0.028301444804559036,-0.02300981656154633,-0.015541595555468302,0.0015740790318298017,0.010420507190572192,-0.005275921298301851,0.006126630201067046,0.0011803543407870182,-0.03247214907854668,0.0034132386040582052,-0.014755,0.000428
2001-09-14,-0.02658602243084461,0.022996895308999975,-0.030899493655327424,-0.011480039172899983,0.015482300977065017,-0.0001031354873862328,-0.004767496105952382,0.006004826706894048,-0.00326664468515947,-0.010353092420344531,-0.0020670000000000003,0.000428
2001-09-21,0.007107469608733145,-0.010124464900457764,0.06212264836026043,0.03707353291479539,-0.04205821619824576,0.002150203490284608,-0.018413179826177975,-0.004703242995814899,-0.007275100563835513,0.0007188566184894302,-0.008665,0.000428
2001-09-28,0.01695608008135434,0.008340899195563647,0.006147497483406327,0.017692226558568332,0.006128421107215919,0.011310926899979968,-0.011713092643706492,-0.008739392776159885,0.01663346173025698,0.005451798133532939,-0.027402999999999997,0.000428
2001-10-12,-0.014931717700530665,0.005022420823772057,-0.014126560387115614,-0.005115231899245409,0.018215064493876325,-0.016363474732293454,0.003945926926234605,0.006745085440300343,-0.012538586975445035,-0.001081561700954331,-0.047457,0.000428
2001-10-19,0.013603864312603775,0.024212103095818012,0.009856978497633843,0.015140867593594782,-0.004102151575187908,0.0061425264020377275,-0.004579065696662532,-0.0014844469136551745,0.01975631979780269,0.002570671068399318,-0.071962,0.000428
2001-10-26,0.021838961182824287,-0.007582943176719703,0.038350131814669924,0.01438898080036776,-0.03079948184635921,0.03466820271963414,-0.0009196285102507987,-0.003422473249066048,0.018705167919060024,0.010877410043643385,0.06880499999999999,0.000428
2001-11-02,0.013820887328493795,0.0018638380147260047,0.020389192416647876,-0.002255791357631806,-0.01799203909034364,-0.02142279162906708,-0.006216136919928613,-0.0079097072561621,0.012490886484649692,-0.0036735271583131154,0.008717,0.000428
2001-11-09,-0.007449088940886786,0.0033735737241720196,-0.006076247917801744,0.006607473655101753,-0.009059693925055717,0.014558682227671916,0.020596701464661228,0.00645563674447137,0.0017493278394021968,0.018189007896562272,-0.037547000000000004,0.000428
2001-11-16,-0.009836195103885302,0.007392732356073094,-0.0240417733716238,-0.01299346002159206,0.02693932291919064,0.00576965713752229,0.014111592099984104,0.00846749741831955,0.00345793653642449,0.003366282013363163,0.007272,0.000428
2001-11-23,-0.004868388864837446,0.002032149744006024,-0.008135263233845735,-0.0021030667688227943,0.005713488614905549,0.003186619095376139,0.017654647229887636,0.011810270405127821,0.0019121816862969244,0.013845954423364261,0.044273,0.000428
2001-11-30,-0.009467564930840973,0.022224916952718266,-0.01334081048533747,0.011769656267013685,0.010154416552891638,0.0039860272181140985,0.01762463790544279,0.014017252431132879,0.013260386300860641,0.02089119261037663,0.02444,0.000428
2001-12-07,-0.006049956860358666,0.0028245900531836086,-0.002368774997587228,-0.004481920035162395,0.007282776142673088,-0.01773281194606754,0.007436558659969733,0.003791878397988145,-0.0024500579738654564,0.005873703524181189,0.0009429999999999999,0.000428
2001-12-14,-0.0019982595913336336,0.0008494211841828143,-0.008677049557512315,-0.0028714762172166695,0.007929182671965256,0.011235992452987259,-0.004210984619133957,-0.0011758053439333074,-0.002828803501964232,-0.007221470166238026,-0.04333,0.000428
2001-12-21,-0.015640880996682698,0.010647709319473675,-0.031467306767539276,-0.0006498380653392546,0.024492523524187418,-0.01633352432880226,0.013956368962330441,0.004837669709938243,-0.008799315445100306,0.010526269271525328,-0.020441,0.000428
2001-12-28,-0.050103902443933396,0.0055571642619969,-0.0392090824294033,0.0033191126964448037,0.03886609061259473,-0.058658001808799036,0.05797372682668327,0.029312827446604767,-0.041782527394264274,0.048495209483414736,-0.004586,0.000428
2001-12-31,-0.018628923326516493,-0.004529027967454583,0.022637016008614723,0.011650586892391485,-0.014416270404618153,0.004673907385347027,0.022644017459611962,0.016303158343272638,-0.02511067023740997,0.02890300385767867,0.003843,0.000428
2002-01-04,0.028180506343526746,-0.006317332671032207,0.05308949727672001,0.004240172297181415,-0.02630989144440634,-0.0015650497609937426,-0.015762353311484144,-0.006889439628062835,0.007201987106238431,-0.012187190480917601,-0.019488,0.000428
2002-01-11,0.0014469542125941648,-0.0021917821259787116,0.010304638691856592,0.00956078144105761,-0.017477200359789342,0.011112793465850864,0.003667839379340697,-0.0008501005073202304,-0.0012524941424726776,0.007274386032454996,-0.054334,0.000428
2002-01-18,0.011793943490295578,-0.013636269892457167,0.012248179921514758,-0.0032270725611546567,-0.005211519032623645,0.012220382261478539,-0.016149541540201536,-0.016197433670946115,0.010066804176472663,-0.009756630876900683,-0.094023,0.000428
2002-01-25,0.03475470408259325,-0.034066999291512454,0.08613614108702654,0.021525014377547433,-0.07509448049326024,0.07773326037219425,-0.05137964525428866,-0.033977066718645116,0.024288616958939163,-0.022994753784068442,0.027056,0.000428
2002-02-01,-0.008509818415702343,-0.0024371354271235917,-0.016946328734260052,-0.016306040607584563,0.005348440846419296,0.008997799131496412,0.007027302261741205,0.009066880774723434,0.006965671230494444,-0.00932063943116751,0.030961000000000002,0.000428
2002-02-08,0.016926519807142142,0.0007018727901934793,0.012642451953625945,0.0035241193208690805,-0.0063070726107893466,-0.005816997299274079,-0.005785867373679185,0.002973379717186475,0.011194859448485094,-0.0010067603056222903,0.01709,0.000428
2002-03-01,-0.0022691402575246156,0.009897802923212039,-0.01754313793972498,-0.012987170366778909,0.02481458544664163,-0.03503137594017976,0.0022747958675061186,0.00019802743069692597,0.013391161858034486,-0.006655336575141321,-0.0016809999999999998,0.00037699999999999995
2002-03-08,0.009957780418332163,-0.0015646295455306707,0.016147528916372028,0.014291363188277959,-0.00863850431905281,-0.010817998017797068,-0.020828415198740614,-0.008747059026424846,0.007165947418287454,-0.007807699479972953,0.105125,0.00037699999999999995
2002-03-15,0.007240596586091079,-0.0031425283487972657,0.014738631674214221,0.00601238526274776,-0.010815307743072048,-0.004268909367437184,-0.00887963461838508,-0.01877158806504734,0.01060440757432451,-0.0043307109143658675,-0.009984,0.00037699999999999995
2002-03-22,-0.0013975244741049227,0.005172736346293019,-0.007939439107855075,0.00234531015431084,0.0055894034118138865,0.00032607632179726745,0.0013428622420953926,0.0003568250040590828,0.004372371080095467,-0.0034372223922894355,0.029144999999999997,0.00037699999999999995
2002-03-29,0.005996008032977645,0.005168100194659327,0.0016521613752672097,0.005085378470697358,-0.0043845928040295344,-0.0010463049821672586,-0.008958831842875414,-0.002607935686725285,0.010355374323904272,-0.002846815901213532,-0.037850999999999996,0.00037699999999999995
2002-04-05,0.0039422684381885675,-0.005095038205629119,0.007502629364153178,0.001389987349823256,-0.00797173711747838,-0.021484748033402674,0.005201202400531688,-0.0017397075115648496,-0.0015177369240224857,0.004780693254740629,0.016465,0.00037699999999999995
2002-04-12,-0.004058646580259355,-0.001121215963884828,-0.004508593957424882,-0.0043121730919051405,-0.0005011751789545972,0.0015648031121913118,-0.004148868172654009,-0.0012149521186358408,0.0031732257835450813,-0.003734049302234076,0.015338999999999998,0.00037699999999999995
2002-04-19,-0.010240239945129334,0.00733721725077862,-0.0255465961213524,-0.012550628068317422,0.008941656410432396,-0.0012479733791934192,0.0029169370472006614,0.004059323340030958,0.002343793654492464,0.0011211669231723093,-0.013803999999999999,0.00037699999999999995
2002-04-26,0.011535606553031808,-0.008122811348977658,0.00980836584054594,-0.004659855189219513,-0.016835940931201523,-0.010449540774361865,-0.014661100086409208,-0.01476158609192838,0.01182870950019178,-0.01338831239848464,0.00233,0.00037699999999999995
2002-04-30,-0.011981160929587396,0.005189944535324495,-0.009035930202359462,-0.004972929543698452,0.006975759295063427,-0.0018039114220442208,0.0018710465016458268,0.006096069443362214,-0.0036952426051681635,0.0005379092140499059,0.018462,0.00037699999999999995
2002-05-10,-0.008168155117577847,-0.0011537941574180973,-0.003337985644195962,0.002574861875601825,0.00010518702995572851,0.030395585365690293,0.011468738356532372,0.008952917974764663,-0.0010334451378969326,0.010147040277816566,-0.014639,0.00037699999999999995
2002-05-17,-0.012144039492238318,0.01544078968555778,-0.01772274598623277,0.003163848801290163,0.0216503426106038,-0.00831476457092729,0.00984014910991314,0.0033722267207169088,-0.004699621571923704,0.01307006392163574,-0.044958,0.00037699999999999995
2002-05-24,0.020172598301785694,-0.022639629104411987,0.04898857695285623,0.013246850927126186,-0.024580773195235654,0.02641410137772461,-0.012122259579801425,-0.018827626527027,0.00599447509908721,-0.009398211272153144,-0.006093,0.00037699999999999995
2002-05-31,-0.03926629233697,0.021695284890846628,0.029949467705260302,0.040008648595018945,-0.03278591389559314,0.015399199909678751,0.008154071972175103,0.007777112688165569,-0.02690021524263246,0.026617759942507133,-0.021981,0.00037699999999999995
2002-06-07,0.01575589543752619,0.0014043335310670426,0.003940768256686688,-0.005718589920990684,0.002009700541388991,0.021290513810290252,-0.0006346256005758119,-0.001264870884722151,0.00989291567226498,-0.005487620289384846,0.010342,0.00037699999999999995
