date,SH000928 Index,SH000929 Index,SH000930 Index,SH000931 Index,SH000932 Index,SH000933 Index,SH000934 Index,SH000935 Index,SH000936 Index,SH000937 Index
4/1/2005,960.25,975.1,985.91,987.79,983.52,984.11,988.98,997.18,990.39,983.15
5/1/2005,959.06,983.04,998.24,1004.83,995.32,996.53,997.35,1022.75,1004.28,990.14
6/1/2005,946.71,968.08,992.64,999.84,986.67,991.03,991.53,1014.82,985.79,976.36
7/1/2005,959.35,962.86,994,1005.6,989.65,988.16,998.55,1020.52,988.08,973.97
10/1/2005,956.1,971.05,1001.11,1015.54,1001.98,1000.27,1014.16,1032.53,995.89,984.18
11/1/2005,965.01,972.41,1006.8,1020.73,1003.93,999.73,1017.09,1030.99,993.18,987.1
12/1/2005,965.74,977.53,1008.64,1016.56,1003.79,997.51,1014.27,1024.56,992.28,984.08
13/1/2005,958.99,979.73,1008.78,1018.44,1003.4,999.1,1016.26,1032.12,1002.77,977.45
14/1/2005,949.64,970.17,998.28,1008.25,997.01,995.26,1005.23,1012.66,1002.58,967.68
17/1/2005,919.84,948.92,978.88,989.18,977.22,974.88,982.44,990.98,1007.55,923.04
18/1/2005,915.38,956.58,985.49,1002.75,988.61,983.68,991.12,1009.16,1032.56,923.26
19/1/2005,910.65,950.48,976.3,999.26,983.57,977.48,981.54,998.14,1029.44,918.05
20/1/2005,903.52,939.33,961.52,989.17,970.77,962.93,971,990.48,1020.61,902.82
21/1/2005,932.78,967.29,979.58,1007.95,987.37,979.75,1014.1,996.03,1037.8,930.74
24/1/2005,951.11,984.91,995.38,1022.48,1002.98,997.78,1031.82,1019.48,1052.83,946.01
25/1/2005,956.99,988.59,995.02,1017.04,1003.3,994.42,1020.25,1010.09,1049.14,937.99
26/1/2005,953.36,982.35,986.46,1007.47,995.07,986.58,1014.67,986.18,1040.67,925.81
27/1/2005,941.52,968.44,971.75,987.65,978.39,978.34,1000.53,959.5,1011.62,921.35
28/1/2005,933.94,961.35,959.88,974.96,971.98,961.27,993.41,947.12,1009.81,913.65
31/1/2005,917.07,952.01,938.25,943.44,956.38,937.4,975.14,911.12,992.85,911.38
1/2/2005,914.62,952.27,931.71,934.16,952.2,928.99,980.52,902.32,996.41,925.29
2/2/2005,971.92,1003.49,979.15,991.33,995.63,972.6,1033.37,968.28,1041.45,968.51
3/2/2005,974.4,990.05,965.82,975.87,980.75,962.79,1017.86,942.35,1015.87,950.09
4/2/2005,999.13,1013.44,984.2,997.81,997.49,976.63,1058.24,959.75,1030.3,963.1
7/2/2005,999.13,1013.44,984.2,997.81,997.49,976.63,1058.24,959.75,1030.3,963.1
8/2/2005,999.13,1013.44,984.2,997.81,997.49,976.63,1058.24,959.75,1030.3,963.1
9/2/2005,999.13,1013.44,984.2,997.81,997.49,976.63,1058.24,959.75,1030.3,963.1
10/2/2005,999.13,1013.44,984.2,997.81,997.49,976.63,1058.24,959.75,1030.3,963.1
11/2/2005,999.13,1013.44,984.2,997.81,997.49,976.63,1058.24,959.75,1030.3,963.1
14/2/2005,999.13,1013.44,984.2,997.81,997.49,976.63,1058.24,959.75,1030.3,963.1
15/2/2005,999.13,1013.44,984.2,997.81,997.49,976.63,1058.24,959.75,1030.3,963.1
16/2/2005,1010.35,1024.01,991.73,1004.48,1003.69,983.03,1059.45,968.79,1046.04,970.09
17/2/2005,1000.72,1018.79,991.12,1008.15,1003.35,985.87,1056.97,984.72,1042.57,964.73
18/2/2005,992.68,1004.83,978.43,994.17,990.35,973.15,1039.19,965.03,1026.3,955.46
21/2/2005,1021.67,1025.2,998.18,1011.45,1007.25,985.55,1063.94,976.83,1047.49,967.89
22/2/2005,1035.19,1048.1,1022.01,1038.87,1029.15,1008.79,1079.85,1005.87,1066.01,986.78
23/2/2005,1038.17,1047.31,1023.98,1048.66,1033.13,1008.97,1071.93,1015.95,1064.66,984.13
24/2/2005,1032.77,1049.76,1025.33,1053.52,1039.08,1011.25,1072.28,1030.06,1061.91,982.42
25/2/2005,1036.41,1052.5,1025.24,1052.94,1043.41,1013.09,1071.92,1027.1,1061.96,984.63
28/2/2005,1036.89,1050.52,1021.08,1047.08,1041.82,1008.26,1047.11,1023.85,1067.01,976.33
1/3/2005,1039.96,1045.98,1016.67,1044.92,1044.83,1006.8,1046.3,1022.13,1062.25,972.38
2/3/2005,1032.51,1023.28,1001.58,1026.8,1028.18,997.5,1035.07,1000.91,1054.07,977.9
3/3/2005,1033.71,1031.49,1008.74,1029.71,1032.52,1000.91,1042.99,1009.02,1054.63,984.45
4/3/2005,1030.08,1023.01,1004.94,1023.52,1028.14,999.36,1036.69,998.94,1049.3,989.47
7/3/2005,1042.06,1031.66,1011.15,1026.66,1034.03,1001.99,1039.87,1004.68,1056.11,989.73
8/3/2005,1060.14,1053.99,1031.77,1046.95,1051.36,1028.42,1055.76,1029.98,1070.5,1006.29
9/3/2005,1060.71,1054.2,1033.89,1050.51,1055.45,1029.15,1043.67,1033.45,1055.45,1003.37
10/3/2005,1031.4,1025.76,1010.65,1025.02,1036.01,1010.29,1019.63,1003.25,1027.5,983.08
11/3/2005,1029.07,1029.84,1021.38,1031.48,1035.29,1017.73,1016.01,1010.49,1034.77,982.77
14/3/2005,1027.6,1038.68,1031.5,1026.91,1045.77,1025.07,1010.98,998.24,1024.1,978.77
15/3/2005,1003.51,1022.83,1017.95,1010.52,1033.48,1013.07,992.32,978.25,1008.85,956.84
16/3/2005,992.37,1010.03,1005.94,1001.42,1028.03,999.66,986.01,969.01,1006.07,943.72
17/3/2005,995.64,997.62,995.15,986.58,1021.58,991.79,970.4,955.72,1002.77,935.97
18/3/2005,994.89,981.34,976.94,964.38,1004.78,967.8,967.78,928.07,979.45,928.63
21/3/2005,996.75,988.14,983.25,959.74,1010.22,971.57,967.77,926.71,976.49,927.11
22/3/2005,987.33,969.6486,975.2286,931.38,998.96,959.51,937.6486,892.13,937.04,903.6
23/3/2005,985.77,962.5985,968.0485,932.11,1001.92,957.74,938.8686,891.27,928.76,900.3
24/3/2005,986.94,969.4894,973.5494,943.81,1005.03,961.83,947.0595,896.44,938.83,908.8
25/3/2005,986.1,969.0857,971.8557,941.15,1004.78,957.59,942.2257,890.47,940.11,909.73
28/3/2005,984.9,968.6586,969.2985,932.83,1011.06,951.67,932.2583,881.34,934.72,905.44
29/3/2005,978.07,965.8885,964.2483,926.33,1001.59,942.91,929.1882,870.21,925.06,900.48
30/3/2005,960.75,946.6179,936.7775,904.48,977.13,918.37,911.1877,850.7,905.75,889.84
31/3/2005,970.12,949.2402,942.9099,911.18,980.88,919.96,920.9701,858.08,906.72,899.09
1/4/2005,1010.2,989.1595,977.8389,940.29,1010.84,953.31,957.4593,891.59,942.7,927.39
4/4/2005,996.83,974.696,964.1756,919.95,997.46,935.92,937.3351,863.96,923.72,919.62
5/4/2005,990.17,966.5148,959.0148,910.83,990.6,933.44,934.8747,849.94,919.91,908.89
6/4/2005,1020.85,981.7571,985.1987,921.27,1002.77,952.59,952.5775,855.35,931.16,936.35
7/4/2005,1018.24,989.1682,991.7497,938.96,1015.87,967.58,979.8817,877.27,936.36,938.17
8/4/2005,1037.85,1009.6538,1009.2849,956.41,1032.13,983.52,1003.0778,901.4,940.24,951.75
11/4/2005,1018.37,1001.1757,998.9865,955.34,1026.12,981.01,996.8501,910.97,936.48,944.14
12/4/2005,1001.28,988.3139,983.5242,935.9,1007.56,960.59,976.5867,877.85,915.37,926.97
13/4/2005,1023.65,1011.966,1002.9041,963.09,1024.58,976.89,1004.5812,901.37,931.03,947.63
14/4/2005,1013.66,1001.7477,989.5541,949.81,1010.8,965.02,984.3876,880.42,911.06,935.39
15/4/2005,997.4,988.5084,975.5044,927.6,998.55,948.89,971.7986,854.4,893.89,923.81
18/4/2005,985.82,981.6863,967.8918,914.49,984.98,937.37,960.8241,841.29,881.11,905.29
19/4/2005,977.69,980.9083,969.3657,915.71,982.17,934.04,974.1377,846.29,889.01,908.57
20/4/2005,978.17,972.2436,953.1893,900.18,966.56,918.2,952.1323,813.34,864.99,891.38
21/4/2005,978.68,962.9967,951.2439,884.65,948.96,916.77,941.6432,783.08,860.73,880.12
22/4/2005,973.73,955.141,946.2928,873.91,949.94,906.76,931.1731,780.84,860.18,878.67
25/4/2005,963.4,936.3783,933.4002,866,956.59,901.34,928.6289,762.34,835.77,873.41
26/4/2005,962.97,937.4017,937.7396,882.79,968.18,916.37,940.1613,781.39,845.82,889.79
27/4/2005,958,921.3509,928.2813,867.61,963.17,903.28,934.0895,753.62,834.94,882.97
28/4/2005,973.2,935.5898,947.9009,882.13,987.04,922.4,948.2587,773.17,852.22,899.84
29/4/2005,968.2,919.6028,936.072,868.47,977.65,910.02,957.2616,753.69,833.12,896.07
2/5/2005,968.2,919.6028,936.072,868.47,977.65,910.02,957.2616,753.69,833.12,896.07
3/5/2005,968.2,919.6028,936.072,868.47,977.65,910.02,957.2616,753.69,833.12,896.07
4/5/2005,968.2,919.6028,936.072,868.47,977.65,910.02,957.2616,753.69,833.12,896.07
5/5/2005,968.2,919.6028,936.072,868.47,977.65,910.02,957.2616,753.69,833.12,896.07
6/5/2005,968.2,919.6028,936.072,868.47,977.65,910.02,957.2616,753.69,833.12,896.07
9/5/2005,941.76,889.7719,908.8062,842.47,952.86,887.02,932.3107,734.15,810.72,886.55
10/5/2005,953.2,892.9885,907.8936,845.62,954.1,885.56,947.7244,739.14,814.15,875.65
11/5/2005,939.97,877.8554,894.6446,839.41,943.93,870.43,938.9857,747.78,815.99,866.19
12/5/2005,916.67,860.7273,883.4917,835.39,933.81,860.52,917.7874,745.13,815.14,847.06
13/5/2005,916.78,864.973,887.7576,842.49,933.62,867.15,910.1475,760.29,815.8,847.83
16/5/2005,892.13,850.7234,877.2594,834.68,933.38,861.97,900.1111,749.21,807.77,836.91
17/5/2005,885.15,857.2212,885.0712,843.33,943.38,883.07,913.4396,755.49,800.64,844.24
18/5/2005,884,856.8974,887.366,850.69,942.24,884.56,919.4566,764.12,796.31,849.93
19/5/2005,881.79,855.4927,888.5301,850.03,943.4,882.97,923.7913,760.21,796.61,856.1
20/5/2005,883.32,855.1585,888.0354,841.58,941.57,882.87,919.9347,746.93,794.34,856.07
23/5/2005,857.49,831.4553,867.7364,818.09,918.3,865.17,895.7519,726.11,782.92,842.08
24/5/2005,848.17,833.8736,879.9604,833.27,927.6,867.14,909.8148,750.08,795.95,829.98
25/5/2005,844.9,833.3624,879.7614,837.96,923.15,858.71,911.9009,750.85,793.35,834.32
26/5/2005,837.88,825.9039,862.5978,828.86,906.99,837.57,901.0824,745.76,784.2,826.3
27/5/2005,835.08,817.6581,850.3758,822.76,891.08,826.86,894.0275,738.49,797.21,818.95
30/5/2005,844.6,824.4455,857.3533,828.92,902.92,830.12,897.5081,744.57,803.55,822.96
31/5/2005,846.23,825.3902,857.1588,828.13,903.65,832.12,895.0867,740.07,801.17,829.03
1/6/2005,817.16,806.1299,836.3403,810.64,886.87,816.5,882.336,723.19,783.46,813.37
2/6/2005,793.49,793.3137,813.8072,799.88,863.75,795,862.5195,720.58,778.12,794.3
3/6/2005,790.77,790.49,816.6627,793.41,860.94,794.68,873.4312,709.69,776.39,789.14
6/6/2005,806.52,812.7031,842.8061,805.8,884.1,813.17,892.7765,721.98,793.62,806.84
7/6/2005,799.39,811.1238,838.3712,808.92,885.06,809.96,893.4462,728.04,793.14,806.33
8/6/2005,872.34,879.0809,907.091,871.82,959.59,871.78,962.7699,785.75,850.2,873.36
9/6/2005,892.15,887.4773,913.255,882.79,957.61,872.17,963.1385,804.58,844.26,887.41
10/6/2005,866.59,865.6395,896.0677,865.34,936.87,844.93,955.9878,787.86,827.05,869.79
13/6/2005,869.1,855.6433,896.6771,873.84,937.21,848.57,954.9254,784.81,839.58,864.04
14/6/2005,858.27,846.3987,887.0818,855.52,926.39,830.41,942.0564,774.84,826.08,858.29
15/6/2005,835.55,830.3407,872.3339,830.52,908.26,807.88,921.7018,751.39,809.16,844.81
16/6/2005,843.63,839.9356,880.7645,840,918.42,817.97,940.3759,755.81,813.18,868.4
17/6/2005,840.99,838.2074,879.6477,841.18,918.06,811.16,942.5939,744.14,819.16,879.42
20/6/2005,871.05,862.6393,908.3389,864.53,950.05,832.95,970.795,773.06,835.63,896.18
21/6/2005,857.93,853.7305,899.7924,857.01,941.43,822.88,958.684,761.48,817.69,891.99
22/6/2005,851.71,855.2856,907.2247,857.81,948.36,828.04,971.7392,765.53,824.4,892.77
23/6/2005,845.71,851.5535,901.0762,847.3,942.51,821.66,957.9784,750.28,818.92,883.6
24/6/2005,854.74,856.2449,903.5579,850.28,947.72,824.77,964.0894,753.09,825.5,891.15
27/6/2005,870.2,871.3462,923.5626,873.56,969.21,846.65,984.7469,777.18,840.1,903.68
28/6/2005,856.11,858.3283,908.8591,857.55,956.48,836.25,972.0709,756.91,831.66,898.29
29/6/2005,853.94,856.7788,900.0818,853.7,952.65,831.4,961.8015,754.58,827.54,894.74
30/6/2005,832.43,833.0162,881.29,829.74,931.2,812.76,942.5706,733.13,803.56,877.6
1/7/2005,813.49,816.2293,857.0929,802.68,909.09,788.65,916.5305,695.65,784.13,862.48
4/7/2005,807.09,811.3975,852.6747,794.02,905.97,778.82,917.624,682.22,771.23,860.03
5/7/2005,795.79,800.8856,846.295,790.93,897.88,777.14,912.8251,674.28,775.61,860.65
6/7/2005,790.33,796.7806,839.8284,785.57,891.58,774.73,907.3175,670.48,769.22,854.69
7/7/2005,802.66,800.8957,839.3813,789.24,893.77,775.47,908.1191,673.83,771.45,856.97
8/7/2005,789.17,782.6945,818.7499,771.69,883.68,755.73,888.4031,644.74,755.61,845.79
11/7/2005,776.28,777.3182,808.2454,765.5,879.26,750.89,886.7232,638.59,748.28,844.51
12/7/2005,798.81,801.9119,835.3458,792.09,904.57,767.47,931.0823,670.83,774.68,861.68
13/7/2005,793.46,796.8435,829.1754,786.55,889.19,758.7,921.7763,670.18,776.11,856.47
14/7/2005,800.23,799.5663,831.8749,786.25,888.28,761.24,925.527,676.69,782.15,852.85
15/7/2005,791.29,790.7115,821.5833,771.46,878.97,745.67,915.4641,653.94,773.82,840.33
18/7/2005,777.18,781.3781,812.3011,756.87,860.9,730.92,907.1895,643.56,766.96,830.36
19/7/2005,778.43,784.3358,817.1144,758.68,863.13,733.12,916.1388,648.53,774.04,829.16
20/7/2005,783.55,791.2436,823.7988,763.59,870.49,740.29,922.1773,648.46,781.57,838.07
21/7/2005,781.58,791.2662,821.0579,761.94,868.31,739.27,924.1386,653.95,777.56,848.39
22/7/2005,807.53,799.8248,835.3295,776.75,886.15,754.15,958.608,667.86,793.97,862.84
25/7/2005,811.92,794.8832,829.9824,768.83,883.79,755.19,966.1641,661.03,791.33,864.88
26/7/2005,844.01,812.6542,850.6415,785.99,899.02,767.82,984.8317,680.01,824.18,876.22
27/7/2005,858.77,831.9305,870.8517,805.63,912.71,782.07,993.4777,701.96,838.11,884.63
28/7/2005,855.17,832.1065,867.1409,802.91,909.32,778.44,990.4298,692.21,832.96,880.93
29/7/2005,849.76,829.7843,863.6697,799.47,906.17,774.3,993.0829,693.44,821.47,878.78
1/8/2005,860.24,836.5418,868.5066,803.48,912.85,779.52,986.9878,698.29,825.72,880.66
2/8/2005,877.29,847.491,879.3915,816.67,922.53,790.68,1005.2683,710.7,837.6,890.63
3/8/2005,879.25,855.9077,884.7438,824.72,928,797.19,1012.4395,718.57,837.48,892.55
4/8/2005,875.42,850.3145,880.8028,817.53,927.74,794.97,1007.2933,715.24,821.76,891.08
5/8/2005,899.18,870.0157,901.5095,842.69,948.84,813.02,1036.694,739.33,836.89,904.18
8/8/2005,912.85,878.9005,903.6975,851.21,951.26,814.98,1040.5626,753.34,841.12,909.2
9/8/2005,927.26,886.3207,914.3084,860.46,957.23,820.46,1046.2155,772.91,845.12,910.37
10/8/2005,936.3,891.8116,921.511,865.15,964.18,835.35,1057.1137,778.15,867.46,919.98
11/8/2005,960.36,902.3778,936.6432,874.64,980.84,848.85,1073.3501,780.07,881.14,931.42
12/8/2005,943.54,890.3489,927.1185,863.23,964.18,829.26,1045.6091,768.03,858.15,923.67
15/8/2005,962.68,908.9463,941.9457,879.57,988.31,852.31,1069.2833,791.95,876.6,972.82
16/8/2005,946.4,905.8549,934.6786,878.4,992.97,850.3,1049.3115,786.85,860.14,962.25
17/8/2005,961.02,912.1429,944.8801,890.96,1005.51,858.94,1059.9659,803.75,871.05,970.25
18/8/2005,924.51,888.4208,915.069,861.73,966.41,827.23,1021.2141,777.53,840.08,938.63
19/8/2005,922.72,890.7888,916.1232,863.49,970.9,819.89,1027.6632,790.2,838.22,939.31
22/8/2005,928.68,901.0649,923.9057,869.71,981.07,833.62,1042.6044,794.3,840.43,951.43
23/8/2005,930.16,890.2479,913.589,858.43,968.42,827.52,1030.1862,776.86,828.9,946.86
24/8/2005,948.08,896.6286,921.604,866.65,975.51,836.23,1041.4935,787.99,835.87,949.59
25/8/2005,944.32,895.4935,924.6763,869.37,978.67,839.22,1046.7244,802.2,839.85,950.62
26/8/2005,938.3,895.6002,922.4681,869.78,977.34,842.47,1049.9551,802.8,849.63,944.76
29/8/2005,921.57,881.6189,916.3808,861.26,971.94,831.36,1035.8791,788.76,836.51,940.84
30/8/2005,916.49,879.3646,911.8663,859.49,968.24,826.13,1032.612,783.72,830.66,941.46
31/8/2005,932.18,891.2762,927.2136,875.9,984.88,850.14,1047.7398,798.24,836.34,955.36
1/9/2005,945.2,908.2069,947.6766,893.57,1004.24,867.62,1073.1488,814.5,850.26,966.57
2/9/2005,944.01,908,953.6191,899.8,1011.72,875.33,1075.3453,824.32,863.61,970.1
5/9/2005,944.19,915.5029,962.5381,908.7,1020.52,883.49,1081.4397,838.35,857.88,973.29
6/9/2005,930.77,901.5112,943.832,887.36,997.27,862.51,1067.9206,807.94,839.29,959.38
7/9/2005,947.48,919.8494,963.737,913.26,1017.99,883.77,1092.0715,819.12,855.01,967.85
8/9/2005,951.72,923.5233,968.9044,913.4,1023.69,887.98,1096.1654,816.61,847.79,964.79
9/9/2005,949.48,918.0798,959.107,905.58,1015.97,879.77,1086.668,805.98,841.58,959.79
12/9/2005,943.34,920.7601,961.8457,909.87,1017.09,883.68,1090.2566,806.01,839,953.84
13/9/2005,957.54,936.3455,980.3038,927.34,1039.11,902.53,1101.2493,825.1,857.02,965.35
14/9/2005,966.89,941.6752,989.4915,936.22,1043.14,910.17,1110.4786,839.25,862,971.5
15/9/2005,964.36,943.2482,990.5353,936.5,1040.04,911.79,1106.6734,837.92,865.82,978.16
16/9/2005,961.35,942.1823,987.5589,936.2,1040.04,910.34,1106.4569,835.25,860.86,974.27
19/9/2005,962.1,947.1038,994.551,947.82,1044.96,920.85,1107.9063,847.31,863.74,980.88
20/9/2005,952.88,938.4624,985.2185,940.1,1037.68,913.67,1098.316,836.37,855.28,975.79
21/9/2005,932.85,924.1597,972.9918,920.04,1019.93,897.02,1074.3707,824.53,842.24,959.97
22/9/2005,915.31,898.9193,950.1994,892.61,997.46,873.73,1043.1333,800.07,822.26,944.04
23/9/2005,915.2,891.3361,941.944,885.43,986.53,869.55,1032.0575,779.64,816.34,935.87
26/9/2005,915.85,893.7928,946.7779,888.82,990.17,870.64,1038.9763,782.08,820.46,937.99
27/9/2005,898.58,879.4569,928.5292,875.33,974.42,861.2,1019.046,765.19,806,925.6
28/9/2005,900.91,879.0526,923.9644,870.27,976.06,858.19,1022.144,758.85,807.14,924.57
29/9/2005,920.82,890.9629,940.1429,887.12,989.32,871.07,1038.6458,771.83,824.1,933.18
30/9/2005,924.55,895.98,941.2712,882.32,991.94,868.21,1039.7714,765.86,820.93,933.63
3/10/2005,924.55,895.98,941.2712,882.32,991.94,868.21,1039.7714,765.86,820.93,933.63
4/10/2005,924.55,895.98,941.2712,882.32,991.94,868.21,1039.7714,765.86,820.93,933.63
5/10/2005,924.55,895.98,941.2712,882.32,991.94,868.21,1039.7714,765.86,820.93,933.63
6/10/2005,924.55,895.98,941.2712,882.32,991.94,868.21,1039.7714,765.86,820.93,933.63
7/10/2005,924.55,895.98,941.2712,882.32,991.94,868.21,1039.7714,765.86,820.93,933.63
10/10/2005,908.36,887.9963,929.8107,869.8,986.9,854.61,1033.7696,743.01,807.23,928.27
11/10/2005,924.37,900.1363,945.132,887.34,1003.71,871.34,1046.2972,765.97,819.85,939.63
12/10/2005,937.78,909.6224,948.9417,896.49,1006.61,878.27,1050.8621,768.45,823.2,932.68
13/10/2005,932.99,904.3143,938.1132,892.8,998.28,875.2,1044.0148,769.26,816.42,924.71
14/10/2005,925.44,896.6529,921.1251,882.19,985.34,872.16,1033.5011,764.89,816.33,907.4
17/10/2005,914.99,893.7812,910.0585,882.12,983.67,869.67,1035.3601,768.32,806.97,897.71
18/10/2005,925.7,904.6357,920.8974,886.64,995.14,880.28,1038.3345,780.46,803.55,900.57
19/10/2005,912.18,896.6727,914.5194,884.77,991.86,873.05,1038.7364,776.67,809.03,893.87
20/10/2005,914.23,895.8433,915.9688,882.34,988.74,875.97,1054.7655,769.44,810.16,891.06
21/10/2005,919.72,900.5191,918.7226,888.07,996.1,892.17,1066.5809,779.07,816.33,888.49
24/10/2005,924.58,900.2495,922.3667,887.65,998.43,894.35,1063.4205,786.14,823.74,888.62
25/10/2005,914.05,885.0921,904.9018,874.2,988.11,881.83,1047.226,768.62,806.99,877.05
26/10/2005,900.92,860.9045,885.5321,854.8,969.82,874.56,1014.1865,746.34,790.01,861.91
27/10/2005,909.77,859.9714,887.8925,846.71,955.17,865.09,1009.9313,741.06,790.23,866.51
28/10/2005,885.57,845.0006,877.5709,831.7,942.61,839.52,996.5668,727.2,790.61,860.21
31/10/2005,898.93,850.5162,887.6026,832.67,950.68,836.54,1006.3475,731.19,804.68,870
1/11/2005,903.09,843.1344,883.1717,828.86,947.75,828.84,1002.0407,730.33,815.67,860.45
2/11/2005,908.69,856.6207,893.4084,844.64,957.59,844.07,1012.7696,744.55,824.84,870.02
3/11/2005,911.28,851.302,879.8462,830.82,948.04,839.78,997.1016,735.46,824.8,865.69
4/11/2005,911.21,854.73,883.2589,838.74,951.57,843.74,1005.8872,738.44,823.84,871.55
7/11/2005,908.18,851.4532,883.9009,844.38,958.12,855.01,999.9166,745.91,825.62,872.53
8/11/2005,915.24,855.3833,887.8149,852.59,962.43,859.03,1010.484,750.64,826.83,872.45
9/11/2005,920.4,851.5465,884.8431,850.86,958.89,859.29,1009.4923,745.54,826.9,863.51
10/11/2005,903.08,832.9952,863.3884,830.55,939.68,842.26,995.0099,725.02,813.81,844.89
11/11/2005,903.3,835.6187,865.0141,833.52,941.19,839.03,999.7719,728.69,821.95,841.78
14/11/2005,902.42,834.3327,864.6929,831.13,938.32,834.36,999.8028,730.56,822.85,841.61
15/11/2005,910.92,830.4849,854.026,824.8,928.54,830.05,994.4099,718.52,823.65,836.4
16/11/2005,915.37,841.6964,856.6358,830.2,931.71,832.42,1002.9538,727.63,829.49,842.95
17/11/2005,912.56,837.2367,855.8694,829.95,931.49,834.95,1005.8569,727.74,835.01,843.47
18/11/2005,927.16,859.3173,876.5819,848.05,949.92,852.11,1027.976,747.04,842.37,861.84
21/11/2005,929.2,858.0934,880.859,851.26,953.02,853.7,1026.5296,747.85,839.89,864.44
22/11/2005,912.48,845.1604,865.77,837.49,941.14,842.84,1008.698,731.2,821.14,849.01
23/11/2005,916.28,854.7539,872.2115,842.61,945.08,846.27,1018.6572,736.58,825.34,853.12
24/11/2005,920.03,860.147,873.8478,846.93,947.62,847.96,1028.9678,741.24,827.86,863
25/11/2005,918.43,861.35,874.3656,848.11,948.43,844.1,1039.1647,738.69,830.33,867.04
28/11/2005,913.84,853.9242,871.4969,846.01,940.57,840.37,1034.557,738.12,833.38,867.78
29/11/2005,905.61,845.1396,861.9071,837.03,926.53,831.81,1028.5442,726.68,818.92,855.41
30/11/2005,906.71,846.2597,862.1039,839.55,927.12,830.41,1041.2619,727.9,823.45,857.74
1/12/2005,911.04,847.3695,859.8669,839.33,925.49,830.34,1039.0097,724.91,824.62,853.63
2/12/2005,911.75,843.8121,851.292,833.48,924.9,820.37,1032.4287,717.38,822.09,852.02
5/12/2005,905.65,832.134,836.8968,818.21,908.21,795.17,1017.1799,700.55,813.39,844.7
6/12/2005,916.92,836.7389,841.205,823.09,911.84,793.36,1026.7879,703.99,823.34,848.47
7/12/2005,928.77,843.1483,852.3069,831.17,915.99,798.73,1036.3236,710.2,827.67,855.46
8/12/2005,932.81,845.5441,852.6797,829.35,916.32,793.43,1034.0507,707.63,825.49,855.95
9/12/2005,940.77,856.6518,866.4431,842.67,928.2,805.93,1059.0419,720.87,835.19,868.8
12/12/2005,944.45,859.9084,868.4626,846.64,929.31,806.38,1062.7612,724.11,834.84,868.45
13/12/2005,951.12,860.9559,868.2037,848.34,928.67,806.37,1063.7633,725.18,832.9,867.19
14/12/2005,954.88,866.0379,875.8673,858.24,940.62,815.63,1084.8493,735.54,835.12,872.13
15/12/2005,950.75,862.8228,874.0549,857.34,944.91,811.01,1078.5059,726.36,839.01,868.26
16/12/2005,951.84,870.7776,883.2513,865.74,952.64,816.14,1079.4048,733.22,844.54,871.8
19/12/2005,959.96,871.7525,882.6713,865.56,953.87,816.86,1082.2768,730.56,842.74,871.81
20/12/2005,964.31,874.6668,884.7529,866.38,956.65,815.96,1091.42,735.31,855.79,873.74
21/12/2005,963.67,869.3152,883.7794,861.84,949.86,811.63,1086.2647,727.54,852.13,866.27
22/12/2005,959.06,875.0713,892.7686,865.99,958.32,816.19,1091.1927,730.3,852.21,873.84
23/12/2005,968.58,883.0261,900.5669,874,972.33,823.76,1098.8894,738.26,861.71,878.07
26/12/2005,987.72,891.511,905.6115,880.68,980.43,827.47,1108.6638,747.79,862.02,882.1
27/12/2005,986.19,890.6288,907.6116,879.11,982.73,825.96,1101.0764,747.93,853.61,877.25
28/12/2005,989.73,894.9879,910.3061,879.32,985.08,827.1,1099.1124,750.03,855.63,877.59
29/12/2005,1023.4,904.4636,920.3898,886.6,1001.7,839.12,1108.5398,763.44,914.99,887.95
30/12/2005,1021.79,898.3194,911.8503,880.77,990.36,834.7,1098.4611,760.59,903.53,874.5
2/1/2006,1021.79,898.3194,911.8503,880.77,990.36,834.7,1098.4611,760.59,903.53,874.5
3/1/2006,1021.79,898.3194,911.8503,880.77,990.36,834.7,1098.4611,760.59,903.53,874.5
4/1/2006,1037.17,909.7256,925.3435,888.32,1000.1,839.22,1149.7331,777,931.37,884.53
5/1/2006,1040.96,925.6881,948.5369,903.61,1008.88,849,1172.5368,788.45,940.29,897.53
6/1/2006,1044.23,934.5723,959.3875,915.15,1019.23,863.12,1188.4145,800.63,940.84,910.38
9/1/2006,1054.62,943.3527,967.5953,922.24,1034.92,874.23,1186.7916,817.55,944.5,913.9
10/1/2006,1064.12,953.3682,968.5902,924.28,1031.4,875.04,1198.4725,823.64,942.02,908.79
11/1/2006,1046.38,956.3468,963.2634,925.2,1022.03,867.86,1188.0321,816.87,923.54,902.28
12/1/2006,1059.82,966.684,978.5599,938.58,1040.27,887.88,1196.8186,844.75,932.43,910.84
13/1/2006,1059.29,964.4526,976.2177,940.63,1045.07,892.71,1185.2824,847.46,930.04,902.4
16/1/2006,1050.47,952.569,959.8642,924.21,1029.85,880.07,1159.9462,833.61,908.04,884.74
17/1/2006,1061.91,952.953,960.3927,927.53,1029.32,876.61,1170.49,834.24,904.02,883.13
18/1/2006,1083.88,972.2055,978.4873,945.92,1049.1,889.23,1200.4883,860.53,922.52,896.15
19/1/2006,1102.42,987.0678,984.0318,952.52,1054.67,891.59,1208.9543,864.6,936.67,899.59
20/1/2006,1106.13,997.1975,982.8918,951.55,1058.78,887.82,1204.9642,869.04,931.89,908.18
