Dates,.DJUSBMT,.DJUSNCT,.DJUSCYT,.DJUSHCT,.DJUSINT,.DJUSENT,.DJUSTCT,.DJUSTLT,.DJUSUTT,.DJUSFNT
6/5/2009,268.61,325.88,275.95,331.15,280.58,670.68,482.07,194.68,274.72,345.32
7/5/2009,260.66,325.17,272.41,338.9,275.23,661.77,466.1,187.63,276.26,333.45
8/5/2009,269.4,329.2,275.04,342.02,283.88,690.23,465.11,187.73,281.43,359.2
11/5/2009,262.78,324.49,272.42,338.63,276.35,669.29,465.67,187.9,279.64,337.21
12/5/2009,263.55,326.64,269.28,342.65,273.31,675.9,462.08,189.89,280.49,331.82
13/5/2009,248.54,322.45,261.15,341.64,261.95,654.23,450.96,185.13,273.18,315.39
14/5/2009,254.05,325.37,262.11,342.29,264.81,656.77,457.81,185.5,272.68,326.56
15/5/2009,251.62,325.51,259.37,338.52,263.69,642.29,457.49,183.48,266.23,318.68
18/5/2009,263.6,331.85,269.57,342.27,272.62,663.88,470.09,184.19,266.81,340.22
19/5/2009,268.01,333.08,268.81,340.67,273.36,667.26,473.95,184.46,271.61,331.01
20/5/2009,269.99,334.84,266.72,341.77,272.86,668.28,470.33,182.94,267.89,324.01
21/5/2009,261.6,330.63,262,337.67,264.52,649.33,462.75,178.66,264.69,324.68
22/5/2009,263.62,331.36,262.54,337.31,264,650.83,460.86,177.78,266.13,320.82
25/5/2009,263.62,331.36,262.54,337.31,264,650.83,460.86,177.78,266.13,320.82
26/5/2009,269.83,335.2,270.83,342.76,272.68,664.81,476.14,183.47,273.79,333.99
27/5/2009,264.46,327.79,265.13,339.33,266.82,656.9,473.57,180.2,268.87,321.26
28/5/2009,269.47,330.85,265.19,340.95,268.87,677.35,479.82,183.46,274.32,331.2
29/5/2009,275.99,335.85,267.97,346.21,273.38,686.01,485,184.27,276.65,337.17
1/6/2009,287.15,343.49,278.44,348.21,286.01,713.52,501.39,183.99,286.29,340.13
2/6/2009,289.35,348.37,280,352.82,287.23,713.48,498.93,185.45,283.45,337.23
3/6/2009,277.37,345.32,277.66,351.77,281.66,687.82,495.95,182.8,278.2,333.01
4/6/2009,284.82,346.95,276.6,347.85,287.02,702.48,503.58,182.9,280.85,344.71
5/6/2009,282.18,345.6,276.17,346.99,288.79,698.13,505.61,183.03,281.29,340.27
8/6/2009,277.91,345.65,276.68,343.33,287.58,697.35,504.08,181.82,279.65,342.99
9/6/2009,286.12,344.76,278.18,342.85,288.37,703.5,510.04,181.79,278.38,344.24
10/6/2009,285.85,342.67,275.37,341.38,287.18,709.64,509.43,182.35,282.54,339.72
11/6/2009,290.35,343.39,273.21,344.74,287.69,722.75,511.64,185.81,288.33,341.65
12/6/2009,285.23,344.17,274.08,346.32,287.55,715.1,511.05,187.29,292.02,343.62
15/6/2009,273.22,337.31,267.71,336.74,278.92,698.56,502.88,184.81,285.62,333.88
16/6/2009,267.05,331.78,263.21,336.99,274.45,684.09,497.28,182.78,284.18,328.43
17/6/2009,262.67,332.5,266.15,343.74,272.69,673.16,500.78,182.17,283.99,321.24
18/6/2009,264.19,338.19,266.47,351.35,272.75,671.65,498.54,182.86,290.18,327.89
19/6/2009,265.01,336.65,268.01,353.21,273.01,665.84,504.8,180.91,286.87,332.89
22/6/2009,247.32,332.27,261.78,346.32,262.97,632.96,490.41,181.55,286.13,314.49
23/6/2009,252.11,331.34,259.94,345.93,262.48,637.29,489.65,184.4,283.35,318.96
24/6/2009,255.81,331.96,261.61,348.41,264.29,638.48,497.07,184.71,285.47,322.36
25/6/2009,263.47,337.64,268.62,357.98,271.01,652.94,506.91,186.65,290.51,327.87
26/6/2009,263.35,337.86,267.75,358.32,271.13,647.32,506.64,186.84,289.5,330.18
29/6/2009,265.09,340.56,269.67,360.2,273.03,655.2,509.96,189.16,293.34,333.87
30/6/2009,261.73,338.31,268.2,357.88,270.24,650.46,506.73,185.9,292.05,330.92
1/7/2009,262.47,344.77,269.01,357.54,272.6,651.53,510.33,186.46,296.19,330.35
2/7/2009,254.44,338.09,260.33,348.97,263.7,627.93,498.62,182.21,286.58,317.21
3/7/2009,254.44,338.09,260.33,348.97,263.7,627.93,498.62,182.21,286.58,317.21
6/7/2009,249.68,341.92,260.89,351.05,262.97,619.62,495.94,183.34,288.71,320.31
7/7/2009,243.11,337.45,255.79,349.7,254.95,604.13,483.84,179.67,282.33,313.67
8/7/2009,242.22,336.41,258.22,351.85,253.96,603.24,484.12,176.69,281.66,309.22
9/7/2009,245.57,335.76,258.92,348.6,255.22,610.39,487.09,176.78,282.69,312.69
10/7/2009,244.63,334.84,257.76,347.05,255.85,604.02,489.11,176.5,281.55,309.14
13/7/2009,251.01,340.4,262.39,352.44,262.31,613.65,499.53,178.87,286.04,327.21
14/7/2009,253.02,343.03,265.32,353.71,265.17,622.09,500.99,177.71,288.39,326.42
15/7/2009,264.54,351.09,271.76,356.93,274.37,643.81,522.29,181.43,294.14,339.02
16/7/2009,271.29,353.16,274.26,359.84,279.2,650.53,530.71,180.9,294.84,339.13
17/7/2009,272.8,353.82,274.53,358.11,276.35,653.32,536.03,182.13,292.82,336.11
20/7/2009,279.47,355.61,279.63,359.78,281.76,663.35,541.2,184.74,295.16,339.8
21/7/2009,280.04,356.19,278.8,364.77,281.32,671.48,544.07,186.35,298.48,337.25
22/7/2009,280.06,355.92,281,362.49,282.32,665.05,547.02,186.94,297.02,337.42
23/7/2009,289.3,364.2,285.57,371.32,289.56,685.22,557.15,192.19,304.7,347.07
24/7/2009,292.23,365.95,286.21,377.42,290.24,692.68,553.09,192.25,309.23,346.45
27/7/2009,293.39,366.79,286.19,377.7,291.7,694.13,551.43,192.66,309.04,351.63
28/7/2009,290.32,366.46,286.58,378.76,290.85,682.88,553.32,192.72,304.53,350.53
29/7/2009,282.8,366.77,285.34,379.47,288.79,668.66,551.56,193.96,303.37,349.43
30/7/2009,292.08,368.96,288.89,380.17,294.45,677.13,554.36,195.91,307.66,357.57
31/7/2009,296.58,369.69,287.89,377.99,295.89,681.13,552.89,194.68,304.65,360.06
3/8/2009,308.66,371.3,292.77,380.44,302.13,697.72,560.51,195.38,307.45,369.16
4/8/2009,309.11,372.87,293.17,380.57,303.79,695.6,559.92,195.35,304.35,376.91
5/8/2009,311.01,369.36,291.76,376.12,301.5,687.95,555.28,192.15,301.71,387.99
6/8/2009,308.84,365.94,291.64,372.1,301.62,681.77,550.82,190.02,302.12,385.56
7/8/2009,311.73,368.78,299.65,375.28,309.22,681.39,555.99,190.17,305.01,396.3
10/8/2009,306.56,367.55,298.21,377.81,306.41,683.41,552.83,189.75,306.09,393.34
11/8/2009,304.86,365.62,295.68,376.84,302.66,672.58,547.39,187.33,305.04,380.72
12/8/2009,309.08,365.5,298.56,378.47,308.14,681.31,556.64,190.16,306.95,387.79
13/8/2009,317.28,366.21,300.27,378.73,309.46,687.12,562.08,189.79,306.71,394
14/8/2009,309.92,364.54,296.31,377.49,304.5,677.18,556.57,189.14,306.61,391.45
17/8/2009,295.93,359.31,288.43,376.91,295.87,656.27,541.77,185.01,302.5,375.78
18/8/2009,301.23,362.35,291.14,376.69,300.37,662.97,550.42,185.66,303.08,382.29
19/8/2009,303.98,364.49,293.7,381.57,301.1,675.41,552.85,186.84,305.39,382.21
20/8/2009,305.59,367.01,296.07,383.87,304.53,681.69,558.61,188.37,307.15,391.54
21/8/2009,314.17,371.73,301.51,388.32,311.7,700.04,566.92,192,312.77,399.89
24/8/2009,312.58,370.02,299.95,389.63,311.71,708.98,566.11,192.38,313.35,396.23
25/8/2009,309.86,370.15,303.62,391.1,313.25,698.84,566.84,192.69,311.89,400.52
26/8/2009,307.68,370.91,305.02,390.2,311.06,701.66,567.24,194.15,311.93,400.37
27/8/2009,308.8,370.92,305.61,390.95,313.2,699.58,569.49,193.03,310.98,403.96
28/8/2009,311.76,369.09,305.37,387.56,312.2,698.02,571.61,192.2,310.9,404.72
31/8/2009,305.22,369.54,301.65,386.55,308.11,684.76,566.27,191.03,307.17,403.03
1/9/2009,297.41,363.71,296.86,381.59,302.22,673.59,555.12,186.37,304.59,383.86
2/9/2009,299.72,364.09,296.02,381.5,300.65,670.06,555.02,185.97,302.14,380.02
3/9/2009,306.34,365.6,300.05,381.49,305.18,673.54,558.38,185.66,303.02,388.2
4/9/2009,311.01,368.78,304.08,386.42,310.76,684.55,568.28,188.48,304.41,390.99
7/9/2009,311.01,368.78,304.08,386.42,310.76,684.55,568.28,188.48,304.41,390.99
8/9/2009,317.44,373.58,306.06,385.31,314.61,703.38,573.25,190.22,305.57,394.02
9/9/2009,319.4,374.59,309.26,389.29,319.3,704.73,577.9,191,305.54,399.44
10/9/2009,325.04,376.85,312.92,392.03,322.56,716.28,585.91,195.14,306.01,402.89
11/9/2009,325.5,378.16,311.94,392.22,323.73,717.08,584.7,195.86,305.05,400.28
14/9/2009,331,378.53,313.73,394.78,327.21,720.66,585.1,195.64,309.39,405.79
15/9/2009,339.35,377.88,314.78,391.82,330.82,727.01,588.57,196.42,312.08,406.39
16/9/2009,346.34,380.98,319.43,394.56,336.44,743.62,594.06,195.2,316.75,419.71
17/9/2009,343.78,380.93,318.33,394.6,335.88,738.4,592.41,192.11,315.07,417.83
18/9/2009,343.3,385.48,319.88,393.81,335.75,738.13,593.51,195.94,315.85,417.55
21/9/2009,340.78,383.36,320.34,396.27,333.77,731.8,594.31,194.95,314.46,413.85
22/9/2009,347.33,383.82,321.1,394.96,336.54,742.21,596.27,193.79,314.31,422.75
23/9/2009,339.06,383.49,316.66,390.69,333.24,728.02,594.46,196.7,312.51,414.12
24/9/2009,331.61,381.27,313.51,388.91,327.86,717.11,590.59,196.24,311.72,406.52
25/9/2009,326.56,380.63,311.16,388.52,324.58,716.3,586.94,195.54,310.64,402.51
28/9/2009,334.26,383.97,316,394.31,330.52,728.78,597.08,198.61,313.81,416.15
29/9/2009,334.1,384.89,317.91,394.05,330.27,726.38,592.91,197.82,314.62,413.83
30/9/2009,332.03,385.55,316.37,392.38,327.77,722.9,594.42,197.26,311.84,411.63
1/10/2009,318.31,378.74,310.41,385.49,318.85,701.57,576.62,193.8,306.11,395.36
2/10/2009,315.76,379.63,307.81,384.46,314.47,696.66,574.73,192.99,303.41,394.67
5/10/2009,324.7,382.17,311.79,386.68,320.3,712.19,580.36,194.64,307.72,406.22
6/10/2009,332.16,385.95,316.43,389.81,324.29,727.81,591.44,196.83,309.75,410.72
7/10/2009,334.24,386.32,317.29,390.77,323.84,732.38,593.38,193.86,309.36,414.48
8/10/2009,342.32,389.85,321.32,390.84,328.23,749.84,595.34,192.56,310.39,416.08
9/10/2009,342.21,390.66,321.76,394.82,330.31,749.93,603.02,191.19,312.25,419.44
12/10/2009,343.35,392.43,321.29,396.27,330.45,759.05,604.74,190.79,313.96,422.53
13/10/2009,344.57,391.22,322.33,392.75,329.97,758.63,604.44,191.76,312.23,418.24
14/10/2009,352.57,394.16,326.84,398.48,338.25,772.42,613.21,191.87,313.58,431.59
15/10/2009,353.82,395.82,328.23,400.93,339.14,787.91,612.99,192.72,316.41,428.99
16/10/2009,349.29,395.57,327.29,399.3,336.06,787.2,606.43,190.83,316.76,418.82
19/10/2009,355.3,397.81,331.33,402.98,339.47,796.84,612.31,192.36,321.07,421.16
20/10/2009,351.68,396.43,328.81,398.51,336.89,790.17,612.16,191.37,317.38,417.68
21/10/2009,348.62,395.09,322.96,393.12,334.02,787.72,610.07,191.38,317.4,410.27
22/10/2009,352.65,396.81,326.98,396.51,336.63,794.19,614.05,192.46,318.25,421.19
23/10/2009,344.6,392.26,324.06,392.34,331.24,777.22,611.8,189.94,313.06,414.91
26/10/2009,337.71,388.24,321.89,387.98,327.57,764.97,609.92,187.3,308.94,405.48
27/10/2009,334.03,387.72,316.96,389.76,324.33,771.97,603.24,189.04,307.9,402.94
28/10/2009,320.67,383.08,309.71,383.8,316.06,748.05,591.79,191.85,304.51,391.19
29/10/2009,333.66,390.31,317.18,387.85,323.01,766.28,603.58,193.02,307.63,406.52
30/10/2009,320.34,382.7,309.41,381.87,313.74,738.05,588.74,188.98,301.6,389.14
2/11/2009,323.52,386.57,311.88,384.51,316.31,741.31,590.54,188.36,300.87,391.98
3/11/2009,329.53,385.52,312.64,384.79,321.05,750.78,589.63,187.29,300.65,393.82
4/11/2009,329.15,385.34,313.44,389.1,320.81,748.88,593.55,188.01,302.5,388.6
5/11/2009,338.57,392.99,317.33,395.65,329.54,761.14,606.49,190.34,307.71,397.96
6/11/2009,339.44,394.33,320.14,396.89,332.18,758.67,607.24,190.94,306.86,396.55
9/11/2009,351.28,400.86,326.57,403.32,340.26,773.16,620.7,195.14,312.26,410.37
10/11/2009,350.2,402.1,326.58,405.4,339.3,773.2,620.51,195.27,313.64,408.39
11/11/2009,353.78,404.16,327.96,406.32,340.99,773.45,624.68,195.68,312.88,413.65
12/11/2009,349.94,400.39,325.25,403.87,337.53,756.67,621.62,194.11,308.52,406.59
13/11/2009,352.97,403.43,329.12,404.55,340.15,761.5,627.73,194.12,311.08,406.39
16/11/2009,362.24,408.2,333.37,410.22,347.04,781.28,634.8,195.62,315.39,411.35
17/11/2009,366.15,408.82,331.96,410.7,346.91,780.06,638.27,196.69,314.72,411.57
18/11/2009,364.27,408.82,331.28,411.57,345.59,776.97,634.67,197.14,313.31,414.8
19/11/2009,357.8,405.39,328.3,408.99,340.06,759.66,623.61,195.74,309.12,407.01
20/11/2009,357.09,404.83,327.08,411.06,338.89,752.11,619.72,195.39,309.69,404.97
23/11/2009,359.39,409.09,329.72,415.4,343.92,764.04,629.33,200.65,313.84,410.44
24/11/2009,358.7,409.11,329.12,418.7,342.57,767.5,626.38,202.6,315.02,407.58
25/11/2009,364.88,409.97,331.7,421.1,344.75,775.95,627.43,203.32,318.03,407.1
26/11/2009,364.88,409.97,331.7,421.1,344.75,775.95,627.43,203.32,318.03,407.1
27/11/2009,355.03,405.31,327.23,416.69,338.8,757.06,617.3,201.69,313.03,396.37
30/11/2009,356.33,403.71,326.4,415.51,339.3,758.04,618.23,200.9,315.23,406.51
1/12/2009,362.19,409.96,330.46,420.89,344.42,769.62,627.61,204.24,320.61,407.62
2/12/2009,367.16,411.66,331.05,422.43,344.82,763.74,627.7,206.02,324.39,407.83
3/12/2009,360.5,408.17,328.55,420.07,342.35,752.67,627.13,206.54,324.95,399.98
4/12/2009,354.24,411.03,331.21,420.55,347.36,747.29,633.13,207.28,324.21,407.03
7/12/2009,354.79,410.37,332.71,419.93,347.31,745.84,630.21,211.13,326.84,401.31
8/12/2009,348.3,406.3,329.55,416.92,342.8,732.3,625.63,209.33,325.84,398.28
9/12/2009,354.19,406.01,329.62,419.1,343.09,733.4,631.01,209.25,326.75,399.75
10/12/2009,353.9,407.41,333.72,423.82,344.22,740.49,633.48,210.51,330.59,399.33
11/12/2009,354.69,408.64,337.34,424.02,346.79,741.06,631.63,211.97,335.81,402.16
14/12/2009,360.85,411.64,339.45,428,350.7,744.49,637.62,211.75,337.59,405.42
15/12/2009,357.95,410.39,337.77,427.74,349.88,746.35,634.5,208.88,336.62,399.39
16/12/2009,362.13,410.48,337.96,426.27,349.42,750.37,637.41,208.27,335.8,401.99
17/12/2009,353.37,405.06,334.17,422.07,345.79,745.16,629.76,206.67,333.85,395.9
18/12/2009,353.97,404.76,334.93,423.43,345.84,747.91,639.71,207.26,335.22,401.33
21/12/2009,358.37,407.51,339.28,428.13,348.86,756,647.22,209.08,336.72,406.35
22/12/2009,361.52,409.85,339.9,430.35,350.11,758.25,651.41,211.24,334.87,408.04
23/12/2009,368.5,411.52,341.42,430.46,351.23,762.6,655.33,211.63,335.47,407.41
24/12/2009,371.15,412.85,341.85,430.51,352.88,766.4,662.27,212.39,337.71,410.72
25/12/2009,371.15,412.85,341.85,430.51,352.88,766.4,662.27,212.39,337.71,410.72
28/12/2009,371.09,413.28,342.03,432.18,352.37,768.5,663.42,213.59,338.08,409.78
29/12/2009,369.7,413.6,342.68,431.48,352.78,763.5,662.36,213.53,338.12,408.39
30/12/2009,369.82,413.33,341.57,431.22,352.07,763.36,665.44,213.25,338.27,408.49
31/12/2009,364.96,408.94,337.98,426.37,347.46,756.37,658.23,211.15,333.16,406.29
1/1/2010,364.96,408.94,337.98,426.37,347.46,756.37,658.23,211.15,333.16,406.29
4/1/2010,377.79,413.3,340.81,432.06,353.67,778.98,669.07,214.97,334.52,413.13
5/1/2010,380.85,415.75,341.45,429.83,354.56,785.82,669.27,215.38,331.07,418.04
6/1/2010,388.58,416.7,340.72,432.33,355.34,794.49,663.89,211.38,332.84,419.11
7/1/2010,386.83,417.21,343.08,434.05,358.75,792.57,660.84,209.75,331.5,426.95
8/1/2010,391.72,415.65,342.97,435.17,363.15,797.68,666.27,208.71,331.29,425.25
11/1/2010,391,416.44,343.05,437.03,365.89,797.38,663.41,208.76,334.6,425.38
12/1/2010,382.84,416.9,339.79,434.3,362.54,784.89,654.98,207.72,333.2,419.31
13/1/2010,386.38,419.8,343.35,440.54,364.67,788.68,661.34,206.84,336.41,424.45
14/1/2010,382.89,420.12,342.86,443.74,364.66,790.54,666.17,203.19,335.59,426.89
15/1/2010,378.82,416.8,339.97,441.33,359.98,783.97,657.29,200.2,333.51,419.41
18/1/2010,378.82,416.8,339.97,441.33,359.98,783.97,657.29,200.2,333.51,419.41
19/1/2010,385.7,419.89,343.66,450.01,363.79,790.21,667.36,203.06,337.78,424.6
20/1/2010,379.39,414.74,340.85,447.78,359.43,776.81,658.23,200.05,334.29,423.58
21/1/2010,361.98,408.19,337.29,438.45,351.73,762.75,651.82,198.42,329.7,412.89
22/1/2010,353.68,404.76,332.66,433.26,345.42,744.99,625.97,195.91,323.06,400.91
25/1/2010,357.15,406.17,333.12,432.91,346.69,749.95,630.75,197.7,325,402.73
26/1/2010,353.35,405.8,333.49,431.27,345.91,745.42,630.64,195.38,325.66,396.82
27/1/2010,350.75,407.04,333.6,434.01,346.51,741.32,634.27,195.71,323.86,405.33
28/1/2010,343.63,406.1,330.93,430.53,341.64,733.47,615.62,193.83,321,402.78
29/1/2010,335.07,402.7,330.08,428.54,338.18,723.22,601.87,192.87,318.63,400.16
1/2/2010,349.61,406.98,333.9,430.42,343.02,744.9,611.24,193.98,321.04,405.9
2/2/2010,351.36,413.88,337.6,438.71,349.16,755.68,616.38,196.4,323.65,409.97
3/2/2010,348.34,412.96,336.59,434.63,347.71,749.43,618.92,194.82,321.29,404.61
4/2/2010,332.6,402.3,327.05,423.19,336.87,719.57,600.8,190.08,313.04,388.87
5/2/2010,338.4,401.37,326.65,421.93,335.28,718.26,607.69,191.09,312.28,393.17
8/2/2010,332.85,399.28,325.55,420.35,332.28,713.55,604.6,189.69,309.06,385.64
9/2/2010,342.91,405.56,329.95,423.16,337.44,727.3,611.65,192.13,311.97,389.16
10/2/2010,341.04,404.48,328.61,421.01,336.63,723.94,609.99,191.1,310.66,392.18
11/2/2010,348.84,409.2,331.92,424.21,341.65,735.84,617.75,192.06,313.02,393.51
12/2/2010,349.7,408.98,331.97,423.83,340.15,732.8,619.04,191.23,311.63,393.17
15/2/2010,349.7,408.98,331.97,423.83,340.15,732.8,619.04,191.23,311.63,393.17
16/2/2010,359.74,414.14,337.22,427.47,347.17,751.43,629.13,193.29,317.35,402.72
17/2/2010,360.14,417.08,340.29,430.88,349.55,749.78,631.74,193.86,317.01,404.28
18/2/2010,364.26,420.26,341.57,432.63,352.99,753.9,637.27,193.96,318.71,406.68
19/2/2010,366.11,420.2,343.43,432.39,354.78,755.5,636.41,193.39,323.14,408.49
22/2/2010,365.04,419.34,343.22,432.08,354.73,745.38,634.75,193,321.47,412.53
23/2/2010,356.53,416.66,340.75,427.27,350.14,733.53,625.45,191.12,318.69,405.87
24/2/2010,357.42,419.27,345,430.41,353.44,738.03,632.09,192.01,319.5,412.37
25/2/2010,359.14,418.09,345.54,429.94,352.92,736.88,630.84,191.35,318.5,411.2
26/2/2010,360.44,416.99,346,430.73,353.73,738.2,631.03,191.78,316.2,413.34
1/3/2010,367.69,421.45,350.89,435.71,358.28,745.41,640.5,193.2,320.28,415.01
2/3/2010,373.13,423.35,350.43,437.85,359.52,751.23,639.61,193.23,321.82,416.41
3/3/2010,375.9,425.3,349.89,436.37,360.62,753.41,639.66,193.02,321.54,415.96
4/3/2010,376.12,427.49,352.64,435.38,361.7,750.12,642.84,193.49,321.68,419.36
5/3/2010,383.85,430.78,357.47,440.54,367.51,763.07,651.21,193.89,325.24,427.77
8/3/2010,382.75,429.61,358.28,439.01,366.4,762.57,652.62,196.12,325.65,429.27
9/3/2010,381.07,429.64,358.2,438.82,368.98,763.15,654.92,198.48,324.85,430.35
10/3/2010,381.9,429.39,359.71,439.81,370.57,768.37,659.83,198.4,325.6,435
11/3/2010,383.02,430.53,361.09,442.3,371.42,768.51,662.45,199.3,326.55,438.82
12/3/2010,386.16,430.97,362.1,440.54,373.31,768.71,662.36,199.02,324.69,437.46
15/3/2010,383.12,432.8,363.26,442.82,373.76,761.48,660.06,199.91,325.79,437.07
16/3/2010,389.71,434.47,365.86,443.84,377.77,768.13,665.51,200.24,329.11,442.61
17/3/2010,392.06,437.58,367,444.17,379.81,775.47,668.34,201.66,330.18,447.6
18/3/2010,387.83,437.5,367.03,446.64,381,764.86,669.47,202.89,328.85,445.66
19/3/2010,381.6,436.9,364.58,446.64,379.11,756.49,663.85,203.34,328.1,442.38
22/3/2010,386.3,440.02,369.04,449.68,381.02,754.17,669.15,204.87,326.38,445.09
23/3/2010,391.85,443.86,371.05,451.55,385.34,757.33,675.9,206.72,327.74,448.1
24/3/2010,390.93,439.98,369.05,447.51,382.35,752.35,671.88,204.35,324.58,448.75
25/3/2010,382.2,438.43,371.29,445.21,380.74,740.46,672.71,202.88,322.2,450.5
26/3/2010,385.55,439.33,372.89,442.36,381.69,741.61,671.41,203.57,323.11,450.74
29/3/2010,391.03,440.71,373.96,446.02,385.06,755.3,671.83,204.89,327.19,451.67
30/3/2010,391.07,440.61,374.69,446.34,385.79,756.16,675.07,204.22,326.94,449.08
31/3/2010,389.21,437.53,372.56,444.85,383.37,759.99,670.72,203.42,325.69,449.51
1/4/2010,396.73,440.05,374.73,447.52,386.32,773.56,671.3,205.6,329.71,453.44
2/4/2010,396.73,440.05,374.73,447.52,386.32,773.56,671.3,205.6,329.71,453.44
5/4/2010,403.33,441.04,378.82,446.89,390.11,786.75,679.78,207.15,331.92,458.23
6/4/2010,404.82,439.41,379.72,446.14,390.17,787.04,679.97,206.49,334.81,463.39
7/4/2010,402.63,436.43,377.77,444.29,388.08,779.47,679.04,204.35,331.69,460.7
8/4/2010,402.88,436.75,380.92,443.01,389.11,783.52,678.94,206.02,329.72,464.04
9/4/2010,404.51,439.98,383.56,444.91,391.88,791.61,684.91,207.84,331.63,466.49
12/4/2010,403.06,441.15,383.45,444.15,392.77,793.35,687.17,207.66,333.07,468.17
13/4/2010,402.13,440.84,385.24,444.48,393.64,789.67,689.63,207.26,331.8,468.82
14/4/2010,405.97,442.72,389.34,443.73,398.93,798.17,701.91,207.38,332.15,480.24
15/4/2010,404.65,442.79,389.55,442.88,401.93,799.18,705.29,206.84,331.9,477.68
16/4/2010,395.65,440.04,385.04,440.2,396.27,786.96,695.59,204.82,328.41,461.71
19/4/2010,394.43,441.73,385.26,443.14,395.73,787.45,696.34,207.1,328.85,465.89
20/4/2010,395.76,443.88,388.51,444.6,399.76,803.93,699.63,208.41,332.52,471.99
21/4/2010,395.21,445.49,389.57,436.98,402.89,801.84,702.42,206.58,333.12,470.9
22/4/2010,398.16,445.52,394.67,431.41,406.46,802.73,704.68,205.84,334.28,474.28
23/4/2010,404.93,445.73,396.77,436.14,409.7,820.88,707.65,205.43,337.23,476.73
26/4/2010,405.2,445.63,397.62,431.05,410.44,818.56,706.49,204.82,336.1,469.28
27/4/2010,391.69,435.89,387.51,426.35,399.89,795.28,692.41,202.16,330.29,454.4
28/4/2010,396.48,438.24,386.74,429.16,402.49,803.6,693.31,203.22,333.45,459.58
29/4/2010,400.36,441.41,393.19,435.96,410.23,804.04,700.38,205.38,334.4,470.28
30/4/2010,391.58,436.88,386.54,430.97,401.1,794.35,684.38,203.83,335.35,458.99
3/5/2010,391.7,441.04,393.13,433.68,408.95,802.36,694.55,206.12,340.05,466.66
4/5/2010,376.47,433.52,383.62,429.25,395.59,781.62,673.51,202.2,333.73,454.23
5/5/2010,373.11,431.3,380.86,429.78,390,769.52,670.15,201.63,331.04,451.42
6/5/2010,361.57,420.53,367.8,418.24,377.61,742.24,647.87,196.4,321.82,433.25
7/5/2010,355.8,416.39,360.99,411.68,369.11,728.91,632.88,194.75,319.13,427.46
10/5/2010,376.16,432.51,376.49,423.23,389.46,757.25,664.44,199.65,329.9,450.84
11/5/2010,371.38,432.05,376.85,422.97,389.03,753.88,662.1,199.32,330.63,448.99
12/5/2010,381.21,436.44,382.09,426.75,397.74,764.28,678.02,201.77,334.26,454.78
13/5/2010,377.59,432.06,376.22,422.7,392.93,758.47,668.76,201.93,332.66,448.14
14/5/2010,366.99,426.48,370.4,416.1,383.8,743.23,656.62,199.32,329.69,435.1
17/5/2010,362.25,429.42,373.28,416.48,383.51,736.52,658.75,201.54,330.14,434.95
18/5/2010,357.03,425.22,368.28,412.97,377.99,730.73,649.11,200.17,326.64,423
19/5/2010,352.92,424.09,365.58,411.89,373.55,723.12,644.5,199.83,323.54,423.35
20/5/2010,336.3,409.66,351.9,397.79,356.43,690.77,620.89,194.1,312.26,403.95
21/5/2010,346.07,412.55,357.51,398.81,362.08,703.04,626.99,194.79,313.72,417.42
24/5/2010,340.42,409.36,354.89,398.33,357.04,686.48,623.3,192.91,311.06,406.7
25/5/2010,346.44,406.52,356.91,396.24,355.99,686.97,622.42,193.15,308.88,409.26
26/5/2010,345.48,404.33,355.2,394.43,357.12,686.3,616.37,191.09,309.27,407.37
27/5/2010,363.37,413.75,366.68,402.86,369.93,715.18,639,196.02,315.82,425.01
28/5/2010,356.45,410.79,363.03,400.26,364.63,701.06,633.44,194.19,315.68,416.86
31/5/2010,356.45,410.79,363.03,400.26,364.63,701.06,633.44,194.19,315.68,416.86
1/6/2010,342.93,407.14,358.23,395.82,356.51,669.96,626.8,192.23,308.28,407.8
2/6/2010,355.49,415.62,366.24,405.41,365.43,698.72,641.44,196.22,315.04,419.3
3/6/2010,350.99,417.21,368.03,407.74,368.06,707.91,649.01,196.45,318.53,417.78
4/6/2010,335.45,405.24,354.71,395.37,351.41,683.76,627.73,191.98,308.61,401.08
7/6/2010,328.48,401.39,348.08,394.09,342.61,678.1,614.96,191.34,309.74,393.94
8/6/2010,336.56,407.21,350.44,394.13,345.35,689.05,614.65,194.95,313.94,400.9
9/6/2010,336.78,406.58,350.84,392.25,345.5,680.34,609.18,195.1,311.99,397.89
10/6/2010,350.75,415.22,360.44,400.6,357.45,713.81,624.4,199.41,320.41,411.38
11/6/2010,355.21,414.15,361.36,404.69,359.77,717.56,632.25,199.93,320.41,413.23
14/6/2010,352.82,415.86,362.18,405.44,359.76,714.18,631.12,199.51,321.88,410.89
15/6/2010,362.96,422.09,369.54,412.3,370.03,734.43,649.7,202.79,328.64,421.16
16/6/2010,362.13,420.11,366.81,413.08,369.32,733.54,651.37,202.71,330.44,420.92
17/6/2010,360.24,421.73,365.86,413.5,369.71,733.9,654.16,202.52,332.86,420.2
18/6/2010,362.46,420.77,364.84,412.56,370.71,739.14,654.73,201.7,333.56,421.89
21/6/2010,364.45,419.68,361.04,410.91,371.2,736.42,648.4,201.28,331.08,421.03
22/6/2010,355.21,414.16,353.81,406.93,362.44,715.6,642.35,199.94,323.28,414.3
23/6/2010,356.17,415.04,354.18,405.73,361.16,708.66,639.63,201.26,319.83,412.9
