Dates,.DJUSBMT,.DJUSNCT,.DJUSCYT,.DJUSHCT,.DJUSINT,.DJUSENT,.DJUSTCT,.DJUSTLT,.DJUSUTT,.DJUSFNT
3/1/2000,222.8,245.9,422.51,302.92,349.14,271.73,1275.75,451.07,178.54,410.18
4/1/2000,219.24,242.16,405.03,290.22,336.29,267.03,1207.35,430.84,178.99,394.59
5/1/2000,227.89,242.75,397.81,296.49,335.31,274.32,1199.53,436.77,185.31,392.63
6/1/2000,235.29,245.42,393.55,304.67,337.13,287.94,1151.07,427.07,187.52,406.35
7/1/2000,236.95,254.28,407.39,328.74,348.75,290.76,1171.39,428.1,190.12,414.76
10/1/2000,233.79,255.02,420.83,325.41,353.76,286.38,1227.33,433.35,189.48,409
11/1/2000,230,255.91,410.51,321.67,349.1,289.17,1198.86,422.67,188.56,403.89
12/1/2000,229.29,254.89,402.05,320.67,346.88,284.06,1187.8,427.58,191.82,408.13
13/1/2000,228.31,255,409.11,325.64,352.92,290.13,1208.64,430.34,192.72,418.82
14/1/2000,227.07,254.65,407.13,329.53,351.36,288.28,1248.78,434.64,193.2,428.85
17/1/2000,227.07,254.65,407.13,329.53,351.36,288.28,1248.78,434.64,193.2,428.85
18/1/2000,219.83,256.41,403.01,324.42,350.57,295.93,1260.85,434.78,189.85,417.28
19/1/2000,217.67,255.53,410.45,328.38,352.84,296.74,1254.72,434.31,191.34,414.89
20/1/2000,212.47,252.53,404.5,326.02,351.18,291.28,1273.29,432.01,196.95,406.71
21/1/2000,210.17,248.13,402.72,325.08,351.72,296.9,1277.28,436.15,202.38,401.99
24/1/2000,207.07,244.58,388.03,310.1,340.3,290.76,1238.81,426.66,200.96,395.97
25/1/2000,202.9,243.15,389.79,311.65,340.02,289.61,1265.69,423.55,196.07,399.65
26/1/2000,202.65,242.77,390.53,314.36,341.38,286.53,1223.07,420.74,196.94,411.72
27/1/2000,202.5,242.12,390.27,314.53,342.22,278.65,1208.4,417.26,197.27,415.54
28/1/2000,199.42,236.81,373.83,317.61,329.6,273.36,1167.17,408.34,194.83,402.21
31/1/2000,198.86,238.71,373.59,325.77,329.72,282.22,1190.9,435.61,200.76,413.18
1/2/2000,201.12,238.97,381.31,326.84,332.88,283.1,1228.43,433.28,199.65,414.36
2/2/2000,200.51,237.52,386.87,327.16,331.94,283.7,1236.57,430.77,198.17,411
3/2/2000,198.43,238.29,392.59,328.72,338.8,279.88,1281.04,427.08,201.69,410.76
4/2/2000,197.04,235.59,390.96,328.77,340.53,274.63,1296.72,428.68,196.67,405.45
7/2/2000,193.69,233.85,386.46,333.03,333.79,276.54,1322.89,435.71,196.06,402.15
8/2/2000,191.64,234.28,397.32,338.06,336.18,271.72,1345.6,441.61,198.26,406.19
9/2/2000,188.51,232.36,387.89,329.19,329.61,262.92,1325.98,432.55,197.51,396.15
10/2/2000,186.3,229.71,388.46,323.07,331.1,267.28,1368.1,436.08,196.16,388.54
11/2/2000,182.41,227,382.35,313.24,324.39,261.54,1331.22,428.57,194.31,387.6
14/2/2000,185.69,224.49,381.43,316.73,327.52,268.06,1336.24,429.56,196.02,381.92
15/2/2000,192.13,227.16,377.49,319.82,332.03,279,1342.03,424.38,196.32,389.64
16/2/2000,189.38,224.87,364.25,322.73,331,280.13,1341.68,423.45,196.2,384.23
17/2/2000,189.24,223.98,357.4,324.65,331.57,277.55,1376.16,425.46,195.86,379.28
18/2/2000,183.57,220.14,349.32,315.59,320.74,271.3,1334.35,408.4,193.23,367.4
21/2/2000,183.57,220.14,349.32,315.59,320.75,271.35,1334.35,408.4,193.23,367.4
22/2/2000,189.85,221.56,347.92,317.64,325.03,267.49,1337.43,408.53,191.09,368.99
23/2/2000,186.19,218.4,356.2,318.01,328.55,262.8,1384.8,404.24,189.08,367.67
24/2/2000,181.49,213.49,351.84,314.23,329.95,260.52,1415.06,400.43,185,363.05
25/2/2000,178.28,210.04,349.56,310.35,325.61,257.12,1397.93,395.38,182.31,360.03
28/2/2000,179.37,213.78,355.19,310.01,326.75,265.31,1392.31,400.94,186.71,369.3
29/2/2000,178.51,213.17,361.36,312.5,333.3,273.58,1429.91,412.1,187.76,373.1
1/3/2000,174.7,215.02,359.46,311.66,337.8,281.21,1454.44,433.58,186.38,377.81
2/3/2000,170.47,211.69,357.32,312.56,336.83,285.84,1453.07,447.4,187.78,374.29
3/3/2000,179.3,214.97,364.08,316.47,345.83,282.23,1513.45,454.42,188.52,378.15
6/3/2000,174.31,211.42,358.34,310.52,345.05,279.11,1512.47,448.92,183.23,374.31
7/3/2000,166.8,197.52,348.78,293.76,334.05,302.13,1497.29,436.44,183.93,362.96
8/3/2000,170.21,198.36,354.23,304.56,334.6,293.93,1510.89,441.98,182.76,359.12
9/3/2000,169.85,198.99,365.8,317,341.1,296.09,1565.96,452.41,183.11,363.71
10/3/2000,171.28,193.61,360.73,315.85,341.92,290.11,1565.19,453.06,184.1,364.39
13/3/2000,173.7,195.2,358.57,305.09,335.81,286.14,1534.08,448.36,182.62,365.66
14/3/2000,169.49,191.71,355.91,294.02,330.09,288.59,1479.02,438.07,181.37,364
15/3/2000,180.03,204.37,364.93,310.9,336.97,288.16,1436.64,431.76,188.54,385.17
16/3/2000,190.78,214.54,387.2,328.74,351.46,298.05,1482.26,445.07,196.48,416.61
17/3/2000,184.03,210.76,389.51,320.22,352.71,290.58,1525.19,449.08,193.2,417
20/3/2000,187.42,212.08,386.5,312.67,347.17,283.68,1494.71,446.15,192.93,408.2
21/3/2000,188.78,213.48,394.99,319.03,357.36,291.96,1535.66,450.03,193.19,422.05
22/3/2000,183.15,210.55,400.14,324.94,360.54,291.1,1575.14,445.97,191.47,426.67
23/3/2000,188.16,213.3,399.47,322.16,369.35,291.63,1606.71,451.98,193.54,441.9
24/3/2000,188.83,212.15,402.58,314.04,371,294.93,1613.66,452.93,192.97,442.87
27/3/2000,186.74,209.03,403.8,312.52,367.55,294.14,1619.66,459.01,194.6,431.93
28/3/2000,184.71,209.46,399.62,312.3,362.66,291.85,1575.65,452.73,191.79,434.52
29/3/2000,187.08,212.29,399.84,315.17,361.45,308.18,1518.87,455.35,196.1,431.77
30/3/2000,191.72,218.65,396.25,311.41,355.18,307.96,1459.53,447.29,196.66,429.79
31/3/2000,192.65,217.61,398.65,317.01,356.51,306.98,1487.24,452.12,198.8,436.46
3/4/2000,198.12,224,400.35,326.97,351.04,313.77,1392.2,453.46,198.33,453.5
4/4/2000,196.19,227.29,392.79,334.34,343.49,310.77,1383.73,444.8,196.54,437.85
5/4/2000,194.03,223.95,391.76,334.59,344.86,301.29,1397.14,440.2,198.03,434.59
6/4/2000,194.28,224.48,398.47,331.79,352.48,307.42,1426.8,448.25,196.38,438.28
7/4/2000,191.35,223.6,403.11,329.97,358.77,302.66,1492.22,452.1,196.93,430.31
10/4/2000,195.52,224.94,400.34,332.62,352.22,295.71,1410.43,443.12,200.54,439.89
11/4/2000,200.46,229.09,397.74,336.6,349.77,301.74,1365.42,441.5,200.75,441.64
12/4/2000,204.55,232.26,391.16,332.79,338.15,305.58,1263.34,428.31,203.86,446.75
13/4/2000,199.43,231.3,376.79,331.03,330.43,302.86,1235.38,422.03,208.68,437.71
14/4/2000,188.58,219.97,352.21,314.77,310.65,296.45,1129.89,399.09,202.07,405.93
17/4/2000,188.9,227.29,351.36,319.16,323.07,288.35,1243.18,395.35,201.96,408.68
18/4/2000,184.37,225.25,364.28,330.99,331.63,294.51,1313.71,411.39,202.64,423.8
19/4/2000,182.28,226.16,367.28,331.91,331.74,298.22,1269.92,415.06,203.88,415.98
20/4/2000,185.63,229.83,368.71,330.76,334.74,302.17,1260.54,407.08,207.32,423.41
21/4/2000,185.63,229.83,368.71,330.76,334.74,302.17,1260.54,407.08,207.32,423.41
24/4/2000,187.53,230.93,367.67,335.34,333.33,303.85,1206.52,403.11,210.29,431.02
25/4/2000,186.91,231.95,379.16,338.69,347.93,305.95,1289.8,421.87,215.65,444.64
26/4/2000,184.19,229.91,377.64,336.15,342.34,306.49,1269,411.91,219.41,436.93
27/4/2000,183.59,227.77,374.96,334.87,344.67,311.49,1317.29,412.07,215.38,429.14
28/4/2000,184.51,226.2,372.08,333.17,345.41,304.13,1333.97,413.15,212.73,422.48
1/5/2000,185.27,226.6,378.3,333.57,348.63,306.18,1357.29,423.19,213.45,428.95
2/5/2000,189.5,226.32,371.27,334.79,342.75,310.98,1303.93,396.8,211.81,427.75
3/5/2000,187.03,227.1,357.62,331.08,334.25,303.57,1273.17,391.57,210.9,417.71
4/5/2000,189.44,227.08,355.35,334.19,334.57,311.73,1269.03,391.65,213.69,413.44
5/5/2000,192.03,226.96,357.97,345.24,340.86,315.72,1300.91,396.49,211.94,415.59
8/5/2000,190.31,229.45,355.38,350.64,338.19,319.42,1245.55,393.26,215.03,422.9
9/5/2000,189.97,231.94,355.43,345.88,334.53,317.72,1213.62,389.45,213.79,421.22
10/5/2000,188.8,233.71,355.04,340.02,326.13,319.84,1137.47,384.99,215.79,413.02
11/5/2000,192.21,236.4,358.67,338.24,332.31,328.56,1181.58,387.05,220.38,422.7
12/5/2000,191.76,235.45,361.63,339.17,336.76,329.85,1201.34,386.48,217.61,429.55
15/5/2000,196.67,238.32,370.59,346.74,342.98,336.63,1225.08,394.7,220.56,444.68
16/5/2000,195.39,237.98,374.45,350.19,349.84,332.59,1263.22,399.31,219.24,442.62
17/5/2000,193.43,235.91,367.46,347.92,345.56,332.46,1240.54,393,215.63,437.44
18/5/2000,193.21,236.88,364.88,349.15,340.95,329.29,1203.17,384.47,218.01,442.3
19/5/2000,192.42,235.25,356.46,348.67,331.9,330,1158.23,367.53,217.76,432.24
22/5/2000,191.39,233.46,354.17,343.86,326.41,328.38,1150.7,365.24,218.74,436.86
23/5/2000,188.17,231.87,348.07,343.23,319.47,328.81,1086.87,352.93,215.51,438.27
24/5/2000,186.79,236.61,345.27,346.91,325.92,328.33,1128.03,361.54,215.94,444.2
25/5/2000,180.53,233.97,341.77,347.14,323.26,324.47,1108.48,358.71,215.59,434.42
26/5/2000,177.55,234.86,338,344.7,318.84,324,1112.29,360.56,218.04,434.95
29/5/2000,177.55,234.86,338,344.7,318.84,324,1112.29,360.56,218.04,434.95
30/5/2000,180.51,236.24,348.22,347.42,332.83,327.8,1202.39,375.55,216.74,443.53
31/5/2000,178.59,234.16,353.38,347.56,334.4,334.44,1175.49,372.83,219.27,448.57
1/6/2000,178.41,235.02,357.94,347.82,342.13,332.42,1241.35,381.92,219.56,459.92
2/6/2000,182.14,232.9,372.36,339.97,351.63,317.98,1315.01,392.67,217.03,479.12
5/6/2000,181.33,231.99,368.81,341.17,348.25,314.53,1321.19,392.92,209.59,468.61
6/6/2000,179.8,232.37,360.46,345.12,345.83,326.59,1292.23,395.06,215.04,460.53
7/6/2000,177.14,234.49,363.58,345.51,344.72,323.55,1324.83,400.09,215.91,467.75
8/6/2000,176.03,232.45,359.55,344.05,340.89,323.96,1326.56,398.53,216.26,459.72
9/6/2000,175.87,231.83,356.48,349.06,338.04,320.35,1333.76,400.82,218.67,452.52
12/6/2000,176.2,231.77,348.17,345.48,336.76,328.06,1293.78,396.98,220.4,454.07
13/6/2000,172.8,232.15,350.83,356.04,342.43,328.79,1325.07,406.93,222,458.13
14/6/2000,177.55,233.02,354.55,360.96,340.83,331.12,1298.38,407.08,216.77,464.46
15/6/2000,177.07,234.35,359.4,364.34,344.53,327.75,1322.45,407.42,220.44,451.99
16/6/2000,176.61,230.01,355.05,365.88,340.8,334.74,1326.79,402.43,220.21,433.74
19/6/2000,172.49,229.51,355.6,371.44,341.67,330.94,1382.51,411.07,218.06,442.33
20/6/2000,169.92,224.05,359.07,368.27,337.54,328.33,1386.19,407.98,218.62,440.14
21/6/2000,168.09,224.19,356.08,373.81,335.77,334.94,1405.68,407.98,218.91,434.13
22/6/2000,167.68,224.1,350.81,363.21,328.73,328.35,1359.96,406.4,215.86,432.81
23/6/2000,167.81,224.86,345.7,363.72,328.71,329.13,1328.51,398.11,215.94,432.85
26/6/2000,164.97,230.05,343.17,370.94,334.3,327.09,1348.2,395.54,217.02,438.32
27/6/2000,170.72,230.32,350.61,370.99,331.35,324.07,1319.69,392.89,212.02,439.65
28/6/2000,169.59,229.84,348.66,373.39,337.15,321.84,1343.62,388.86,215.81,439.34
29/6/2000,167.42,229.61,346.96,378.68,332.65,322.74,1317.83,384.28,213,437.99
30/6/2000,164.04,229.95,355.09,384.22,339.68,316.44,1349.83,384.82,206.61,424.61
3/7/2000,169.39,231.72,355.99,384.09,341.7,319.54,1358.21,397.42,212.58,435.66
4/7/2000,169.39,231.72,355.99,384.09,341.7,319.54,1358.21,397.42,212.58,435.66
5/7/2000,169.51,232.59,354.5,389.18,334.02,304.94,1291.22,399.61,211.1,439.82
6/7/2000,166.06,233.02,359.15,387.09,334.28,308.96,1322.61,396.85,213.15,443.39
7/7/2000,164.15,232.19,368.35,387.83,337.86,309.7,1354.06,402.57,215.38,452.33
10/7/2000,167.87,231.03,367.98,393.76,337.66,308.13,1339.25,398.2,218.7,453.18
11/7/2000,176.33,229.32,366.53,396.9,339.66,322.12,1329.13,393.66,220.81,455.98
12/7/2000,174.54,228.38,372.67,391.64,345.25,316.57,1369.92,397.32,220.44,460.01
13/7/2000,176.92,229.15,371.27,375.81,348.44,313.96,1408.13,405.34,221.79,457.72
14/7/2000,173.98,230.32,378.59,369.87,353.3,313.29,1433.75,406.68,221.02,465.55
17/7/2000,169.93,228.62,377.88,378.93,357.5,310,1445.28,396.76,222.82,457.48
18/7/2000,168.15,229.88,373.31,375.84,353.05,312.56,1402.77,397.1,222.74,454.37
19/7/2000,167.51,234.09,371.58,369.17,349.84,313.43,1363.66,393.48,224.49,453.79
20/7/2000,166.82,234.09,376.6,365.09,359.08,310.33,1396.63,389.49,223.83,467.16
21/7/2000,168.48,231.98,370.24,368.09,355.95,303.53,1356.79,391.74,223.76,464.68
24/7/2000,167.23,229.43,361.93,374.55,351.66,297.45,1323.67,380.8,222.52,464.29
25/7/2000,166.98,231.49,364.04,365.18,351.78,295.15,1345.84,385.08,223.24,469.2
26/7/2000,165.03,230.32,359.58,362.41,346.16,296.96,1323.23,373.68,220.8,462.99
27/7/2000,166.53,231.38,360.33,368.6,341.35,309.39,1279.1,360.66,224.59,469.24
28/7/2000,165.58,232.08,350.73,366.33,331.22,309.51,1232.72,351.86,223.1,460.08
31/7/2000,166.29,230.6,348.3,362.97,335.91,308.66,1269.57,356.72,221.27,466.89
1/8/2000,167.85,235.24,350.03,377.13,338.26,311.79,1238.45,359.72,227.22,470.3
2/8/2000,168.13,235.67,350.31,380.85,337.99,319.66,1228.06,359.6,230.32,469.04
3/8/2000,167.67,236.54,350.61,382.62,338.05,315.61,1260.6,358.93,233.48,478.71
4/8/2000,166.84,236.88,352.73,381.23,342.25,317.98,1264.45,359.81,234.75,494.28
7/8/2000,170.69,236.39,357,381,348.41,320.04,1292.41,363.37,239.6,496.06
8/8/2000,175.22,237.6,362.35,379.5,350.97,321.01,1296.95,348.85,242.43,495.89
9/8/2000,174.9,235.21,355.04,362.59,352.77,326.25,1304.6,342.77,240.16,495.43
10/8/2000,172.28,237.48,348.08,362.91,352.97,328.68,1276.96,340.76,239.2,491.57
11/8/2000,176.7,241.6,352.13,367.67,355.42,327.16,1282.95,340.87,241.72,499.26
14/8/2000,177.03,244.47,356.94,366.55,358.85,334.32,1309.77,344.7,245.64,504.77
15/8/2000,177.26,243.02,352.76,364.03,356.39,330.88,1314.56,344.56,245.45,497.83
16/8/2000,177.81,241.53,348.38,365.79,355.78,338.02,1320.33,340.85,245.97,490.81
17/8/2000,177.63,240.93,350.9,368.59,359.02,343.65,1351.23,338.8,248.52,497.1
18/8/2000,176.46,241,351.55,361.02,359.84,339.1,1355,339.22,248.56,493.58
21/8/2000,174.21,240.89,351.09,366.74,363.68,340.46,1358.44,339.05,247.09,498.62
22/8/2000,172.91,239.5,352.98,365.3,363.4,339.92,1360.34,331.78,247.32,502.65
23/8/2000,170.88,238.99,352.76,367.62,365.27,348.11,1383.14,332.36,250.76,498.21
24/8/2000,171.5,239.11,353.83,370.52,370.12,341.08,1394.61,335.36,246.6,495.25
25/8/2000,171.45,237.03,355.31,373.62,371.65,341.84,1385.9,341,244.42,492.18
28/8/2000,170.91,236.79,350.73,370.88,373.07,344,1404.3,343.6,247.94,498.04
29/8/2000,168.94,235.37,350.94,367.05,372.09,343.31,1412.34,341.64,246.38,496.45
30/8/2000,168.39,232.71,351.01,368.86,367.77,338.94,1407.95,342.84,248.48,500.56
31/8/2000,169.26,231.14,345.7,371.61,373.53,339.31,1439.68,346.32,251.4,510.08
1/9/2000,169.36,232.16,348.37,372.64,373.96,343.23,1447.56,350.38,253.3,505.95
4/9/2000,169.36,232.16,348.37,372.64,373.96,343.23,1447.56,350.38,253.3,505.95
5/9/2000,172.75,235.09,348.6,362.35,373.69,343.67,1411.12,345.34,255.9,508.47
6/9/2000,175.06,235.14,348.44,353.36,373.72,351.41,1364.84,337.51,258.76,512.22
7/9/2000,166.57,235.56,346.21,360.14,374.42,349.79,1401.32,334.21,259.95,512.76
8/9/2000,164.59,236.02,348.78,361.48,370.71,346.13,1352.81,337.09,265.61,522.01
11/9/2000,162.91,234.73,352.29,360.99,367.59,355.12,1317.26,336.18,271.96,530.31
12/9/2000,161.47,234.7,354.91,363.41,363.88,355.62,1295.13,336.07,272.17,530.28
13/9/2000,160.67,234.1,356.51,367.21,364.04,351.93,1307.1,337.51,271.83,527.57
14/9/2000,158.44,230.7,354.24,366.44,364.71,350.18,1316.33,334.89,270.13,527.62
15/9/2000,154.79,229.23,350.83,364.77,357.37,361.95,1291.59,329.68,275,517.94
18/9/2000,154.54,228.24,347.49,360.97,351.55,359.3,1263.69,323.76,273.2,501.99
19/9/2000,150.01,228.23,343.8,362.78,353.01,350.91,1322.32,323.7,262.79,511.35
20/9/2000,148.52,223.25,339.27,364.23,351.67,345.53,1338.84,312.58,258.13,506.57
21/9/2000,147.53,225.27,345,374.15,352.65,340.53,1308.35,313.07,255.04,500.95
22/9/2000,148.21,231.02,344.33,386.38,354.09,337.09,1279.52,316.54,261.14,509.28
25/9/2000,146.61,230.29,342.63,384.76,356.6,335.47,1248.36,317.76,262.88,515.64
26/9/2000,144.89,228.6,337.2,380.36,355.21,340.98,1229.33,314.05,268.85,512.07
27/9/2000,145.21,230.1,335.31,380.95,354.46,349.69,1222.32,312.87,272.25,512.3
28/9/2000,149.09,235.21,339.93,386.62,357.68,348.36,1265.45,331.57,274.6,526.31
29/9/2000,152.19,234.15,336.62,388.08,353.04,350.82,1208.32,336.34,276.07,523.84
2/10/2000,150.42,237.04,333.85,381.88,350.09,358.05,1190.16,331,277.18,530.57
3/10/2000,158.62,236.42,334.08,381.95,350.88,356.02,1142.64,329.59,271.87,529.78
4/10/2000,161.39,238.08,339.4,376.12,354.6,346.66,1179.35,339.57,264.48,522.03
5/10/2000,158.87,241.72,339.5,384.8,353.86,345.5,1153.18,343.17,260.2,526.93
6/10/2000,158.22,240.48,331.04,381.52,347.18,343.55,1126.43,334.51,261.9,506.68
9/10/2000,159.59,240.81,328.56,377.78,346.17,350.13,1124.88,331.22,264.39,501.16
10/10/2000,158.5,240.85,327.67,385.26,341.04,358.87,1080.15,325.95,266.86,487.95
11/10/2000,155.5,239.5,317.07,385.78,333.68,361.81,1048.44,313.75,266.28,484.16
12/10/2000,151,236.67,298.04,384.18,326.11,366.43,1018.08,304.27,262.24,461.35
13/10/2000,147.81,236.04,306.42,382.22,339.34,353.52,1114.92,314.5,264.44,482.63
16/10/2000,149.1,237.19,307.78,389.35,343.28,346.8,1105.2,310.4,267.19,485.83
17/10/2000,145.69,234.93,290.88,394.17,332.82,347.59,1080.59,308.86,266.5,473.36
18/10/2000,149.13,237.24,299.72,391.75,327.53,344.18,1049.75,309.86,260.98,472.29
19/10/2000,147.97,238.26,307.2,386.15,335.58,344.37,1150.42,320.67,261.14,489.12
20/10/2000,147.21,236.28,308.4,388.64,338.26,351.5,1173.33,323.63,260.37,489.49
23/10/2000,147.23,235.98,313.34,398.15,334.47,347.93,1163.51,332.64,262.83,484.2
24/10/2000,154.93,240.21,314.98,394.26,341.75,339.19,1132.25,334.68,260.22,496.42
25/10/2000,153.13,241.6,308.23,401.2,329.53,333.34,1062.59,326.8,254.05,494.67
26/10/2000,155.01,243.05,307.25,401.04,328.54,335.45,1084.47,318.99,251.74,484.13
27/10/2000,156.53,246.33,312.4,395.35,331.87,330.74,1088.87,329.55,257.28,498.1
30/10/2000,168.08,252.46,317.58,396.95,336.19,337.1,1059.38,340.78,263.39,515.86
31/10/2000,169.69,251.47,330.07,398.76,346.96,339,1125.37,346.9,263.72,520.58
1/11/2000,167.34,250.11,333.47,402.29,344.4,350.45,1109.56,330.17,268.82,516.51
2/11/2000,166.07,249.91,339.12,404.08,345.39,339.38,1146.16,328.88,265.83,518.65
3/11/2000,167.5,248.02,335.1,401.97,344.4,337.59,1159.18,329.48,262.04,518.71
6/11/2000,167.41,250.36,338.47,406,346.95,339.62,1148.5,323.22,264,523.63
7/11/2000,169.02,248.84,340.09,404.32,346.71,341.3,1148.46,325.23,263.39,521.71
8/11/2000,170.49,250.47,338.02,409.72,341.15,346.26,1073.4,324.74,264.07,514.45
9/11/2000,168.08,249.12,323.89,407.01,340.98,343.17,1062.41,320.64,265.4,517.77
10/11/2000,165.08,249.8,314.55,407.04,332.34,341.07,994.78,312.92,266.84,510.54
13/11/2000,166.13,247.54,314.8,390.22,324.98,338.17,985.3,319.86,264.39,501.29
14/11/2000,167.22,247.77,321.13,396.98,333.78,341.74,1055,321.21,260.06,504.4
15/11/2000,169.49,250.66,323.36,401.96,335.34,348.75,1066.64,319.23,263.56,499.29
16/11/2000,163.97,249.14,320.65,397.16,331.99,349.97,1020.41,317.86,266.48,499.97
17/11/2000,163.97,249.56,321.02,395.75,331.49,346.89,1023.44,303.14,270.73,493.44
20/11/2000,161.86,245.81,313.69,392.49,323.5,346.37,978.66,300.61,269.77,482.28
21/11/2000,161.8,247.18,307.26,397.96,326.98,352.2,974.73,298.86,267.3,483.18
22/11/2000,161.34,246.4,303.53,394,318.13,350.91,934.6,298.33,265.39,471.06
23/11/2000,161.34,246.4,303.53,394,318.13,350.91,934.6,298.33,265.39,471.06
24/11/2000,162.84,245.49,307.4,394.75,325.28,353.71,986.51,300.97,266.7,475.28
27/11/2000,162.81,246.01,315.28,406.37,324.07,351.16,971.61,300.64,266.53,479.71
28/11/2000,163.62,247.29,308.25,407.5,320.68,349.77,919.35,299.01,268.86,483.85
29/11/2000,166.94,250.01,313.3,413.38,320.94,332.95,905.73,298.16,267.61,494.95
30/11/2000,166.28,248.42,307.67,406.19,315.73,323.74,863.05,295.95,264.41,493.59
1/12/2000,171.96,248.61,307.86,400.4,321.89,330.39,875.24,291.91,263.55,493.45
4/12/2000,180.52,250.54,310.48,403.83,324.94,336.08,873.64,293.52,264.92,490.44
5/12/2000,181.89,250.01,319.36,406.55,341.92,330.66,977.78,300.03,263.91,513.73
6/12/2000,178.02,247.97,316.07,397.78,337.78,326.42,938.19,305.64,263.62,508.19
7/12/2000,172.95,251,313.61,399.38,335.67,330.96,916.85,301.51,264.74,510.25
8/12/2000,176.55,249.69,319.77,404.58,346.6,333.48,972.44,298.24,265.95,524.37
11/12/2000,176.01,244.94,318.49,406.27,347.88,334.01,1008.74,300.5,267.42,532.45
12/12/2000,175.24,246.62,321.23,403.82,339.16,337.06,980.68,308.37,268.17,525.82
13/12/2000,175.92,248.21,321.57,409.25,334.35,338.39,932.78,315.81,269.02,522.57
14/12/2000,175.31,248.26,319.91,406.11,326.29,328.32,906.6,313.27,266.13,512.01
15/12/2000,171.6,243.26,314.44,402.66,319.26,328.36,869.25,305.26,266.67,507.41
18/12/2000,176.11,247.22,309.66,407.69,323.44,341.96,851.78,302.19,271.57,524.14
19/12/2000,180.29,249.14,303.08,410.25,318.25,346.05,818.62,282.34,273.09,519.76
20/12/2000,175.52,245.8,293.49,407.92,305.42,336.74,749.35,266.4,276.88,512.72
21/12/2000,181.56,250.57,299.84,401.04,306.57,336.45,748.38,262.52,275.07,524.7
22/12/2000,190.37,249.47,305.33,404.59,314.35,342.6,819.74,265.71,279.4,530
25/12/2000,190.37,249.47,305.33,404.59,314.35,342.6,819.74,265.71,279.4,530
26/12/2000,191.15,253.53,302.61,411.1,317.24,356.51,805.06,269.29,287.19,537.41
27/12/2000,193.43,258.59,307.27,415.67,321.83,356.56,822.06,271.44,287.14,542.52
28/12/2000,195.64,261.35,311.01,422.31,325.02,359.87,821.22,268.64,287.18,548.27
29/12/2000,191.22,261.01,312.17,419.71,321.83,355.6,787.75,272.6,285.71,543.05
1/1/2001,191.22,261.01,312.17,419.71,321.83,355.6,787.75,272.6,285.71,543.05
2/1/2001,186.75,259.81,304.05,409.82,303.6,358.74,724.03,278.48,276.2,527.6
3/1/2001,189.62,255.64,327.31,397.72,324.44,344.46,851.72,300.12,263.43,553.25
4/1/2001,194.42,251.16,332.15,378.18,321.81,333.58,845.09,309.27,246.52,547.33
5/1/2001,189.52,252.1,323.61,373.63,312.96,337.49,785.87,300.14,246.78,532.55
8/1/2001,190.22,254.78,319.04,371.2,310.34,338.4,786.7,298.45,250.81,530.47
9/1/2001,183.68,256.6,321.28,378.54,308.95,335.15,800.72,312.46,248.12,521.37
10/1/2001,184.18,256.01,325.64,376.66,312.25,335.83,829.67,321.76,246.4,529.82
11/1/2001,180.08,251.95,331.57,370.63,319.92,338.96,872.87,326.91,236.7,531.64
12/1/2001,177.64,251.44,334.62,374.92,317.84,339.88,858.62,325.47,241.9,522.17
15/1/2001,177.64,251.44,334.62,374.92,317.84,339.88,858.62,325.47,241.9,522.17
16/1/2001,182.71,256.5,338.79,380.3,323.21,340.55,847.8,321.91,238.19,530.65
17/1/2001,180.64,255.31,339.99,370.78,322.68,332.13,879.18,324.07,240.43,529.05
18/1/2001,180.03,256.14,338.82,375.73,327.17,324.1,923.84,329.48,244.02,522.83
19/1/2001,174.78,252.43,335.49,370.82,323.24,324.79,932.06,324.89,245.51,520.5
22/1/2001,175.88,252.8,338.81,378.48,319.99,327.94,918.46,315.5,250.01,526.03
23/1/2001,177.13,253.25,343.63,381.1,327.51,333.67,940.59,316.39,254.27,534.64
24/1/2001,176.85,254.44,345.67,380.28,326.1,334.86,947.18,314.14,257.5,538.79
25/1/2001,179.59,255.74,346.2,387.31,323.23,343.37,906.79,306.6,261.64,539.42
26/1/2001,176.7,253.62,342.02,387.55,320.85,338.08,917.46,304.35,261.01,541.78
29/1/2001,177.84,253.3,348.28,383.58,321.62,334.56,937.19,315.95,261.84,544.41
30/1/2001,184.44,257.59,348.77,383.62,327.87,337.61,939.4,319,259.03,547.86
31/1/2001,186.91,257.9,352.3,383.72,326.69,342.76,914.89,315.15,257.26,541.66
1/2/2001,188.38,261.06,350.34,386.51,326.72,339.47,920.93,320.82,255.15,545.14
2/2/2001,186.41,260.32,341.66,386.65,321.81,342.03,874.95,306.37,257.31,543.36
5/2/2001,187.69,262.7,341.48,387.43,324.95,349.03,864.81,309.81,260.2,547.4
6/2/2001,187,264.14,340.94,388.18,325.81,352.93,871.67,310.58,259.8,538.02
7/2/2001,187.03,265.06,342.64,386.58,322.16,354.92,844.64,304.22,262.68,535.75
8/2/2001,184.68,266.58,337.54,386.65,322.34,355.21,824.88,302.89,266.22,534.69
9/2/2001,183.7,265.13,332.63,387.17,316.05,360.23,787.8,294.7,270.3,536.72
12/2/2001,184.06,267.05,338.93,393.92,320.96,357.09,789.24,301.67,268.22,545.32
13/2/2001,184.71,266.88,340.85,384.87,320.4,354.91,771.51,300.5,268.22,540.24
