Date,.dMIHK0EGI0G,.dMIHK0MLI0G,.dMIHK0CGI0G,.dMIHK0TPI0G,.dMIHK0ACI0G,.dMIHK0CAI0G,.dMIHK0CVI0G,.dMIHK0RTI0G,.dMIHK0FDI0G,.dMIHK0FBI0G,.dMIHK0PBI0G,.dMIHK0BKI0G,.dMIHK0DFI0G,.dMIHK0ISI0G,.dMIHK0SSI0G,.dMIHK0THI0G,.dMIHK0SEI0G,.dMIHK0TSI0G,.dMIHK0MDI0G,.dMIHK0ULI0G,.dMIHK0REI0G
2013-10-17 00:00:00+00:00,17.703,47.521,1245.646,1023.587,2337.088,1076.951,3275.345,757.254,,1349.872,719.284,1595.81,1618.863,1613.095,2317.398,1058.888,1114.028,2823.881,786.152,1803.75,1415.141
2013-10-18 00:00:00+00:00,17.375,48.411,1255.383,1020.353,2366.784,1073.485,3462.702,762.111,,1349.872,726.142,1605.682,1622.77,1684.601,2336.629,1075.201,1110.409,2837.155,785.136,1802.784,1421.099
2013-10-21 00:00:00+00:00,17.547,48.345,1244.282,1020.259,2405.39,1073.52,3560.253,768.973,,1349.872,764.493,1608.729,1625.758,1663.57,2355.861,1071.729,1116.2,2800.645,772.689,1800.623,1418.218
2013-10-22 00:00:00+00:00,17.517,48.625,1259.158,1025.408,2381.633,1069.49,3398.753,764.881,,1369.156,765.577,1606.037,1623.348,1678.292,2327.013,1090.455,1127.782,2794.558,770.819,1797.08,1416.474
2013-10-23 00:00:00+00:00,17.332,49.451,1251.101,1020.82,2292.544,1069.041,3401.901,761.994,,1330.588,749.785,1605.656,1615.376,1665.673,2288.551,1073.912,1106.066,2772.344,752.135,1794.666,1412.513
2013-10-24 00:00:00+00:00,17.133,48.56,1239.523,1001.495,2331.149,1061.624,3428.564,758.683,,1330.588,768.647,1603.975,1598.654,1644.642,2307.782,1083.405,1102.447,2761.989,756.924,1786.932,1398.026
2013-10-25 00:00:00+00:00,17.225,48.423,1233.323,998.461,2351.937,1058.082,3399.771,756.008,,1369.156,772.526,1596.242,1597.775,1629.92,2298.166,1080.183,1085.798,2761.18,761.556,1778.047,1392.751
2013-10-28 00:00:00+00:00,17.203,48.781,1242.449,1008.203,2381.633,1063.515,3336.026,755.307,,1349.872,752.854,1586.612,1594.659,1627.817,2307.782,1085.312,1068.425,2804.638,759.471,1779.144,1401.008
2013-10-29 00:00:00+00:00,16.96,48.445,1231.617,1011.475,2304.423,1070.731,3227.934,756.888,,1349.872,729.212,1595.858,1597.771,1613.095,2278.935,1063.316,1061.91,2775.081,748.77,1785.051,1395.018
2013-10-30 00:00:00+00:00,17.17,48.165,1259.068,1022.945,2304.423,1084.954,3379.756,775.365,,1349.872,740.04,1615.424,1622.183,1659.364,2288.551,1063.604,1066.253,2781.372,746.807,1800.22,1410.086
2013-10-31 00:00:00+00:00,17.409,49.351,1252.299,1021.812,2280.666,1082.289,3323.143,787.75,,1349.872,746.898,1615.69,1612.911,1655.158,2298.166,1078.549,1082.178,2765.824,740.536,1789.202,1401.944
2013-11-01 00:00:00+00:00,17.227,48.094,1257.94,1021.311,2250.969,1076.707,3372.387,786.631,,1369.156,744.011,1608.329,1617.808,1671.983,2317.398,1085.535,1080.73,2761.112,744.098,1787.315,1408.088
2013-11-04 00:00:00+00:00,17.22,48.302,1256.852,1028.379,2280.666,1080.69,3340.813,789.29,,1369.156,747.891,1611.636,1617.826,1657.261,2346.245,1066.201,985.18,2740.383,749.27,1790.079,1410.071
2013-11-05 00:00:00+00:00,17.315,47.906,1242.965,1019.878,2283.635,1073.859,3307.102,785.264,,1369.156,740.941,1597.336,1611.993,1629.92,2327.013,1031.879,980.837,2726.15,747.459,1775.483,1397.347
2013-11-06 00:00:00+00:00,17.677,47.488,1240.563,1020.466,2328.179,1075.637,3332.165,788.522,,1369.156,746.898,1594.397,1620.885,1625.714,2327.687,1035.446,945.368,2740.5,753.368,1770.12,1394.998
2013-11-07 00:00:00+00:00,17.427,47.29,1238.83,1010.631,2325.21,1074.994,3315.048,786.215,,1369.156,734.084,1575.517,1609.234,1615.198,2297.587,1032.248,951.883,2739.703,750.168,1766.111,1389.86
2013-11-08 00:00:00+00:00,17.296,45.782,1230.521,999.926,2253.939,1059.779,3301.368,792.928,,1349.872,737.062,1576.475,1601.941,1602.58,2307.62,1017.799,925.823,2717.169,746.377,1761.643,1389.215
2013-11-11 00:00:00+00:00,17.343,46.2,1234.763,1016.574,2316.301,1055.445,3325.684,813.1,,1349.872,748.883,1604.482,1608.151,1644.642,2327.687,1026.068,941.748,2691.323,746.585,1764.596,1392.877
2013-11-12 00:00:00+00:00,17.355,45.859,1229.208,1008.847,2316.301,1052.135,3284.522,806.593,,1311.304,745.004,1591.716,1598.828,1613.095,2307.62,1005.234,912.07,2642.689,747.313,1758.88,1391.461
2013-11-13 00:00:00+00:00,17.181,44.913,1218.028,992.41,2340.058,1042.242,3257.12,811.898,,1311.304,726.234,1585.942,1591.26,1589.961,2257.455,996.043,895.421,2602.24,743.101,1746.592,1377.78
2013-11-14 00:00:00+00:00,17.509,44.984,1230.008,994.141,2381.633,1057.462,3318.44,828.275,,1330.588,739.048,1587.021,1595.832,1600.476,2277.521,990.123,900.488,2615.504,744.623,1736.397,1383.103
2013-11-15 00:00:00+00:00,17.427,46.624,1236.887,1002.121,2372.724,1089.929,3357.926,845.434,,1330.588,733.183,1591.957,1620.659,1623.611,2327.687,997.216,891.078,2596.127,750.924,1748.028,1398.185
2013-11-18 00:00:00+00:00,17.981,46.619,1251.052,1011.708,2381.633,1095.051,3452.35,851.988,,1349.872,739.949,1610.977,1685.218,1653.055,2327.687,1014.281,914.242,2537.532,752.934,1764.578,1419.812
2013-11-19 00:00:00+00:00,18.143,46.012,1256.368,1013.562,2378.663,1081.15,3389.808,850.051,,1349.872,749.785,1600.635,1728.608,1655.158,2337.72,996.5,909.174,2541.674,774.782,1756.699,1409.279
2013-11-20 00:00:00+00:00,18.999,46.276,1266.997,1021.536,2432.116,1099.035,3355.881,841.978,,1349.872,740.85,1621.196,1775.588,1634.126,2327.687,997.485,924.376,2572.498,777.97,1769.7,1410.045
2013-11-21 00:00:00+00:00,18.992,45.457,1261.563,1026.044,2509.326,1097.676,3341.806,839.433,,1330.588,727.043,1609.61,1763.091,1632.023,2317.654,1000.382,898.317,2543.545,775.017,1777.558,1405.278
2013-11-22 00:00:00+00:00,19.34,45.798,1262.074,1027.569,2473.691,1097.998,3375.302,839.759,,1369.156,735.886,1618.988,1755.349,1640.436,2337.72,1018.526,896.145,2560.958,771.876,1773.153,1410.21
2013-11-25 00:00:00+00:00,19.697,45.589,1260.284,1027.534,2533.083,1101.433,3395.859,856.954,,1369.156,729.12,1617.72,1746.059,1640.436,2327.687,1014.705,885.287,2560.64,775.035,1775.182,1403.481
2013-11-26 00:00:00+00:00,20.022,45.38,1272.348,1032.072,2479.63,1090.747,3397.802,851.131,,1292.021,743.828,1631.193,1736.537,1648.848,2337.72,1025.951,904.107,2570.88,771.986,1788.972,1406.672
2013-11-27 00:00:00+00:00,19.725,45.385,1285.396,1037.579,2473.691,1094.6,3452.56,844.433,,,740.941,1620.158,1754.587,1650.951,2315.647,1019.381,901.457,2562.022,790.886,1789.708,1407.444
2013-11-28 00:00:00+00:00,19.603,45.11,1287.846,1039.06,2420.238,1100.482,3445.649,834.358,,,735.077,1625.281,1736.515,1657.261,2315.647,1025.55,919.775,2558.968,789.836,1784.413,1406.186
2013-11-29 00:00:00+00:00,19.593,44.433,1282.556,1044.585,2435.086,1097.178,3468.288,824.935,,,737.963,1633.077,1736.82,1653.055,2353.555,1034.841,925.34,2608.482,777.601,1783.821,1404.803
2013-12-02 00:00:00+00:00,19.406,44.641,1297.936,1051.079,2435.086,1101.531,3522.257,830.495,,,740.941,1642.833,1756.928,1661.467,2350.436,1015.998,934.383,2650.644,785.755,1790.735,1408.193
2013-12-03 00:00:00+00:00,19.19,43.755,1323.763,1046.637,2432.116,1098.268,3591.956,830.16,,,740.04,1632.047,1759.681,1644.642,2293.575,1015.208,922.293,2641.396,781.862,1787.84,1399.775
2013-12-04 00:00:00+00:00,19.082,45.044,1321.086,1043.856,2405.39,1090.9,3588.055,819.849,,,734.176,1629.268,1746.685,1621.508,2255.667,1020.819,950.118,2645.768,788.515,1777.846,1391.442
2013-12-05 00:00:00+00:00,19.507,45.858,1317.515,1037.586,2381.633,1089.423,3642.46,809.881,,,739.048,1618.91,1740.29,1632.023,2299.812,1044.012,932.462,2617.522,786.192,1767.056,1384.635
2013-12-06 00:00:00+00:00,19.229,45.12,1316.616,1030.017,2366.784,1075.717,3637.505,810.571,,,736.069,1613.684,1741.407,1613.095,2274.621,1037.689,894.766,2611.8,778.685,1762.975,1377.297
2013-12-09 00:00:00+00:00,19.115,44.647,1322.403,1032.135,2334.119,1081.568,3691.514,811.198,,,725.241,1615.83,1757.155,1629.92,2274.621,1041.07,908.745,2574.887,778.713,1766.773,1375.02
2013-12-10 00:00:00+00:00,20.065,45.049,1313.008,1035.632,2310.362,1078.508,3655.905,816.697,,,736.971,1609.283,1740.767,1619.405,2296.693,1036.247,917.159,2562.29,779.41,1756.569,1378.698
2013-12-11 00:00:00+00:00,20.458,44.515,1291.863,1020.111,2366.784,1068.751,3625.881,814.879,,,720.277,1577.902,1703.814,1585.755,2262.146,1035.663,920.637,2530.686,768.906,1735.423,1357.481
2013-12-12 00:00:00+00:00,20.921,44.036,1308.435,1019.483,2479.63,1042.663,3712.689,805.091,,,710.441,1568.003,1695.906,1589.961,2243.193,1020.843,917.324,2492.66,766.884,1737.601,1361.135
2013-12-13 00:00:00+00:00,20.584,43.349,1312.086,1014.616,2514.021,1039.117,3752.613,802.66,,,723.164,1574.247,1707.614,1577.342,2252.791,1022.565,941.845,2484.381,769.895,1725.887,1360.578
2013-12-16 00:00:00+00:00,20.705,42.606,1306.1,1013.28,2424.604,1039.788,3840.625,795.268,,,722.171,1567.167,1705.879,1562.62,2233.837,1012.094,916.451,2485.056,787.08,1725.874,1359.818
2013-12-17 00:00:00+00:00,21.072,43.436,1301.97,1019.282,2410.847,1053.708,3855.521,797.592,,,719.101,1564.878,1691.968,1596.27,2255.909,1021.917,926.399,2508.323,791.46,1721.892,1352.295
2013-12-18 00:00:00+00:00,20.755,43.701,1333.659,1013.199,2417.725,1055.393,3818.655,799.659,,,722.079,1558.972,1690.836,1592.064,2252.791,1024.516,969.741,2515.516,797.406,1725.741,1362.637
2013-12-19 00:00:00+00:00,20.363,41.99,1307.38,994.037,2335.186,1060.362,3733.654,805.333,,,712.152,1559.312,1663.555,1602.58,2224.481,1032.487,944.956,2460.651,806.25,1702.268,1346.762
2013-12-20 00:00:00+00:00,20.819,39.388,1315.68,993.657,2242.328,1078.771,3659.18,789.788,,,712.243,1565.094,1654.131,1589.961,2240.316,1022.002,944.96,2695.948,802.319,1709.727,1352.24
2013-12-23 00:00:00+00:00,20.617,38.776,1330.266,1004.763,2383.334,1077.095,3732.542,787.681,,,703.4,1567.492,1654.878,1606.786,2205.527,1028.527,952.202,2700.469,827.199,1715.012,1351.533
2013-12-24 00:00:00+00:00,20.955,39.524,1337.433,1015.773,2400.53,1087.358,3790.64,794.897,,,714.229,1580.17,1678.732,1613.095,2230.718,1053.211,950.309,2722.273,825.02,1734.875,1363.073
2013-12-25 00:00:00+00:00,20.955,39.524,1337.433,1015.773,2400.53,1087.358,3790.64,794.897,,,714.229,1580.17,1678.732,1613.095,2230.718,1053.211,950.309,2722.273,825.02,1734.875,1363.073
2013-12-26 00:00:00+00:00,20.955,39.524,1337.433,1015.773,2400.53,1087.358,3790.64,794.897,,,714.229,1580.17,1678.732,1613.095,2230.718,1053.211,950.309,2722.273,825.02,1734.875,1363.073
2013-12-27 00:00:00+00:00,21.059,39.937,1342.906,1017.121,2328.307,1093.301,3776.852,790.741,,,711.251,1588.566,1680.405,1610.992,2230.718,1045.736,953.298,2735.805,830.764,1739.171,1357.627
2013-12-30 00:00:00+00:00,21.111,40.135,1349.934,1026.015,2335.186,1095.816,3800.191,791.345,,,720.094,1582.179,1673.773,1619.405,2211.764,1036.619,968.641,2736.565,852.573,1735.418,1358.542
2013-12-31 00:00:00+00:00,21.83,39.723,1356.045,1027.691,2352.381,1106.292,3842.213,794.261,,,731.014,1587.205,1669.346,1636.229,2230.718,1029.797,969.042,2761.647,852.41,1735.141,1363.766
2014-01-01 00:00:00+00:00,21.83,39.723,1356.045,1027.691,2352.381,1106.292,3842.213,794.261,,,731.014,1587.205,1669.346,1636.229,2230.718,1029.797,969.042,2761.647,852.41,1735.141,1363.766
2014-01-02 00:00:00+00:00,22.014,39.862,1355.938,1043.715,2379.895,1101.619,3865.246,800.945,,,718.2,1588.703,1670.808,1655.158,2214.883,1041.28,988.861,2754.099,844.712,1738.849,1364.681
2014-01-03 00:00:00+00:00,21.676,39.052,1325.013,1027.503,2342.064,1086.672,3854.412,801.973,,,717.207,1563.52,1634.447,1617.301,2183.454,1049.085,971.374,2731.687,841.463,1708.611,1340.569
2014-01-06 00:00:00+00:00,21.664,40.784,1326.969,1026.563,2307.672,1081.015,3870.465,806.535,,,712.335,1551.584,1628.338,1602.58,2161.382,1032.322,970.445,2695.586,836.375,1696.083,1334.14
2014-01-07 00:00:00+00:00,22.04,39.887,1342.647,1024.101,2228.572,1120.564,4020.392,812.471,,,726.142,1548.977,1619.811,1587.858,2177.217,1026.095,968.552,2729.027,828.566,1683.596,1333.542
2014-01-08 00:00:00+00:00,21.682,39.477,1355.363,1031.502,2297.355,1133.276,4074.417,823.049,,,732.098,1554.505,1648.089,1585.755,2180.336,1017.31,991.987,2758.813,825.538,1685.659,1340.464
2014-01-09 00:00:00+00:00,22.7,39.066,1343.655,1017.699,2287.037,1128.248,4018.178,821.862,,,736.069,1545.858,1632.869,1585.755,2155.145,1016.767,1050.813,2758.345,823.053,1676.402,1337.656
2014-01-10 00:00:00+00:00,22.355,39.066,1352.219,1024.678,2204.498,1124.083,3944.889,804.013,,,735.168,1549.782,1627.981,1581.548,2133.314,1011.727,1040.98,2803.867,828.818,1691.286,1351.082
2014-01-13 00:00:00+00:00,22.472,38.993,1363.083,1030.443,2108.201,1127.464,3969.913,790.229,,,736.069,1545.058,1628.874,1564.723,2108.123,1018.534,1051.236,2788.875,834.945,1681.663,1346.076
2014-01-14 00:00:00+00:00,22.415,39.134,1348.666,1017.652,2149.471,1126.82,3978.961,785.867,,,770.816,1542.342,1619.232,1554.208,2136.191,1026.685,1035.125,2800.773,824.106,1683.381,1343.328
2014-01-15 00:00:00+00:00,22.213,38.509,1350.688,1016.725,2249.207,1132.128,3996.655,783.479,,,777.765,1546.927,1636.253,1562.62,2095.406,1021.6,1032.643,2795.125,812.573,1677.672,1340.254
2014-01-16 00:00:00+00:00,22.894,38.987,1363.666,1019.793,2238.889,1134.477,3975.313,778.039,,,776.772,1541.734,1635.543,1598.373,2101.644,1010.491,1046.549,2788.184,820.742,1687.683,1340.188
2014-01-17 00:00:00+00:00,23.053,38.518,1369.864,1024.628,2276.72,1132.161,4113.946,766.135,,,797.253,1556.487,1640.396,1629.92,2438.0,1003.168,1050.376,2808.875,816.362,1700.716,1358.719
2014-01-20 00:00:00+00:00,22.714,38.591,1359.781,1017.723,2280.159,1126.118,4127.638,747.988,,,796.26,1536.317,1629.13,1600.476,2476.634,1001.025,1068.251,2785.658,815.881,1694.911,1346.729
2014-01-21 00:00:00+00:00,22.201,38.665,1347.211,1028.251,2321.429,1142.252,4074.908,763.079,,,848.235,1550.893,1628.622,1610.992,2454.319,1021.636,1110.626,2780.905,802.508,1691.495,1350.807
2014-01-22 00:00:00+00:00,22.224,40.708,1346.94,1028.617,2300.794,1134.681,3909.986,764.357,,,835.512,1549.588,1631.584,1610.992,2369.39,1013.431,1134.924,2821.5,792.992,1697.642,1355.998
2014-01-23 00:00:00+00:00,22.086,40.571,1334.967,1019.109,2290.477,1125.665,3829.063,762.115,,,881.805,1533.595,1615.174,1577.342,2415.444,1005.558,1139.004,2786.937,792.533,1708.009,1333.671
2014-01-24 00:00:00+00:00,21.946,40.092,1313.094,1004.394,2228.572,1107.616,3754.031,747.507,,,839.575,1517.432,1603.032,1556.311,2330.757,993.172,1090.45,2776.37,777.148,1683.46,1321.046
2014-01-27 00:00:00+00:00,20.908,39.964,1279.818,982.348,2176.984,1085.136,3737.152,720.327,,,834.611,1502.018,1574.193,1535.28,2378.02,976.295,1047.245,2695.199,768.282,1662.541,1296.718
2014-01-28 00:00:00+00:00,21.161,39.422,1289.288,974.204,2183.863,1095.255,3772.522,724.315,,,850.587,1495.532,1564.404,1512.145,2333.875,980.555,1064.71,2735.886,763.168,1653.432,1296.459
2014-01-29 00:00:00+00:00,22.135,39.828,1269.16,983.501,2187.302,1111.87,3713.936,727.525,,,881.27,1503.926,1568.017,1533.177,2318.04,976.991,1066.075,2729.145,780.738,1636.47,1287.428
2014-01-30 00:00:00+00:00,22.058,39.97,1253.429,975.6,2173.545,1106.895,3778.208,719.399,,,888.494,1495.599,1557.065,1503.733,2311.561,980.866,1062.868,2719.865,781.639,1619.243,1281.814
2014-01-31 00:00:00+00:00,22.058,39.97,1253.429,975.6,2173.545,1106.895,3778.208,719.399,,,888.494,1495.599,1557.065,1503.733,2311.561,980.866,1062.868,2719.865,781.639,1619.243,1281.814
2014-02-03 00:00:00+00:00,22.058,39.97,1253.429,975.6,2173.545,1106.895,3778.208,719.399,,,888.494,1495.599,1557.065,1503.733,2311.561,980.866,1062.868,2719.865,781.639,1619.243,1281.814
2014-02-04 00:00:00+00:00,22.143,39.432,1238.348,957.648,2135.715,1073.458,3660.188,700.256,,,882.721,1473.536,1545.398,1474.289,2358.099,964.977,1008.516,2710.933,786.13,1621.228,1263.395
2014-02-05 00:00:00+00:00,21.726,41.067,1237.992,952.411,2108.201,1074.194,3447.876,706.933,,,876.581,1461.999,1531.121,1499.527,2348.985,955.032,1006.026,2678.538,775.551,1600.093,1253.365
2014-02-06 00:00:00+00:00,21.931,40.52,1252.582,965.287,2087.566,1079.003,3697.848,716.128,,,889.304,1464.082,1528.873,1491.114,2323.794,968.096,1007.89,2691.868,770.963,1615.392,1259.393
2014-02-07 00:00:00+00:00,21.754,40.588,1263.314,985.037,2094.445,1089.108,3702.072,714.745,,,886.326,1463.49,1540.542,1499.527,2292.365,965.039,1009.512,2689.2,763.811,1620.296,1276.764
2014-02-10 00:00:00+00:00,22.286,39.704,1255.108,978.41,2180.424,1092.458,3658.081,722.961,,,886.326,1477.262,1550.587,1499.527,2475.424,965.979,1020.676,2699.464,778.414,1619.816,1271.269
2014-02-11 00:00:00+00:00,22.459,41.613,1283.497,985.336,2187.302,1092.061,3736.707,729.461,,,931.9,1485.431,1575.948,1556.311,2412.325,969.5,998.758,2710.54,776.55,1651.139,1281.626
2014-02-12 00:00:00+00:00,21.988,40.661,1320.763,996.911,2218.254,1099.685,3789.365,732.44,,,923.958,1500.435,1584.112,1577.342,2342.99,970.739,1009.975,2733.089,786.025,1660.409,1306.516
2014-02-13 00:00:00+00:00,22.271,40.387,1317.92,982.316,2245.768,1088.517,3749.23,723.662,,,918.002,1501.644,1573.839,1560.517,2361.459,956.514,983.541,2741.514,787.572,1655.45,1303.883
2014-02-14 00:00:00+00:00,22.917,42.022,1315.034,986.909,2266.402,1079.457,3803.671,729.105,,,943.63,1510.13,1578.288,1539.486,2342.506,955.591,968.471,2728.601,782.064,1667.593,1309.013
2014-02-17 00:00:00+00:00,23.372,43.321,1306.723,992.63,2256.085,1081.042,3696.801,725.126,,,953.466,1516.716,1586.535,1552.105,2376.811,956.65,997.477,2757.677,777.2,1666.774,1309.343
2014-02-18 00:00:00+00:00,25.121,43.252,1306.565,994.42,2221.693,1080.79,3739.246,721.634,,,962.492,1529.148,1575.762,1581.548,2367.213,945.091,998.09,2781.004,778.508,1667.853,1312.971
2014-02-19 00:00:00+00:00,24.731,42.505,1316.75,991.185,2249.207,1077.826,3684.55,734.996,,,956.536,1551.994,1573.533,1594.167,2386.167,959.653,1042.54,2850.21,767.828,1666.081,1320.095
2014-02-20 00:00:00+00:00,25.15,43.51,1307.413,989.575,2201.059,1061.824,3700.684,725.473,,,933.794,1532.421,1558.046,1571.033,2379.929,949.006,1009.751,2857.218,770.539,1659.078,1312.461
2014-02-21 00:00:00+00:00,24.881,45.078,1330.967,995.555,2201.059,1061.752,3755.246,724.37,,,933.794,1542.55,1559.549,1568.93,2452.626,951.3,1012.034,2877.934,773.821,1681.186,1324.143
2014-02-24 00:00:00+00:00,23.286,46.586,1329.465,983.361,2266.402,1063.214,3749.054,708.861,,,938.666,1538.133,1546.926,1554.208,2468.219,946.931,1013.848,2855.593,766.347,1674.414,1306.006
2014-02-25 00:00:00+00:00,23.627,44.682,1320.683,975.673,2273.281,1065.782,3862.463,707.218,,,908.349,1545.08,1547.028,1558.414,2421.198,942.215,993.452,2809.343,761.599,1688.559,1308.883
2014-02-26 00:00:00+00:00,23.891,44.541,1314.383,985.411,2256.085,1068.563,3908.967,716.116,,,918.277,1530.577,1544.803,1583.651,2468.461,946.556,983.658,2811.675,757.186,1709.966,1306.888
2014-02-27 00:00:00+00:00,23.492,46.114,1334.91,1007.68,2352.381,1079.756,3995.039,720.661,,,929.106,1544.062,1547.682,1587.858,2506.369,979.253,1061.322,2902.138,767.714,1734.095,1321.195
2014-02-28 00:00:00+00:00,23.54,45.703,1349.942,996.824,2373.016,1084.554,3998.609,724.624,,,934.97,1534.481,1540.512,1596.27,2557.235,966.83,1068.46,2934.296,780.907,1724.843,1330.234
2014-03-03 00:00:00+00:00,23.193,47.533,1362.823,988.556,2355.821,1075.474,3961.752,724.891,,,943.905,1523.14,1534.094,1560.517,2573.07,980.45,1042.299,2957.059,771.95,1715.672,1316.439
2014-03-04 00:00:00+00:00,23.506,46.102,1396.752,994.939,2390.212,1072.824,3985.846,722.349,,,958.705,1531.666,1533.563,1571.033,2493.894,996.732,1106.709,2944.754,765.612,1722.178,1322.122
2014-03-05 00:00:00+00:00,23.348,46.029,1414.257,985.385,2362.699,1073.785,4035.909,724.279,,,955.635,1525.364,1536.254,1573.136,2490.776,1004.149,1084.469,2942.333,766.167,1712.813,1313.954
2014-03-06 00:00:00+00:00,23.546,46.098,1430.284,987.954,2421.164,1077.059,4034.793,728.266,,,928.922,1530.791,1535.225,1581.548,2569.951,1007.315,1090.677,2906.082,767.879,1725.253,1321.454
2014-03-07 00:00:00+00:00,23.778,46.513,1408.826,996.56,2421.164,1081.237,3954.96,727.419,,,931.626,1534.302,1540.222,1568.93,2576.431,1010.971,1106.451,2926.874,774.709,1720.768,1325.261
2014-03-10 00:00:00+00:00,23.404,46.107,1388.829,987.021,2342.064,1077.417,3863.563,715.852,,,938.025,1527.687,1531.136,1556.311,2547.879,1005.679,1089.175,2937.421,768.09,1708.072,1307.443
2014-03-11 00:00:00+00:00,23.157,47.123,1393.043,987.545,2342.064,1081.175,3933.32,716.021,,,957.88,1534.532,1539.251,1537.383,2753.01,1015.425,1065.517,2926.597,763.736,1709.802,1317.312
2014-03-12 00:00:00+00:00,22.659,46.927,1365.464,982.97,2335.186,1067.116,3904.125,700.571,,,920.522,1514.618,1526.108,1526.867,2810.114,1014.321,1045.173,2931.721,752.873,1692.809,1298.368
2014-03-13 00:00:00+00:00,22.853,47.411,1393.379,984.996,2317.99,1068.26,3828.813,694.895,,,921.331,1510.607,1509.134,1505.836,2687.035,1036.478,1036.015,2949.005,751.192,1685.823,1294.345
2014-03-14 00:00:00+00:00,22.213,46.595,1371.065,967.808,2262.963,1056.617,3735.718,685.019,,,897.689,1496.207,1486.022,1503.733,2630.415,1033.841,1004.846,2906.604,748.191,1679.632,1274.809
2014-03-17 00:00:00+00:00,21.754,45.638,1368.037,963.344,2232.011,1058.738,3843.359,678.161,,,916.551,1496.363,1481.363,1499.527,2494.62,1046.871,1012.766,2899.457,750.362,1680.095,1272.954
2014-03-18 00:00:00+00:00,21.587,44.209,1372.099,967.854,2235.45,1071.473,3800.826,682.03,,,929.365,1500.862,1492.693,1501.63,2529.409,1064.043,1033.067,3008.218,750.314,1694.018,1278.153
2014-03-19 00:00:00+00:00,21.282,44.545,1394.259,973.964,2287.037,1076.462,3769.382,684.457,,,939.293,1505.338,1491.316,1512.145,2545.244,1082.703,1050.05,2950.285,757.841,1683.762,1283.016
2014-03-20 00:00:00+00:00,20.926,43.388,1358.125,962.269,2238.889,1091.085,3682.181,678.315,,,905.814,1485.6,1461.774,1476.392,2450.717,1078.057,1036.941,2914.848,746.763,1659.742,1259.684
2014-03-21 00:00:00+00:00,21.016,43.945,1375.307,973.129,2221.693,1195.06,3632.748,675.862,,,904.73,1488.514,1478.855,1476.392,2516.934,1044.089,1087.911,2940.773,750.877,1656.863,1274.742
2014-03-24 00:00:00+00:00,20.293,44.219,1318.827,978.785,2225.133,1177.791,3699.53,679.179,,,897.689,1491.427,1500.546,1510.042,2564.198,1079.816,1096.625,2923.213,737.191,1679.218,1289.74
2014-03-25 00:00:00+00:00,19.186,42.779,1327.494,975.697,2194.18,1157.523,3631.485,671.394,,,863.218,1503.872,1489.589,1495.32,2596.11,1085.288,1063.653,2937.534,735.822,1686.455,1302.72
2014-03-26 00:00:00+00:00,19.201,42.31,1336.615,978.221,2187.302,1141.696,3578.047,660.376,,,862.133,1516.307,1508.04,1522.661,2504.46,1087.458,1060.712,2929.676,721.747,1709.753,1302.61
2014-03-27 00:00:00+00:00,19.333,41.557,1346.285,972.604,2146.032,1154.022,3446.708,659.549,,,838.582,1487.321,1508.26,1531.073,2460.557,1057.837,1038.241,2974.874,718.679,1732.739,1313.776
2014-03-28 00:00:00+00:00,19.79,42.651,1336.658,971.532,2139.154,1159.806,3478.49,657.339,,,920.889,1497.048,1523.085,1554.208,2510.939,1059.476,1050.653,2965.186,746.773,1735.566,1321.233
2014-03-31 00:00:00+00:00,19.909,43.755,1332.099,977.619,2170.106,1157.167,3533.792,653.002,,,928.831,1508.172,1509.057,1547.898,2554.842,1079.427,1064.89,2987.359,745.728,1735.161,1338.4
2014-04-01 00:00:00+00:00,20.033,42.788,1361.644,988.731,2187.302,1174.441,3800.316,659.734,,,992.092,1514.092,1535.595,1571.033,2589.631,1094.251,1077.084,3015.567,744.03,1756.364,1355.713
2014-04-02 00:00:00+00:00,20.323,43.729,1366.82,990.297,2242.328,1179.111,3772.496,666.87,,,1032.794,1523.53,1610.402,1589.961,2542.125,1111.797,1100.641,2991.248,740.455,1749.133,1392.264
2014-04-03 00:00:00+00:00,20.959,42.441,1368.885,986.424,2317.99,1184.634,3798.678,674.147,,,1015.918,1543.016,1620.57,1602.58,2535.888,1137.589,1117.134,2994.442,747.984,1764.776,1392.104
2014-04-04 00:00:00+00:00,20.561,42.167,1373.634,986.322,2297.355,1192.105,3772.636,673.991,,,1036.857,1547.704,1656.604,1608.889,2504.46,1130.198,1105.207,2982.522,743.913,1773.688,1390.516
2014-04-07 00:00:00+00:00,20.376,41.963,1356.45,978.62,2314.551,1177.676,3611.023,664.219,,,1008.159,1543.226,1648.175,1575.239,2457.196,1110.174,1072.791,2996.292,744.747,1766.026,1389.164
2014-04-08 00:00:00+00:00,19.907,42.641,1343.902,987.925,2317.99,1174.472,3549.956,663.036,,,1021.966,1556.307,1663.455,1602.58,2438.242,1110.557,1072.643,2975.418,743.25,1778.691,1391.635
2014-04-09 00:00:00+00:00,20.072,42.305,1353.344,998.232,2311.111,1180.019,3652.648,672.241,,,1029.908,1583.294,1676.156,1579.445,2450.717,1133.979,1102.192,2996.405,743.738,1801.05,1397.8
2014-04-10 00:00:00+00:00,20.948,42.642,1389.076,1011.658,2266.402,1201.342,3844.532,667.24,,,1021.065,1576.858,1677.083,1617.301,2460.073,1127.717,1102.12,3000.105,744.915,1810.626,1402.563
