Clsdt,size,idvc,beta,bm,m12,m1,roe,ag,dtvm,ep
2000-01-07,0.09577882128908567,0.16168862318343116,0.13651645052209369,0.06878725867274908,0.14719917411964434,0.15385928569164736,0.09458860040173987,0.07464018378161767,0.12072016175567203,0.06695177308912212
2000-01-14,-0.040109585633225794,-0.06574688229595267,-0.06093434518696371,-0.0029087460445158487,-0.046597892151320514,-0.05970304985162369,-0.029760758994085083,-0.014374965958909627,-0.057835223399848604,-0.016194595570778316
2000-01-21,0.05595480675222122,0.054452253068867654,0.06229374101322912,0.06275519112283331,0.05140316403183442,0.04952910300653233,0.0431797270638745,0.049745864904634694,0.06031361570327991,0.06165153510073613
2000-01-28,-0.01880393329813531,-0.031176282037135388,-0.0316110138936922,-0.018396914739629473,-0.020237353294760955,-0.025663694767285448,-0.021447897285704207,-0.016801871280154163,-0.019648828676489125,-0.02337721416588228
2000-02-18,-0.033075151831711024,-0.03193541800800729,-0.03731199600021168,-0.014626727588597926,-0.02847902477144023,-0.027867803337313063,-0.029307764032772392,-0.015489104186291998,-0.037154857438741085,-0.02994985178896287
2000-02-25,0.03565828809838904,0.04193788741543497,0.04783011673338469,0.053268704282325205,0.0330542891942323,0.04429002085781798,0.03959200457212321,0.0410397897243687,0.034676768178496346,0.03986053761492599
2000-03-03,0.017039413225474257,0.019896906418128222,0.01591139410045615,0.05215874561074988,0.009809521107463314,0.08066755370951766,0.021619146383241056,0.026852007889812204,0.02164392223538966,0.045947007654891237
2000-03-10,0.0015349738366221702,-0.007546503110131932,-0.0002063816482960838,0.02238689097477533,-0.0052633009190071805,-0.0010451750930015496,0.0030841073628627967,0.015638896266360145,-0.0029855405105620185,0.01158151183766454
2000-03-17,0.0017604823910379011,-0.016949769721501286,-0.013576117445044606,0.025797070340213696,-0.013588994528629555,-0.009137118336303408,0.00235362398821836,0.0012812489935909506,-0.005780093990279476,0.018748890755142224
2000-03-24,-0.007918853810716041,-0.006136044375444085,-0.003999431278216692,-0.003567285037292688,-0.005796848196881188,0.006975052522293956,-0.003026732647807036,0.00502874588776524,-0.006829456661714302,-0.002386313791992164
2000-03-31,0.01665349665049306,0.014410260894605821,0.0129261517228519,-0.00529677198847138,0.022797432771937354,-0.004055318620827452,0.017995467854195382,0.010096282838410992,0.009378867259210303,-0.003919191319357014
2000-04-07,-0.06678428084785161,-0.07029058350709455,-0.0764858269192884,-0.07157074901939547,-0.06237859422612526,-0.06254795733052634,-0.059412259597700225,-0.06243330101085432,-0.07167207049931698,-0.06560950199947896
2000-04-14,0.02721372477995265,0.03759758529812413,0.034843892744480874,0.037547156487122764,0.027277677885545984,0.04648744437743947,0.030662644173825457,0.030080716672167187,0.03609503035707978,0.034948757961761674
2000-04-21,0.049900658733914,0.0518512378077584,0.05346339196697666,0.063731776110074,0.05156764249052407,0.041868542584769255,0.05120439317305182,0.0454148159092154,0.04926111021541507,0.06342537777628426
2000-04-28,0.013041746994397375,-0.003331926157399101,-0.005690558537132273,0.04877398512963937,-0.001991767155687293,0.019329736305966034,0.0007379210998319966,0.007453097306235918,0.0198962204219897,0.03601516880957614
2000-05-12,-0.006716803973378547,-0.016435962827419295,0.0017606757333418716,-0.016880125383171192,-0.005605352449324505,-0.025254227128422475,-0.004975600880258283,0.000193150874821527,-0.014044513572254952,-0.014810356949181662
2000-05-19,-0.0003192935065322638,-0.0014765393648643894,0.006240028452348563,0.020695421021693514,-0.014766512548087127,0.012658034662932858,-0.0035695161776007874,-0.0007371891517989714,0.0019941709962037293,0.01920295551199492
2000-05-26,0.01740851983744598,0.012388015528394717,0.009832283553656932,0.009521504025678336,0.019626770816686297,0.018976972722006505,0.03011007454394453,0.020195348958857884,0.017449730685439868,0.013449007284166306
2000-06-02,-0.002263819761601837,-0.009930928961464535,-0.0013695891808021084,0.010094256454250454,-0.01838369780678351,0.03522878594489514,-0.007928569639415996,-0.0002498090190218996,-0.0006593568095525886,0.014504816324837834
2000-06-09,-0.002873459789070899,0.004734132755596169,-0.0002229539392519955,0.01264779533802196,-0.0028960986431214005,0.013095793868141031,-0.004577684207877796,-0.0009755041477963285,0.0008599447711842593,0.013354185760028347
