Date,.CSIH20105,.CSIL01220,.CSIL01221,.CSIL01222,.CSIL01223,.CSIL01224,.CSIL01225,.CSIL01226,.CSIL01227,.CSIL01228,.CSIL01229
2012-09-14T00:00:00Z,,3360.6998,1949.9191,1305.4776,1855.9459,4073.8163,1633.8349,1742.5578,3046.3076,3157.3265,2042.4182
2012-09-18T00:00:00Z,,3540.3342,2062.5083,1337.3592,1928.9837,4099.5043,1635.3213,1796.3697,3128.2552,3182.5242,2043.169
2012-09-19T00:00:00Z,,3496.67,2015.25,1318.769,1914.3742,4078.9238,1655.7292,1791.7206,3119.3777,3177.5932,2037.2998
2012-09-20T00:00:00Z,,3538.4919,2061.3474,1339.9706,1920.9523,4077.805,1659.909,1811.722,3136.4881,3241.9929,2063.4359
2012-09-21T00:00:00Z,,3459.0681,2015.3968,1318.1574,1895.0156,4072.8759,1651.8827,1790.6594,3086.1878,3202.8777,2065.4466
2012-09-25T00:00:00Z,,3470.433,2060.9242,1324.0926,1896.6142,4098.697,1659.509,1798.4781,3126.3869,3254.9981,2067.5802
2012-09-26T00:00:00Z,,3475.8239,2079.9486,1314.7659,1899.1387,4115.7638,1676.4213,1794.8181,3139.6705,3264.3149,2070.1195
2012-09-27T00:00:00Z,,3437.3052,2011.9666,1290.5806,1868.9818,4074.6945,1677.2817,1781.8082,3127.7732,3226.3342,2057.9013
2012-09-28T00:00:00Z,,3488.0332,2035.1482,1298.8098,1883.8538,4063.4653,1660.1488,1803.1122,3192.6723,3252.1309,2073.0583
2012-10-09T00:00:00Z,,3460.2417,2098.1832,1326.5358,1905.0617,4176.8829,1730.1581,1820.3731,3202.2878,3218.4897,2091.1793
2012-10-10T00:00:00Z,,3518.3537,2088.5973,1331.3653,1895.0006,4203.9533,1737.1961,1828.8759,3181.3719,3245.6558,2095.7491
2012-10-11T00:00:00Z,,3535.499,2097.1382,1336.7363,1896.3185,4178.998,1755.3905,1831.0519,3173.8322,3221.8754,2104.4231
2012-10-12T00:00:00Z,,3576.7455,2122.0423,1350.3892,1891.9012,4185.1832,1743.9495,1841.284,3164.7806,3228.5011,2088.7051
2012-10-16T00:00:00Z,,3611.282,2142.4629,1375.0268,1911.7776,4211.8963,1747.3308,1859.5849,3174.6072,3201.8332,2074.6763
2012-10-17T00:00:00Z,,3636.751,2148.4823,1379.3343,1918.6721,4232.6655,1770.061,1865.411,3197.8068,3196.9309,2080.7498
2012-10-18T00:00:00Z,,3689.9718,2172.1127,1402.3855,1943.3966,4276.6359,1782.5037,1883.1957,3233.6476,3190.0259,2085.9152
2012-10-19T00:00:00Z,,3730.2655,2248.7089,1431.0407,1968.3175,4258.0739,1776.4418,1892.2853,3209.9859,3249.9298,2080.763
2012-10-23T00:00:00Z,,3759.1942,2284.3398,1438.8983,1985.1615,4269.6215,1793.7175,1908.5082,3248.7831,3269.3355,2088.4756
2012-10-24T00:00:00Z,,3759.1942,2284.3398,1438.8983,1985.1615,4269.6215,1793.7175,1908.5118,3248.7831,3269.3355,2088.4756
2012-10-25T00:00:00Z,,3705.3796,2249.2053,1443.1513,1990.1136,4240.9664,1782.5935,1920.1808,3297.317,3302.6513,2114.697
2012-10-26T00:00:00Z,,3717.8844,2221.7646,1421.3418,1993.6045,4235.2339,1765.5271,1921.743,3298.7058,3291.8748,2124.2056
2012-10-30T00:00:00Z,,3701.2221,2201.4998,1410.0807,1976.0863,4214.8852,1751.3846,1892.174,3282.4031,3239.2181,2115.4851
2012-10-31T00:00:00Z,,3688.1733,2203.1544,1406.5809,1969.7356,4245.1435,1764.1429,1880.9817,3284.8408,3219.3126,2125.2763
2012-11-01T00:00:00Z,,3700.2242,2247.1403,1440.6809,1981.0702,4250.9263,1792.5279,1905.5488,3315.7604,3246.8457,2127.2198
2012-11-02T00:00:00Z,,3727.2476,2317.6325,1464.2097,2015.6657,4293.9192,1805.5105,1923.307,3349.1162,3287.7444,2121.6882
2012-11-06T00:00:00Z,,3745.5461,2329.1198,1480.4861,2075.5724,4317.6044,1840.5999,1946.4003,3370.5637,3271.8534,2150.1698
2012-11-07T00:00:00Z,,3749.052,2320.039,1464.0529,2060.4786,4343.4252,1837.4961,1938.6551,3384.526,3278.1003,2158.9804
2012-11-08T00:00:00Z,,3777.4214,2351.3056,1473.4605,2073.1641,4318.1242,1837.2821,1951.7243,3395.5016,3333.8373,2162.7375
2012-11-09T00:00:00Z,,3677.908,2286.8303,1447.3032,2023.3311,4271.4506,1804.3815,1905.529,3338.7151,3252.6568,2130.4136
2012-11-13T00:00:00Z,,3650.6899,2211.0367,1440.1438,2012.0112,4298.156,1790.7116,1897.0472,3368.531,3202.7172,2119.9831
2012-11-14T00:00:00Z,,3585.0039,2165.4057,1407.7204,2001.7915,4270.6332,1783.0665,1871.3353,3346.2513,3166.4981,2114.0699
2012-11-15T00:00:00Z,,3636.6612,2198.5745,1418.1891,2029.3414,4251.6307,1774.2912,1903.0434,3331.8622,3180.9837,2122.4283
2012-11-16T00:00:00Z,,3573.1248,2170.0544,1401.2157,2015.6388,4214.2745,1782.4225,1876.605,3167.9501,3124.933,2126.1545
2012-11-20T00:00:00Z,,3627.0195,2181.7859,1421.892,2014.925,4216.4715,1755.8263,1890.1487,3129.4072,3189.9849,2143.9813
2012-11-22T00:00:00Z,,3661.6002,2202.3195,1418.3675,2033.0004,4194.5815,1744.4934,1912.902,3237.7512,3235.1906,2149.7229
2012-11-23T00:00:00Z,,3699.0885,2203.1772,1433.8753,2054.9098,4225.8008,1776.8764,1930.735,3256.3859,3287.3101,2171.3936
2012-11-27T00:00:00Z,,3713.3096,2218.2073,1447.1294,2090.5434,4257.3372,1817.0741,1949.1653,3197.9586,3269.9496,2179.9745
2012-11-28T00:00:00Z,,3702.9677,2199.4427,1437.5499,2090.7445,4294.2936,1820.0834,1948.7209,3181.0946,3256.3221,2179.6922
2012-11-29T00:00:00Z,,3657.3661,2187.9899,1430.7273,2084.8877,4272.6911,1789.1525,1935.2777,3195.4391,3247.9913,2177.7803
2012-11-30T00:00:00Z,,3686.8519,2184.7486,1439.902,2106.6277,4309.1133,1769.9651,1955.8167,3221.4279,3276.5689,2199.0296
2012-12-04T00:00:00Z,,3677.6041,2209.4794,1444.4382,2083.4738,4266.4999,1767.7052,1950.0058,3127.8461,3240.1408,2213.8263
2012-12-05T00:00:00Z,,3697.8061,2216.328,1444.9946,2053.8875,4233.7634,1784.6144,1953.3136,3127.0493,3280.3733,2213.6777
2012-12-06T00:00:00Z,,3770.5839,2275.4531,1476.3655,2088.7702,4274.6477,1820.9118,1997.4038,3186.6831,3335.9797,2251.6757
2012-12-07T00:00:00Z,,3776.3066,2272.0961,1487.1085,2101.057,4257.6669,1816.6474,1998.0634,3213.3362,3316.0619,2241.8859
2012-12-11T00:00:00Z,,3817.4532,2343.3852,1522.2708,2126.1986,4203.6759,1854.0367,2005.9338,3231.0029,3303.8803,2229.6236
2012-12-12T00:00:00Z,,3827.0929,2322.9717,1506.0055,2125.393,4211.7867,1831.3514,2007.1858,3215.8113,3320.7067,2236.0273
2012-12-13T00:00:00Z,,3853.6558,2358.3992,1520.1694,2152.6023,4226.7074,1841.5109,2030.8227,3230.4236,3333.8794,2237.1919
2012-12-14T00:00:00Z,,3838.3701,2343.9466,1515.0768,2157.6985,4232.3839,1845.2893,2025.9946,3213.3134,3317.2726,2205.2425
2012-12-18T00:00:00Z,,3829.2794,2393.2117,1537.8411,2159.1032,4198.2555,1861.4637,2040.2093,3177.2399,3296.0383,2202.6592
2012-12-19T00:00:00Z,,3838.2113,2403.8785,1546.3826,2153.9195,4185.2374,1834.686,2034.5759,3187.051,3320.8166,2202.4862
2012-12-20T00:00:00Z,,3890.5235,2418.8736,1560.5194,2174.6289,4223.0032,1798.8767,2044.7093,3198.4085,3339.884,2205.6175
2012-12-21T00:00:00Z,,3900.1564,2392.8612,1557.4057,2175.933,4223.7219,1818.0806,2049.5747,3194.2055,3347.3169,2200.7864
2012-12-25T00:00:00Z,,3879.4202,2381.7415,1543.3999,2168.1917,4223.76,1804.9259,2039.9489,3167.4458,3325.4212,2199.9559
2012-12-26T00:00:00Z,,3879.4202,2381.7415,1543.3999,2168.1917,4223.76,1804.9259,2039.948,3167.4458,3325.4212,2199.9559
2012-12-27T00:00:00Z,,3879.4202,2381.7415,1543.3999,2168.1917,4223.76,1804.9259,2039.9472,3167.4458,3325.4212,2199.9559
2012-12-28T00:00:00Z,,3882.6624,2390.8664,1546.4142,2168.0762,4214.5291,1817.9258,2051.9612,3185.9055,3335.0177,2212.2753
2013-01-04T00:00:00Z,,4038.5333,2525.4053,1614.3109,2303.4581,4262.4158,1850.2422,2138.5222,3302.2974,3395.7075,2231.5561
2013-01-08T00:00:00Z,,4008.8744,2556.3949,1651.2223,2331.3052,4248.1896,1938.678,2148.619,3293.6978,3324.9006,2241.0933
2013-01-09T00:00:00Z,,3945.7867,2499.5958,1625.617,2305.0648,4302.0213,1922.3437,2118.5831,3277.0764,3312.3685,2245.411
2013-01-10T00:00:00Z,,3925.4048,2510.5477,1644.3181,2327.2155,4330.6379,1902.6706,2139.2532,3266.7541,3326.8287,2271.3998
2013-01-11T00:00:00Z,,3940.0758,2545.0169,1668.4815,2335.239,4343.4767,1912.3435,2152.2371,3278.0221,3370.8086,2264.7312
2013-01-15T00:00:00Z,,3916.4339,2514.0,1666.9909,2291.0638,4356.3746,1882.7851,2169.5744,3290.3673,3380.1934,2256.6847
2013-01-16T00:00:00Z,,3890.7348,2518.0058,1667.4002,2286.4537,4297.771,1905.4814,2174.8946,3305.7579,3338.5057,2256.4924
2013-01-17T00:00:00Z,,3862.8964,2510.5383,1661.851,2286.024,4302.1541,1908.4261,2171.1463,3389.9596,3298.9926,2256.5833
2013-01-18T00:00:00Z,,3847.63,2484.1989,1643.9764,2285.082,4327.1419,1891.4545,2167.7603,3386.426,3271.1408,2255.9784
2013-01-22T00:00:00Z,,3930.9125,2551.8129,1674.0215,2348.2003,4340.8974,1892.2789,2193.5622,3404.3866,3287.3676,2275.4343
2013-01-23T00:00:00Z,,3930.7846,2560.3592,1683.8451,2342.7979,4373.3658,1893.9795,2202.6696,3409.4254,3270.3518,2282.5195
2013-01-24T00:00:00Z,,3910.1457,2551.8727,1663.4022,2325.1944,4381.5398,1904.0027,2198.9709,3419.4242,3278.7099,2289.1705
2013-01-25T00:00:00Z,,3867.9251,2502.8015,1639.8865,2315.4469,4334.1111,1896.442,2202.688,3453.5802,3209.931,2298.6933
2013-01-29T00:00:00Z,,3879.1156,2482.1087,1625.2642,2292.0878,4382.2982,1880.7465,2211.5354,3399.5189,3172.439,2305.7194
2013-01-30T00:00:00Z,,3912.4642,2508.081,1633.232,2310.8049,4376.4373,1884.2025,2203.0564,3423.3835,3196.5882,2327.4972
2013-01-31T00:00:00Z,,3951.6265,2518.9666,1639.5752,2328.4609,4372.8141,1897.9114,2219.6943,3449.9361,3221.6127,2341.6043
2013-02-01T00:00:00Z,,3904.1073,2508.0912,1630.312,2309.3546,4332.7016,1879.6609,2211.4432,3436.4857,3214.8293,2349.144
2013-02-05T00:00:00Z,,3877.8329,2526.8355,1638.899,2326.9065,4399.4789,1905.5958,2211.9157,3418.4399,3213.9315,2369.828
2013-02-06T00:00:00Z,,3758.3348,2492.9818,1621.4204,2293.1625,4371.177,1892.0162,2156.6745,3369.757,3185.537,2348.9762
2013-02-07T00:00:00Z,,3772.004,2495.7003,1634.4442,2272.6081,4401.1764,1918.6418,2168.0036,3397.5969,3217.1119,2368.1271
2013-02-08T00:00:00Z,,3746.6351,2461.2244,1625.2689,2246.7206,4397.8564,1921.0835,2148.0193,3473.3535,3204.9427,2368.2336
2013-02-16T00:00:00Z,,3761.4296,2499.5634,1645.903,2307.8137,4401.7518,1954.9064,2181.4397,3468.0347,3207.8178,2389.5751
2013-02-17T00:00:00Z,,3761.4296,2499.5634,1645.903,2307.8137,4401.7518,1954.9064,2181.4397,3468.0347,3207.8178,2389.5751
2013-02-19T00:00:00Z,,3751.9225,2502.8497,1648.6597,2324.9926,4395.7944,1950.7262,2174.0016,3514.0538,3204.661,2390.6482
2013-02-20T00:00:00Z,,3717.1915,2440.0949,1623.3326,2283.1232,4359.7677,1947.9634,2142.1748,3504.5735,3181.9737,2385.618
2013-02-21T00:00:00Z,,3754.4547,2445.9501,1645.4697,2302.5742,4355.1028,1971.2238,2158.6218,3521.2013,3205.5902,2407.8667
2013-02-22T00:00:00Z,,3706.7853,2379.1975,1609.5897,2233.5706,4288.653,1958.0339,2119.3684,3466.637,3191.8269,2375.5293
2013-02-26T00:00:00Z,,3675.2618,2350.3089,1590.634,2229.2458,4295.0879,1934.65,2110.8344,3401.9636,3192.6059,2369.5943
2013-02-27T00:00:00Z,,3615.6382,2307.8478,1560.0033,2190.6812,4266.1531,1914.5732,2073.204,3389.2949,3160.84,2371.5461
2013-02-28T00:00:00Z,,3622.8865,2334.7999,1571.3896,2209.2383,4264.4658,1927.6463,2086.2686,3383.0502,3158.6045,2366.3597
2013-03-01T00:00:00Z,,3693.2629,2398.4903,1608.0158,2228.6282,4333.0325,1951.2016,2139.1198,3447.5391,3184.1196,2394.0191
2013-03-05T00:00:00Z,,3601.7026,2350.0294,1588.7083,2203.4381,4357.485,1950.8131,2075.5041,3485.3741,3114.2656,2420.1262
2013-03-06T00:00:00Z,,3606.5521,2375.2879,1592.8241,2213.0101,4422.7568,1975.6156,2077.1002,3493.7825,3120.8076,2457.6973
2013-03-07T00:00:00Z,,3639.6729,2398.1763,1614.8513,2241.7777,4484.2952,2014.8302,2102.4714,3535.2712,3128.6448,2462.0738
2013-03-08T00:00:00Z,,3636.4274,2395.2872,1615.3782,2225.339,4467.7431,2001.1298,2100.1281,3534.3023,3127.9303,2467.7675
2013-03-12T00:00:00Z,,3692.6144,2370.088,1603.7724,2240.2655,4467.1233,2051.578,2125.2427,3540.8327,3168.7753,2463.9642
2013-03-13T00:00:00Z,,3660.2498,2346.8155,1574.236,2213.15,4439.0707,2012.03,2106.3012,3499.5665,3142.9749,2430.0926
2013-03-14T00:00:00Z,,3599.9171,2290.4436,1534.1914,2189.8434,4414.7089,1995.5787,2069.7748,3466.4689,3105.4064,2408.1293
2013-03-15T00:00:00Z,,3608.3229,2288.5971,1549.7568,2192.7814,4364.1496,2043.2913,2078.0728,3426.6915,3119.6046,2449.6507
2013-03-19T00:00:00Z,,3557.017,2168.9181,1514.7889,2107.4484,4362.4376,1997.7473,2026.3168,3284.7249,3049.2964,2422.0402
2013-03-20T00:00:00Z,,3538.2919,2192.01,1516.0078,2129.2365,4336.1512,1998.5227,2022.3242,3254.3851,3020.7972,2470.0582
2013-03-21T00:00:00Z,,3581.159,2242.0243,1536.8833,2177.9823,4307.0618,2039.0179,2055.1899,3305.0347,3057.7664,2465.5982
2013-03-22T00:00:00Z,,3564.5934,2234.0788,1540.7372,2196.6115,4315.0183,2060.8522,2056.2152,3217.1486,3068.2567,2472.1686
2013-03-26T00:00:00Z,,3607.3257,2216.9234,1538.7152,2197.0567,4321.0714,2065.2154,2057.7216,3125.4393,3074.8475,2486.4546
2013-03-27T00:00:00Z,,3610.8314,2203.3804,1522.3791,2201.9561,4327.9532,2070.1445,2058.0553,3185.1823,3067.1877,2489.1496
2013-03-28T00:00:00Z,,3632.914,2209.3707,1540.9768,2210.7236,4405.1268,2112.4232,2074.802,3222.4818,3092.2481,2489.2979
2013-03-29T00:00:00Z,,3608.5513,2171.2063,1531.1587,2183.0006,4377.6907,2064.4606,2055.2757,3180.5714,3071.3812,2495.8747
2013-04-03T00:00:00Z,,3619.2066,2145.08,1500.5036,2168.9785,4356.874,2045.8172,2060.0886,3126.1088,3082.8841,2513.1542
2013-04-09T00:00:00Z,,3449.7328,2067.7572,1451.0434,2102.9638,4240.4958,2028.3529,1995.1219,3090.857,3053.4702,2476.633
2013-04-10T00:00:00Z,,3489.4441,2125.6597,1474.6861,2158.5947,4301.4543,2057.3509,2008.0529,3153.7893,3081.2289,2486.3658
2013-04-11T00:00:00Z,,3490.7127,2164.0592,1489.2276,2169.9326,4295.7248,2050.1769,2030.0859,3195.7616,3082.8226,2531.282
2013-04-12T00:00:00Z,,3497.3541,2169.049,1498.1154,2186.8929,4330.292,2026.2696,2036.3343,3174.9417,3077.3126,2522.9031
2013-04-16T00:00:00Z,,3378.8696,2084.9454,1458.6983,2150.9035,4289.6936,2070.246,2011.8284,3101.1077,3040.5836,2496.6319
2013-04-17T00:00:00Z,,3321.9175,2089.4398,1457.2492,2137.2661,4322.8105,2051.0134,2010.6418,3093.8796,3025.0122,2494.8386
2013-04-18T00:00:00Z,,3279.3246,2083.2809,1456.6102,2133.9544,4306.5361,2046.5161,2000.3183,3130.3402,3003.7073,2490.9775
2013-04-19T00:00:00Z,,3254.5017,2082.0572,1460.4362,2131.6309,4271.8004,2049.1844,1995.4609,3079.2747,3015.4236,2492.0651
2013-04-23T00:00:00Z,,3333.1578,2145.2408,1492.5769,2200.2547,4342.8954,2066.9526,2048.0382,3177.1935,3099.6062,2540.2354
2013-04-24T00:00:00Z,,3280.0255,2095.2408,1470.7552,2185.6623,4290.7797,2033.6895,2025.1964,3143.8261,3070.4508,2519.2221
2013-04-25T00:00:00Z,,3333.2584,2117.0329,1496.8619,2222.9486,4354.4245,2084.1774,2064.667,3185.5319,3119.2305,2549.3633
2013-04-26T00:00:00Z,,3406.6343,2122.5976,1500.767,2243.6184,4384.8699,2067.2772,2081.4514,3194.9265,3151.7534,2549.7557
2013-05-01T00:00:00Z,,3417.2565,2091.5353,1491.5636,2241.2453,4456.85,2054.5704,2114.3073,3304.915,3193.475,2588.6213
2013-05-03T00:00:00Z,,3353.8387,2067.3706,1489.955,2221.1384,4429.4404,2084.1576,2112.4378,3361.3397,3188.1648,2588.4667
2013-05-07T00:00:00Z,,3391.9789,2114.8144,1518.6597,2289.2321,4464.4014,2091.2696,2140.656,3375.9177,3210.6836,2615.0911
2013-05-08T00:00:00Z,,3440.0459,2151.2851,1548.5314,2295.2485,4456.4556,2077.6988,2153.8088,3383.3988,3221.1635,2602.2215
2013-05-09T00:00:00Z,,3499.6541,2166.0391,1569.9505,2312.6054,4454.2432,2095.8189,2173.2911,3387.7934,3238.9451,2613.9846
2013-05-10T00:00:00Z,,3491.7224,2164.2924,1569.2174,2298.412,4500.6514,2096.2018,2170.9644,3392.9478,3249.3708,2619.5651
2013-05-14T00:00:00Z,,3446.6324,2116.3159,1563.5485,2298.4122,4514.4679,2079.8228,2148.0152,3353.5172,3237.9048,2603.7513
2013-05-15T00:00:00Z,,3423.7269,2087.1858,1548.1416,2292.8105,4500.8407,2096.5688,2140.5916,3363.9677,3247.056,2596.8482
2013-05-16T00:00:00Z,,3428.1062,2089.492,1562.054,2322.8282,4540.1115,2086.8355,2149.0473,3417.7047,3258.725,2623.1038
2013-05-17T00:00:00Z,,3385.1786,2083.6312,1558.5652,2324.5469,4572.4786,2081.5804,2147.6066,3591.9547,3247.4282,2630.7488
2013-05-21T00:00:00Z,,3442.2118,2094.2425,1587.2618,2333.9645,4651.4066,2091.0283,2185.7603,3770.8201,3274.4956,2636.3345
2013-05-22T00:00:00Z,2467.3541,3432.8147,2099.1719,1596.8594,2323.1552,4687.0937,2068.369,2172.1212,3722.7601,3238.8937,2610.7592
2013-05-23T00:00:00Z,2409.2425,3408.4202,2101.4509,1591.8678,2332.6458,4612.9597,2072.3988,2171.5633,3713.6299,3215.3303,2546.5866
2013-05-24T00:00:00Z,2402.024,3311.0624,2065.0514,1550.8985,2262.6584,4533.5344,2048.238,2116.935,3619.635,3153.316,2517.5256
2013-05-27T00:00:00Z,2399.3052,,,,,,,,,,
2013-05-28T00:00:00Z,2426.2173,3305.9724,2042.9004,1559.2455,2281.462,4558.186,2051.2618,2115.6028,3719.6737,3153.383,2549.5329
2013-05-29T00:00:00Z,2363.1345,3348.8727,2067.2222,1579.8713,2325.486,4623.5016,2120.6038,2139.4474,3751.9498,3172.0584,2580.1174
2013-05-30T00:00:00Z,2320.085,3294.6807,2043.859,1573.1868,2324.0065,4578.6585,2119.429,2101.5256,3736.6783,3125.8121,2555.2096
2013-05-31T00:00:00Z,2318.9216,3298.0857,2026.6002,1557.5792,2317.3359,4590.434,2112.1001,2090.7689,3779.7835,3127.8121,2497.3477
2013-06-03T00:00:00Z,2305.6463,,,,,,,,,,
2013-06-04T00:00:00Z,2314.8501,3256.705,1984.4921,1538.6903,2317.0386,4497.0276,2160.3225,2073.8289,3763.3398,3097.8925,2469.4335
2013-06-05T00:00:00Z,2283.0557,3269.4199,1963.2195,1534.2008,2326.2325,4478.8412,2149.4932,2079.0346,3789.9986,3108.0061,2467.2031
2013-06-06T00:00:00Z,2251.0493,3248.6393,1967.1043,1517.7033,2291.8847,4463.7352,2149.4822,2057.8554,3751.3872,3096.816,2442.8791
2013-06-07T00:00:00Z,2233.9422,3199.4241,1944.2379,1495.6761,2260.7137,4433.8938,2126.7665,2035.5389,3727.3153,3055.8963,2418.6453
2013-06-10T00:00:00Z,2217.7197,,,,,,,,,,
2013-06-13T00:00:00Z,2134.4167,,,,,,,,,,
2013-06-14T00:00:00Z,2177.614,3033.4691,1842.3268,1437.5086,2189.3965,4277.4782,2104.5122,1954.7029,3652.8434,2949.1155,2347.5401
2013-06-17T00:00:00Z,2228.8308,,,,,,,,,,
2013-06-18T00:00:00Z,2222.3931,3109.3544,1834.1663,1453.7786,2227.3759,4348.0213,2155.0768,1995.7938,3696.0959,3001.9805,2420.3764
2013-06-19T00:00:00Z,2196.4664,3119.3791,1839.1161,1466.6189,2260.2102,4323.1415,2161.5253,1992.6141,3685.2276,3014.2838,2407.7218
2013-06-20T00:00:00Z,2118.9856,3075.5653,1816.5453,1450.2233,2243.922,4333.9013,2143.7038,1970.8171,3684.4302,2970.3739,2392.2629
2013-06-21T00:00:00Z,2083.3869,2964.0629,1769.9836,1418.3886,2179.6123,4274.0657,2109.6096,1908.3323,3576.5272,2921.9561,2334.863
2013-06-24T00:00:00Z,2041.8514,,,,,,,,,,
2013-06-25T00:00:00Z,2051.4809,2847.8595,1696.171,1360.4152,2033.6199,4143.0658,2032.5752,1853.0587,3416.0484,2924.6503,2297.1331
2013-06-26T00:00:00Z,2102.4318,2835.1414,1663.8613,1337.6098,2020.6676,4133.7948,1995.2491,1854.2715,3476.1718,2919.9079,2282.3415
2013-06-27T00:00:00Z,2116.2248,2884.0008,1707.8165,1375.5026,2090.0852,4249.8086,2046.6237,1906.313,3560.4508,2987.9977,2326.868
2013-06-28T00:00:00Z,2163.9545,2912.3624,1699.36,1385.1613,2095.5274,4254.4724,2058.5611,1910.4349,3633.4973,3008.0346,2379.5925
2013-07-02T00:00:00Z,2149.3353,,,,,,,,,,
2013-07-03T00:00:00Z,2083.6368,2977.902,1701.266,1389.5116,2124.5723,4367.8265,2051.352,1923.6278,3685.0648,3101.2469,2394.9911
2013-07-04T00:00:00Z,2105.8223,2884.0688,1643.2652,1343.8743,2064.4622,4306.7069,2010.4998,1870.811,3632.7262,3021.0685,2364.4293
