Date,.CSIH20105,.CSIL01220,.CSIL01221,.CSIL01222,.CSIL01223,.CSIL01224,.CSIL01225,.CSIL01226,.CSIL01227,.CSIL01228,.CSIL01229
2014-07-31T00:00:00Z,2509.809,3627.5836,2237.1155,1708.713,2645.6546,4571.6927,2499.2693,2315.9289,6810.3149,3513.7231,2808.7917
2014-08-01T00:00:00Z,2457.117,3593.6892,2236.486,1713.7776,2649.2632,4561.4474,2498.4725,2326.1704,6802.8567,3516.084,2804.6456
2014-08-04T00:00:00Z,2457.1444,,,,,,,,,,
2014-08-05T00:00:00Z,2430.6505,3604.736,2237.6698,1718.7739,2633.5709,4573.3255,2497.3758,2304.1352,6829.0044,3483.2581,2811.388
2014-08-06T00:00:00Z,2424.5348,3584.0685,2235.7785,1721.6578,2623.6321,4555.9875,2511.7349,2297.8329,7028.3341,3505.5887,2810.7196
2014-08-07T00:00:00Z,2418.8568,3587.1776,2248.7434,1726.4482,2613.7648,4589.3163,2554.8895,2292.7313,7009.3664,3444.3248,2840.2822
2014-08-08T00:00:00Z,2402.2784,3573.0371,2216.4644,1715.2891,2556.7341,4575.1424,2527.7777,2277.947,6811.5812,3472.5844,2848.2956
2014-08-11T00:00:00Z,2448.9412,,,,,,,,,,
2014-08-12T00:00:00Z,2456.2654,3672.1982,2221.1056,1734.5709,2552.4903,4570.8259,2525.7,2299.0458,6982.7259,3466.9071,2882.3608
2014-08-13T00:00:00Z,2470.0753,3697.416,2234.6345,1759.3493,2563.5342,4600.3387,2522.0594,2299.7765,7050.3194,3471.0962,2878.0884
2014-08-14T00:00:00Z,2443.3037,3742.6316,2258.7979,1774.9094,2585.2465,4665.1784,2551.7639,2318.6935,7047.9782,3535.1165,2881.6261
2014-08-15T00:00:00Z,2446.4019,3714.0872,2235.9391,1760.3715,2590.6442,4663.4748,2547.0389,2309.7487,6908.4092,3557.6939,2877.85
2014-08-18T00:00:00Z,2441.7182,,,,,,,,,,
2014-08-19T00:00:00Z,2480.1712,3747.9796,2215.5428,1760.1059,2575.8882,4634.1606,2575.2861,2307.5256,6877.1674,3809.7176,2895.1072
2014-08-20T00:00:00Z,2502.5378,3779.6986,2218.8704,1758.8467,2610.1186,4642.9916,2610.9781,2322.3173,6948.7996,3796.869,2927.08
2014-08-21T00:00:00Z,2484.9451,3745.2386,2214.4837,1760.2631,2622.2815,4628.2226,2620.8631,2331.6454,7013.2121,3760.0789,2969.8828
2014-08-22T00:00:00Z,2493.3242,3731.4651,2194.3217,1745.4659,2605.1749,4554.6825,2614.7975,2311.7292,6965.2078,3754.967,2967.6544
2014-08-25T00:00:00Z,2501.4835,,,,,,,,,,
2014-08-26T00:00:00Z,2499.0182,3815.6473,2195.55,1741.8186,2587.637,4515.7653,2702.7312,2336.6733,6920.806,3762.9112,2953.4929
2014-08-27T00:00:00Z,2492.048,3832.4997,2180.1904,1722.2416,2580.1279,4514.9189,2724.2946,2328.5874,6911.7616,3734.4521,2919.6777
2014-08-28T00:00:00Z,2461.7167,3819.9647,2166.9089,1715.2227,2569.1113,4477.2734,2706.0006,2312.6393,6869.3466,3770.9088,2927.4223
2014-08-29T00:00:00Z,2453.5724,3775.4683,2147.0876,1689.4872,2544.7381,4384.4847,2657.7346,2293.1142,6828.5704,3805.258,2906.0648
2014-09-01T00:00:00Z,2451.448,,,,,,,,,,
2014-09-02T00:00:00Z,2460.1156,3846.6453,2147.3755,1694.2726,2537.6249,4421.2428,2723.925,2290.833,6827.2291,3840.4167,2910.3625
2014-09-03T00:00:00Z,2514.6004,3830.0123,2168.758,1707.4579,2542.7931,4421.8609,2725.4325,2288.0163,6792.5068,3929.1376,2930.0031
2014-09-04T00:00:00Z,2513.5936,3926.234,2220.366,1731.2993,2549.5436,4449.6237,2786.5721,2342.875,6955.6702,4025.529,2981.0053
2014-09-05T00:00:00Z,2507.6939,3924.8745,2235.4472,1744.0703,2554.3016,4448.2829,2794.0004,2345.8654,6963.0606,4049.069,2979.6794
2014-09-09T00:00:00Z,,3921.3385,2224.6115,1732.5118,2541.7536,4478.116,2845.7813,2343.2575,6837.2848,4071.9694,2953.9405
2014-09-10T00:00:00Z,2474.6899,,,,,,,,,,
2014-09-11T00:00:00Z,2477.9859,3799.0202,2190.6166,1720.0862,2497.6342,4425.9071,2866.8086,2307.0056,6657.1968,3971.16,2932.5621
2014-09-12T00:00:00Z,2472.1261,3752.7626,2181.4353,1718.9929,2477.396,4411.9523,2897.0553,2308.2871,6643.5873,4022.526,2926.4261
2014-09-15T00:00:00Z,2452.6735,,,,,,,,,,
2014-09-16T00:00:00Z,2439.4648,3631.8297,2158.5955,1683.6441,2445.1157,4374.3134,2859.1763,2285.1839,6691.4414,3971.7181,2888.2918
2014-09-17T00:00:00Z,2443.5906,3604.0899,2121.331,1680.8822,2406.6654,4368.6697,2814.455,2273.6775,6568.7831,3824.7998,2866.9901
2014-09-18T00:00:00Z,2420.2035,3681.4373,2143.5973,1689.101,2393.9133,4359.4193,2885.3094,2292.0973,6706.7653,3858.6697,2885.104
2014-09-19T00:00:00Z,2410.615,3631.1218,2126.7026,1680.7169,2393.3829,4333.3559,2898.715,2274.5637,6672.8096,3820.9387,2871.4961
2014-09-22T00:00:00Z,2376.6197,,,,,,,,,,
2014-09-23T00:00:00Z,2374.5954,3559.3223,2098.7478,1666.884,2403.25,4298.2774,2876.8534,2252.8841,6589.6883,3796.4801,2832.9346
2014-09-24T00:00:00Z,2373.4888,3540.1346,2097.4589,1654.4194,2382.671,4291.2833,2871.2391,2246.3015,6498.7274,3811.865,2811.2699
2014-09-25T00:00:00Z,2369.9402,3603.3702,2105.1836,1667.366,2380.2484,4359.0935,2880.6865,2254.1766,6482.3933,3835.4886,2842.6095
2014-09-26T00:00:00Z,2357.8345,3580.4193,2101.2458,1671.2126,2351.7926,4363.5224,2912.7407,2241.5311,6467.1323,3795.0915,2837.7564
2014-09-29T00:00:00Z,2291.9095,,,,,,,,,,
2014-09-30T00:00:00Z,2269.0333,3476.2072,2050.8617,1642.8178,2319.8581,4225.1937,2786.1951,2189.9198,6347.8042,3731.1447,2782.6968
2014-10-08T00:00:00Z,2321.037,3472.2148,2069.1115,1651.0093,2369.7903,4255.3126,2874.6117,2207.5471,6545.2385,3726.5126,2827.181
2014-10-09T00:00:00Z,2349.8827,3426.3359,2054.2567,1648.5586,2342.1922,4268.1117,2837.7714,2197.826,6486.8833,3692.1721,2810.6924
2014-10-10T00:00:00Z,2324.2745,3444.9939,2071.6548,1664.6611,2374.8893,4307.7319,2877.2628,2223.0265,6455.3602,3788.8688,2840.283
2014-10-13T00:00:00Z,2322.1155,,,,,,,,,,
2014-10-14T00:00:00Z,2325.8847,3345.4585,2023.4158,1623.0834,2334.8709,4252.6495,2780.8124,2189.8463,6232.7566,3733.1691,2806.3175
2014-10-15T00:00:00Z,2341.0557,3300.2786,2016.0086,1618.2908,2321.0851,4212.8385,2784.6549,2187.4942,6178.9309,3704.5813,2844.0679
2014-10-16T00:00:00Z,2310.3489,3252.0651,2019.9197,1619.294,2332.1582,4207.5151,2850.6041,2199.9078,6245.1486,3707.1685,2845.0195
2014-10-17T00:00:00Z,2317.0619,3205.8377,2002.0643,1615.0312,2316.2595,4173.2802,2867.5589,2178.68,6170.6325,3657.7391,2823.6796
2014-10-20T00:00:00Z,2314.8745,,,,,,,,,,
2014-10-21T00:00:00Z,2321.9269,3264.6627,2018.1881,1624.8757,2363.2853,4194.675,2879.9005,2183.9427,6247.9052,3713.2779,2838.2033
2014-10-22T00:00:00Z,2347.9131,3245.657,2012.7215,1622.731,2354.8767,4174.7618,2854.0718,2188.0163,6309.8115,3659.3157,2847.7228
2014-10-23T00:00:00Z,2351.6493,3302.4,2029.0059,1650.2806,2385.2281,4199.3444,2888.9533,2214.7809,6499.2004,3662.2958,2876.6078
2014-10-24T00:00:00Z,2348.8137,3277.6258,2015.1816,1643.4836,2381.222,4201.8379,2869.1953,2220.9995,6503.4377,3557.5233,2862.9123
2014-10-27T00:00:00Z,2331.5295,,,,,,,,,,
2014-10-28T00:00:00Z,2350.9973,3237.6293,1986.5133,1627.1702,2337.4377,4115.0774,2851.059,2203.9186,6416.3253,3588.8899,2853.8882
2014-10-29T00:00:00Z,2371.3295,3274.662,2000.5658,1648.6936,2367.6394,4157.0097,2922.3708,2237.1654,6523.2725,3687.4715,2879.6045
2014-10-30T00:00:00Z,2369.224,3334.3509,2032.2128,1671.943,2421.6466,4233.3909,2933.0916,2257.31,6607.093,3764.9062,2882.0129
2014-10-31T00:00:00Z,2391.6773,3252.5089,2034.29,1675.5541,2412.8462,4262.7837,2937.7057,2244.8524,6628.9391,3762.9798,2891.0071
2014-11-03T00:00:00Z,2407.1975,,,,,,,,,,
2014-11-04T00:00:00Z,2392.2706,3247.0908,2049.5196,1686.406,2449.0545,4288.8968,2928.6194,2264.6298,6713.5657,3831.964,2917.5033
2014-11-05T00:00:00Z,2372.9109,3240.197,2069.7112,1711.7814,2427.9686,4248.5901,2944.4623,2262.1966,6661.2118,3846.3418,2910.0256
2014-11-06T00:00:00Z,2361.3097,3175.391,2062.8512,1702.4776,2392.7992,4227.5295,2914.775,2248.9364,6695.4727,3807.6231,2913.1982
2014-11-07T00:00:00Z,2353.6253,3168.9762,2056.6548,1712.786,2357.768,4233.9189,2932.3335,2244.5105,6654.4542,3850.3104,2903.2671
2014-11-10T00:00:00Z,2375.9374,,,,,,,,,,
2014-11-11T00:00:00Z,2376.0034,3179.0764,2081.8098,1731.3454,2383.9191,4160.7345,2912.2508,2257.3799,6710.8274,3841.4723,2892.6761
2014-11-12T00:00:00Z,2375.1093,3139.2792,2068.9949,1726.7813,2407.2088,4173.3378,2945.1857,2267.8832,6809.8487,3783.5934,2892.0817
2014-11-13T00:00:00Z,2391.0177,3158.0363,2069.1374,1738.0201,2419.2342,4142.2201,2996.3522,2279.6785,6858.8537,3824.2456,2899.4379
2014-11-14T00:00:00Z,2403.8492,3133.0227,2078.6899,1755.1032,2429.0229,4183.3203,3024.9733,2295.5121,6873.5089,3819.6495,2914.0134
2014-11-17T00:00:00Z,2393.0129,,,,,,,,,,
2014-11-18T00:00:00Z,2370.9622,3052.075,2045.0249,1721.4,2425.3804,4236.5282,3034.3613,2271.4114,6863.2202,3778.5855,2896.736
2014-11-19T00:00:00Z,2363.3046,3008.8927,2026.0793,1711.6102,2388.337,4223.1678,3003.3483,2247.871,6704.8927,3800.7308,2868.4989
2014-11-20T00:00:00Z,2358.1937,2980.9938,2024.9533,1707.216,2376.1087,4200.7535,2963.6631,2239.1111,6662.2486,3753.8384,2850.2473
2014-11-21T00:00:00Z,2364.8224,3008.7964,2029.1476,1701.372,2359.5153,4212.3142,2916.7767,2233.1729,6727.4737,3758.2922,2847.4958
2014-11-24T00:00:00Z,2453.942,,,,,,,,,,
2014-11-25T00:00:00Z,2453.8386,3167.7829,2115.411,1752.6209,2408.1313,4225.2503,2822.5011,2295.1816,6733.8059,3874.1577,2899.1621
2014-11-26T00:00:00Z,2472.532,3135.6703,2100.3866,1749.7545,2401.9614,4249.1521,2819.2048,2293.0059,6703.5102,3852.6428,2907.2394
2014-11-27T00:00:00Z,2461.5771,3141.087,2123.2388,1771.236,2418.9546,4266.2972,2842.9324,2334.1078,6752.5355,3850.5145,2935.0651
2014-11-28T00:00:00Z,2468.6342,3122.1876,2110.8005,1757.6487,2418.7572,4264.9938,2826.3642,2326.2984,6725.373,3805.7558,2910.5156
2014-12-01T00:00:00Z,2414.4909,,,,,,,,,,
2014-12-02T00:00:00Z,2440.6154,2897.2883,2060.636,1741.2028,2365.7632,4139.5308,2726.3374,2286.9085,6494.742,3716.6575,2860.4564
2014-12-03T00:00:00Z,2442.0155,2939.8501,2077.8778,1757.3947,2355.1823,4178.0669,2714.5441,2330.5209,6469.0675,3739.8333,2881.5714
2014-12-04T00:00:00Z,2444.1782,2882.5366,2083.605,1751.9589,2300.9589,4141.0458,2677.2285,2327.0744,6381.1204,3665.2865,2851.1228
2014-12-05T00:00:00Z,2459.7559,3056.0132,2131.2374,1772.9182,2283.4398,4122.4819,2683.8666,2366.738,6412.5106,3778.9457,2850.4532
2014-12-08T00:00:00Z,2442.026,,,,,,,,,,
2014-12-09T00:00:00Z,2411.6135,2999.8154,2135.2126,1803.8111,2265.4051,4109.3951,2632.472,2413.8545,6442.4315,3744.5675,2827.3315
2014-12-10T00:00:00Z,2409.2327,2884.2923,2092.528,1758.064,2240.4799,4056.1404,2558.9473,2344.8788,6339.3626,3662.7162,2808.1843
2014-12-11T00:00:00Z,2387.849,2884.3074,2114.9811,1779.0412,2249.6304,4061.2242,2655.7082,2352.1194,6364.5607,3664.9204,2836.4249
2014-12-12T00:00:00Z,2388.0323,2844.127,2104.5312,1780.1264,2237.9131,4057.6905,2622.4871,2327.5765,6275.4426,3645.7676,2826.443
2014-12-15T00:00:00Z,2363.8191,,,,,,,,,,
2014-12-16T00:00:00Z,2332.144,2859.1967,2107.0812,1776.968,2246.9453,4021.7393,2643.6977,2299.1969,6188.1035,3567.1458,2817.5259
2014-12-17T00:00:00Z,2318.8036,2799.5914,2080.6596,1770.5166,2223.7149,3970.1024,2580.9973,2273.8124,6007.923,3515.9041,2774.2645
2014-12-18T00:00:00Z,2336.7971,2817.29,2038.0402,1766.4064,2155.9701,3880.5214,2533.4925,2277.073,5871.4497,3532.9691,2732.1284
2014-12-19T00:00:00Z,2341.3844,2870.5618,2049.7045,1783.8953,2155.5822,3916.7728,2572.7002,2282.7723,6141.4402,3582.0399,2764.449
2014-12-22T00:00:00Z,2360.7379,,,,,,,,,,
2014-12-23T00:00:00Z,2357.2084,2984.6796,2080.3765,1786.4691,2146.0489,4012.9794,2534.5869,2345.8626,6185.2278,3669.8956,2815.4831
2014-12-24T00:00:00Z,2368.1955,2947.2603,2070.8749,1772.1856,2146.011,4005.6555,2520.604,2343.5526,6182.3206,3669.8602,2792.2538
2014-12-25T00:00:00Z,,2960.1423,2066.6793,1757.4152,2168.5961,4029.3867,2527.8013,2337.0359,6190.1177,3656.7661,2828.6343
2014-12-29T00:00:00Z,2398.1882,,,,,,,,,,
2014-12-30T00:00:00Z,2410.8449,2999.5428,2085.4672,1795.0546,2183.8814,4081.4689,2540.6155,2395.3669,6230.3757,3697.4729,2852.6632
2014-12-31T00:00:00Z,2418.5237,2926.5384,2104.1885,1786.1635,2173.8965,4080.5345,2586.7385,2374.3466,6226.315,3625.402,2828.1735
2015-01-01T00:00:00Z,,2941.9921,2128.2118,1848.8688,2186.3745,4127.7669,2614.4276,2389.3651,6197.1836,3622.7127,2844.1738
2015-01-02T00:00:00Z,2487.2051,,,,,,,,,,
2015-01-05T00:00:00Z,2495.5577,,,,,,,,,,
2015-01-06T00:00:00Z,2463.0202,3009.83,2217.6827,1907.1742,2179.7658,4061.3205,2556.607,2417.032,6235.1381,3616.5024,2814.0752
2015-01-07T00:00:00Z,2455.9444,2943.0083,2214.1656,1874.3851,2147.4406,4055.0678,2562.9135,2376.7233,6500.3405,3580.3109,2801.1508
2015-01-08T00:00:00Z,2442.4936,2947.172,2200.3294,1878.7418,2157.8256,4056.5141,2609.1308,2374.3245,6696.8085,3666.5851,2821.4841
2015-01-09T00:00:00Z,2455.5808,2978.6686,2209.9286,1894.0892,2170.3884,4113.4993,2648.8925,2376.5756,6840.0214,3719.0605,2871.7717
2015-01-12T00:00:00Z,2507.8828,,,,,,,,,,
2015-01-13T00:00:00Z,2528.1155,2965.0661,2172.458,1872.2486,2163.1172,4134.2039,2680.8206,2396.2802,6842.9618,3758.3597,2870.7136
2015-01-14T00:00:00Z,2520.4775,2960.5338,2176.3029,1894.3835,2184.6878,4140.0555,2702.9352,2405.4913,6879.554,3854.5732,2871.7442
2015-01-15T00:00:00Z,2530.2584,2938.1734,2137.9983,1893.4791,2178.7802,4106.7007,2707.0942,2398.5284,6808.4751,3833.4195,2877.0519
2015-01-16T00:00:00Z,2502.7719,2964.4906,2132.3602,1901.7288,2183.6035,4122.764,2695.5698,2418.2265,6829.5827,3873.8375,2899.3459
2015-01-19T00:00:00Z,2463.9208,,,,,,,,,,
2015-01-20T00:00:00Z,2479.438,2890.9045,2060.3661,1817.5819,2097.2432,4111.049,2583.601,2339.0129,6639.702,3823.9758,2884.9041
2015-01-21T00:00:00Z,2519.9647,2902.6659,2085.168,1850.322,2105.1775,4122.5487,2607.4856,2369.8489,6702.5985,3869.8725,2891.4345
2015-01-22T00:00:00Z,2511.0506,2915.405,2110.8812,1884.3736,2134.2497,4183.4395,2655.2327,2406.7348,6910.9107,4004.517,2900.2369
2015-01-23T00:00:00Z,2556.2749,2948.3476,2116.0681,1871.1095,2152.7196,4105.2165,2639.7572,2418.4562,7012.7075,4044.7997,2899.2024
2015-01-26T00:00:00Z,2556.0399,,,,,,,,,,
2015-01-27T00:00:00Z,2547.0866,2948.8674,2107.9327,1878.1262,2181.0586,4105.1251,2677.1575,2453.5194,7309.3054,4071.674,2926.3072
2015-01-28T00:00:00Z,2561.0994,2923.2151,2089.6826,1869.4336,2227.505,4093.7753,2649.9283,2438.6252,7298.772,4037.0504,2929.1493
2015-01-29T00:00:00Z,2543.7307,2919.9702,2094.6107,1863.9879,2227.3422,4131.6525,2655.5003,2439.7144,7312.5291,4055.7399,2941.9539
2015-01-30T00:00:00Z,2540.0609,2869.976,2065.9154,1851.0955,2215.7947,4165.0485,2625.5424,2404.5681,7215.7261,4063.1878,2936.3035
2015-02-02T00:00:00Z,2545.9014,,,,,,,,,,
2015-02-03T00:00:00Z,2528.7188,2859.8765,2044.3049,1811.0153,2185.2072,4152.7496,2610.3349,2386.3106,7255.751,4061.3632,2914.7717
2015-02-04T00:00:00Z,2527.7447,2920.2523,2077.4507,1806.0727,2187.2278,4198.7594,2609.8802,2396.073,7281.6542,4042.3947,2902.6378
2015-02-05T00:00:00Z,2535.8796,2984.1814,2077.4326,1801.8802,2185.6444,4184.5893,2581.7346,2404.5615,7301.1987,4141.4603,2894.7777
2015-02-06T00:00:00Z,2533.2221,2921.6561,2077.5358,1800.5195,2178.6954,4202.7239,2518.4211,2414.6564,7351.0712,4231.9991,2824.2904
2015-02-09T00:00:00Z,2512.7679,,,,,,,,,,
2015-02-10T00:00:00Z,2520.2385,2913.0282,2060.2543,1764.4016,2190.2989,4126.9195,2469.3046,2401.3265,7271.4224,4109.4602,2801.5684
2015-02-11T00:00:00Z,2506.2474,2912.4849,2067.5041,1767.9377,2197.7924,4165.9307,2500.4137,2401.2754,7312.8093,4093.7142,2807.7043
2015-02-12T00:00:00Z,2491.877,2887.825,2075.069,1775.4912,2206.6868,4135.599,2460.8879,2381.4596,7258.4428,4041.0053,2805.3619
2015-02-13T00:00:00Z,2517.4036,2890.2757,2086.1221,1799.039,2202.3382,4147.5418,2461.041,2390.2967,7187.503,4181.8992,2806.4746
2015-02-16T00:00:00Z,2531.9329,,,,,,,,,,
2015-02-17T00:00:00Z,2521.9284,2939.2434,2124.9989,1802.011,2261.5123,4224.4416,2486.3932,2424.6366,7213.9682,4199.1724,2796.9867
2015-02-25T00:00:00Z,2526.1164,2952.7412,2136.4205,1841.8937,2254.245,4167.8153,2529.5072,2419.8361,7413.9262,4179.4566,2793.345
2015-02-26T00:00:00Z,2535.0084,2957.4815,2153.3304,1841.4563,2227.7755,4159.4902,2563.3321,2428.0307,7450.6064,4179.0614,2825.8146
2015-02-27T00:00:00Z,2514.8526,3013.2856,2158.294,1866.1326,2213.1093,4172.1686,2562.655,2442.3974,7453.3726,4211.5024,2845.5622
2015-03-02T00:00:00Z,2522.7158,,,,,,,,,,
2015-03-03T00:00:00Z,2519.0678,,,,,,,,,,
2015-03-04T00:00:00Z,2488.184,2973.2467,2132.2341,1852.0568,2226.6844,4088.1493,2568.231,2431.2058,7498.5329,4058.5279,2859.0999
2015-03-05T00:00:00Z,2466.8655,2935.2147,2126.0075,1835.8168,2209.8501,4092.4865,2614.9105,2408.5875,7538.1882,4004.7732,2833.3068
2015-03-06T00:00:00Z,2466.375,2896.163,2121.8059,1834.4089,2192.6213,4073.5884,2630.3579,2386.7744,7556.0084,4068.1053,2834.7977
2015-03-09T00:00:00Z,2445.9586,,,,,,,,,,
2015-03-10T00:00:00Z,2425.7906,2889.2177,2126.7969,1827.4618,2191.372,4059.3381,2624.8233,2388.2363,7519.5073,4022.07,2811.2041
2015-03-11T00:00:00Z,2424.9573,2863.4272,2123.6638,1811.2107,2160.8085,4054.678,2589.0778,2366.671,7440.418,3947.9596,2806.8266
2015-03-12T00:00:00Z,2410.8374,2816.4397,2102.0853,1801.9918,2138.5105,4032.4625,2575.3168,2353.6779,7444.6106,3887.1033,2780.894
2015-03-13T00:00:00Z,2408.028,2823.5283,2111.8308,1807.746,2162.0059,3993.9382,2588.1066,2363.6488,7451.8015,3938.4893,2747.4047
2015-03-16T00:00:00Z,2404.3716,,,,,,,,,,
2015-03-17T00:00:00Z,2401.0283,2819.033,2096.3638,1811.9763,2140.9868,4001.5637,2579.2121,2373.6423,7597.5822,4024.1896,2751.1041
2015-03-18T00:00:00Z,2407.1583,2806.4637,2113.7496,1840.1533,2134.7364,4008.5132,2577.9968,2375.469,7509.41,4019.07,2777.4238
2015-03-19T00:00:00Z,2450.0177,2842.2766,2149.7376,1851.0937,2158.1218,4014.8773,2566.7996,2395.8041,7599.1437,4062.5296,2806.8453
2015-03-20T00:00:00Z,2446.6897,2888.4324,2150.9286,1872.4035,2191.9623,4048.9885,2578.8454,2429.0204,7975.7739,3983.3465,2818.9853
2015-03-23T00:00:00Z,2462.8501,,,,,,,,,,
2015-03-24T00:00:00Z,2469.7221,2839.7517,2176.8497,1880.5925,2193.3271,3990.9709,2592.8576,2447.7548,8026.6604,3954.5247,2815.4955
2015-03-25T00:00:00Z,2499.7119,2815.088,2163.897,1883.1677,2198.0285,3973.4552,2633.021,2436.3422,7948.1524,4001.693,2829.5738
2015-03-26T00:00:00Z,2498.5483,2821.8588,2157.8651,1880.0639,2212.8656,4020.8555,2673.6166,2446.5907,7926.7005,4022.1319,2824.3683
2015-03-27T00:00:00Z,2537.8097,2851.7392,2153.0652,1874.1356,2197.5982,4079.3922,2657.3517,2441.2753,7826.5815,3989.706,2833.7637
2015-03-30T00:00:00Z,2578.2931,,,,,,,,,,
2015-03-31T00:00:00Z,2566.7341,2917.0613,2265.8306,2001.7496,2224.4563,4146.8071,2717.4034,2487.4431,8012.5024,3974.2254,2871.8259
2015-04-01T00:00:00Z,2587.0481,2942.9972,2268.726,1987.6641,2225.3474,4178.3953,2726.7512,2482.5905,8152.9076,4007.5315,2905.6186
2015-04-02T00:00:00Z,2607.7408,2962.4901,2313.7565,2046.6981,2260.0887,4206.0654,2738.6805,2503.3083,8220.2536,4044.7311,2908.6377
2015-04-03T00:00:00Z,,3012.2106,2360.4143,2101.6055,2286.5653,4306.1445,2753.0454,2518.2845,8301.0706,4114.0469,2922.8755
2015-04-08T00:00:00Z,2659.6972,,,,,,,,,,
2015-04-09T00:00:00Z,2752.4507,3199.9388,2559.4919,2323.4558,2414.2878,4511.2182,2923.4929,2611.608,8587.0174,4386.7893,3016.2888
2015-04-10T00:00:00Z,2783.4999,3303.8048,2633.3106,2392.9679,2490.4851,4619.8469,2982.925,2676.8791,8894.8566,4424.2028,3075.3381
2015-04-13T00:00:00Z,2819.5811,,,,,,,,,,
2015-04-14T00:00:00Z,2775.6887,3390.2057,2762.9203,2521.1783,2544.31,4594.7684,3138.6557,2817.8339,9364.8077,4440.8903,3098.1869
2015-04-15T00:00:00Z,2771.5467,3344.1126,2698.113,2470.5153,2484.8827,4450.1815,3039.4714,2777.3828,8943.0095,4370.7329,3083.0813
2015-04-16T00:00:00Z,2775.4443,3388.8091,2676.4758,2469.2841,2459.4982,4365.4585,3206.8658,2800.6692,8800.7434,4298.9671,3071.3139
2015-04-17T00:00:00Z,2776.5085,3499.9825,2712.2255,2501.9824,2476.8121,4395.1464,3210.3346,2812.5365,8891.4159,4276.2597,3117.7261
2015-04-20T00:00:00Z,2731.4298,,,,,,,,,,
2015-04-21T00:00:00Z,2764.4426,3365.5353,2633.8683,2450.7028,2400.1135,4319.8141,3147.809,2736.3057,8515.1888,4341.5796,3064.0431
2015-04-22T00:00:00Z,2813.1355,3418.4213,2661.2338,2410.2659,2454.0428,4363.9088,3293.1404,2799.9655,8810.6282,4604.6168,3104.7075
2015-04-23T00:00:00Z,2804.0245,3418.1985,2719.9454,2498.3017,2467.7327,4411.6638,3379.2136,2814.3412,8975.0302,4574.0566,3155.5616
2015-04-24T00:00:00Z,2831.7564,3407.8152,2731.1437,2510.0255,2474.0721,4459.4245,3319.714,2801.9738,8981.9768,4562.4019,3161.4878
2015-04-27T00:00:00Z,2878.6371,,,,,,,,,,
2015-04-28T00:00:00Z,2870.9689,3599.5126,2791.6704,2551.9205,2515.0524,4455.9982,3338.0574,2870.4163,8998.2106,4662.1405,3190.7843
2015-04-29T00:00:00Z,2876.0524,3494.3032,2771.1569,2552.846,2492.0219,4467.6197,3263.6635,2878.8311,9045.3301,4628.7315,3177.2963
2015-04-30T00:00:00Z,2952.2284,3460.2659,2745.4412,2509.2711,2476.6372,4442.3815,3244.7674,2874.5526,9072.6727,4604.5466,3174.4186
2015-05-01T00:00:00Z,,3450.6502,2773.8841,2483.0333,2460.4159,4359.9597,3207.2564,2867.3217,8911.0614,4473.5821,3143.9659
2015-05-04T00:00:00Z,3022.8765,,,,,,,,,,
2015-05-05T00:00:00Z,2966.2125,3472.8291,2884.1127,2474.1052,2478.6328,4428.8112,3158.9008,2868.6265,8791.5185,4524.2415,3181.4084
2015-05-06T00:00:00Z,2918.844,3417.7187,2799.7565,2408.1,2447.89,4403.1883,3123.8591,2813.423,8779.9352,4506.5915,3142.6381
2015-05-07T00:00:00Z,2859.9252,3391.3322,2730.8021,2351.1572,2418.1415,4478.94,3078.8173,2801.994,8664.9176,4445.76,3097.4043
2015-05-08T00:00:00Z,2915.3956,3320.964,2675.9316,2277.8118,2364.9315,4403.7889,2971.7993,2773.2879,8500.8655,4331.7024,3074.2061
2015-05-11T00:00:00Z,2924.2738,,,,,,,,,,
2015-05-12T00:00:00Z,2884.2878,3328.0778,2764.7251,2399.2355,2447.0522,4398.3279,3141.3134,2831.7773,8811.5696,4376.5395,3121.0669
2015-05-13T00:00:00Z,2867.4263,3284.9322,2738.6152,2380.9163,2423.1881,4385.0166,3090.2485,2800.2955,8735.4814,4313.5713,3101.0232
2015-05-14T00:00:00Z,2879.0113,3291.639,2701.8592,2355.8741,2436.4256,4381.2629,3116.4504,2784.5537,8756.9437,4292.9281,3085.9243
2015-05-15T00:00:00Z,2929.9718,3273.4945,2722.8465,2349.3049,2419.0315,4386.8163,3120.6282,2780.0737,8958.6755,4283.3513,3094.1657
2015-05-18T00:00:00Z,2907.2974,,,,,,,,,,
2015-05-19T00:00:00Z,2924.3707,3278.1527,2730.5005,2384.3318,2447.5732,4463.1405,3178.0544,2818.8729,8994.5667,4308.8801,3120.2904
2015-05-20T00:00:00Z,2900.2932,3295.7939,2763.4227,2419.4688,2463.1425,4490.1858,3219.8712,2843.4978,9016.74,4293.2763,3121.7857
2015-05-21T00:00:00Z,2874.3478,3282.0002,2748.5588,2439.0899,2452.7123,4452.5893,3209.3054,2842.5949,8591.3381,4253.1886,3115.1409
2015-05-22T00:00:00Z,2909.0219,3280.4224,2727.368,2431.0772,2453.9029,4413.669,3163.1965,2836.0337,8520.0717,4215.8145,3082.8554
2015-05-26T00:00:00Z,2941.2966,,,,,,,,,,
2015-05-27T00:00:00Z,3111.2506,3388.9344,2820.755,2484.3913,2499.6291,4553.939,3235.5272,2932.9078,8605.957,4325.7229,3103.9136
