,DJUSBMT,DJUSNCT,DJUSCYT,DJUSHCT,DJUSINT,DJUSENT,DJUSTCT,DJUSTLT,DJUSUTT,DJUSFNT,gamma_reg,b_weight
2013-04,0.031546910536231584,0.14341397887464544,0.14591041754185835,0.15547620403025947,0.07415853367984628,0.0780976781433263,0.10506529516327268,0.11991662695910327,0.12387373664288806,0.022540618428568596,0.01,0.5
2013-05,0.027116958988206714,0.15125813395613763,0.14737156915747252,0.16058351319557185,0.07408585186025031,0.06762319271609372,0.1003754808678249,0.12436982138522909,0.12570166952457007,0.021513808348643203,0.01,0.5
2013-06,0.021647807467308548,0.15351818763731628,0.15273891309991894,0.16521007907150148,0.07862935551884939,0.06899891072826288,0.10105023588054828,0.11272695562819479,0.11193488896844532,0.033544665999654125,0.01,0.5
2013-07,0.005930831782783488,0.1555235707646062,0.15595025830410092,0.15606428715547582,0.08451971317261148,0.05244269916124532,0.10145273112154486,0.12741034233403162,0.10548152264227335,0.055224043561327006,0.01,0.5
2013-08,0.015918400916915834,0.145663358060503,0.15202693834050326,0.14769903303365906,0.08076116424573727,0.07046173795296301,0.10053234907110296,0.1276364074507696,0.11374602299843237,0.04555458792941347,0.01,0.5
2013-09,0.02477094672763012,0.14442480224147858,0.14754845872734457,0.14752034597265648,0.08121086267632949,0.07287668895814,0.10336422798371367,0.12433289317872627,0.11201195054761506,0.04193882298636579,0.01,0.5
2013-10,0.050492915492201966,0.1247597492129932,0.13930694762293352,0.13707810956676325,0.08616831627991658,0.07740342255354254,0.10618078432693881,0.12827957077535362,0.11911177780001773,0.031218406369338727,0.01,0.5
2013-11,0.06628053551953046,0.1203650905924951,0.12997091185390586,0.1254527074526795,0.08887887872426783,0.08438824941991183,0.10368015978425628,0.12166773655028724,0.11565236699595809,0.04366336310670778,0.01,0.5
2013-12,0.07403534296678915,0.1179011242612567,0.13336096289079938,0.13080803431204371,0.08866350372492367,0.07522945337179242,0.11181131840647401,0.10462905282922225,0.10666202775803749,0.056899179478661244,0.01,0.5
2014-01,0.0743674788552466,0.11873903495055355,0.12977371366506302,0.12496548660674009,0.0895218907420979,0.08000949346229963,0.11248703848120961,0.10436443971152357,0.10894484157019313,0.056826581955072945,0.01,0.5
2014-02,0.07136421287542184,0.11574630834111813,0.1277191958860584,0.12107742257015142,0.09185222215200207,0.069896298552484,0.10603836655824121,0.10904262271399454,0.10794908504460389,0.07931426530592459,0.01,0.5
2014-03,0.0702516550595126,0.11370829977335702,0.11945701570111042,0.12498329885158724,0.09885885873460912,0.07524484040711811,0.0958245092201542,0.09860033243049214,0.11613467330920146,0.08693651651285783,0.01,0.5
2014-04,0.06912138241784266,0.11451081998110835,0.11661404156229932,0.12287411181029065,0.09830010839095668,0.07733065191731939,0.09447419395788093,0.10137139557867786,0.11854570803564574,0.0868575863479785,0.01,0.5
2014-05,0.068099829718781,0.11541937853630928,0.11447615900732351,0.12313374327284415,0.0969172179862982,0.08107073100352977,0.09346170324227007,0.10203133456076025,0.12189972819704475,0.08349017447483909,0.01,0.5
2014-06,0.06608136922770169,0.11496660913404926,0.11766547467037729,0.12280791755227806,0.09789316674371915,0.07793974036925401,0.09586593423613479,0.10582659544957312,0.1200662339105979,0.0808869587063148,0.01,0.5
2014-07,0.06928150672163405,0.1138659794881556,0.11715648073521043,0.12102149137539825,0.09771396076493269,0.08362685788212203,0.09302128337033264,0.10376650774160542,0.11825040139423586,0.08229553052637303,0.01,0.5
2014-08,0.06739063092447936,0.11138601057396544,0.11870960339994796,0.12355853844422075,0.09537735244604946,0.08295868410349452,0.09557157822835366,0.10934146305989287,0.113450246143431,0.08225589267616495,0.01,0.5
2014-09,0.06768350904784862,0.11411745190517378,0.1174686524037087,0.1246505981902421,0.09489483083407108,0.08394380393370676,0.09626297631649114,0.10942368250568243,0.11530086093527112,0.07625363392780435,0.01,0.5
2014-10,0.06489500663915525,0.11456783801504948,0.1177807191964897,0.12841017540783856,0.09408102983264592,0.07780526670337085,0.09714561387383856,0.11176352610268794,0.1153850638722206,0.07816576035670313,0.01,0.5
2014-11,0.06389198467525685,0.11297671073504464,0.11687757895803198,0.12962054015812363,0.09670867705219581,0.07003094481086217,0.09472653385718291,0.11247810401886849,0.11973501108151534,0.08295391465291824,0.01,0.5
2014-12,0.06157754655380904,0.11511595327544245,0.12006557610977747,0.1293726791550941,0.09657238051936076,0.0645903599928053,0.09724835347627239,0.11186494196371086,0.1196419764132937,0.083950232540434,0.01,0.5
2015-01,0.060453386522597,0.1153383939071975,0.12227182063707397,0.12943187782023213,0.0973066784595544,0.06638063157013382,0.0938766592947155,0.10546916099159517,0.1218833103958122,0.0875880804010883,0.01,0.5
2015-02,0.06500573062981357,0.11190888347574417,0.11972814637754607,0.12716825986470492,0.09431758715491748,0.06483374819710741,0.09765204287597518,0.1117971377284897,0.1260370257464195,0.08155143794928194,0.01,0.5
