,DJUSBMT,DJUSNCT,DJUSCYT,DJUSHCT,DJUSINT,DJUSENT,DJUSTCT,DJUSTLT,DJUSUTT,DJUSFNT,gamma_reg,b_weight
2010-01,0.4299326908890943,0.1345379635948581,-0.19555521200578352,0.14675217757597414,-0.0661356056274469,0.8232138337430698,0.2330268102327281,0.012320195319444817,0.3231122572887691,-0.8412051110107078,0.001,0.5
2010-02,0.41807525165979936,0.13411932448981478,-0.18252510089995883,0.25080754786964427,-0.043537238478659854,0.8184008082703004,0.23977097768629868,-0.007604521727041805,0.2667812100451358,-0.8942882589153327,0.001,0.5
2010-03,0.4710376272918529,0.20844334989214625,-0.1162399924310853,0.23991838623530642,0.011722704966179942,0.6155958654993812,0.3697783374674351,-0.051011255420385634,0.24709042857978042,-0.9963354520806111,0.001,0.5
2010-04,0.4367625231734964,0.22635278870280373,-0.09090065056460063,0.19158971586338014,0.008601713842835756,0.5588214698068275,0.33563264626645845,-0.003612422725793943,0.18230185291855527,-0.8455496372839626,0.001,0.5
2010-05,0.5154563420360525,0.21561408812801214,0.0027294472017843144,0.00768938396025412,0.07126033200924757,0.7312170590759404,0.3862142240168639,-0.08775319013305873,0.1481671011317564,-0.9905947874268526,0.001,0.5
2010-06,1.0470955963159183,0.2640722099213538,-0.10103348485222872,-0.10369883869264356,0.07958404744046126,1.0178653481268871,0.4538107677208193,-0.1292127825690571,0.17793964122660527,-1.7064225046381156,0.001,0.5
2010-07,1.5128591211352609,0.46759541669144905,-0.37994597552567677,-0.06612455369675756,0.16475329763939886,1.05589638779783,0.7159788720431425,-0.11072028147209746,0.09202055117958213,-2.4523128357921316,0.001,0.5
2010-08,1.3311401864977574,0.4683878303618599,-0.36782029749909717,-0.1954356673716171,0.18798462754069312,0.8587495649554453,0.5225587106555855,0.05809647021632368,0.2170244928348743,-2.080685918191825,0.001,0.5
2010-09,1.4196353151799521,0.46161898380823196,-0.24121619428999325,-0.16056681254232802,0.06862576584218039,0.48649056405050156,0.3240680250584469,0.33197692515771426,0.285898649138844,-1.9765312214035495,0.001,0.5
2010-10,1.0506662632246906,0.3625482274335571,-0.00037022529060706105,0.04051623528290163,0.0991414219368191,0.27723668354032077,0.3485268285415554,0.3746281525856398,0.08633802586837604,-1.6392316131232532,0.001,0.5
2010-11,0.6670503051175614,0.3101495363858705,0.03075799124465787,0.06287938816956976,0.04176064351144607,0.3831813539203764,0.27744116418986664,0.22572557201403215,0.1745861077269804,-1.1735320622803609,0.001,0.5
2010-12,0.7288630052786286,0.33899348646416205,0.05469825994777219,0.026175961848016842,0.034732220409321474,0.5444097601779921,0.20699394918887154,0.15915512352889377,0.17800893944496904,-1.2720307062886276,0.001,0.5
