,HSCIIT,HSCIH,HSCIEN,HSCICD,HSCIPC,HSCIFN,HSCIMT,HSCICS,HSCIUT,HSCITC,HSCIIN,gamma_reg,b_weight
2010-01,0.2109587014427653,0.41267439623882984,0.20495847799453493,0.015739694720471605,-0.2897298580452066,0.006286225137506214,0.034221460915964674,0.4806586945438947,-0.026888088559065937,0.1974987695892863,-0.24637847397898083,0.001,0.5
2010-02,0.22647670301760386,0.442265219520224,0.20032481983302514,0.1039605199605579,-0.37852736463972836,-0.03468206459170092,0.05806526562785607,0.43190660152106525,-0.03491200066574651,0.2647620980404244,-0.2796397976235806,0.001,0.5
2010-03,0.21350613438489618,0.44207499369335895,0.17791385737171822,0.04533525616489823,-0.28920826463375043,-0.030426023041547734,0.01731303164528251,0.4316153610690155,-0.029577538940043197,0.26905743605595933,-0.2476042437697874,0.001,0.5
2010-04,0.15818489542502395,0.4023390610253708,0.1624299427546956,0.06507152655699326,-0.22657461907783344,-0.0020861631502821845,0.004591590163807099,0.41888436847159494,0.009483086001599618,0.20849296174660953,-0.20081664991757908,0.001,0.5
2010-05,0.183222445367345,0.4539611435309106,0.1935963841604071,0.04171442809109575,-0.3182002850007075,0.004261018958423152,0.022349780945966402,0.4466421958498055,-0.03457750285731098,0.21234762752929026,-0.20531723657522516,0.001,0.5
2010-06,0.18113968055940077,0.4862747481341318,0.20243685281497836,-0.004419492836882359,-0.31416205090932947,0.0030697085748507824,0.03660437890184513,0.44511225315800224,-0.030162320526875147,0.22033167958695044,-0.2262254374570724,0.001,0.5
2010-07,0.14430225809640768,0.46686184191943586,0.15710860154771683,-0.0020918526211236993,-0.26824852535904103,0.02521693957116174,0.00917877112759529,0.4481488404893425,-0.020873428103677677,0.22502600270300616,-0.1846294493708236,0.001,0.5
2010-08,0.1611393779271355,0.47123677465623204,0.07279800974046308,-0.028546095025846083,-0.255346640092135,0.0683494569794447,0.03316093320571812,0.4310094413694523,-0.028415180457138742,0.20753695622741414,-0.13292303453074,0.001,0.5
2010-09,0.1284877673085529,0.4876430186245588,0.08181968493424424,-0.02495652809807035,-0.2570535431800154,0.05043282979218584,0.043645522654483994,0.4374561107349296,-0.02610556650394763,0.19499247626871874,-0.11636177253564085,0.001,0.5
2010-10,0.12169028930136348,0.475830412442678,0.08995441269720578,-0.018025794364771808,-0.2401061753722259,0.05114021076510585,0.03242949627317237,0.4629827692951012,-0.03799029804817962,0.15924128956091893,-0.09714661255036806,0.001,0.5
2010-11,0.0925382867510032,0.4296652738438192,0.12322724551599311,0.021957052318426616,-0.22027820971519968,0.05908876841662267,0.013217959202566944,0.4510367917504228,-0.03860118416870878,0.1464161354467593,-0.07826811936170545,0.001,0.5
2010-12,0.07639760872816427,0.46188163530145093,0.16142210558413367,0.04820772082749678,-0.2576525751706462,0.05260310541480765,-0.0012634818052056976,0.4438143589372469,-0.06401264148357003,0.13184669988807718,-0.053244536221955394,0.001,0.5
2011-01,0.06391052649118747,0.45368940692364595,0.20153756953684343,0.03299075805905354,-0.2465827868170129,0.024072041515335568,0.0033702454778127347,0.43392277220699027,-0.05755619102253075,0.1508850965102567,-0.060239438881582036,0.001,0.5
2011-02,0.12415671222547936,0.388111290026466,0.16360036821373847,0.06691017444659234,-0.2273570877672616,-0.00048453065161873504,-0.016170722577746488,0.36855330270044556,0.01729056135184942,0.17938093247337417,-0.06399100044131839,0.001,0.5
2011-03,0.16350455521298532,0.3711634468871277,0.1809008974570535,0.059065421126872415,-0.2616614542455449,0.019170478709142198,-0.017641406769738716,0.356724757055872,0.04627105426460342,0.17484676944531807,-0.09234451914369092,0.001,0.5
2011-04,0.12645909763263707,0.33456428700142005,0.2325438763383162,0.044484941137719336,-0.21377607678538713,0.0032466219439058475,-0.037075877986850345,0.37963338215439285,0.08147663311020875,0.12858046051543098,-0.08013734506179367,0.001,0.5
2011-05,0.12945612690583325,0.3158045016568139,0.20658694209169925,0.03132361325380438,-0.21509943738052034,0.02572148062907858,-0.05650332674768177,0.40963451777144777,0.09168308070949573,0.10191089788039759,-0.04051839677036842,0.001,0.5
2011-06,0.07268687097400581,0.2895743666474147,0.19692745577970833,0.06667973227247369,-0.16036016975589784,-0.031396880584961,-0.05853962322593673,0.3935675448147555,0.11701938422117458,0.13420022840237117,-0.02035890954510826,0.001,0.5
2011-07,0.11478196031597554,0.30441906667962576,0.19655406776554468,0.0241701798209261,-0.1596431727391755,-0.07592901962983067,-0.05586141397344947,0.3766756263312648,0.14695087889904035,0.13922242880576763,-0.011340602275689088,0.001,0.5
2011-08,0.10573878847042475,0.287325431361936,0.17615517687184046,-0.009139224748207657,-0.1335266248084011,-0.06318033135447915,-0.026048634499069953,0.401716542955599,0.177450297551705,0.11661270732730714,-0.03310412912865435,0.001,0.5
2011-09,0.09860335756619748,0.28685659493926596,0.20950120339569156,0.015106770706135995,-0.16769181074753625,-0.12014836410344358,-0.038104627114528944,0.42080822607453017,0.16732498468888085,0.17136520458932203,-0.04362153999451532,0.001,0.5
2011-10,0.12513712609896238,0.3102420750538652,0.27877665241924326,0.005548220853310554,-0.22160268459944704,-0.16450695311202862,-0.05923730073494633,0.408421600963648,0.19040203522284543,0.19816971831277264,-0.07135049047822534,0.001,0.5
2011-11,0.06477537991734351,0.3128032995327972,0.3181063514229766,0.026884802946523744,-0.15335142541862112,-0.10156547379302551,-0.08751783822013721,0.4647356302887171,0.12586442178502633,0.06327397371181223,-0.03400912217341273,0.001,0.5
2011-12,0.11893272989079215,0.32617716743567754,0.29292995406127803,-0.008429081060538746,-0.1608796949051594,-0.15133062430802752,-0.1705547860534974,0.4502591423970209,0.16425394839687463,0.0892001539102208,0.04944109023535908,0.001,0.5
2012-01,0.1258448692331447,0.4060096768631571,0.29577950510147066,-0.049651498231679664,-0.14224445988478868,-0.15438117113497224,-0.20240730831132275,0.38592864402335947,0.138226246197513,0.10405372312360418,0.09284177302051429,0.001,0.5
2012-02,0.1846809553763949,0.37229275676089796,0.4766444238670517,-0.08889927277611047,-0.157420078775306,-0.08365065645238993,-0.21576704089725318,0.367836437239198,0.14250277393334562,5.6574194334774175e-05,0.0017231275298367002,0.001,0.5
2012-03,0.23518039511492556,0.30630774313407505,0.35897956525581964,-0.08682512239764135,-0.05079349842071812,-0.03635889699158587,-0.2513664917686058,0.21925921498380269,0.24287132037956688,0.02579037605097868,0.036955394659382766,0.001,0.5
2012-04,0.2331104125926156,0.29211092398982963,0.3049295159065295,-0.04789696440315652,-0.0945111755383136,-0.04133660131154464,-0.2617936282938307,0.27587006535217146,0.21440011406089782,0.06150984150801288,0.0636074961367885,0.001,0.5
2012-05,0.25834612092716547,0.2898606086291795,0.3677891357527337,-0.06550401910836069,-0.07711360475482208,-0.07479569513120096,-0.3330561376636845,0.28225529071165134,0.1928170126695687,0.06314127172679747,0.09626001624097211,0.001,0.5
2012-06,0.3013986181666712,0.3485004529950937,0.3329104509586636,-0.1908967751818525,-0.04383978798341234,-0.09536027340223786,-0.414150980797031,0.2745502891511087,0.21064393223802585,0.06503432909024731,0.21120974476472343,0.001,0.5
2012-07,0.3549274712637331,0.32572708970731823,0.23557900148316036,-0.20733412212773433,0.007535951840169405,-0.056297235504266976,-0.406890980598732,0.28889600737117505,0.25667032005841484,0.03354916755295183,0.16763732895381067,0.001,0.5
2012-08,0.3286356197681953,0.37701443558082937,0.27798528267399897,-0.10280107572506551,-0.015353501529270216,-0.06781008963293557,-0.4802860851942759,0.31391658449215015,0.2040456554408317,0.05006774799670086,0.1145854261288411,0.001,0.5
2012-09,0.4649502917536673,0.5602179501160465,0.35250491447376897,-0.11028445484047229,0.036739625261031805,-0.05539009646240392,-0.6174485366359855,0.21246923253239303,0.24528133929563278,-0.1434328225482837,0.05439255705460524,0.001,0.5
2012-10,0.5207746337741888,0.4757653232630503,0.2583640122107559,-0.1637352348925929,0.08856209371184291,-0.028449736346452856,-0.5768299309990528,0.23574956380089107,0.3234170356922796,-0.17335933873443693,0.039741578519526935,0.001,0.5
2012-11,0.5964185575834932,0.5786570338668693,0.21566443190821294,-0.23122208804262362,0.05436442738498215,-0.05296960331804544,-0.6439468084300917,0.3484475150682471,0.3625346819730145,-0.35987350963541714,0.13192536164135849,0.001,0.5
2012-12,0.514861685962753,0.4196536211201456,0.2048378063330784,-0.12416202938032138,0.07706424571275486,-0.041194247429736,-0.5968917058486289,0.333236308293261,0.37753003662024254,-0.2912979949518425,0.12636227356829352,0.001,0.5
2013-01,0.5114157567026183,0.4656198508619964,0.28617373316858624,-0.17629452963185438,0.11662714058355417,0.04642211305998925,-0.6679946587091647,0.25153569398325254,0.32823924438918295,-0.31324442357181315,0.15150007916365238,0.001,0.5
2013-02,0.3982190302434723,0.3649867549358242,0.17341033486109164,-0.13488956838710275,0.04634591307661755,0.11573909878857452,-0.3651519202918768,0.16481034378102327,0.31419159215639514,-0.14327051978709637,0.06560894062307732,0.001,0.5
2013-03,0.4567150035809332,0.3185500869678141,0.05944352641842997,-0.14061873476627956,0.16252459041947404,0.03883887562582391,-0.5387994869822984,0.24645279798623188,0.3274167856069253,-0.11801031694822266,0.18748687209116816,0.001,0.5
2013-04,0.4213443249121562,0.35173438284186936,0.13171921267477743,-0.1361152149027784,0.11362261226033014,-0.02123458806377368,-0.45552151760542564,0.20739512638749713,0.34352005799243496,-0.12661519807103205,0.17015080157394463,0.001,0.5
2013-05,0.5106675112696273,0.38279204230176117,0.030321053213096597,-0.0946880538676284,0.15834636603964541,-0.06618370741105566,-0.4798228799130781,0.2173702017713638,0.43405716692108265,-0.2169741691003243,0.12411446877550977,0.001,0.5
2013-06,0.48620701861811233,0.36498646015689207,-0.023394838164362455,-0.09540060472600918,0.1718797032717435,-0.03618227879922123,-0.49044418485726365,0.23597667613688728,0.3535033841163481,-0.11969901389393862,0.15256767814081199,0.001,0.5
2013-07,0.4222216483273947,0.38796121973563785,-0.07488902240683916,-0.01279379286410074,0.17641100435222912,-0.04811970907117852,-0.35722175575793086,0.13367131968347395,0.3262295400522574,-0.025832990693351918,0.07236253864240817,0.001,0.5
2013-08,0.4182487691633334,0.34536427789708246,-0.012318456165558517,-0.054221883706588606,0.14559447599755665,-0.07728943630770431,-0.33282055865089083,0.15079200679109384,0.3597732939291089,-0.02754969504261634,0.08442720609518345,0.001,0.5
2013-09,0.4441927533004542,0.3332321415048956,-0.01938986822069566,-0.02098919826353625,0.1300981919156156,-0.12457755458699436,-0.32807643456252183,0.19788338405657202,0.32619550235048483,-0.023721033909606407,0.08515211641533234,0.001,0.5
2013-10,0.3445781590218863,0.26216677850345654,0.05380101480793868,0.02384964273978762,0.1300980521402934,-0.13048378602602445,-0.2002748032688974,0.19868631618705268,0.2494915913741801,0.052045222631026365,0.01604181188930017,0.001,0.5
2013-11,0.2746123717627768,0.17761632818393597,0.09407658673000513,0.056022114111885464,0.04477339656163746,-0.07397071472971743,-0.14908356682523205,0.16731940423494246,0.2918540551769851,0.05341122878890291,0.06336879600387822,0.001,0.5
2013-12,0.3648752593035944,0.1605148714737092,0.09551040088399952,0.12690912296950496,0.001067965746274116,-0.07225745817226063,-0.1937072136330203,0.14232775586881985,0.27975096313713244,0.0512322352573531,0.04377609716489335,0.001,0.5
2014-01,0.3498458930098481,0.16356589673747618,0.09599470721994516,0.18885438786564723,-0.0005662957303344471,-0.032156649248547886,-0.24563842043098905,0.13673181394746786,0.3045468825285225,0.015606665214212383,0.02321511888675217,0.001,0.5
2014-02,0.3814628486698023,0.1649751522661467,0.08165189495953541,0.17299625608347147,-0.012341478255794645,0.005925777363496247,-0.264372432809253,0.11887676070193513,0.26816333539590215,0.046976405975484456,0.03568547964927381,0.001,0.5
2014-03,0.3874351818344925,0.1429612552191979,0.08006073801643773,0.19118287743518347,0.002995777971956763,-0.008817974158241107,-0.26460462066975665,0.1272742531895048,0.2602749136588796,0.05340962169286372,0.027827975809481268,0.001,0.5
2014-04,0.38016808028465265,0.13265849195121593,0.06698895020653658,0.1869634036858242,0.01680899370491859,0.0248357422721033,-0.29213171465858445,0.14163598557181,0.2788436756388132,0.03469604171041286,0.028532349632297165,0.001,0.5
2014-05,0.3443308580441609,0.10925641556982962,0.08253687760122275,0.16898069961358891,0.004683223847446218,0.02890441822346765,-0.26329055505894494,0.154718363014835,0.2724763409041752,0.07914298396655779,0.018260374273660923,0.001,0.5
2014-06,0.3476387164553044,0.11789301778680589,0.08116167182946485,0.14783562952410878,5.800432186657545e-05,0.04487470525450788,-0.2792693103608788,0.1391040128095482,0.30550254753348133,0.07039371073198505,0.024807294113805955,0.001,0.5
2014-07,0.38148908798451375,0.11604419383226894,0.12651838440444466,0.1997493797635128,-0.003691862353043751,-0.029613576726915447,-0.3130787305888288,0.08213529984780205,0.33218606436179166,0.05439247202203412,0.053869287452420096,0.001,0.5
2014-08,0.3784686730865398,0.0802256556996797,0.08040162628067624,0.14428686257772544,0.03477002105775578,-0.006599010139984637,-0.26069061926076686,0.09972644096034032,0.2783133700165208,0.14128363926017062,0.029813340461342805,0.001,0.5
2014-09,0.3119924250436985,0.11882446848827027,0.09151168526204771,0.12887437839549626,0.060637878754163266,-0.02596422473811323,-0.22688199561385386,0.06667483711484931,0.25467398394708324,0.1789021457794272,0.040754417566931496,0.001,0.5
2014-10,0.33646247696669895,0.18220566919248898,0.0580863571878791,0.07781807492316961,0.06645309418174436,-0.03233662570364697,-0.2475037652004044,0.03071914774056941,0.2726340059077659,0.17829761684565243,0.0771639479580826,0.001,0.5
2014-11,0.30417325678492707,0.16401902307760347,-0.005170754439988816,0.09274839960577813,0.06620519111653547,-0.021630084875171998,-0.2410522841265465,0.023708142553156158,0.30992717925629243,0.2062753085586957,0.10079662248871896,0.001,0.5
2014-12,0.35649299670485063,0.11987603630743389,-0.06387489471586208,0.09248284677045346,0.13383795302359222,-0.01657924145345057,-0.29398091219608297,-0.07728011460490068,0.3908799809141928,0.23675350548164936,0.12139184376812398,0.001,0.5
2015-01,0.34008758793636173,0.11342272065819,-0.10648910077656852,0.02308241116158125,0.1471855146756063,0.07424814653864167,-0.34302118780818297,-0.1268424994226442,0.45122200216471564,0.23620647878854178,0.19089792608375733,0.001,0.5
2015-02,0.3167879587600541,0.14441320473218924,-0.06030083670936573,-0.04716009909209093,0.18863216841284342,0.08654468251018138,-0.31322203889104444,-0.05707880161529777,0.38913406743555784,0.19389150693554863,0.15835818752142422,0.001,0.5
2015-03,0.3486947967297085,0.1105893774816641,-0.060543763997837244,-0.06331194142225971,0.14426492473871527,0.10254166469032833,-0.3057314385971648,-0.08281536247471884,0.3942344544600285,0.22135056653952,0.1907267218520159,0.001,0.5
2015-04,0.3891667924444273,0.09163990213742279,-0.07525448052293546,-0.11047910712706509,0.1513563642524547,0.1187183431923059,-0.3163626682167219,-0.09266681740544401,0.4161154634558762,0.23126904176346347,0.1964971660262162,0.001,0.5
