,.HSCICD,.HSCICS,.HSCIE,.HSCIF,.HSCIH,.HSCIIG,.HSCIIT,.HSCIM,.HSCIPC,.HSCIT,.HSCIU
2008-01-04,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2008-01-11,0.09065460477170453,0.0959927290123021,0.09309883748142098,0.08725826861221812,0.08918187956293638,0.09053366051855262,0.09077178516625042,0.09115080740810841,0.09096902201279848,0.08943255376454845,0.09095585168915957
2008-01-18,0.08939892631180539,0.09529701604583567,0.09542425885160292,0.08919615248490659,0.09033257514043094,0.09234922607823291,0.08407245646647371,0.08845056582955614,0.09240544754752568,0.09212729137514758,0.09094608386848238
2008-01-25,0.09041801882000099,0.0932876173078741,0.09087182186830423,0.09333912910099833,0.09252415980768496,0.08698995997239273,0.08077374635018945,0.0850465761587476,0.09337369521795373,0.09424096660642488,0.09913430878942908
2008-02-01,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2008-02-08,0.0931962485301017,0.09075311169437572,0.09191373441658077,0.08919003237011622,0.0901340760939702,0.08986853042498306,0.09253748151712753,0.09055449626081709,0.08689195267488223,0.09123537668909078,0.0937249593279547
2008-02-15,0.09088004833804036,0.09209048517557682,0.09080682901755803,0.08633946415982816,0.09449834529761073,0.09592683881690983,0.0900878965113251,0.09062254062081715,0.08556434639307545,0.08958329309815348,0.09359991257110495
2008-02-22,0.09071431737987735,0.09021042792705747,0.09191871101838874,0.08500443706168878,0.0993201574883011,0.09449843637717394,0.08718071699371444,0.09414379319239127,0.08662716573640038,0.0898073995038133,0.09057443732119326
2008-02-29,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2008-03-07,0.09187994335623605,0.0861324881551861,0.09191720798968561,0.09367267442702527,0.09246342830185247,0.08837263477893048,0.09292908962021475,0.09118177017977323,0.09098614019764834,0.09009771779484811,0.09036690519859973
2008-03-14,0.0930713298832654,0.08801445700283451,0.08885378062835834,0.09485641915356707,0.09364930372659024,0.08889287385307522,0.0917929786093814,0.0895101307484605,0.0897477740857609,0.09081105702561824,0.09079989528308824
2008-03-21,0.09069419280600848,0.08873006315774534,0.09102287443089858,0.09877816107525123,0.08636569473157354,0.08662519255106475,0.09421941082303006,0.08533857021963645,0.08746587124466733,0.09278055638223123,0.09797941257789282
2008-03-28,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2008-04-04,0.0892780764248664,0.0951607958716039,0.0916489771679607,0.09017224766036423,0.09809109813601086,0.08457472900539197,0.09078492541706437,0.09186519819266474,0.09338868933796557,0.09108790332840742,0.08394735945769975
2008-04-11,0.08975641296518864,0.09418846226271206,0.09285311892886347,0.09298069374949755,0.08566297939136196,0.08702858197183583,0.09294439695767019,0.09296184200252793,0.09649664807511407,0.09218669497333441,0.08294016872189404
2008-04-18,0.08786352954141917,0.09494552435963663,0.09567880777613177,0.09501034588969531,0.08481984462726463,0.08585233737447905,0.08876535922853487,0.09421606454994291,0.09433324146749011,0.0960928589524151,0.08242208623299048
2008-04-25,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2008-05-02,0.08965615586336763,0.08948690051574033,0.08933410948139939,0.09002028055054015,0.09337417499717017,0.10424202506040275,0.0864763553650506,0.09242530407598817,0.09211796482655868,0.08654853564896567,0.08631819361481659
2008-05-09,0.08920620694005725,0.09085927524315163,0.08765259986800203,0.09116330462210565,0.09341592429106477,0.10305172825296424,0.09134136597836627,0.08879122891635685,0.09208659351120552,0.08526854362614497,0.08716322875058075
2008-05-16,0.09026225034362598,0.09213078184155209,0.08989713428284679,0.08973780549024885,0.09254404305006013,0.10092988082768854,0.09240347945425947,0.09147805938198184,0.09024546825339812,0.0845418825666887,0.08582921450764944
2008-05-23,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2008-05-30,0.09096121396103762,0.09139756283453468,0.0915566055248746,0.08953373751069856,0.09264378830978612,0.09464196664904072,0.08985964395714421,0.09176428214221477,0.08731063988248255,0.08884923041739354,0.0914813288107926
2008-06-06,0.09244091276209361,0.09015615450759504,0.09107621472362454,0.09060089669576993,0.09337474754661279,0.0922754231018538,0.0876831851347898,0.09171030827169797,0.08951492926936258,0.08323969835918525,0.0979275296274148
2008-06-13,0.08935319243375203,0.090733760672002,0.08975066082764405,0.09104405957195609,0.09597620088880222,0.09374990851901008,0.09060895480514339,0.0892180963018629,0.09009385883101302,0.08143507957050326,0.0980362275783111
2008-06-20,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2008-06-27,0.08963821460950268,0.09176534358540678,0.09027117370714162,0.09012756459970361,0.09373563106001255,0.09168841482255592,0.0898120962599683,0.09006290450744593,0.09007924868068139,0.09116849884108873,0.09165090932649234
2008-07-04,0.08740802129232916,0.09505210405070966,0.09423554209721556,0.09304818473961343,0.08502310517509153,0.09455661829648929,0.08739629897343924,0.08852531839309365,0.08800993321779815,0.09374734110038996,0.09299753266383039
2008-07-11,0.08900705320180746,0.09459245257661546,0.09482850031602223,0.09250434148533503,0.08070528949875362,0.0948908222557222,0.08743145077173335,0.08739083504083289,0.08719404034483448,0.09755748772730126,0.0938977267810421
2008-07-18,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2008-07-25,0.09269814452521707,0.09298937013531546,0.08762685119284455,0.09234131100592811,0.09174806864145722,0.09219347521322079,0.08997990802150173,0.08837728729367196,0.08822948468885847,0.09258837597568324,0.09122772330630133
2008-08-01,0.09453933235126434,0.08930376049534473,0.08282594437147332,0.09495802699929108,0.0968408056824584,0.09280822135835226,0.08967977475169304,0.08536505965909529,0.09046435299891413,0.09173825258282158,0.09147646874929194
2008-08-08,0.09437796813006609,0.09064685371758593,0.08512862872055778,0.09645780157021845,0.09239687946050507,0.09095013919903643,0.09572951142109373,0.08204314701208205,0.09000195386575369,0.09196368394174508,0.09030343296135587
2008-08-15,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2008-08-22,0.09026085052924329,0.08954678095774987,0.09092134140874784,0.08764908665003239,0.09701373493571384,0.09263463201322378,0.09377579599680398,0.0862331898076361,0.09016379561587512,0.08669299880252779,0.09510779328244602
2008-08-29,0.09018831306068585,0.09229032722677026,0.09268930008175097,0.08739009754748063,0.09948982376992932,0.0887846344706777,0.09029360330612225,0.08647102060797629,0.08824347382580765,0.08688228740332757,0.0972771186994715
2008-09-05,0.0873290438046198,0.09381369221763788,0.09742965698321146,0.08838952068633331,0.09725100295004552,0.09057898889155327,0.0892485996609909,0.09071916042442774,0.09061855348893484,0.08125395594583228,0.09336782494641302
2008-09-12,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2008-09-19,0.0919397776475016,0.09023333448679548,0.08685564786238543,0.09442960822865316,0.09205919926093453,0.08870965668867684,0.09384277223459557,0.08545635649373788,0.08930560926450049,0.08936135859475199,0.09780667923746703
2008-09-26,0.08992811062226813,0.08822523921619896,0.08825728418552602,0.09535096058172136,0.08075176040784514,0.09339307330779295,0.09271585704118901,0.08797318640040816,0.0881790199652301,0.09918808834064329,0.09603741993117695
2008-10-03,0.08831816229901324,0.08372308349592829,0.0918116368017076,0.09850357191429664,0.08606508242892844,0.09686296403840072,0.08467779516378283,0.08626609501731859,0.08730070203123717,0.09725025830785267,0.09922064850153382
2008-10-10,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2008-10-17,0.09035011625972394,0.09736591068876885,0.08102338723298133,0.0936849357234362,0.10185774102671168,0.08183713824994952,0.08938225313840083,0.08461987849814222,0.08736411317829222,0.09562799180840904,0.09688653419518409
2008-10-24,0.08839800503190334,0.09817742286694338,0.08312978846195264,0.09268870370944501,0.10644592270334455,0.07294271959609071,0.09381974831467481,0.07473524641179258,0.09385717854408258,0.09878647853218141,0.09701878582758892
2008-10-31,0.08723609216903166,0.10287338420307296,0.07824079916864994,0.08794002896148595,0.11278081727625586,0.06719337868379383,0.09381539677592506,0.07024535698182999,0.0999238441003706,0.09986047128559482,0.09989043039398936
2008-11-07,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2008-11-14,0.0913154905589497,0.09576165748887402,0.085641353703368,0.0928106907640544,0.09608407411830189,0.08693570399831906,0.08654720558347723,0.08883533186830866,0.09457751319431315,0.08789284988365197,0.09359812883838192
2008-11-21,0.0864971660314395,0.09824595615860716,0.08712392867982673,0.09038445063844426,0.09759066195372255,0.0901277814098922,0.0840535373389839,0.09748172830130798,0.089021027254503,0.08953209879930568,0.08994166343396699
2008-11-28,0.08428521902050828,0.10223803237773604,0.08246230085593056,0.08999012879967504,0.10448930735437008,0.08968381510001364,0.07523389411658649,0.09253055119449731,0.08843355942309897,0.0946732802404837,0.09597991151709995
2008-12-05,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2008-12-12,0.09286797547017919,0.09014666705284652,0.085998225801848,0.09190670445965134,0.09330610456043234,0.09311590020165335,0.09250648895472653,0.09353870420341741,0.08759857146995054,0.09360526589333285,0.08540939193196202
2008-12-19,0.09146049868178142,0.08711000422126265,0.09394482464387068,0.09007704151722311,0.08631671694381261,0.09275322778530132,0.09742280139835016,0.10119192190522558,0.08984839891278058,0.09108367789944292,0.07879088609094893
2008-12-26,0.0878735151978194,0.08519474361505404,0.09077266447063657,0.08540935337320754,0.084131843585432,0.09654050597284698,0.10236423873025167,0.10985264757684154,0.09433909227412896,0.08977026597782983,0.07375112922595155
2009-01-02,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
2009-01-09,0.0887878955248802,0.08733154881364427,0.09695410975131462,0.08979232397693547,0.08767942613531216,0.09290883846195463,0.09132935399122341,0.09330955463444261,0.09043169371196284,0.092941145597319,0.08853410940101067
2009-01-16,0.09231886200779317,0.08692362930033694,0.09829649890201986,0.08618324129624261,0.09372434523230325,0.0883419373077878,0.08593646487960091,0.09572526358330163,0.0929330459958585,0.08923505880936727,0.0903816526853882
2009-01-23,0.08983806354085141,0.09529716001333087,0.09206143310225033,0.08474263582104254,0.0988618475399453,0.08864361526963205,0.08651838754095993,0.09180277848855954,0.09150783291983643,0.08635813157112317,0.09436811419246835
