,.TR15GSPAU,.TR15GSPBK,.TR15GSPCS,.TR15GSPDF,.TR15GSPE,.TR15GSPFBT,.TR15GSPFDGR,.TR15GSPHC,.TR15GSPHHPE,.TR15GSPHR,.TR15GSPIC,.TR15GSPINSC,.TR15GSPIS,.TR15GSPLP,.TR15GSPM,.TR15GSPME,.TR15GSPMS,.TR15GSPPHB,.TR15GSPREC,.TR15GSPSEQP,.TR15GSPTEHW,.TR15GSPTRN,.TR15GSPTS,.TR15GSPU,gamma_op
2011-04-01,0.0011948954465763103,1.2003089503054341e-05,2.110297232722964e-05,1.3118338376796206e-05,0.03715221387887456,0.9608153322446866,3.276519625201098e-05,2.914480664103743e-05,4.801401047008852e-05,6.780516110061635e-05,3.697827102725924e-05,1.2624475339249115e-05,4.319082970773082e-05,2.367086736482346e-05,8.05040787036403e-05,4.241408008845795e-05,4.2723321646562836e-05,3.083699835739937e-05,4.524412316598116e-05,3.245954088769562e-05,7.837488574836894e-05,6.474732861022972e-05,3.657611281470655e-05,4.325994172953005e-05,2
2011-04-08,0.0011970045259144758,1.197785089596841e-05,2.1357253804842664e-05,1.3093505007320848e-05,0.03728304178221699,0.9606807664620595,3.282978509553196e-05,2.9561732641234342e-05,4.8063701937875626e-05,6.75509268586731e-05,3.7376308716852655e-05,1.2561007919190549e-05,4.329957429809403e-05,2.3751439539284696e-05,8.134632369888556e-05,4.241787993000626e-05,4.285124750212342e-05,3.0870202442688394e-05,4.586367834845859e-05,3.150151376557788e-05,7.634145844217561e-05,6.536601191297952e-05,3.755331562095148e-05,4.365251143020863e-05,2
2011-04-15,0.001169262021383143,1.1820607519513437e-05,2.1264006123083575e-05,1.3129819215609956e-05,0.03706635108829529,0.9609333877482129,3.310722467806453e-05,2.9230618202995617e-05,4.782918394400937e-05,6.635049680963552e-05,3.673947135544552e-05,1.2391122706643016e-05,4.3047968563652814e-05,2.35095600037502e-05,8.10587546344355e-05,4.1574654160864514e-05,4.319398217666651e-05,3.101955473207388e-05,4.4789998299451725e-05,3.157599664413856e-05,7.504247501379497e-05,6.345854491963474e-05,3.754938846294333e-05,4.331571394222235e-05,2
2011-04-22,0.0011123730046131875,1.1273326690033629e-05,2.0825994906379586e-05,1.2552248987129736e-05,0.0352973633510607,0.9627734072056242,3.297999762982519e-05,2.9008854569930798e-05,4.8117635683653116e-05,6.581603292960497e-05,3.5654179589135346e-05,1.2020217185046303e-05,4.193379224261787e-05,2.3569440667085566e-05,7.793455206502732e-05,4.083403247418198e-05,4.258443499862995e-05,3.108915302439852e-05,4.503811375667825e-05,3.0468107069242788e-05,7.286492166726204e-05,6.283244629052268e-05,3.690080712553133e-05,4.255814914991401e-05,2
2011-04-29,0.00811812755658841,4.6690555963832536e-05,7.430008563211882e-05,6.456238040808719e-05,0.0024437455418754982,0.98323508801895,9.507652805744449e-05,9.803120570502089e-05,7.719275931354706e-05,0.0004704095905540707,0.000252466055048378,4.0709221294600584e-05,0.0002309109155515729,0.00022407881313132524,0.0009846342183388174,0.0002499392886446683,0.00047229172067139724,6.257914713248599e-05,0.0009668748296177507,0.00020192039753946962,0.0008279862906330239,0.0005308593483217845,0.00014056768012935417,9.095785089724591e-05,2
2011-05-06,0.008032994550662045,4.6912860555734786e-05,7.377720788025059e-05,6.388543293837897e-05,0.0024453832319339948,0.9833182473684638,9.436796434340885e-05,9.865907031199599e-05,7.814968995522965e-05,0.00046440136591155765,0.00025394951611947783,4.108892833075531e-05,0.00023182247200909337,0.00022151278500640194,0.0009785689578770142,0.0002527044016330443,0.0004682470974160332,6.347042727569985e-05,0.0009735050647694604,0.00020531622184409362,0.0008147313823106266,0.0005454651412210553,0.0001409994380846107,9.183942314588583e-05,2
2011-05-13,0.007890027893781452,4.621577549614396e-05,7.341459958360175e-05,6.347369740531065e-05,0.002282921070353708,0.9836823425536272,9.478250154457866e-05,9.986916191661052e-05,7.88640865055347e-05,0.0004680506240091684,0.0002497800980239881,4.025996309515884e-05,0.00022898169769041318,0.00021977266655603538,0.0009480415259560954,0.0002504761610433721,0.0004670688407215908,6.388767301691038e-05,0.0009568523516240141,0.00020586660944416015,0.0008117043452157747,0.0005432529834864246,0.00014174301339947554,9.235010650318634e-05,2
2011-05-20,0.007723681572956217,4.499893388370481e-05,7.30376274028375e-05,6.04621332242351e-05,0.0022227090215443937,0.983996210048997,9.667706576704414e-05,9.949165808204029e-05,7.966618784055354e-05,0.00046912210683165635,0.0002440341382305528,3.94176366193357e-05,0.00022596130314417285,0.00022009727794090092,0.000921788745864607,0.00024490842954108484,0.000470314504611001,6.424240172557953e-05,0.0009417807307292607,0.00020295839865585704,0.00079641268303116,0.0005288314449090242,0.00014060275401577466,9.259319445183719e-05,2
2011-05-27,0.002713986512999478,6.131822148066051e-05,0.00010896006426448779,7.88329285796351e-05,0.0019275302251790631,0.9859070173340073,0.00014425541728206159,0.00019670159151885004,0.00018031344671495288,0.0011806298220740537,0.0002960495120200475,5.587628274318591e-05,0.0004028375029247709,0.0003481161167834621,0.0010330383979660785,0.00027824172686851355,0.0007016074943644035,0.00011686547907783628,0.0012759892997980162,0.0004514381615286032,0.0012166707425742378,0.0008898817961582005,0.0002641558516126999,0.00016968607147940969,2
2011-06-03,0.002705883703355207,6.194330200165243e-05,0.00010913516931658651,7.911776788339548e-05,0.001978741665524082,0.9857925824213275,0.00014381229866603144,0.00019416620537680775,0.0001787888800658778,0.0011863439601234294,0.0002968138087546157,5.5643096756712786e-05,0.00040258000038336287,0.0003536725601233396,0.0010579806133472576,0.0002791228345141048,0.0007057089075369826,0.00011713756101685988,0.0012995278477817966,0.00044656435060846516,0.001228289539056872,0.0008923673832434784,0.00026575099233618526,0.00016832513089947365,2
