,.HSCICD,.HSCICS,.HSCIE,.HSCIF,.HSCIH,.HSCIIG,.HSCIIT,.HSCIM,.HSCIPC,.HSCIT,.HSCIU,gamma_op
2008-01-04,0.03346885992805996,0.014588759184192383,0.5853387970647081,0.045915806237949094,0.014136004467421116,0.03946046831221266,0.05002267343247782,0.09452580295143889,0.03453678608366039,0.070707986553516,0.017298055784363678,2
2008-01-11,0.03299229876194628,0.015227846228066132,0.5925613994337889,0.04356629165350952,0.013708346818719831,0.03884669753246396,0.049374142235483885,0.09368988022119887,0.03416309707043583,0.06876158700082584,0.017108413043561,2
2008-01-18,0.03213849666955951,0.01493310070365052,0.5999546758576607,0.04399067967061414,0.013715871287040684,0.039142434323114435,0.045172379894220245,0.08980558099591957,0.034279291064810806,0.06996955463314346,0.01689793490026603,2
2008-01-25,0.03351737915538208,0.015073583209179165,0.5891293945781858,0.04746790946494933,0.014486249812675052,0.038019422215505146,0.04475187864677931,0.08903922186102835,0.035717463799151375,0.07380441615950291,0.018993081097661516,2
2008-02-01,0.03060072313546984,0.01595045836769543,0.6362683898890756,0.03779222459393284,0.022377110659860658,0.037428402424398176,0.04482633784656044,0.0711526590098887,0.03348121792083911,0.046800399710086434,0.02332207644219273,2
2008-02-08,0.031171833571684057,0.01582220186666549,0.6392238756203132,0.03684266242861231,0.022045768844739053,0.03676555774005885,0.04534017207977796,0.07042605831160259,0.031798968539462576,0.04667078010567691,0.023892120891407014,2
2008-02-15,0.030654044596239046,0.016191067184630252,0.6368635657987756,0.03596659725916296,0.023308576946557587,0.039575733165372246,0.044513039719985076,0.07107468016335451,0.03157778262376562,0.046212996697306885,0.024061915844850425,2
2008-02-22,0.03033992545810547,0.01572667434434969,0.6392213270722439,0.03511163357060177,0.02429116769056637,0.03865742266989235,0.042713059376456704,0.07321327094189466,0.03170022436363174,0.0459376385490558,0.023087655963201406,2
2008-02-29,0.03890767983652731,0.014603431055194703,0.5914209353337084,0.03998026488972683,0.018554953670344564,0.05249264902297282,0.042463539790071676,0.09279178833077634,0.0335819825185279,0.0493269130231477,0.025875862529001883,2
2008-03-07,0.039052538921493546,0.013740898112109148,0.5938636448817521,0.04091210343625267,0.018742308746199834,0.050676838676585005,0.04310832006202549,0.09242953871147053,0.0333791132234034,0.04855019171809872,0.025544503510609155,2
2008-03-14,0.04037033098017355,0.014329135042215729,0.5858462603970844,0.042278877679038956,0.01937204566367187,0.052020736162743955,0.043454695799233216,0.09259612089135229,0.03360013901997008,0.04993829667809053,0.0261933616864253,2
2008-03-21,0.03889449479153837,0.014282328461565172,0.5933631358593328,0.04352912380372143,0.017663406612622976,0.05012057262915216,0.04409911764097006,0.08728271129483894,0.03237563379660673,0.05044454756395091,0.02794492754570029,2
2008-03-28,0.04058475380949025,0.014755307985393228,0.5545150636512781,0.04160420155916421,0.052654216229542375,0.04437807093455929,0.05036412372145682,0.10251815116157342,0.04102827912169301,0.03979974954892663,0.01779808227692263,2
2008-04-04,0.03961696452096645,0.015352524557043695,0.5556667716564104,0.04101885592929341,0.05647239483699167,0.04103765075529178,0.04999291719334409,0.10297344395400372,0.04189392375991454,0.03963825260297756,0.01633630023376264,2
