,.TR15GSPA,.TR15GSPD,.TR15GSPE,.TR15GSPF,.TR15GSPI,.TR15GSPL,.TR15GSPM,.TR15GSPREC,.TR15GSPS,.TR15GSPT,.TR15GSPU,gamma_op
2014-08-22,0.9999968899978461,3.2390442369363537e-07,3.225934921583742e-07,4.540140645186319e-07,5.198433042276712e-07,1.8197894933608125e-07,3.72407103486005e-07,3.166019821066232e-07,2.6349554355131372e-08,4.528315872028906e-07,1.3947769278784154e-07,4
2014-08-29,0.9999968907910111,3.2597770499411614e-07,3.193838826102851e-07,4.5657402617671957e-07,5.233990973028144e-07,1.7842097665568738e-07,3.699988642970998e-07,3.1412889103346746e-07,2.612899116957184e-08,4.562247217580943e-07,1.3897183312752085e-07,4
2014-09-05,0.9999969121999782,3.2240407856638377e-07,3.205364638720768e-07,4.545667086497056e-07,5.151431953642882e-07,1.792467915073636e-07,3.678620956112136e-07,3.1116796632198743e-07,2.5935015023541807e-08,4.513202102066965e-07,1.3961749630083717e-07,4
2014-09-12,0.9999975764948439,4.915982601288614e-07,2.438114369405696e-07,3.015006434916555e-07,3.511015246734445e-07,1.1762777185016823e-07,2.9639005519391576e-07,2.2014037709047334e-07,1.961889878971755e-08,2.857985575192791e-07,9.591763043256872e-08,4
2014-09-19,0.9999976064178008,4.87838354751174e-07,2.3617208051906156e-07,3.0131657641216075e-07,3.50362648830498e-07,1.1520003176334604e-07,2.924404641114911e-07,2.1020907708254594e-07,1.951922237266247e-08,2.8714512537352837e-07,9.337861814598773e-08,4
2014-09-26,0.9999976283075173,4.811035544661074e-07,2.3392384439932944e-07,2.995804548060523e-07,3.478040721503713e-07,1.1683674367429732e-07,2.9140100831767344e-07,2.0591766597278807e-07,1.943739108913809e-08,2.8292881666366614e-07,9.275893106925442e-08,4
2014-10-03,0.9999976461856797,4.7680863923360457e-07,2.3122497287871954e-07,2.9737586644585376e-07,3.429305566330237e-07,1.1656970888119326e-07,2.913046554871693e-07,2.0555602587118795e-07,1.9450620560245225e-08,2.808414204419679e-07,9.175185374694425e-08,4
2014-10-10,0.9999970674550779,5.6872820199464736e-08,2.977768690090681e-07,4.859396340688285e-07,4.0048200138822067e-07,2.2733045102621562e-07,3.7990510675126407e-07,3.4750701483560127e-07,1.397257712849979e-07,3.886489877027069e-07,2.083562660190277e-07,4
2014-10-17,0.9999970825027662,5.6088029175177145e-08,2.889756253257268e-07,4.834148152451056e-07,3.9026204868958156e-07,2.2880852327581514e-07,3.7047972943836723e-07,3.6078639549207573e-07,1.4359679866592057e-07,3.800396722046991e-07,2.1504559626597925e-07,4
2014-10-24,0.9999970011533846,5.716628952326315e-08,2.933693846795011e-07,4.922948563158378e-07,4.098651004165126e-07,2.3270212192722715e-07,3.8462595396343196e-07,3.758797132934549e-07,1.4426368821859954e-07,3.871772378224941e-07,2.2150226919188032e-07,4
2014-10-31,0.9999970837135201,5.569085935720241e-08,2.851214142411055e-07,4.784660204696033e-07,4.0146640489665826e-07,2.201755030493772e-07,3.7554629635620727e-07,3.642327226245347e-07,1.393785033912507e-07,3.804773746118212e-07,2.157313807987903e-07,4
2014-11-07,0.9999975912603769,4.162095398689909e-08,2.440268758930411e-07,1.8331400605494088e-07,3.276318173883508e-07,2.7016821378477536e-07,3.271532719834489e-07,3.481396626740961e-07,9.233486377780991e-08,3.307666171500356e-07,2.435833403714915e-07,4
2014-11-14,0.9999975576724773,4.1888297421279807e-08,2.4639672195969473e-07,1.865466299414181e-07,3.343413528227591e-07,2.7210557644652836e-07,3.3105968979411534e-07,3.5117605474781895e-07,9.475092182729912e-08,3.351994391973673e-07,2.4886283851513785e-07,4
2014-11-21,0.9999975643821316,4.248566586012151e-08,2.4082731357285777e-07,1.850967986089296e-07,3.340124968030659e-07,2.771821826294027e-07,3.3289684842359464e-07,3.478670490286593e-07,9.454128217006221e-08,3.398120340523188e-07,2.4089619698269556e-07,4
2014-11-28,0.9999975759799795,4.229945264128596e-08,2.4305792828371565e-07,1.8319230051827772e-07,3.3344427755959957e-07,2.6811647032722863e-07,3.3546413514668194e-07,3.468170461410775e-07,9.437826567258538e-08,3.362045357529388e-07,2.4104560834925234e-07,4
2014-12-05,0.9999971104685498,5.3111036412362085e-08,2.1115498868756922e-07,2.5302115277554466e-07,4.355517695242748e-07,2.9886570147258064e-07,3.606033729909442e-07,4.007048415286243e-07,2.103942907133635e-07,3.854160735189719e-07,2.8070822250332147e-07,4
