,.TR15GSPA,.TR15GSPD,.TR15GSPE,.TR15GSPF,.TR15GSPI,.TR15GSPL,.TR15GSPM,.TR15GSPREC,.TR15GSPS,.TR15GSPT,.TR15GSPU,gamma_op
2009-04-03,3.19021236459768e-08,7.185034638571782e-08,1.4316822503847647e-07,2.4627587131767792e-08,5.1059950077078317e-08,3.359479845299894e-07,9.305681539653143e-08,2.2205793320165455e-08,0.5445884693478494,1.2186880123464365e-07,0.45541063496452383,2
2009-04-10,3.098117362159329e-08,7.524621718925929e-08,1.4576525892401664e-07,2.5990738419589798e-08,5.2374967416953745e-08,3.469607777619658e-07,9.609063779104575e-08,2.574536298987981e-08,0.5432463513625858,1.273710496508142e-07,0.45675272211123036,2
2009-04-17,3.153178154858028e-08,7.752555041593137e-08,1.4509913790273724e-07,2.833770955759773e-08,5.419717829729448e-08,3.4480288286980473e-07,9.742948192974793e-08,2.7152026249540336e-08,0.5425893366835026,1.295782431144237e-07,0.45740972766250554,2
2009-04-24,3.204891786633831e-08,7.948901424365197e-08,1.4391479308881433e-07,2.930256321232397e-08,5.5728413841741086e-08,3.399124095639539e-07,9.897404156346645e-08,2.859718405057845e-08,0.5477815138496793,1.303375337575352e-07,0.4522175478454493,2
2009-05-01,0.004002064074933143,0.006480194475506962,0.0169673221752369,0.0034136499641195805,0.0018056835567945573,0.7971576502343656,0.009645590960953396,0.0032884104873628084,0.03792709656552738,0.02816014606924684,0.09115219143595266,2
2009-05-08,0.0039819978285571675,0.006407072398368747,0.016990928121961735,0.003244870318130146,0.001798546883029085,0.7956855985337442,0.009681770827095728,0.003045160278259651,0.03790239890533829,0.02801454710029979,0.09324710880521547,2
2009-05-15,0.004212268462357697,0.006617965087375864,0.018524717039517646,0.00392733025226144,0.0019234925265617742,0.7885712943339759,0.010160881396332073,0.0033431521340240244,0.03899431945545269,0.027648006798401785,0.09607657251373909,2
2009-05-22,0.004261870895571425,0.0063045802583481,0.01768395531619946,0.0035464948755089933,0.00182405252539079,0.7925683592518584,0.00987438792434106,0.0030041959832668376,0.03970843571611002,0.027780556700481775,0.09344311055292337,2
2009-05-29,0.0036083175627945885,0.012851767581996562,0.03653357538127925,0.004024027877683536,0.004795092136858192,0.274267233928918,0.023856124818927224,0.0036245508535982865,0.11584900519069603,0.09766847119729959,0.42292183346994894,2
2009-06-05,0.003577379750236571,0.012800918648039354,0.03717028181669019,0.00409751831654967,0.00479221748266751,0.2748244701953007,0.023766842995502833,0.0037632370818016362,0.11292905886152729,0.09911637190896355,0.4231617029427208,2
2009-06-12,0.0035251571436964516,0.013123643131080626,0.03727531035543261,0.004065935705125208,0.005004545756368367,0.26908623287883593,0.0239308504839028,0.003860892587232783,0.11403328966677549,0.1018839340344528,0.424210208257097,2
2009-06-19,0.0034437547025258784,0.01273758120640482,0.03733934048406385,0.004028103576814145,0.004856199074427068,0.2682249221033365,0.023662844868081324,0.003723635580765547,0.11069239560881652,0.10051453938090898,0.43077668341385533,2
2009-06-26,0.04907927784774193,0.019263332295549634,0.04803827885642883,0.009592624660506845,0.007969988165226122,0.1806539566822256,0.020069570996292474,0.005387555957529773,0.623413059288258,0.012433399298212397,0.024098955952028545,2
2009-07-03,0.04925130099401544,0.019003905611613685,0.04627430032120521,0.009389163354555956,0.007826731461526458,0.18531956044924586,0.019717216814974736,0.005314642549650423,0.6214559670221953,0.012337257938325132,0.024109953482691755,2
2009-07-10,0.04850793091077096,0.018709532917031653,0.04543453355149845,0.009105300109951815,0.007674007115847421,0.182741154719869,0.019363641652417187,0.0051492134865024205,0.6269935311555416,0.012260415714241805,0.024060738666327724,2
2009-07-17,0.048853224003239534,0.01866930787015701,0.044241518358248307,0.008965202969980468,0.007545407162209557,0.17943543365568548,0.018980340493908048,0.005019735868638298,0.6321462915807957,0.012172208659542468,0.023971329377595146,2
2009-07-24,0.00027212486714892114,0.014623479320726256,0.2711072887887382,9.526958394342398e-05,0.00025574220621736625,0.040343886799909676,0.4488116592839376,9.835162999812549e-05,0.0010414779362193458,0.2223060968920636,0.0010446226910973827,2
2009-07-31,0.0002696528393787146,0.01451264766559819,0.2704080646776999,9.240254730611974e-05,0.0002524018939970733,0.040030115756340655,0.4556575263872557,0.00010046824182584747,0.0010009418442365537,0.21663722717907904,0.001038550967282288,2
2009-08-07,0.0002695191045921447,0.01465478265972258,0.26538010223030895,9.621814016571586e-05,0.0002571127477607721,0.040548281367039356,0.46060271268873915,0.00010401998851733217,0.0010011262311136662,0.21606797250793078,0.0010181523341094068,2
2009-08-14,0.0002618962980906216,0.015023724493347906,0.260600673769417,0.00010403167170307468,0.0002641412480545509,0.03862481537389761,0.4697754684187452,0.00011854996884782368,0.0009706933938033287,0.21325858533352018,0.0009974200305727682,2
2009-08-21,0.006989161126816995,0.016424931158441042,0.14369176123039346,0.003206388074446731,0.005194157183193493,0.3834850078552728,0.08334032662362474,0.003221734148881973,0.1388933399518861,0.0926990273306018,0.12285416531644106,2
2009-08-28,0.007054529851402597,0.01643188638224155,0.14563055462839108,0.003208953197267585,0.005209565919335276,0.3820513596370143,0.08314586366855325,0.0032006971855978628,0.1385167558502166,0.09256784942488558,0.12298198425509445,2
2009-09-04,0.007045587644826589,0.016646220621636065,0.14533800754103174,0.0032493295076127266,0.00522575266884215,0.38225869345811253,0.08300928399751678,0.0032892284416495554,0.1382416725828551,0.0933995714890146,0.12229665204690227,2
