,.TR15GSPAU,.TR15GSPBK,.TR15GSPCS,.TR15GSPDF,.TR15GSPE,.TR15GSPFBT,.TR15GSPFDGR,.TR15GSPHC,.TR15GSPHHPE,.TR15GSPHR,.TR15GSPIC,.TR15GSPINSC,.TR15GSPIS,.TR15GSPLP,.TR15GSPM,.TR15GSPME,.TR15GSPMS,.TR15GSPPHB,.TR15GSPREC,.TR15GSPSEQP,.TR15GSPTEHW,.TR15GSPTRN,.TR15GSPTS,.TR15GSPU,gamma_op
2009-04-03,0.00047342619164100156,0.00012737753500460997,0.0006228234050499873,0.0001251421795501451,0.0005407711722442586,0.6205231789770553,0.3376141497513046,0.00041436684726367653,0.000680935435371672,0.0005490247248418042,0.00030808119609528235,0.0002664145868843553,0.0007137152898101726,0.0002797547239751664,0.00041744411105011127,0.00035897217778225283,0.00032059959739268477,0.0033293219025892678,0.00014677276343542868,0.0007815694088378483,0.0004924029439674115,0.00031050224859261333,0.0009441665148447465,0.02965908631541552,2
2009-04-10,0.0005260959229020718,0.00013343871820597786,0.0006503534697671866,0.00013216730204203788,0.0005538255271421964,0.61700396056018,0.34058407214588277,0.00041184208858091213,0.0006921461311664911,0.0005692344264162745,0.0003150108888656592,0.0002753723873826837,0.0007474624714664429,0.00029699593699096326,0.0004335940148254647,0.00038220528652516356,0.00033601698766250713,0.0032244716317509086,0.00017117102340593647,0.0008063202851207475,0.0005224174550287502,0.0003291561373646863,0.000980863815467793,0.029921805385856245,2
2009-04-17,0.0005971021611701156,0.00014865939766064707,0.0006689441315157419,0.0001455370226062337,0.0005517964436621792,0.621418079965525,0.33583377241380874,0.0004306368224693727,0.000691993591207693,0.0005677163733342256,0.00032829585784646215,0.0002935195962840909,0.0007661798265116629,0.0003053957728328042,0.00044003550518932806,0.0003871329104005493,0.0003535418510768029,0.0032411251070248548,0.00018068770282993066,0.0008178826166061098,0.0005296827770710927,0.00033451056324501296,0.0009756512532176394,0.02999212033690363,2
2009-04-24,0.0006001231277956446,0.00015722950808924125,0.000689181069383267,0.0001490214158535708,0.0005469906997033235,0.6228011125570211,0.33464308573239326,0.00044637093415833735,0.0007177398995630646,0.0005831937221672338,0.0003374787114238434,0.0002987366459387255,0.000764100143615385,0.00031975542278978253,0.00044676492629960613,0.000401314805897262,0.00035764444888478373,0.003257391491989887,0.00019019980256752492,0.0008155889413418762,0.0005373588591718913,0.0003430147184436925,0.0009612822306825684,0.029635320184825047,2
2009-05-01,0.15518769360558965,1.0544146586096132e-07,6.386958543911571e-07,1.1623366966512845e-07,6.641949572698662e-07,0.22415893844311985,0.2837841670998843,1.9627846487132339e-07,1.9971728991573953e-07,4.824090999787553e-07,2.1303087749964833e-07,3.545945029601873e-07,1.6262794703792038e-06,2.679092761004537e-07,4.184317578241987e-07,3.059423085758405e-07,2.8685436801020444e-07,3.66311809906145e-06,1.0228545395245077e-07,1.4544610598304572e-05,6.186271998671902e-07,1.9670687695967236e-07,0.33683220097862676,1.1998511187994321e-05,2
2009-05-08,0.15807337050560044,9.510417218111153e-08,6.337137143262941e-07,1.1143641078249608e-07,6.594407613278406e-07,0.22062219636858282,0.2879278017995847,1.9511895618385834e-07,1.953601866491714e-07,4.5502756325112284e-07,2.1202765869648208e-07,3.432707453995661e-07,1.567363305897082e-06,2.6061873076302344e-07,4.164156223553964e-07,3.218258699871693e-07,2.7421387473549426e-07,3.5986681964272305e-06,9.39105591442489e-08,1.4318303531305912e-05,6.222536394402362e-07,1.8814825040603025e-07,0.3333398996239719,1.2169480510921108e-05,2
2009-05-15,0.16575160534323558,1.214174426710537e-07,6.310854179249435e-07,1.333811342158858e-07,7.070489537434786e-07,0.22654508754973623,0.28278457633647824,2.078936678402969e-07,1.9821843849341968e-07,4.639027329048303e-07,2.2460512286798847e-07,3.945677443120697e-07,1.5334229678125068e-06,2.6054586704394897e-07,4.2977664699131144e-07,3.4092052239025153e-07,2.7062099171455167e-07,3.694473148440264e-06,1.0139105120492795e-07,1.3637446492941859e-05,6.033441225645365e-07,1.976120343149791e-07,0.3248822482356423,1.2330860407118674e-05,2
2009-05-22,0.15059053402469522,1.0848800245204505e-07,6.248284726651825e-07,1.218114521750723e-07,6.814908206779656e-07,0.23761366792449595,0.28207022109174196,2.0787753969242498e-07,2.020263629589893e-07,4.5973176074798216e-07,2.1485082318400466e-07,3.6847530989861694e-07,1.5768981659914888e-06,2.420965932019465e-07,4.2170069497876314e-07,3.228261799084473e-07,2.6376738377711156e-07,3.81922397105857e-06,9.199292913616846e-08,1.3743246141047615e-05,6.064909082516167e-07,1.868633136692322e-07,0.3296892033394867,1.2108932754662493e-05,2
2009-05-29,0.1337870009005562,5.951934530713745e-07,4.296786451791468e-06,6.379634708452986e-07,7.2300264048969925e-06,0.30891603194275674,0.3983550341815542,1.210432555984162e-06,1.4151503608288064e-06,3.4275376750921184e-06,1.4582819216912657e-06,1.5817321414038207e-06,2.9513097995202143e-05,1.818253289884484e-06,3.7894333789260546e-06,1.8704573902961152e-06,2.0296989753031374e-06,5.5461540983708815e-06,7.261895505461841e-07,0.14786897425369924,6.718762064284898e-06,1.380796614744781e-06,0.002374737048605406,0.008622975725035021,2
2009-06-05,0.13822173029550106,6.114527699928333e-07,4.22466201292248e-06,6.589222994856584e-07,7.4149861859407964e-06,0.30519989890520854,0.3923261192813522,1.2206722277756685e-06,1.3715875601532119e-06,3.471831814505545e-06,1.4657953467603508e-06,1.5780781781231152e-06,3.0140942764745627e-05,1.8750416016483896e-06,3.80550818970553e-06,1.8432951478556533e-06,2.0268469289116897e-06,5.515601185103454e-06,7.600184991154273e-07,0.1530803403874707,6.857821482014373e-06,1.4205627428881479e-06,0.002398632901487414,0.008697014602042401,2
