,.CSIH00928,.CSIH00929,.CSIH00930,.CSIH00931,.CSIH00932,.CSIH00933,.CSIH00934,.CSIH00935,.CSIH00936,.CSIH00937,gamma_op
2012-12-07,2.6565636451112936e-06,2.484723252359531e-06,1.9318195724336336e-06,5.490457429210426e-06,0.3162071615416484,0.00181223622046146,8.290122602534061e-05,1.0868897458252602e-05,9.44056753176734e-06,0.6818648279829757,2
2012-12-14,2.7108344678785224e-06,2.5555939733997765e-06,1.9876577388055845e-06,5.591117912470241e-06,0.30829415388977266,0.0018159535650092015,8.720739864427756e-05,1.116331409577441e-05,9.753278132196412e-06,0.6897689233502534,2
2012-12-21,2.7321052230854847e-06,2.5870761683794573e-06,2.008653708507033e-06,5.631415698040484e-06,0.31004076285496246,0.0018052800866532174,9.036211334412358e-05,1.1128066738647617e-05,9.845250184070012e-06,0.6880296623773194,2
2012-12-28,2.818067264579273e-06,2.6273934778588855e-06,2.026481612999759e-06,5.780302169070573e-06,0.31594373035283,0.001780243525929365,9.008828321224953e-05,1.1223282152436583e-05,9.916721400089953e-06,0.6821515455899513,2
2013-01-04,0.0072814461436193495,0.004656748166935662,0.010863236634540252,0.02409973528493721,0.3771587235323197,0.19535761484351905,0.04220604269737298,0.040718998343128705,0.04836538137261398,0.24929207298101325,2
2013-01-11,0.007290751172511021,0.004661719387918346,0.010882452899404958,0.02413405323494597,0.3756413723364718,0.194900807523738,0.042854966103624326,0.04063429487589474,0.04872193774277404,0.25027764472271674,2
2013-01-18,0.007147409510388281,0.004540551068981941,0.010708054875327394,0.023742883054892888,0.38153768959167,0.19699901326255445,0.04155774494862427,0.04051559570269255,0.04980726593393986,0.24344379205092834,2
2013-01-25,0.0070817842574317415,0.004526888750410307,0.01071064617222114,0.023790104335688206,0.3747323777452972,0.20250771718966656,0.04142536615492948,0.04120704080592256,0.04912303478767137,0.24489503980076133,2
2013-02-01,0.005415158662691613,0.0025404516116348252,0.007576837687219715,0.017606582403378257,0.09120498990701084,0.328290177441665,0.24748598052956644,0.026909029044116572,0.21163644557007932,0.06133434714263738,2
2013-02-08,0.005443374733294966,0.0025408365940779954,0.007552347952458353,0.017473919461614393,0.08785767037383134,0.31981804460918595,0.26242674428865526,0.02644914426213815,0.2091730647816178,0.06126485294312599,2
2013-02-22,0.005494967145450037,0.002569095696431272,0.007702577847929593,0.01776870085365492,0.0891382831610378,0.3298720895729931,0.25259760027103556,0.027145951515213627,0.20738592532287056,0.06032480861338366,2
2013-03-01,0.006400264385676438,0.004089910187952656,0.007311917318021055,0.011853084218692161,0.18944476834358825,0.41023684333764093,0.014379608217324633,0.030184161450497835,0.3104779770817201,0.015621465458886014,2
2013-03-08,0.006352278466999676,0.0040760207982480975,0.007366014549719436,0.011903981611607797,0.18275469178151013,0.4139651943414356,0.014869522456426726,0.030723949701534352,0.31208268980965465,0.015905656482863434,2
2013-03-15,0.00615810643021346,0.003931742915334366,0.00704224219929864,0.011501471425220317,0.1839023617274502,0.4052314139668297,0.014195714254480492,0.030781419233670212,0.32114584221940706,0.01610968562809558,2
2013-03-22,0.006161905866835601,0.00385797799334281,0.006975948823275535,0.011281628759276324,0.17913695697505683,0.41045871452940175,0.013906212320083223,0.030622076295886914,0.32151672338552784,0.016081855051313102,2
2013-03-29,0.013302393531139017,0.009395317775920398,0.015856730711485342,0.028023048073175932,0.10626194917837324,0.5041467657482975,0.047827707689179724,0.04854926811253018,0.20132582782306452,0.025310991356834123,2
2013-04-05,0.01300308858138435,0.009228448878019246,0.015489711365018147,0.02764211648973469,0.1052594943830147,0.5097528138130056,0.045359854535461736,0.04826136511158308,0.20085862200957572,0.025144484833202706,2
2013-04-12,0.01322020970407884,0.009413186783569156,0.015775306545058813,0.02825374071316573,0.10524645623661079,0.5050927495006038,0.046761534262943986,0.04794643268138454,0.2026518332552343,0.02563855031735011,2
2013-04-19,0.013140059331808627,0.009476683283750956,0.015931660189510477,0.02866903547920538,0.10817444401276524,0.49796159589569305,0.04663892465685825,0.048956417875881196,0.2055722300618796,0.025478949212647144,2
2013-04-26,0.013596388109912247,0.00852463378064515,0.012874447569395805,0.02477135456087584,0.07433696829265657,0.6255917421823813,0.04068451329138555,0.02728625230900872,0.12445411106528327,0.04787958883845557,2
2013-05-03,0.013233877556566154,0.00827854813909016,0.0125888551837673,0.02458919957118657,0.07244159814075773,0.6249372788023052,0.03973144876586422,0.026949901389642445,0.130242793408676,0.0470064990421442,2
2013-05-10,0.012693598548287097,0.00802216858202112,0.012330953200231417,0.02434033994064842,0.07054392021659626,0.6281967027496413,0.0395300590746061,0.02693041700920402,0.13062792221002686,0.046783918468737376,2
2013-05-17,0.012498266833064145,0.007981883890316649,0.012415678061617755,0.02454228750762141,0.07137920269291183,0.6237709043303759,0.038613442480921946,0.027115293253019836,0.13478329110341974,0.046899749846730725,2
2013-05-24,0.008177249194038519,0.007320751079104557,0.011139636022306651,0.02013974897512638,0.08094181482634577,0.7095779556823064,0.018392843499203435,0.03266312483351971,0.08855349007606775,0.02309338581198077,2
2013-05-31,0.008128781506223742,0.007364252304160875,0.011353050748378318,0.020576765065654163,0.08191828594410044,0.7054006811830947,0.018377984086442308,0.03494484937320532,0.08916315306290572,0.022772196725834217,2
2013-06-07,0.007972503074510664,0.007250764505958002,0.011223844437616457,0.020226923318755623,0.08059028146422152,0.7143092306192427,0.01822392889719112,0.0334751867977542,0.08416766067641714,0.022559676208332567,2
